Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1480.50,319808.57,34745.59,20643.43,59.41,59.53,26.65,4.77,0.97,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.86,-0.12,0.08,3.19,4.42
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,357.10,93393.61,41693.04,15151.78,36.34,35.13,28.62,2.90,1.17,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.33,0.76,-0.37,10.16,1.01
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5599.00,66944.44,13890.16,2810.50,20.23,19.38,28.48,5.02,3.06,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.30,0.13,0.36,0.81,4.58
Apis India,506166,,Food Products,Other Food Products,46.11,635.17,365.95,37.48,10.24,10.21,27.63,4.11,0.56,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.18,0.00,0.00,1.32,0.00
Aptus Pharma,544529,,Pharmaceuticals & Biotechnology,Pharmaceuticals,162.00,111.13,24.56,4.85,19.75,19.75,31.39,5.12,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,4.44,,,1.74,3.77
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,1028.30,26214.16,4684.11,752.02,16.05,16.67,91.39,7.08,380.79,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,2.00,3.38,1.13,5.07,4.26
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,159.28,93558.76,50976.16,9941.54,19.50,18.97,27.98,7.43,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.46,-0.29,0.47,5.90,3.17
Asian Paints,500820,ASIANPAINT,Consumer Durables,Paints,2928.30,280881.89,34378.17,6201.28,18.04,17.71,69.89,14.35,8.32,13.18,0.18,20.59,9711.65,598.81,4423.82,3375.26,6010.83,2.05,0.52,-0.21,0.61,1.92
AU Small Finance,540611,AUBANK,Banks,Other Bank,952.55,71123.11,17273.80,8933.99,51.72,53.37,32.72,3.92,1.42,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.68,3.05,-3.18,12.07,1.49
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",686.00,1536.87,2.40,1.85,77.08,77.08,477.29,114.44,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,3.91
