Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,Diversified,Diversified,35370.00,39861.99,4750.64,878.41,18.49,17.31,71.93,24.74,3.33,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.23,0.02,-0.41,0.12,4.41
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,344.65,826.78,277.91,47.08,16.94,15.84,23.85,3.31,0.31,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,6.23,0.41,-0.01,0.02,4.79
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1499.00,323804.83,34745.59,20643.43,59.41,59.53,26.98,4.83,0.99,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.81,-0.12,0.08,3.19,3.23
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3763.90,35124.85,4309.96,1187.95,27.56,26.91,31.17,4.77,1.63,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.10,0.16,-0.34,0.70,3.98
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5663.50,67715.64,13890.16,2810.50,20.23,19.38,28.81,5.07,3.10,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.25,0.13,0.36,0.81,3.49
Apis India,506166,,Food Products,Other Food Products,53.30,734.22,365.95,37.48,10.24,10.21,31.94,4.75,0.65,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,4.52,0.00,0.00,1.32,0.00
Aptus Pharma,544529,,Pharmaceuticals & Biotechnology,Pharmaceuticals,161.00,110.45,24.56,4.85,19.75,19.75,31.20,5.09,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,4.47,,,1.74,4.73
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,751.00,7174.01,3728.75,531.43,14.25,13.78,18.01,5.03,0.30,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,6.44,0.09,1.60,2.36,2.09
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,167.75,98533.91,50976.16,9941.54,19.50,18.97,29.47,7.83,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.25,-0.29,0.47,5.90,0.62
AU Small Finance,540611,AUBANK,Banks,Other Bank,980.60,73244.16,17273.80,8933.99,51.72,53.37,33.69,4.03,1.46,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.62,3.05,-3.18,12.07,2.68
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",679.15,1521.52,2.40,1.85,77.08,77.08,472.52,113.29,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,4.87
Axis Solution,511144,,IT - Software,Computers - Software & Consulting,82.32,389.05,211.79,26.18,12.36,18.43,16.68,3.17,0.03,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,6.16,0.00,0.00,1.83,0.00
Bharat Forge,500493,BHARATFORG,Auto Components,Auto Components & Equipments,1417.40,67764.28,15268.83,2695.80,17.66,17.80,62.69,7.24,79.35,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.71,0.85,-0.75,3.35,2.96
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,2102.00,1260210.93,194613.50,109005.50,56.01,49.17,39.14,10.18,0.47,5.35,1.77,23.18,-104864.50,11478.70,8908.90,45232.60,429.60,4.37,0.31,0.70,3.28,3.34
Britannia Inds.,500825,BRITANNIA,Food Products,Packaged Foods,6066.00,146110.71,18487.65,3346.82,18.10,17.70,63.06,39.13,4.88,24.52,0.59,52.94,-293.48,234.60,497.27,1882.31,2199.63,2.20,0.74,-0.56,0.68,4.28
Can Fin Homes,511196,CANFINHOME,Finance,Housing Finance Company,916.55,12204.24,4054.47,3728.00,91.95,92.25,13.25,2.23,0.60,2.20,6.61,18.22,213.97,1.18,0.75,3.26,0.00,7.74,-0.65,0.42,9.72,1.71
Canara Bank,532483,CANBK,Banks,Public Sector Bank,147.17,133492.77,125841.25,76573.02,60.85,62.10,6.97,1.16,0.17,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.65,0.82,0.51,14.47,4.57
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),1715.40,144754.63,28536.73,19741.86,69.18,70.32,31.16,5.56,1.22,2.38,7.23,19.71,9140.07,406.94,211.86,128.16,0.00,6.18,1.22,-1.11,9.44,3.74
City Union Bank,532210,CUB,Banks,Private Sector Bank,270.50,20073.76,6269.92,4325.87,68.99,70.59,16.61,2.02,1.19,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,6.11,1.52,-1.42,13.50,4.80
Corona Remedies,544644,CORONA,,,1441.10,8813.78,1196.42,240.69,20.12,20.12,58.77,,,17.04,0.21,27.60,81.45,5.61,150.86,118.99,119.08,2.38,,,0.62,3.86
Cummins India,500480,CUMMINSIND,Industrial Products,"Compressors, Pumps & Diesel Engines",4494.30,124582.00,11643.62,2441.09,20.97,20.02,54.06,15.78,1.55,20.85,0.00,28.15,5023.17,777.90,2565.36,1524.44,1162.01,2.45,-0.80,0.85,0.01,2.62
Cupid,530843,CUPID,Personal Products,Personal Care,421.15,11306.49,266.82,89.44,33.52,23.22,183.16,29.66,5.09,11.99,0.07,12.89,301.97,0.00,89.65,15.97,42.64,0.76,0.24,1.63,0.32,0.87
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers,7061.50,193696.41,21427.66,5173.56,24.14,25.03,37.93,8.77,0.92,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.39,-1.05,1.16,0.07,3.64
Exato Technologies,544626,,IT - Services,IT Enabled Services,392.85,395.42,124.23,14.21,11.44,11.44,40.51,,,13.04,0.75,28.16,30.41,1.93,33.70,13.51,3.75,3.94,,,2.04,0.00
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,262.20,64549.91,28739.84,19099.94,66.46,69.68,16.36,1.78,0.58,1.25,8.71,12.86,26370.05,4248.26,0.00,0.00,0.00,6.40,1.54,-1.32,13.53,1.54
