Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accretion Pha.,,ACCPL,Pharmaceuticals & Biotechnology,Pharmaceuticals,93.05,103.43,82.55,14.61,17.70,20.72,11.39,2.22,,20.18,0.17,65.35,38.54,0.19,21.85,2.67,22.83,12.59,-0.09,-1.06,0.56,3.07
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1509.10,326051.51,34745.59,20643.43,59.41,59.53,27.17,4.86,0.99,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.78,-0.12,0.08,3.19,0.95
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,351.75,91999.53,41693.04,15151.78,36.34,35.13,28.20,2.86,1.15,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.36,0.76,-0.37,10.16,0.47
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3835.40,35782.11,4309.96,1187.95,27.56,26.91,31.75,4.86,1.66,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.03,0.16,-0.34,0.70,0.87
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5686.50,68020.09,13890.16,2810.50,20.23,19.38,28.94,5.09,3.11,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.23,0.13,0.36,0.81,3.09
Anlon Healthcare,544497,AHCL,Pharmaceuticals & Biotechnology,Pharmaceuticals,167.77,877.91,120.29,32.55,27.06,27.06,32.22,4.16,0.07,13.27,0.27,40.45,225.62,0.16,107.45,16.56,56.53,3.40,,,1.87,0.99
Apis India,506166,,Food Products,Other Food Products,1097.90,604.95,365.95,37.48,10.24,10.21,26.31,3.91,0.54,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.42,0.00,0.00,1.32,0.00
Aptus Pharma,544529,,Pharmaceuticals & Biotechnology,Pharmaceuticals,162.75,111.65,24.56,4.85,19.75,19.75,31.54,5.15,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,4.42,,,1.74,3.33
Arham Tech,,ARHAM,Consumer Durables,Consumer Electronics,155.45,263.02,83.08,16.00,19.26,18.14,24.95,7.09,,12.33,0.96,26.43,26.36,0.78,23.31,11.15,42.38,5.31,0.00,0.00,2.25,0.00
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,1024.10,26066.53,4684.11,752.02,16.05,16.67,90.88,7.05,378.67,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,2.01,3.38,1.13,5.07,4.65
