Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
A B Infrabuild,544281,ABINFRA,Construction,193.02,1232.99,254.58,39.43,15.49,15.87,58.05,11.17,0.26,8.18,0.58,17.30,75.96,1.71,50.23,33.95,81.11,2.89,0.00,0.01,1.76,4.45
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,517.25,22348.27,3242.67,2471.69,76.22,76.30,23.55,3.50,0.87,4.31,2.56,16.86,1607.27,4.43,25.28,125.93,0.00,6.63,-0.15,0.26,6.66,3.86
Aaradhya Dis.,,AARADHYA,"Paper, Forest & Jute Products",116.55,164.78,113.69,18.02,15.85,15.85,16.06,,0.14,13.30,1.35,44.46,15.66,2.26,22.84,7.88,22.87,8.72,,,2.23,4.74
Acutaas Chemical,543349,ACUTAAS,Pharmaceuticals & Biotechnology,1429.60,11703.98,1037.44,253.46,24.43,23.05,61.91,8.94,2.05,12.13,0.01,16.00,589.39,31.83,290.49,156.05,179.94,2.24,4.07,0.46,0.05,1.07
Aditya AMC,543374,ABSLAMC,Capital Markets,874.55,25242.94,1745.55,1034.68,59.28,64.91,25.97,6.77,2.27,24.44,0.02,26.99,75.86,324.11,57.87,68.11,0.00,5.23,-0.12,0.20,0.05,4.10
Aditya Birla Cap,540691,ABCAPITAL,Finance,285.20,74497.92,41420.09,14867.97,35.90,35.13,21.89,2.45,0.90,1.32,4.61,11.49,-95387.25,563.65,688.25,1318.24,0.00,7.27,2.27,-1.36,9.23,2.46
All Time Plastic,544479,ALLTIME,Consumer Durables,328.35,2150.95,558.17,101.36,18.16,18.16,45.45,,1.88,9.68,0.90,21.00,4.99,1.04,86.57,37.51,73.32,3.34,,,2.83,1.96
Anthem Bioscienc,544449,ANTHEM,Pharmaceuticals & Biotechnology,843.65,47380.23,1844.55,671.50,36.40,36.40,104.94,,28.91,17.35,0.05,20.83,994.34,85.27,450.40,110.08,340.43,1.42,,,0.17,1.99
Apis India,506166,,Food Products,456.45,251.51,350.13,35.23,10.06,10.16,11.13,1.45,0.24,9.17,0.38,15.79,121.58,2.47,114.78,33.19,78.65,10.49,0.00,0.00,1.99,0.00
Apollo Hospitals,508869,APOLLOHOSP,Healthcare Services,7851.00,112885.33,22550.50,3198.60,14.18,13.92,71.74,13.75,3.95,7.77,0.96,18.42,1017.70,238.40,3016.10,2240.50,480.80,2.21,-0.95,0.75,2.98,1.63
Apollo Micro Sys,540879,APOLLO,Aerospace & Defense,250.74,8362.99,604.45,147.83,24.46,23.10,122.88,12.63,2.13,5.20,0.49,10.23,419.96,4.56,238.33,279.88,600.59,1.58,1.24,6.23,2.17,1.67
Aryaman Capital,538716,,Finance,624.85,748.39,77.33,30.69,39.69,39.69,32.64,9.67,0.10,22.15,0.36,38.69,62.23,0.00,0.22,1.27,15.74,4.21,0.00,0.00,0.92,0.00
Asahi India Glas,515030,ASAHIINDIA,Auto Components,884.45,21500.98,4690.57,776.49,16.55,16.67,66.00,8.06,275.00,5.50,1.01,13.61,148.58,73.00,441.77,1005.36,1119.40,2.52,0.15,-0.41,4.46,1.84
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",131.01,76942.89,49546.88,9540.11,19.25,7.10,24.09,6.29,0.08,4.47,4.08,28.82,3021.86,445.22,3346.87,8019.48,3986.08,7.40,-0.45,0.52,5.65,2.56
ASM Technologies,526433,,IT - Software,3869.75,5042.16,359.11,69.62,19.39,16.34,127.97,27.83,5.83,9.62,0.52,17.22,78.00,6.47,129.15,17.26,18.84,1.29,0.02,0.37,1.30,2.79
Astonea Labs,544409,,Pharmaceuticals & Biotechnology,178.85,187.99,97.52,15.12,15.50,15.50,35.14,,0.20,6.61,3.54,44.66,6.36,0.19,25.43,23.00,24.84,4.66,,,3.95,3.32
Authum Invest,539177,AIIL,Finance,3042.10,51668.58,4361.23,3991.81,91.53,89.63,12.61,3.53,0.15,31.27,0.04,34.12,-62.92,44.57,16.31,0.00,0.00,7.76,0.06,0.53,0.13,0.42
Axis Solution,511144,,IT - Software,24.38,115.22,205.91,27.39,13.30,17.61,4.58,0.99,,20.20,0.33,38.25,76.17,1.90,94.52,23.06,37.76,18.91,1.74,0.00,1.36,0.00
Cash UR Drive,,CUDML,Media,154.30,272.27,138.65,20.67,14.91,14.91,16.36,,0.23,17.73,0.00,41.82,19.86,2.86,37.06,28.18,0.00,8.31,,,0.01,3.56
