Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,605.9,65.99,1453.46,349.03,56.69,16.24,16.24,33.1,5.29,0.62,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.16,-0.05,0.33,0.01,0.17,2.43
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,207.0,65.23,230.1,89.63,14.95,16.68,16.68,23.8,4.21,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,5.84,2.76,0.0,0.88,0.0,3.59
ACME Solar Hold.,544283.0,ACMESOLAR,INE622W01025,Power,Power Generation,401.0,61.13,28345.64,2369.9,2057.79,86.83,88.04,47.66,4.79,0.32,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,4.86,12.05,0.79,9.71,0.05,2.55
Ador Welding,517041.0,ADOR,INE045A01017,Industrial Products,Other Industrial Products,1702.0,66.75,2961.99,1193.54,161.16,13.5,10.82,24.72,5.21,1.76,11.54,0.01,16.42,257.13,12.98,231.85,193.06,151.62,5.66,-2.16,0.68,0.02,1.33,3.65
Aeroflex,543972.0,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,552.25,63.35,7308.05,502.98,117.74,23.41,22.7,108.84,16.34,5.54,11.2,0.02,14.07,212.0,1.63,129.82,80.71,83.72,1.33,-2.32,2.12,0.1,0.08,3.04
Airfloa Rail,544516.0,,INE0XBS01012,Industrial Manufacturing,Industrial Products,474.0,84.64,1136.19,319.6,64.26,20.11,20.11,29.04,4.78,0.15,11.92,0.29,22.68,176.37,0.47,214.02,60.92,72.4,5.2,-0.25,-2.68,1.12,0.0,1.04
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1449.0,67.79,17789.61,2590.4,836.69,32.3,31.27,28.6,5.35,5.14,14.87,0.02,17.88,1360.94,48.17,1072.96,372.37,691.93,4.8,-0.09,0.24,0.07,0.37,3.1
Amic Forging,544037.0,,INE0P9J01013,Industrial Products,Castings & Forgings,2120.0,63.53,2448.32,141.78,42.76,30.16,30.16,86.6,10.78,2.02,13.85,0.03,16.79,52.88,1.03,52.97,17.94,27.76,1.7,0.08,0.0,0.14,0.0,2.3
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,2203.5,65.31,36587.22,1155.7,454.72,39.35,47.37,79.14,35.63,2.43,34.03,0.08,45.3,627.41,200.14,41.39,0.13,0.0,1.71,1.3,0.59,0.13,0.29,1.8
Anthem Bioscienc,544449.0,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,924.0,59.85,52041.33,2002.34,792.89,39.6,39.26,87.69,17.08,4.21,19.48,0.02,22.28,811.85,133.47,590.59,75.21,124.52,1.62,1.93,1.29,0.07,0.22,1.97
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,576.1,82.45,694.31,30.65,11.46,37.39,37.39,92.46,14.2,0.98,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,1.63,,,0.4,0.0,0.0
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,314.3,72.03,539.04,46.56,7.45,16.0,16.0,116.66,23.16,0.61,14.12,0.31,30.47,15.93,0.13,18.76,8.16,13.57,1.31,0.0,0.0,1.0,0.0,3.91
Archit Organosys,524640.0,,INE078I01011,Chemicals & Petrochemicals,Commodity Chemicals,64.1,62.79,131.54,144.84,15.64,10.8,11.65,17.67,1.72,-2.72,6.43,0.33,11.04,17.7,2.49,24.55,17.49,2.95,7.84,0.0,0.0,2.08,0.77,1.79
Artemis Medicare,542919.0,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,328.0,57.83,5192.44,1092.7,199.72,18.28,17.46,44.94,5.51,1.13,7.64,0.28,11.88,151.43,25.28,111.45,95.61,13.01,3.54,-0.49,0.09,1.45,0.14,1.94
