Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
A B B,500002.0,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,6269.0,56.86,132946.25,13202.73,2043.0,15.47,15.47,79.64,16.95,2.68,12.83,0.01,22.39,6016.25,351.22,3176.33,3455.65,2052.98,1.77,0.84,-0.65,0.04,4.36
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,403.75,68.35,968.56,277.91,47.08,16.94,15.84,27.94,3.88,0.36,15.26,0.0,18.44,124.13,6.04,52.77,13.87,52.08,5.28,0.02,0.29,0.02,4.1
Accord Transformer,544710.0,,INE132201018,Electrical Equipment,Heavy Electrical Equipment,60.35,71.03,124.16,79.02,9.16,11.59,11.59,20.29,,0.15,14.17,0.55,44.38,15.4,0.09,28.51,15.11,18.08,6.64,,,1.32,2.66
AGI Infra,539042.0,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",313.15,58.7,3919.34,347.69,117.58,33.82,28.72,46.71,11.35,2.09,5.86,0.42,25.66,141.76,11.34,2.77,17.75,878.39,2.7,0.0,3.0,1.3,2.87
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,3292.6,70.74,27305.01,1082.97,487.52,45.02,45.01,74.59,33.81,2.23,32.68,0.1,45.33,475.56,55.63,41.11,0.25,0.0,1.87,0.72,1.1,0.16,1.08
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",457.0,66.49,540.85,151.68,22.56,14.87,10.78,42.19,6.33,0.22,12.68,0.3,45.92,77.21,0.14,73.48,33.72,46.54,3.93,,,1.18,1.3
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,350.9,71.78,240.71,24.56,4.85,19.75,19.75,68.0,11.09,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,1.99,-2.8,-10.03,1.74,3.6
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),231.0,67.33,270.6,13.29,7.82,58.84,58.51,52.14,5.16,31.04,9.39,0.07,10.84,13.0,-0.04,4.15,0.0,0.0,2.84,0.0,0.0,0.49,4.92
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1330.0,62.44,77281.21,33181.86,6814.2,20.54,20.65,21.88,2.2,2.77,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.6,11191.88,7.38,0.06,-0.26,1.39,2.2
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,252.05,99.97,1191.19,220.5,31.0,14.06,18.43,43.38,9.72,0.07,21.0,0.4,39.84,80.42,1.53,72.82,29.4,60.94,2.51,0.0,0.0,1.58,0.0
CCL Products,519600.0,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1146.1,68.01,15364.85,4068.78,704.41,17.31,17.87,40.92,7.33,2.74,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.46,-0.3,0.49,2.82,1.17
