Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B B,500002.0,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,7600.0,66.48,161050.41,13476.81,1883.21,13.97,15.49,104.51,17.2,3.51,12.83,0.02,22.39,7488.57,1799.18,3275.59,4062.14,2548.27,1.33,0.61,-0.52,0.07,0.51,4.09
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,543.9,57.37,1304.78,349.03,56.69,16.24,16.24,29.74,4.78,0.56,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.84,-0.05,0.33,0.01,0.19,0.57
Accretion Nutraveda,544694.0,,INE1KVQ01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,303.5,65.92,219.73,33.59,6.89,20.51,20.51,43.33,6.2,0.27,19.38,0.12,25.02,27.74,0.11,8.11,0.75,8.99,3.15,-0.9,0.0,0.63,0.0,0.0
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,181.0,66.33,201.18,89.63,14.95,16.68,16.68,20.8,3.68,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,6.69,2.76,0.0,0.88,0.0,3.34
ACE Alpha Tech,544431.0,,INE0S9X01011,IT - Software,Computers - Software & Consulting,137.0,71.69,240.55,24.23,19.03,78.54,78.54,15.85,3.48,0.24,28.52,0.0,29.75,43.05,2.57,23.69,0.0,5.53,8.58,-3.3,-0.55,0.0,0.0,2.87
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,414.5,61.52,113426.53,48185.84,17802.62,36.95,36.69,28.17,3.14,-4.25,1.27,5.22,12.04,-106247.85,405.45,843.34,1842.17,0.0,6.18,-0.35,0.93,10.0,0.0,3.76
Aditya Infotech,544466.0,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,3687.7,58.04,43459.73,4220.81,566.13,13.41,13.41,118.18,23.14,2.44,10.26,0.14,25.41,1054.2,12.84,1404.36,1601.01,1103.73,1.21,-1.14,0.63,0.49,0.04,4.61
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1656.4,76.94,3452.17,301.16,61.46,20.41,20.41,75.09,14.57,,14.15,0.24,23.6,224.96,7.79,135.47,50.38,103.18,1.82,-0.22,-0.25,0.88,0.0,0.4
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3480.2,56.55,43488.26,5776.17,1467.06,25.4,27.5,38.32,9.58,1.61,20.63,0.06,27.14,1759.83,216.64,1853.88,544.3,938.54,3.46,3.44,-0.58,0.17,0.93,3.3
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1325.0,73.66,16267.25,2590.4,836.69,32.3,31.24,26.14,4.89,3.4,15.79,0.02,18.99,2141.32,48.17,1072.96,372.37,691.93,5.09,-0.09,0.24,0.07,0.39,3.84
