Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Belrise Industri,544405,BELRISE,Auto Components,Auto Components & Equipments,182.85,71.47,16271.44,9056.86,1114.49,12.31,12.32,35.74,3.27,3.35,5.35,0.29,14.09,2326.48,95.10,1709.59,1307.61,960.03,5.01,-3.12,0.89,1.64,1.53
Bharat Forge,500493,BHARATFORG,Auto Components,Auto Components & Equipments,1445.70,60.78,69117.27,15268.83,2695.80,17.66,17.80,63.94,7.38,80.94,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.66,0.85,-0.75,3.35,1.69
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,2081.60,46.91,1252301.44,194613.50,109005.50,56.01,49.17,38.89,10.08,0.47,5.35,1.77,23.18,-104864.50,11478.70,8908.90,45232.60,429.60,4.40,0.31,0.70,3.28,4.28
Britannia Inds.,500825,BRITANNIA,Food Products,Packaged Foods,6041.50,56.44,145520.58,18487.65,3346.82,18.10,17.70,62.81,38.98,4.86,24.52,0.59,52.94,-293.48,234.60,497.27,1882.31,2199.63,2.21,0.74,-0.56,0.68,4.66
Canara Bank,532483,CANBK,Banks,Public Sector Bank,150.92,60.15,136894.27,125841.25,76573.02,60.85,62.10,7.15,1.19,0.17,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.63,0.82,0.51,14.47,2.13
Choice Intl.,531358,CHOICEIN,Finance,Holding Company,818.00,61.27,18223.12,971.39,328.59,33.83,32.07,100.50,13.75,2.24,7.36,0.40,19.61,854.99,17.18,280.83,13.67,26.40,1.82,0.03,-1.83,1.46,2.73
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),1698.80,51.02,143353.83,28536.73,19741.86,69.18,70.32,30.86,5.51,1.21,2.38,7.23,19.71,9140.07,406.94,211.86,128.16,0.00,6.20,1.22,-1.11,9.44,4.67
City Union Bank,532210,CUB,Banks,Private Sector Bank,298.95,69.78,22185.03,6269.92,4325.87,68.99,70.59,18.36,2.23,1.32,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,5.96,1.52,-1.42,13.50,0.68
Coal India,533278,COALINDIA,Consumable Fuels,Coal,400.65,69.48,246909.71,140712.05,43344.96,30.80,32.83,7.91,2.34,0.30,14.25,0.13,38.89,48598.10,10429.96,14420.39,9839.56,11532.25,19.07,0.14,-0.20,0.32,3.98
CSB Bank,542867,CSBBANK,Banks,Private Sector Bank,424.95,62.98,7372.28,4050.37,2141.76,52.88,56.29,11.87,1.57,1.31,1.42,9.36,14.31,2946.14,1194.75,0.00,0.00,0.00,6.82,1.47,-1.14,13.18,4.93
Cummins India,500480,CUMMINSIND,Industrial Products,"Compressors, Pumps & Diesel Engines",4402.20,48.08,122028.98,11643.62,2441.09,20.97,20.02,52.95,15.46,1.52,20.85,0.00,28.15,5023.17,777.90,2565.36,1524.44,1162.01,2.51,-0.80,0.85,0.01,4.61
Cupid,530843,CUPID,Personal Products,Personal Care,486.60,90.89,13063.61,266.82,89.44,33.52,23.22,211.62,34.27,5.88,11.99,0.07,12.89,301.97,0.00,89.65,15.97,42.64,0.65,0.24,1.63,0.32,1.35
E Factor Experie,,EFACTOR,Other Consumer Services,Other Consumer Services,339.20,56.78,443.95,206.01,33.90,16.46,15.70,17.77,5.83,0.18,15.61,0.28,31.98,65.55,2.13,93.53,25.77,0.00,7.69,-0.31,0.08,0.61,2.53
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers,7272.00,57.97,199470.41,21427.66,5173.56,24.14,25.03,39.06,9.03,0.95,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.29,-1.05,1.16,0.07,1.39
Encompass Design,,ENCOMPAS,Commercial Services & Supplies,Trading & Distributors,240.45,,341.04,54.65,16.87,30.87,30.87,31.61,,,28.15,0.42,50.24,19.73,0.36,9.89,3.34,15.93,4.31,,,1.06,2.65
Esab India,500133,ESABINDIA,Industrial Products,Other Industrial Products,6117.50,60.21,9416.68,1438.78,252.37,17.54,17.83,51.26,22.60,1.85,29.15,0.01,52.34,268.01,39.44,259.44,169.09,126.29,2.61,-0.05,-0.03,0.01,4.79
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,262.90,60.67,64725.14,28739.84,19099.94,66.46,69.68,16.41,1.78,0.58,1.25,8.71,12.86,26370.05,4248.26,0.00,0.00,0.00,6.39,1.54,-1.32,13.53,3.02
Game Changers,544594,,Textiles & Apparels,Other Textile Products,154.00,66.83,275.55,117.69,23.40,19.88,16.18,18.13,,0.05,26.05,0.47,80.63,25.95,0.09,34.32,7.91,14.80,7.65,,,0.62,4.91
Granules India,532482,GRANULES,Pharmaceuticals & Biotechnology,Pharmaceuticals,603.15,62.74,14636.56,4842.21,1007.59,20.81,21.15,28.65,3.67,5.80,8.21,0.45,13.86,669.59,27.64,760.54,755.08,1488.29,4.86,-5.61,0.85,2.35,3.78
Happy Forgings,544057,HAPPYFORGE,Industrial Products,Castings & Forgings,1109.70,66.07,10467.57,1437.48,420.69,29.27,28.88,38.57,5.34,1.64,13.05,0.10,15.46,647.93,33.36,379.72,42.32,225.08,3.53,0.04,-0.14,0.52,0.80
HDFC Bank,500180,HDFCBANK,Banks,Private Sector Bank,991.70,48.61,1525688.52,346185.22,147511.76,42.61,44.41,21.08,2.83,0.92,1.74,6.30,14.45,185784.94,137893.08,0.00,0.00,0.00,5.96,0.30,-0.46,11.90,2.82
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,Aluminium,865.00,64.21,194385.09,253570.00,33291.00,13.13,13.34,10.85,1.44,1.70,6.51,0.56,14.02,37401.00,2311.00,20649.00,46404.00,60379.00,10.71,-0.82,0.53,2.72,2.89
HRS Aluglaze,544656,,,,160.38,,309.25,42.11,10.70,25.41,25.41,60.05,,,8.37,1.92,34.25,-2.87,0.04,13.19,11.82,15.54,2.70,,,4.12,5.00
ICICI AMC,544658,ICICIAMC,Capital Markets,Asset Management Company,2658.90,,131418.40,4977.33,3634.65,73.02,73.02,44.90,,2.03,67.62,0.00,82.84,3406.43,2.34,172.08,200.21,0.00,2.70,,,0.00,1.12
Indian Metals,533047,IMFA,Ferrous Metals,Ferro & Silica Manganese,1441.00,60.71,7774.79,2570.56,462.50,17.99,20.69,23.53,3.10,-2.65,12.46,0.17,17.01,1162.71,72.04,130.43,220.00,636.58,5.83,0.02,0.29,0.91,3.01
Indus Towers,534816,INDUSTOWER,Telecom - Services,Telecom - Infrastructure,422.25,63.31,111396.42,31520.30,20315.50,64.45,68.55,11.90,3.09,0.73,16.26,0.58,32.50,4427.10,343.50,4851.50,2546.20,20.20,10.62,0.08,-1.30,1.51,1.80
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Components,Auto Components & Equipments,124.72,59.66,4976.08,2304.40,305.83,13.27,13.45,27.70,4.81,3.05,12.70,0.01,19.25,135.32,7.72,29.96,8.22,316.00,5.37,0.76,0.33,0.05,4.06
Jindal Stain.,532508,JSL,Ferrous Metals,Iron & Steel,795.10,57.72,65549.60,41205.54,4896.13,11.88,11.37,23.76,3.63,-3.59,7.50,0.38,16.15,2319.01,361.96,3050.61,10354.59,10079.32,6.08,-0.01,0.16,1.61,3.74
JK Tyre & Indust,530007,JKTYRE,Auto Components,Tyres & Rubber Products,499.75,65.57,14407.27,15312.53,1600.82,10.45,10.88,26.40,2.61,0.75,3.74,0.92,11.07,1181.60,62.66,3122.13,2108.99,2356.49,6.51,0.79,-0.02,3.96,4.32
KEI Industries,517569,KEI,Industrial Products,Cables - Electricals,4393.10,63.44,41998.30,10703.71,1074.46,10.04,10.18,53.12,6.79,2.33,11.70,0.04,15.58,4039.55,127.62,1663.26,1077.22,2105.97,2.76,1.08,-0.77,0.21,3.97
Kesar India,543542,,Realty,"Residential, Commercial Projects",1149.00,82.91,2849.48,59.98,7.74,12.90,30.40,738.21,23.77,10.56,18.33,0.24,46.19,120.84,0.96,0.81,40.39,98.03,0.26,0.00,-1.53,4.03,0.78
Knowledge Realty,544481,KRT,Realty,Real Estate Investment Trusts (REITs),123.73,52.68,54866.83,3930.10,3100.08,78.88,78.88,172.54,1.21,,1.29,0.07,13.98,264.49,-157.27,0.00,7.00,0.00,5.03,,,1.03,4.45
Krishanveer Forg,513369,,Industrial Products,Castings & Forgings,147.45,59.88,161.31,82.60,9.73,11.78,10.10,24.74,3.71,1.71,10.52,0.00,13.84,30.19,1.23,23.40,10.29,4.01,5.94,0.00,0.00,0.00,4.19
L. T. Elevator,544518,,Industrial Manufacturing,Industrial Products,219.45,78.72,420.53,83.86,22.07,26.32,26.56,29.39,4.56,0.16,13.78,0.07,31.83,72.32,0.28,33.24,7.59,35.15,5.28,,,0.30,3.35
L&T Finance Ltd,533519,LTF,Finance,Non Banking Financial Company (NBFC),300.00,50.62,75078.83,16715.82,10157.49,60.77,60.41,27.82,2.85,0.62,2.37,3.72,10.79,6108.65,11.92,67.74,1502.78,0.00,6.06,0.23,0.21,9.80,4.87
Larsen & Toubro,500510,LT,Construction,Civil Construction,4038.70,52.24,555555.85,270722.51,34311.35,12.67,13.43,34.56,5.48,1.51,4.98,1.32,16.55,50175.32,5318.76,53654.94,52869.21,8313.65,5.21,-0.14,0.15,3.84,2.45
Manappuram Fin.,531213,MANAPPURAM,Finance,Non Banking Financial Company (NBFC),310.50,70.56,26281.80,9432.22,4342.27,46.04,54.36,58.52,2.07,-20.18,2.51,3.02,10.14,2814.48,9.89,0.00,121.22,0.00,6.54,0.56,0.45,9.45,2.63
Marico,531642,MARICO,Agricultural Food & other Products,Edible Oil,753.10,64.47,97758.98,12265.00,2206.00,17.99,19.75,58.68,24.12,6.10,21.01,0.14,41.34,2556.00,194.00,1666.00,1892.00,1598.00,2.26,-0.73,0.59,0.26,1.62
Maruti Suzuki,532500,MARUTI,Automobiles,Passenger Cars & Utility Vehicles,16542.00,58.25,520084.74,160633.80,19629.10,12.22,13.23,35.19,5.21,0.49,11.69,0.00,15.89,-2819.00,5645.10,7330.50,22281.70,10850.10,3.68,-0.70,0.58,0.01,1.53
Meghna Infracon,538668,,Realty,"Residential, Commercial Projects",621.25,70.66,1349.59,41.34,12.12,29.32,28.70,138.28,55.09,,34.74,0.27,52.57,22.65,0.29,11.79,2.70,25.79,0.89,0.00,0.58,0.54,2.16
Midwest,544587,MIDWESTLTD,Consumer Durables,Granites & Marbles,1788.30,73.00,6466.64,626.18,174.80,27.92,27.92,55.28,,3.19,12.50,0.35,18.69,156.08,40.23,190.96,44.25,26.50,2.44,,,1.44,2.54
Multi Comm. Exc.,534091,MCX,Capital Markets,Exchange and Data Platform,10937.00,67.56,55776.92,1340.15,836.59,62.43,59.79,80.12,26.72,1.55,14.48,0.00,34.33,468.75,112.62,36.71,136.49,0.00,1.62,1.41,-2.69,0.00,2.51
Muthoot Finance,533398,MUTHOOTFIN,Finance,Non Banking Financial Company (NBFC),3736.50,52.22,150008.70,24544.40,18643.48,75.96,72.88,20.54,4.57,2.07,4.67,3.76,19.58,5131.04,147.83,9.71,159.62,0.00,7.03,-0.84,0.74,6.61,3.95
Natl. Aluminium,532234,NATIONALUM,Non - Ferrous Metals,Aluminium,300.90,73.67,55264.25,18029.33,8454.10,46.89,44.72,9.04,2.79,0.42,25.01,0.00,32.72,7167.52,499.68,27.54,782.74,2021.79,17.24,-0.31,1.16,0.01,4.17
Nestle India,500790,NESTLEIND,Food Products,Packaged Foods,1280.00,64.72,246824.23,21023.38,4828.55,22.97,23.62,82.44,54.08,7.80,27.10,0.10,83.02,-594.11,18.56,321.25,2300.78,2489.81,1.71,0.57,-0.46,0.11,2.41
NMDC,526371,NMDC,Minerals & Mining,Industrial Minerals,80.84,62.67,71073.05,26689.39,8894.94,33.33,34.09,10.11,2.19,-0.88,17.01,0.11,23.60,15590.67,1550.24,7800.24,394.60,2649.56,15.56,-0.10,0.83,0.36,3.93
Pajson Agro,544657,,Food Products,Other Food Products,174.35,,415.12,187.27,30.26,16.16,16.16,20.32,,,33.74,0.69,60.09,19.35,0.00,18.80,48.23,69.59,6.35,,,1.39,0.00
Parin Enterpris.,,PARIN,Consumer Durables,"Furniture, Home Furnishing",588.00,53.23,653.74,239.23,24.40,10.20,11.45,77.93,9.85,4.13,4.86,1.47,11.37,62.28,-0.72,37.18,13.97,93.42,2.63,0.00,0.40,4.96,3.61
Pramara Promotio,,PRAMARA,Media,Advertising & Media Agencies,347.05,56.78,483.93,108.84,15.78,14.50,14.45,49.28,4.11,0.78,6.65,0.25,12.10,118.84,2.06,33.72,4.36,31.88,3.31,-0.11,-0.07,1.77,4.38
Prodocs Solution,544643,,IT - Services,IT Enabled Services,234.25,,165.15,41.79,7.19,17.21,17.21,32.32,,0.16,21.23,0.42,40.78,18.64,0.99,9.38,3.17,0.00,4.26,,,1.08,0.00
PropshareTitania,544462,,Realty,Real Estate Investment Trusts (REITs),1061300.00,52.13,473.55,39.51,32.87,83.19,83.19,52.79,10.46,0.33,3.20,0.00,10.27,0.33,0.56,0.00,0.29,0.00,6.00,,,0.00,0.81
Ratnabhumi Dev.,540796,,Realty,"Residential, Commercial Projects",248.00,61.32,339.76,118.83,20.08,16.90,10.26,63.39,7.89,1.02,2.09,3.02,15.02,138.59,1.07,0.14,1.84,158.97,4.31,0.00,0.00,6.43,2.19
RDB Rasayans,533608,,Industrial Products,Packaging,180.65,68.99,320.02,118.66,22.04,18.57,10.24,9.77,1.38,1.57,12.65,0.00,13.08,219.15,23.35,17.91,2.64,4.29,14.26,0.00,0.00,0.00,2.35
Sansera Enginee.,543358,SANSERA,Auto Components,Auto Components & Equipments,1710.60,57.26,10644.08,3100.96,527.28,17.00,17.13,42.76,3.69,2.35,6.65,0.15,10.50,792.16,40.51,465.98,416.12,614.01,3.53,0.11,0.05,1.16,3.63
Sawaliya Food,,SAWALIYA,Agricultural Food & other Products,Other Agricultural Products,317.05,75.64,314.46,34.18,12.24,35.81,35.81,45.18,6.95,,19.43,0.38,75.86,42.04,0.13,14.82,1.50,16.33,3.65,,,1.46,1.78
SBI,500112,SBIN,Banks,Public Sector Bank,965.05,50.77,890800.75,505419.84,234329.37,46.36,48.66,11.33,1.56,0.38,1.15,11.08,17.20,106052.01,187912.23,0.00,0.00,0.00,6.06,2.11,0.24,15.04,3.41
Senores Pharma.,544319,SENORES,Pharmaceuticals & Biotechnology,Pharmaceuticals,827.65,59.06,3811.63,516.98,128.80,24.91,22.52,43.75,4.68,0.15,6.31,0.30,11.82,386.07,25.70,199.52,123.80,62.61,3.40,-0.89,0.62,1.84,2.59
Shanti Educat.,539921,,Other Consumer Services,Education,191.75,66.79,3087.18,65.97,7.64,11.58,12.29,441.03,40.55,,8.77,0.09,10.48,11.57,3.81,10.21,4.79,5.92,0.32,0.01,3.39,0.68,4.13
Sheetal Univer.,,SHEETAL,Agricultural Food & other Products,Other Agricultural Products,160.50,76.36,183.87,94.73,16.97,17.91,13.14,19.31,4.05,0.08,15.16,0.56,23.79,26.58,0.99,35.09,10.78,19.38,7.48,0.00,0.00,1.62,2.13
Shish Industries,540693,,Industrial Products,Plastic Products - Industrial,17.88,80.29,682.93,133.44,14.37,10.77,9.85,76.05,6.39,1.59,4.93,0.45,10.36,50.49,2.72,26.78,8.91,29.06,1.62,0.17,0.00,4.03,0.00
Shreeji Ship. Gl,544490,SHREEJISPG,Transport Services,Shipping,343.35,60.63,5593.80,607.61,199.49,32.83,32.83,41.33,7.84,2.86,18.25,0.30,37.95,292.95,24.65,153.84,49.59,26.70,3.32,,,1.19,3.28
Shriram Finance,511218,SHRIRAMFIN,Finance,Non Banking Financial Company (NBFC),955.50,74.41,179764.15,45601.30,33103.56,72.59,72.05,20.52,2.97,0.46,3.04,3.87,15.57,12046.73,1594.94,26.68,333.98,0.00,8.04,2.33,-3.00,7.22,2.87
Shriram Pistons,544344,SHRIPISTON,Auto Components,Auto Components & Equipments,3136.60,63.10,13816.67,3816.09,783.38,20.53,20.40,25.59,5.24,0.56,14.87,0.20,23.20,1491.40,109.24,590.80,405.00,506.70,5.76,-0.11,0.11,0.70,3.78
Silver Touch,543525,SILVERTUC,IT - Software,Computers - Software & Consulting,908.45,67.67,1152.01,308.77,47.96,15.53,13.01,44.36,7.94,0.89,10.44,0.33,17.60,84.50,0.00,112.31,28.81,0.59,3.38,0.00,0.05,1.20,1.79
SJS Enterprises,543387,SJS,Auto Components,Auto Components & Equipments,1734.40,55.35,5541.30,830.49,220.56,26.56,25.76,39.99,7.23,1.42,14.16,0.05,18.90,308.39,12.02,205.23,86.87,79.08,3.31,1.78,-0.85,0.18,4.39
Sobhagya Mercant,512014,,Commercial Services & Supplies,Diversified Commercial Services,903.90,51.58,759.28,208.45,32.36,15.52,14.25,35.23,8.40,2.86,11.97,0.07,24.43,85.68,0.00,131.84,89.82,2.60,4.18,0.00,0.00,0.21,1.81
Stellant Secu.,526071,,Finance,Other Financial Services,368.20,95.74,136.32,43.85,41.64,94.96,89.36,4.37,4.11,0.02,79.38,0.00,81.90,39.88,0.11,1.49,0.00,9.07,40.95,-0.19,0.00,0.00,0.00
Sundaram Finance,590071,SUNDARMFIN,Finance,Non Banking Financial Company (NBFC),5259.40,76.10,58433.96,9183.93,7280.77,79.28,80.42,29.64,3.86,1.77,2.66,4.35,15.27,1114.11,77.42,89.17,191.66,0.00,5.81,-0.45,0.25,9.24,2.95
Tata Capital,544574,TATACAP,Finance,Non Banking Financial Company (NBFC),337.60,61.73,143306.78,28323.85,20292.20,71.64,71.64,38.94,,1.27,1.72,5.88,12.92,1922.56,46.02,130.76,1624.34,0.00,5.65,,,10.70,4.90
Tenneco Clean,544612,TENNIND,Auto Components,Auto Components & Equipments,501.00,56.81,20220.58,4890.43,815.27,16.67,16.67,35.74,,,22.27,0.02,42.63,292.21,40.99,619.21,924.17,299.94,3.79,,,0.03,4.11
Titan Company,500114,TITAN,Consumer Durables,"Gems, Jewellery And Watches",3983.70,65.14,353667.37,67904.00,6916.00,10.18,9.42,85.65,27.62,5.85,9.24,0.97,31.75,9184.00,462.00,1437.00,2544.00,37657.00,1.82,1.40,-1.43,1.88,1.19
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,3793.70,54.78,128396.05,12248.00,3993.00,32.60,32.31,59.26,15.20,2.80,13.26,0.33,26.52,1757.00,-86.00,2185.00,1675.00,2467.00,2.41,0.63,-0.17,0.90,2.28
TVS Motor Co.,532343,TVSMOTOR,Automobiles,2/3 Wheelers,3574.20,46.23,169805.64,48838.15,7449.63,15.25,14.91,65.17,20.92,1.61,5.15,2.08,28.39,2152.36,37.92,2176.76,9122.71,2544.80,3.46,-0.46,0.48,2.68,4.30
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,839.75,61.52,960.85,62.97,18.93,30.06,27.20,70.24,13.34,1.09,14.04,0.03,16.14,60.58,2.14,25.15,1.86,16.87,1.96,0.98,0.69,0.11,4.56
Vedanta,500295,VEDL,Diversified Metals,Diversified Metals,593.10,73.54,231925.12,157262.00,43884.00,27.91,27.68,18.17,5.78,-1.77,9.77,2.12,38.48,-21699.00,956.00,3714.00,11857.00,17237.00,11.63,-0.22,0.48,2.39,3.72
