Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
A B Infrabuild,544281,ABINFRA,Construction,186.88,1193.77,208.17,33.03,15.87,15.87,71.91,10.82,0.33,8.18,0.58,17.30,75.96,1.11,50.23,33.95,81.11,2.40,0.00,0.01,2.19,0.86
Aaron Industries,,AARON,Industrial Manufacturing,458.80,480.51,77.93,14.84,19.04,19.04,58.17,11.17,1.90,10.49,0.74,20.95,5.48,0.19,5.22,3.04,15.99,2.60,-0.09,0.00,2.40,3.21
Acutaas Chemical,543349,ACUTAAS,Pharmaceuticals & Biotechnology,1324.20,10841.08,1037.44,253.46,24.43,23.05,57.43,8.28,1.90,12.13,0.01,16.00,589.39,31.83,290.49,156.05,179.94,2.42,4.07,0.46,0.05,3.97
Aditya Birla Cap,540691,ABCAPITAL,Finance,278.45,72703.87,41420.09,14867.97,35.90,35.13,21.36,2.39,0.84,1.32,4.61,11.49,-95387.25,563.65,688.25,1318.24,0.00,7.34,2.27,-1.36,9.23,1.49
AGI Infra,539042,AGIIL,Realty,1078.40,2634.90,324.87,92.54,28.49,28.49,39.52,8.94,1.77,5.86,0.47,25.66,104.27,12.58,2.16,16.53,818.43,3.16,0.01,-0.44,1.58,1.43
Algoquant Fin,505725,,Finance,1216.75,1900.13,234.70,48.24,20.55,20.55,59.58,18.82,,12.27,0.34,37.55,74.85,0.04,1.72,0.00,0.00,2.40,0.00,0.00,0.78,3.04
Allied Blenders,544203,ABDL,Beverages,528.90,14793.87,3685.12,467.60,12.69,12.25,61.77,9.59,0.15,6.29,0.59,19.96,774.44,26.64,1746.84,606.91,578.51,2.79,0.70,0.09,2.08,0.56
Alpex Solar,,ALPEXSOLAR,Electrical Equipment,1269.90,3107.88,780.15,125.28,16.06,16.06,37.23,14.36,0.03,24.19,0.36,48.07,121.57,2.86,123.75,109.93,102.39,3.81,0.01,0.19,0.66,3.63
Apis India,506166,,Food Products,375.60,206.96,350.35,35.60,10.16,10.16,8.17,1.20,0.17,9.17,0.38,15.79,121.58,1.86,114.78,33.19,78.65,12.27,0.00,0.00,1.98,0.00
Apollo Hospitals,508869,APOLLOHOSP,Healthcare Services,7308.00,105077.83,21794.00,3021.80,13.87,13.87,72.67,12.80,3.72,8.05,0.96,19.09,2450.00,233.30,3016.10,2240.50,480.80,2.24,-0.95,0.75,3.15,4.28
Aries Agro,532935,ARIES,Fertilizers & Agrochemicals,402.70,523.68,627.06,72.28,11.53,11.53,15.64,1.81,0.37,6.10,0.17,12.18,162.01,0.00,117.71,53.45,132.84,11.67,0.26,1.31,0.77,2.65
Arihant Academy,,ARIHANTACA,Other Consumer Services,340.15,205.97,40.56,5.59,13.78,13.78,46.29,8.22,1.53,11.28,0.00,19.24,0.04,2.02,0.77,0.32,0.00,2.90,0.00,0.00,0.00,2.81
Aryaman Capital,538716,,Finance,332.25,397.94,74.59,27.89,37.39,37.39,17.35,5.14,0.06,22.15,0.36,38.69,62.22,2.75,0.22,1.27,15.74,8.12,0.00,0.00,0.92,4.80
Authum Invest,539177,AIIL,Finance,2793.20,47441.13,4361.23,3991.81,91.53,89.63,11.58,3.24,0.14,31.27,0.04,34.12,-62.92,44.57,16.31,0.00,0.00,8.45,0.06,0.53,0.13,3.61
Avishkar Infra,508929,,Realty,190.40,426.56,2.40,1.87,77.92,77.92,126.20,29.56,1.38,21.07,0.15,150.22,13.49,2.20,2.47,0.04,5.08,0.72,0.00,0.00,0.69,0.00
Belrise Industri,544405,BELRISE,Auto Components,143.15,12738.62,8290.82,1021.14,12.32,12.32,35.84,,3.40,5.36,1.10,14.11,929.45,61.63,1591.13,1065.71,769.73,4.84,,,3.94,0.56
Bosch,500530,BOSCHLTD,Auto Components,41115.00,121263.10,18559.20,2429.30,13.09,12.77,54.69,8.78,2.99,10.70,0.01,15.55,4385.10,1480.40,2365.00,2958.20,1942.30,2.46,-0.02,0.09,0.04,0.40
Capital Small,544120,CAPITALSFB,Banks,321.45,1454.46,937.10,601.37,64.17,66.53,10.88,1.06,0.39,1.36,6.97,10.38,0.00,92.31,0.00,0.00,0.00,6.53,-0.35,0.05,13.84,2.78
CCL Products,519600,CCL,Agricultural Food & other Products,927.60,12386.05,3105.75,555.09,17.87,17.87,39.91,6.30,2.67,7.98,0.92,17.05,450.92,8.45,690.28,221.15,1052.26,3.30,0.31,0.44,3.90,0.98
CSB Bank,542867,CSBBANK,Banks,424.45,7363.61,3597.14,2024.83,56.29,56.29,12.40,1.64,1.37,1.42,9.43,14.31,3313.52,972.05,0.00,95.25,0.00,6.25,-2.26,2.30,14.52,2.21
Cupid,530843,CUPID,Personal Products,167.35,4492.80,203.18,61.43,30.23,30.23,109.77,13.13,3.10,11.83,0.06,12.72,260.49,0.00,67.03,1.25,41.67,1.28,0.00,-0.68,0.33,1.06
Datamatics Glob.,532528,DATAMATICS,IT - Services,1018.10,6024.80,1723.36,229.26,13.30,13.30,33.63,4.42,4.48,10.21,0.14,13.82,601.14,78.01,301.82,138.44,0.00,3.80,-0.08,-0.12,0.83,2.65
