Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1496.40,323243.19,34745.59,20643.43,59.41,59.53,26.93,4.82,0.99,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.82,-0.12,0.08,3.19,3.40
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3803.90,35498.14,4309.96,1187.95,27.56,26.91,31.50,4.82,1.64,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.06,0.16,-0.34,0.70,2.96
ANB Metal,,AMCL,Industrial Products,"Aluminium, Copper & Zinc Products",360.60,426.76,151.68,22.56,14.87,10.78,33.29,5.00,0.18,12.68,0.30,45.92,77.21,0.14,73.48,33.72,46.54,4.95,,,1.18,2.34
Apis India,506166,,Food Products,Other Food Products,58.70,808.60,365.95,37.48,10.24,10.21,35.17,5.23,0.72,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,4.13,0.00,0.00,1.32,0.00
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,790.90,7555.16,3728.75,531.43,14.25,13.78,18.96,5.30,0.32,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,6.15,0.09,1.60,2.36,0.32
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,173.56,101946.62,50976.16,9941.54,19.50,18.97,30.49,8.10,0.11,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.11,-0.29,0.47,5.90,0.60
Ashwini Contain.,,ASHWINI,,,140.10,210.15,93.78,24.88,26.53,26.53,13.70,,0.10,12.12,2.46,72.05,17.02,1.94,34.52,6.19,0.00,6.42,,,4.11,4.69
AU Small Finance,540611,AUBANK,Banks,Other Bank,985.15,73584.01,17273.80,8933.99,51.72,53.37,33.85,4.05,1.47,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.61,3.05,-3.18,12.07,2.23
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",679.15,1521.52,2.40,1.85,77.08,77.08,472.52,113.29,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,4.87
Axis Solution,511144,,IT - Software,Computers - Software & Consulting,82.32,389.05,211.79,26.18,12.36,18.43,16.68,3.17,0.03,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,6.16,0.00,0.00,1.83,0.00
