Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,380.6,63.77,913.02,277.91,47.08,16.94,15.84,26.33,3.66,0.34,15.26,0.0,18.44,124.13,6.04,52.77,13.87,52.08,5.61,0.28,0.29,0.02,0.89
Aeroflex,543972.0,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,252.79,60.72,3345.19,407.78,88.59,21.72,21.22,68.1,9.08,2.76,13.14,0.03,16.57,164.45,0.86,123.31,75.0,72.25,2.02,0.07,0.29,0.14,4.32
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,3208.2,65.58,26634.68,1082.97,487.52,45.02,45.01,72.75,32.94,2.17,32.68,0.1,45.33,475.56,55.63,41.11,0.25,0.0,1.92,0.72,1.1,0.16,3.48
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1333.7,64.38,77461.51,33181.86,6814.2,20.54,20.65,21.94,2.21,2.78,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.6,11191.88,7.36,0.06,-0.26,1.39,1.93
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,228.65,99.96,1080.61,220.5,31.0,14.06,18.43,39.35,8.81,0.07,21.0,0.4,39.84,80.42,1.53,72.82,29.4,60.94,2.76,0.0,0.0,1.58,0.0
CCL Products,519600.0,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1093.0,60.34,14594.6,4068.78,704.41,17.31,17.87,38.87,6.99,2.6,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.63,-0.3,0.49,2.82,1.42
GE Shipping Co,500620.0,GESHIP,INE017A01032,Transport Services,Shipping,1439.6,57.54,20552.76,5120.73,2708.09,52.88,50.3,9.09,1.35,0.19,10.9,0.08,14.09,8111.23,707.7,429.16,297.08,267.73,15.54,0.36,0.82,0.49,4.61
Godawari Power,532734.0,GPIL,INE177H01039,Industrial Products,Iron & Steel Products,276.75,58.09,18580.02,5238.46,1120.48,21.39,22.23,25.04,3.54,-1.52,13.86,0.04,17.23,1513.51,107.76,98.78,304.89,862.45,5.85,0.1,-0.73,0.18,4.57
Granules India,532482.0,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,613.6,57.09,14890.15,5092.45,1085.39,21.31,21.15,27.4,3.74,5.55,8.21,0.45,13.86,669.59,18.32,760.54,755.08,1488.29,5.11,0.6,-0.3,2.2,4.13
GRE Renew,544682.0,,INE0U8P01015,Construction,Civil Construction,101.0,57.44,144.31,83.72,9.48,11.32,11.32,20.53,,,14.87,0.04,26.9,21.22,0.66,8.65,2.44,2.36,6.98,,,0.15,4.72
Hannah Joseph,544687.0,,INE0JVH01012,Healthcare Services,Hospital,75.72,70.11,171.87,77.53,20.69,26.69,26.69,23.84,,,7.62,0.6,14.77,10.05,0.37,12.12,3.61,1.65,7.26,,,2.48,1.03
Hitachi Energy,543187.0,POWERINDIA,INE07Y701011,Electrical Equipment,Heavy Electrical Equipment,25325.0,57.51,112879.51,7277.34,1037.17,14.25,9.48,127.98,24.63,4.44,5.77,0.02,13.79,3610.83,203.27,2094.8,1930.85,1183.6,1.1,-0.75,1.02,0.07,3.8
Hoac Foods,,HOACFOODS,INE0S6S01017,Food Products,Other Food Products,390.0,70.17,169.28,35.43,5.88,16.6,15.66,46.51,7.22,0.42,17.72,0.06,33.92,19.91,0.19,9.59,3.16,10.29,3.46,-7.9,-2.69,0.24,2.46
Inox India,544046.0,INOXINDIA,INE616N01034,Industrial Products,Other Industrial Products,1242.3,60.45,11275.55,1495.8,328.71,21.98,21.82,44.59,11.5,2.28,15.35,0.1,28.99,586.5,38.38,193.57,165.12,567.98,3.01,0.57,0.02,0.29,3.62
Karnataka Bank,532652.0,KTKBANK,INE614B01018,Banks,Private Sector Bank,227.47,56.57,8602.5,8918.97,5907.59,66.24,68.33,7.45,0.68,0.21,1.07,8.27,11.1,16894.32,1432.26,0.0,0.0,0.0,6.81,-0.27,-2.91,14.19,4.82
Lupin,500257.0,LUPIN,INE326A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,2274.5,47.35,103985.39,26150.5,7651.59,29.26,23.24,20.9,5.29,0.35,12.41,0.32,20.62,9445.32,-85.88,6290.15,3407.15,5954.96,6.22,-0.98,1.0,0.93,4.34
M B Agro Prod.,,MBAPL,INE900L01010,Fertilizers & Agrochemicals,Fertilizers,531.75,73.55,4659.56,1769.06,221.36,12.51,13.75,44.51,10.17,171.19,6.57,0.68,15.23,179.16,14.08,306.83,271.14,238.34,4.03,0.0,-0.24,1.57,0.98
Manilam Industries,,MANILAM,INE1ERK01013,Consumer Durables,Plywood Boards/ Laminates,57.25,57.19,125.08,140.03,17.62,12.58,12.58,16.99,,,4.77,1.84,24.4,19.25,2.14,80.04,48.55,48.18,9.12,,,3.65,4.58
