Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,349.05,837.34,277.91,47.08,16.94,15.84,24.15,3.35,0.31,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,6.15,0.41,-0.01,0.02,0.56
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1497.20,323416.00,34745.59,20643.43,59.41,59.53,26.95,4.82,0.99,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.82,-0.12,0.08,3.19,3.34
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,364.05,95211.27,41693.04,15151.78,36.34,35.13,29.18,2.96,1.19,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.28,0.76,-0.37,10.16,0.75
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3798.80,35450.54,4309.96,1187.95,27.56,26.91,31.46,4.81,1.64,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.07,0.16,-0.34,0.70,3.09
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5667.50,67763.46,13890.16,2810.50,20.23,19.38,28.83,5.08,3.10,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.24,0.13,0.36,0.81,3.42
Apis India,506166,,Food Products,Other Food Products,48.40,666.72,365.95,37.48,10.24,10.21,29.00,4.31,0.59,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,4.95,0.00,0.00,1.32,0.00
Aptus Pharma,544529,,Pharmaceuticals & Biotechnology,Pharmaceuticals,166.00,113.88,24.56,4.85,19.75,19.75,32.17,5.25,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,4.33,,,1.74,1.40
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,159.58,93734.97,50976.16,9941.54,19.50,18.97,28.04,7.45,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.46,-0.29,0.47,5.90,2.99
AU Small Finance,540611,AUBANK,Banks,Other Bank,972.05,72579.09,17273.80,8933.99,51.72,53.37,33.39,4.00,1.45,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.64,3.05,-3.18,12.07,0.18
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",686.00,1536.87,2.40,1.85,77.08,77.08,477.29,114.44,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,3.91
Axis Bank,532215,AXISBANK,Banks,Private Sector Bank,1275.90,396043.34,129272.60,77132.26,59.67,63.58,15.24,2.00,0.59,1.78,7.28,16.30,81517.79,29815.46,0.00,0.00,0.00,6.03,1.65,-1.92,13.49,2.15
Axis Solution,511144,,IT - Software,Computers - Software & Consulting,78.40,370.52,211.79,26.18,12.36,18.43,15.89,3.02,0.03,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,6.43,0.00,0.00,1.83,0.00
Bank of Baroda,532134,BANKBARODA,Banks,Public Sector Bank,289.85,149891.93,131574.32,83732.48,63.64,64.41,7.79,0.94,0.20,1.18,10.53,15.53,100587.07,22892.16,0.00,0.00,0.00,6.02,0.14,0.63,15.69,4.64
BharatRohan Air.,544535,,Agricultural Food & other Products,Other Agricultural Products,159.40,317.57,46.97,11.16,23.76,28.40,29.38,3.88,0.19,30.04,0.05,36.10,79.03,0.05,23.47,1.88,13.71,3.71,,,0.36,0.50
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,2089.70,1253279.72,194613.50,109005.50,56.01,49.17,38.92,10.12,0.47,5.35,1.77,23.18,-104864.50,11478.70,8908.90,45232.60,429.60,4.40,0.31,0.70,3.28,3.91
Can Fin Homes,511196,CANFINHOME,Finance,Housing Finance Company,906.85,12075.08,4054.47,3728.00,91.95,92.25,13.11,2.21,0.59,2.20,6.61,18.22,213.97,1.18,0.75,3.26,0.00,7.76,-0.65,0.42,9.72,2.75
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),1731.20,146072.58,28536.73,19741.86,69.18,70.32,31.45,5.61,1.23,2.38,7.23,19.71,9140.07,406.94,211.86,128.16,0.00,6.15,1.22,-1.11,9.44,2.85
Cummins India,500480,CUMMINSIND,Industrial Products,"Compressors, Pumps & Diesel Engines",4479.10,124160.65,11643.62,2441.09,20.97,20.02,53.88,15.73,1.55,20.85,0.00,28.15,5023.17,777.90,2565.36,1524.44,1162.01,2.46,-0.80,0.85,0.01,2.07
Cupid,530843,CUPID,Personal Products,Personal Care,391.55,10511.83,266.82,89.44,33.52,23.22,170.29,27.57,4.73,11.99,0.07,12.89,301.97,0.00,89.65,15.97,42.64,0.82,0.24,1.63,0.32,0.11
E Factor Experie,,EFACTOR,Other Consumer Services,Other Consumer Services,337.00,441.07,206.01,33.90,16.46,15.70,17.66,5.79,0.18,15.61,0.28,31.98,65.55,2.13,93.53,25.77,0.00,7.74,-0.31,0.08,0.61,3.16
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers,7123.00,195383.35,21427.66,5173.56,24.14,25.03,38.26,8.85,0.93,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.36,-1.05,1.16,0.07,2.26
Exato Technologies,544626,,IT - Services,IT Enabled Services,307.90,309.91,124.23,14.21,11.44,11.44,31.75,,,13.04,0.75,28.16,30.41,1.93,33.70,13.51,3.75,5.02,,,2.04,0.00
Exhicon Events,543895,,Other Consumer Services,Other Consumer Services,543.70,758.98,183.49,49.71,27.09,24.55,20.45,4.76,0.25,24.62,0.05,26.63,78.91,0.58,38.49,10.66,2.64,6.34,-0.71,-0.15,0.19,4.86
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,260.85,64214.96,28739.84,19099.94,66.46,69.68,16.28,1.77,0.57,1.25,8.71,12.86,26370.05,4248.26,0.00,0.00,0.00,6.40,1.54,-1.32,13.53,0.89
Fiem Industries,532768,FIEMIND,Auto Components,Auto Components & Equipments,2273.70,5984.30,2606.80,351.42,13.48,13.30,26.69,5.54,0.92,15.29,0.06,20.99,546.09,24.32,330.82,284.54,248.38,5.23,1.54,2.51,0.20,4.39
Guj Pipavav Port,533248,GPPL,Transport Infrastructure,Port & Port services,188.89,9131.70,1064.46,621.46,58.38,58.50,21.24,4.20,0.80,14.85,0.02,18.96,811.43,125.38,79.87,63.56,9.46,7.10,-0.52,0.34,0.09,4.98
HDFC Bank,500180,HDFCBANK,Banks,Private Sector Bank,997.10,1533790.13,346185.22,147511.76,42.61,44.41,21.20,2.84,0.92,1.74,6.30,14.45,185784.94,137893.08,0.00,0.00,0.00,5.95,0.30,-0.46,11.90,2.29
Hindustan Copper,513599,HINDCOPPER,Non - Ferrous Metals,Copper,362.85,35088.47,2293.58,868.42,37.86,35.66,61.16,11.75,8.15,12.88,0.05,18.72,260.04,83.93,166.67,242.53,369.35,2.22,-2.24,1.34,0.18,4.12
Indian Metals,533047,IMFA,Ferrous Metals,Ferro & Silica Manganese,1376.80,7428.40,2570.56,462.50,17.99,20.69,22.48,2.96,-2.53,12.46,0.17,17.01,1162.71,72.04,130.43,220.00,636.58,6.09,0.02,0.29,0.91,2.70
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Components,Auto Components & Equipments,122.47,4886.31,2304.40,305.83,13.27,13.45,27.20,4.72,2.99,12.70,0.01,19.25,135.32,7.72,29.96,8.22,316.00,5.47,0.76,0.33,0.05,2.38
