Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,1937.20,65.64,15860.07,1215.10,381.83,31.42,23.05,55.27,11.22,1.83,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,2.46,-0.89,-0.17,0.02,1.57
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4016.20,58.56,37479.33,4310.63,1195.12,27.72,26.91,32.18,5.09,1.68,13.66,0.14,15.42,6091.93,442.71,793.50,204.05,1173.69,4.03,0.08,-0.09,0.67,3.69
Aptus Pharma,544529,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,267.30,86.51,183.37,24.56,4.85,19.75,19.75,51.80,8.45,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,2.63,-2.80,-10.03,1.74,1.18
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),151.95,74.77,178.00,13.29,7.82,58.84,58.51,34.30,3.40,20.42,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,4.33,0.00,0.00,0.49,1.33
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,194.40,61.81,114187.73,50976.16,9941.54,19.50,18.97,34.16,9.07,0.12,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,5.65,0.14,0.09,5.90,2.41
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,121.55,99.79,574.45,211.79,26.18,12.36,18.43,24.63,4.69,0.04,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,4.31,0.00,0.00,1.83,0.00
Bajaj Auto,532977,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,9496.50,54.44,265425.12,57718.86,11709.13,20.29,18.74,29.69,7.77,2.86,15.63,0.58,22.77,-1347.55,1836.32,3099.19,7666.69,2145.55,4.64,1.29,-0.82,1.50,3.96
Bajaj Consumer,533229,BAJAJCON,INE933K01021,Personal Products,Personal Care,348.15,68.63,4547.48,1088.55,176.34,16.20,13.22,28.86,7.05,-3.01,13.15,0.03,15.70,328.45,29.81,75.60,52.17,63.68,4.27,0.48,-0.42,0.09,0.98
Bharat Electron,500049,BEL,INE263A01024,Aerospace & Defense,Aerospace & Defense,439.10,59.06,320972.39,26535.27,7883.74,29.71,28.76,53.82,14.88,1.77,13.21,0.00,29.22,16495.15,650.42,10590.70,2907.66,10211.08,2.56,-0.41,0.37,0.01,4.88
Bharat Forge,500493,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,1443.70,52.06,69021.66,15268.83,2695.80,17.66,17.80,63.85,7.37,80.82,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.66,1.97,-1.22,3.35,4.17
