Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
360 ONE,542772.0,360ONE,INE466L01038,Capital Markets,Stockbroking & Allied,1186.0,64.49,48257.04,4621.1,2858.24,61.85,62.06,38.16,4.85,1.68,5.18,1.62,14.39,1953.59,149.24,503.56,250.63,0.0,4.52,5.95,-4.78,5.61,1.0,4.06
A B B,500002.0,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,7722.0,65.29,163635.64,13476.81,1883.21,13.97,15.49,106.23,17.5,3.57,12.83,0.02,22.39,7488.57,1799.18,3275.59,4062.14,2548.27,1.33,0.61,-0.52,0.07,0.51,2.56
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,514.45,56.2,1234.12,349.03,56.69,16.24,16.24,28.15,4.49,0.53,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.87,-0.05,0.33,0.01,0.2,2.93
Accretion Nutrav,544694.0,,INE1KVQ01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,303.5,62.91,219.74,33.6,6.89,20.51,20.51,43.34,6.2,0.27,19.26,0.12,24.84,33.69,0.11,8.11,0.9,8.99,3.11,-0.9,0.0,0.63,0.0,0.0
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,179.85,67.92,199.93,89.63,14.95,16.68,16.68,20.68,3.65,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,6.65,2.76,0.0,0.88,0.0,3.95
ACE Alpha Tech,544431.0,,INE0S9X01011,IT - Software,Computers - Software & Consulting,139.0,67.71,244.06,24.23,19.03,78.54,78.54,16.08,3.53,0.24,28.52,0.0,29.75,43.05,2.57,23.69,0.0,5.53,8.84,-3.3,-0.55,0.0,0.0,1.45
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,425.0,63.65,116299.75,48185.84,17802.62,36.95,36.69,28.94,3.23,-4.37,1.27,5.22,12.04,-106247.85,405.45,843.34,1842.17,0.0,6.17,-0.35,0.93,10.0,0.0,1.32
Afcom Holdings,544224.0,,INE0OXY01013,Transport Services,Logistics Solution Provider,1479.95,62.25,4247.26,583.11,233.52,40.05,40.05,34.83,8.44,0.32,20.15,0.88,36.01,139.3,4.62,135.76,28.23,18.25,4.09,7.11,0.63,2.17,0.0,2.89
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1631.95,75.97,3401.2,301.16,61.46,20.41,20.41,73.96,14.35,,14.15,0.24,23.6,224.96,7.79,135.47,50.38,103.18,1.84,-0.22,-0.25,0.88,0.0,1.09
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3446.95,54.23,43072.77,5776.17,1467.06,25.4,27.5,37.87,9.54,1.59,20.63,0.06,27.14,1759.83,216.64,1853.88,544.3,938.54,3.5,3.44,-0.58,0.17,0.92,4.22
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1315.0,74.88,16144.51,2590.4,836.69,32.3,31.24,25.98,4.87,3.38,15.79,0.02,18.99,2141.32,48.17,1072.96,372.37,691.93,5.07,-0.09,0.24,0.07,0.37,4.29
Amic Forging,544037.0,,INE0P9J01013,Industrial Products,Castings & Forgings,1899.0,56.24,2193.07,141.78,42.76,30.16,30.16,77.52,9.68,1.81,13.85,0.03,16.79,52.88,1.03,52.97,17.94,27.76,1.92,0.08,0.0,0.14,0.0,2.51
Anthem Bioscienc,544449.0,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,831.0,65.22,46803.44,2002.34,792.89,39.6,39.26,78.9,15.3,3.79,19.48,0.02,22.28,811.85,133.47,590.59,75.21,124.52,1.76,1.93,1.29,0.07,0.24,4.87
Apollo Ingredie.,503639.0,,INE314N01028,Commercial Services & Supplies,Diversified Commercial Services,143.15,99.8,148.87,4.9,0.92,18.78,18.78,209.68,21.3,1.61,15.97,0.0,17.17,4.09,0.13,0.57,0.18,0.0,0.64,0.0,0.0,0.03,0.0,1.99
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,457.0,78.04,550.78,30.65,11.46,37.39,37.39,73.34,11.27,0.78,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,2.07,,,0.4,0.0,0.38
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables,Consumer Electronics,184.6,73.29,402.65,118.57,19.03,16.05,16.05,33.01,4.09,,10.46,0.26,18.8,61.8,0.03,57.59,34.59,36.0,4.4,0.0,0.2,1.42,0.0,2.79
Artemis Medicare,542919.0,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,310.0,76.52,4907.52,1092.7,199.72,18.28,17.46,42.56,5.25,1.07,7.64,0.28,11.88,151.43,25.28,111.45,95.61,13.01,3.49,-0.49,0.09,1.45,0.14,4.59
ASK Automotive,544022.0,ASKAUTOLTD,INE491J01022,Auto Components,Auto Components & Equipments,671.0,80.89,13228.24,4643.15,568.74,12.25,12.71,41.83,10.13,1.23,13.2,0.52,25.13,30.16,21.91,302.34,374.8,309.02,3.55,0.72,0.21,1.45,0.29,2.3
ASM Technologies,526433.0,,INE867C01010,IT - Software,Computers - Software & Consulting,4968.0,76.39,7246.6,604.42,120.86,20.0,19.08,99.22,23.62,1.14,15.16,0.42,25.47,116.0,7.04,115.72,28.05,69.63,1.55,0.29,0.26,1.13,0.34,3.81
Aster DM Quality,540975.0,ASTERDM,INE914M01019,Healthcare Services,Hospital,837.8,64.67,73028.72,4876.03,918.32,18.83,18.61,202.38,9.5,-154.49,6.11,0.49,10.7,968.63,-13.25,307.23,481.51,91.16,1.05,-11.09,-6.86,2.86,0.58,3.94
AU Small Finance,540611.0,AUBANK,INE949L01017,Banks,Other Bank,1093.6,54.99,81975.13,19560.64,10699.71,54.7,53.76,28.72,4.21,1.26,1.51,8.44,14.32,6000.56,2856.55,0.0,0.0,0.0,5.69,1.51,-1.29,12.28,0.1,0.73
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1589.5,61.47,92318.41,34935.29,7081.31,20.27,20.34,24.34,2.45,1.07,6.57,0.21,10.06,14669.74,586.02,7094.37,5567.27,12052.94,6.43,-0.77,1.14,1.37,0.25,2.89
Avalon Tech,543896.0,AVALON,INE0LCL01028,Electrical Equipment,Other Electrical Equipment,1775.0,59.29,11859.05,1764.3,201.41,11.42,10.81,88.82,16.39,3.06,9.81,0.3,16.94,521.51,30.08,381.27,251.27,463.29,1.61,-1.45,1.39,1.08,0.0,4.89
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,422.25,82.27,1995.59,259.62,48.63,18.73,18.91,65.65,13.83,1.56,12.11,0.56,22.18,98.9,0.48,136.05,32.24,37.53,2.37,0.0,0.0,1.73,0.16,0.39
Bafna Pharma.,532989.0,BAFNAPH,INE878I01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,284.55,84.08,673.13,150.62,15.94,10.58,10.58,60.65,7.0,-505.42,6.76,0.39,12.27,32.46,4.76,43.93,31.29,28.9,2.1,0.0,0.0,2.56,0.0,1.42
Bagmane Prime REIT,544758.0,BAGMANE,INE2OVN25015,Realty,Real Estate Investment Trusts (REITs),107.25,79.08,36465.0,2370.75,1886.54,79.58,79.58,40.71,,,12.76,1.94,63.66,-1146.73,20.13,23.49,68.71,0.0,4.39,,,2.04,0.0,0.07
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,11586.2,71.93,318393.23,71460.48,14161.38,19.82,20.82,27.01,8.27,1.28,16.21,0.58,29.15,6901.99,3517.1,3473.44,8804.01,6294.49,4.88,-0.93,0.19,1.35,1.28,2.28
Bajaj Finance,500034.0,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1149.9,74.98,715922.39,85963.63,58573.63,68.14,68.29,35.01,6.38,1.88,3.81,3.82,18.25,16950.65,-240.16,1908.08,2104.53,0.0,5.04,1.2,-1.13,7.56,0.47,2.35
Bajaj Finserv,532978.0,BAJAJFINSV,INE918I01026,Finance,Holding Company,2089.25,73.07,334394.97,157641.68,59568.13,37.79,37.93,32.52,4.26,2.07,2.83,5.52,13.23,-132648.93,-344.19,9332.08,9052.12,0.0,7.81,0.35,-0.33,7.38,0.07,4.82
Belrise Industri,544405.0,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,244.6,58.87,23656.49,7528.33,1052.69,13.98,13.98,49.05,4.32,2.27,6.7,0.24,12.59,2133.99,89.95,1239.49,1188.05,852.88,3.38,2.96,3.23,1.54,0.23,2.94
Bharat Forge,500493.0,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,2230.0,59.52,106613.7,16811.65,2917.21,17.35,17.35,94.47,11.16,2.84,5.4,0.76,11.99,447.49,44.24,3909.8,2995.66,4052.78,1.86,-0.44,0.89,3.54,0.39,0.36
Bosch,500530.0,BOSCHLTD,INE323A01026,Auto Components,Auto Components & Equipments,42500.0,66.04,125358.45,20034.7,2650.4,13.23,13.23,60.02,8.47,4.45,9.96,0.01,14.57,4123.1,1410.0,2772.7,3434.5,2124.2,2.46,0.12,-0.12,0.04,0.63,2.68
Caplin Point Lab,524742.0,CAPLIPOINT,INE475E01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,2580.4,51.01,19614.11,2187.19,760.85,34.79,34.79,30.56,5.44,1.56,17.92,0.0,20.62,2199.72,115.58,825.81,296.03,428.86,4.3,0.35,-0.39,0.01,0.24,4.43
CFF Fluid,543920.0,,INE0NJ001013,Aerospace & Defense,Aerospace & Defense,1030.0,69.02,2160.31,208.74,59.21,28.37,28.37,55.1,8.14,0.97,15.19,0.07,18.95,226.24,0.22,104.61,19.65,53.69,2.54,0.14,0.0,0.37,0.12,0.0
Chavda Infra Ltd,,CHAVDA,INE0PT101017,Construction,Civil Construction,133.45,80.91,435.77,320.63,58.0,18.09,18.09,25.63,1.98,2.11,3.94,0.63,10.22,153.08,1.4,117.69,101.03,97.96,7.53,0.0,0.0,3.26,0.0,3.3
Choice Intl.,531358.0,CHOICEIN,INE102B01014,Finance,Holding Company,828.1,64.22,18448.15,1119.13,400.06,35.75,35.75,84.74,11.06,1.58,7.7,0.54,16.13,1367.73,25.37,436.68,50.28,23.85,2.16,-0.07,-1.31,2.24,0.0,3.77
Choksi Asia,530427.0,,INE865B01016,Healthcare Equipment & Supplies,Medical Equipment & Supplies,246.7,73.32,140.64,49.31,6.79,13.77,13.77,26.38,3.35,0.19,11.27,0.05,14.49,24.67,1.4,9.46,1.46,9.17,6.04,0.0,0.18,0.24,0.0,4.71
