Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,371.15,63.56,890.35,277.91,47.08,16.94,15.84,25.68,3.57,0.33,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,5.76,0.28,0.29,0.02,2.33
Accord Transformer,544710,,INE132201018,Electrical Equipment,Heavy Electrical Equipment,55.71,66.74,114.61,79.02,9.16,11.59,11.59,18.73,,0.14,14.17,0.55,44.38,15.40,0.09,28.51,15.11,18.08,7.14,,,1.32,0.38
Accretion Nutraveda,544694,,INE1KVQ01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,198.50,55.15,143.71,16.00,3.72,23.25,23.25,55.06,,,33.68,0.54,81.18,7.38,0.05,7.97,2.82,5.13,2.38,,,1.25,4.57
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2545.00,67.37,20836.20,1215.10,381.83,31.42,23.05,72.61,14.74,2.41,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,1.87,-0.89,-0.17,0.02,1.36
Aditya Infotech,544466,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,1826.00,66.52,21509.93,3776.23,407.41,10.79,7.96,84.75,13.53,4.57,6.24,0.08,20.87,787.30,11.68,1053.91,1424.28,948.22,1.75,0.13,-0.07,0.34,3.38
Aptus Pharma,544529,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,356.25,77.85,244.39,24.56,4.85,19.75,19.75,69.04,11.26,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,1.96,-2.80,-10.03,1.74,2.13
Atishay,538713,,INE011R01013,IT - Software,Software Products,227.20,64.84,250.64,58.44,10.15,17.37,18.83,32.42,4.88,0.11,13.17,0.10,15.43,20.80,2.35,18.37,3.86,0.80,4.23,0.00,0.00,0.49,3.32
Atlanta Electric,544527,ATLANTAELE,INE0Z4F01028,Electrical Equipment,Heavy Electrical Equipment,1238.65,69.69,9524.80,1515.38,267.07,17.62,15.56,60.99,12.12,0.68,16.64,0.46,40.80,531.17,12.16,210.70,337.95,384.95,2.83,0.31,0.21,1.35,3.00
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1314.20,63.55,76328.95,33181.86,6814.20,20.54,20.65,21.61,2.18,2.74,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.60,11191.88,7.47,0.06,-0.26,1.39,1.25
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,197.60,99.94,933.86,220.50,31.00,14.06,18.43,34.01,7.62,0.06,21.00,0.40,39.84,80.42,1.53,72.82,29.40,60.94,3.17,0.00,0.00,1.58,0.00
CCL Products,519600,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1058.70,54.77,14136.60,4068.78,704.41,17.31,17.87,37.65,6.77,2.52,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.74,-0.30,0.49,2.82,4.52
Emcure Pharma,544210,EMCURE,INE168P01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,1652.70,66.18,31333.46,8850.09,1787.41,20.20,18.60,34.65,6.61,31.50,8.98,0.35,18.51,1919.49,-38.91,2299.86,1725.44,2304.58,4.29,1.74,0.30,1.19,1.19
Granules India,532482,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,624.35,62.76,15151.02,5092.45,1085.39,21.31,21.15,27.88,3.80,5.64,8.21,0.45,13.86,669.59,18.32,760.54,755.08,1488.29,5.02,0.60,-0.30,2.20,2.45
GRE Renew,544682,,INE0U8P01015,Construction,Civil Construction,103.32,64.79,147.62,83.72,9.48,11.32,11.32,21.00,,,14.87,0.04,26.90,21.22,0.66,8.65,2.44,2.36,6.81,,,0.15,2.07
GSP Crop Science,544733,GSPCROP,INE713R01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,356.55,,1658.63,1287.38,150.36,11.68,11.68,20.43,,8.51,7.35,0.61,19.79,251.21,14.39,645.33,481.49,345.10,7.16,,,2.31,4.92
Hannah Joseph,544687,,INE0JVH01012,Healthcare Services,Hospital,69.19,64.40,157.05,77.53,20.69,26.69,26.69,21.78,,,7.62,0.60,14.77,10.05,0.37,12.12,3.61,1.65,7.88,,,2.48,3.45
HRS Aluglaze,544656,,INE1E1V01017,Industrial Manufacturing,Industrial Products,280.05,95.96,540.00,42.11,10.70,25.41,25.41,104.85,,,8.37,1.92,34.25,-2.87,0.04,13.19,11.82,15.54,1.62,,,4.12,4.29
Ipca Labs.,524494,IPCALAB,INE571A01038,Pharmaceuticals & Biotechnology,Pharmaceuticals,1586.00,64.90,40237.49,9504.54,1923.55,20.24,19.46,38.10,5.42,-25.74,7.89,0.17,12.75,3714.40,-139.13,2077.06,821.60,2515.87,3.92,0.54,0.20,0.79,2.34
Karnataka Bank,532652,KTKBANK,INE614B01018,Banks,Private Sector Bank,229.66,59.85,8685.32,8918.97,5907.59,66.24,68.33,7.52,0.69,0.21,1.07,8.27,11.10,16894.32,1432.26,0.00,0.00,0.00,6.81,-0.27,-2.91,14.19,3.91
Lupin,500257,LUPIN,INE326A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,2334.80,56.95,106742.18,26150.50,7651.59,29.26,23.24,21.46,5.43,0.36,12.41,0.32,20.62,9445.32,-85.88,6290.15,3407.15,5954.96,6.07,-0.98,1.00,0.93,1.80
Maruti Interior,543464,,INE0JSJ01014,Consumer Durables,Houseware,71.70,61.61,433.07,57.62,9.90,17.18,19.02,73.78,11.25,4.28,10.64,0.18,14.45,13.50,0.26,11.43,4.20,9.53,1.97,0.00,0.00,0.81,2.45
NTPC,532555,NTPC,INE733E01010,Power,Power Generation,375.65,50.67,364255.26,187530.56,54719.32,29.18,28.91,15.07,1.90,1.79,4.26,1.33,12.13,-13789.34,11890.68,31750.32,10231.93,16854.12,7.76,0.26,-0.16,5.37,4.78
O N G C,500312,ONGC,INE213A01029,Oil,Oil Exploration & Production,281.95,63.25,354700.97,659253.86,99620.39,15.11,14.52,9.34,0.96,-1.14,5.15,0.48,10.63,-20933.20,12917.01,21037.36,38229.06,55460.72,15.62,-0.27,0.45,2.33,3.82
Omnitech Engg.,544720,OMNI,INE0UH301010,Industrial Manufacturing,Industrial Products,246.85,68.00,3052.70,344.82,114.62,33.24,33.24,50.89,,1.18,8.56,1.71,30.10,74.67,7.04,142.85,41.11,171.13,2.50,,,4.18,2.80
Onix Solar,513119,,INE173M01012,Non - Ferrous Metals,Copper,730.90,95.98,1832.38,127.96,15.50,12.11,3.78,120.71,295.42,2.58,6.68,0.00,30.92,4.65,0.44,23.63,36.04,0.00,0.87,0.00,0.00,0.00,0.00
Park Medi World,544645,PARKHOSPS,INE119201023,Healthcare Services,Hospital,200.00,56.16,8638.62,1393.57,375.13,26.92,26.92,40.81,,9.07,10.61,0.64,21.15,477.54,30.46,613.50,136.12,2.54,3.90,,,1.95,4.18
Prizor Viztech,,PRIZOR,INE0V9N01017,Industrial Manufacturing,Industrial Products,410.00,65.08,438.34,82.07,18.12,22.08,21.43,37.21,8.99,0.07,24.93,0.42,41.01,34.32,0.04,24.39,11.34,34.60,3.88,0.00,-0.03,1.15,4.09
