Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B B,500002.0,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,7700.0,59.47,163169.5,13476.81,1883.21,13.97,15.49,105.83,17.45,3.56,12.83,0.02,22.39,7488.57,1799.18,3275.59,4062.14,2548.27,1.35,0.61,-0.52,0.07,0.52,2.83
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,560.45,65.32,1344.48,349.03,56.69,16.24,16.24,30.65,4.89,0.58,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.53,-0.05,0.33,0.01,0.18,0.54
Accretion Nutraveda,544694.0,,INE1KVQ01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,299.0,62.79,216.48,33.59,6.89,20.51,20.51,42.7,6.1,0.26,19.38,0.12,25.02,27.74,0.11,8.11,0.75,8.99,3.19,-0.9,0.0,0.63,0.0,1.48
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,188.7,75.55,209.76,89.63,14.95,16.68,16.68,21.68,3.84,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,6.14,2.76,0.0,0.88,0.0,4.09
ACE Alpha Tech,544431.0,,INE0S9X01011,IT - Software,Computers - Software & Consulting,138.0,62.72,242.3,24.23,19.03,78.54,78.54,15.96,3.5,0.24,28.52,0.0,29.75,43.05,2.57,23.69,0.0,5.53,8.76,-3.3,-0.55,0.0,0.0,3.16
Aditya Infotech,544466.0,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,3900.0,63.8,46137.13,4220.81,566.13,13.41,13.41,125.46,24.51,2.59,10.26,0.14,25.41,1054.2,12.84,1404.36,1601.01,1103.73,1.16,-1.14,0.63,0.49,0.04,1.52
Aegeus Technolog,544858.0,,INE0WR901013,Commercial Services & Supplies,Diversified Commercial Services,137.2,,114.91,40.92,6.84,16.72,16.72,28.59,,,13.06,0.77,29.98,5.11,0.28,15.77,4.31,4.53,5.59,,,1.76,0.0,0.0
Afcom Holdings,544224.0,,INE0OXY01013,Transport Services,Logistics Solution Provider,1471.0,59.86,4221.54,583.11,233.52,40.05,40.05,34.64,8.41,0.32,20.15,0.88,36.01,139.3,4.62,135.76,28.23,18.25,4.06,7.11,0.63,2.17,0.0,3.73
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1657.95,73.45,3455.4,301.16,61.46,20.41,20.41,75.15,14.58,,14.15,0.24,23.6,224.96,7.79,135.47,50.38,103.18,1.79,-0.22,-0.25,0.88,0.0,4.61
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3542.7,59.13,44269.22,5776.17,1467.06,25.4,27.5,39.0,9.75,1.64,20.63,0.06,27.14,1759.83,216.64,1853.88,544.3,938.54,3.43,3.44,-0.58,0.17,0.9,1.56
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1350.0,78.54,16574.22,2590.4,836.69,32.3,31.24,26.64,5.01,3.46,15.79,0.02,18.99,2141.32,48.17,1072.96,372.37,691.93,4.85,-0.09,0.24,0.07,0.36,4.8
Ameenji Rubber,544555.0,,INE14QA01016,Industrial Products,Rubber,172.95,63.64,195.08,123.25,19.28,15.64,15.64,30.8,3.59,,5.12,0.55,16.5,20.32,0.69,22.63,30.71,51.25,7.8,-3.6,-2.37,2.01,0.0,1.17
Amic Forging,544037.0,,INE0P9J01013,Industrial Products,Castings & Forgings,1966.3,65.83,2270.83,141.78,42.76,30.16,30.16,80.3,9.98,1.88,13.85,0.03,16.79,52.88,1.03,52.97,17.94,27.76,1.78,0.08,0.0,0.14,0.0,2.71
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,2186.55,70.09,36305.79,1155.7,454.72,39.35,47.37,78.48,35.35,2.41,34.03,0.08,45.3,627.41,200.14,41.39,0.13,0.0,1.75,1.3,0.59,0.13,0.3,1.51
Anawil Wire,,ANAWIL,INE1J5V01013,Electrical Equipment,Heavy Electrical Equipment,381.55,,953.86,143.23,61.45,42.9,42.9,26.01,,0.28,18.06,1.43,56.59,41.48,0.31,38.95,46.67,50.69,4.88,,,2.54,0.0,0.0
Anthem Bioscienc,544449.0,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,880.45,78.31,49588.51,2002.34,792.89,39.6,39.26,83.6,16.27,4.02,19.48,0.02,22.28,811.85,133.47,590.59,75.21,124.52,1.63,1.93,1.29,0.07,0.22,2.16
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,494.0,84.55,595.37,30.65,11.46,37.39,37.39,79.28,12.18,0.84,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,1.91,,,0.4,0.0,0.11
Archit Organosys,524640.0,,INE078I01011,Chemicals & Petrochemicals,Commodity Chemicals,62.9,66.98,129.11,140.95,16.42,11.65,11.65,16.07,1.68,-2.48,6.43,0.33,11.04,17.7,2.88,24.55,17.49,2.95,8.82,0.0,0.0,1.89,0.79,3.23
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables,Consumer Electronics,193.1,81.77,421.19,118.57,19.03,16.05,16.05,34.51,4.28,,10.46,0.26,18.8,61.8,0.03,57.59,34.59,36.0,4.04,0.0,0.2,1.42,0.0,0.9
Arrow Greentech,516064.0,ARROWGREEN,INE570D01018,Industrial Products,Packaging,772.0,73.79,1164.8,200.51,64.58,32.21,32.21,24.57,4.96,0.43,20.42,0.01,22.41,184.23,8.53,34.24,5.6,25.25,5.83,0.17,0.14,0.03,0.52,3.38
Artemis Medicare,542919.0,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,321.0,66.07,5081.61,1092.7,199.72,18.28,17.46,44.05,5.46,1.11,7.64,0.28,11.88,151.43,25.28,111.45,95.61,13.01,3.59,-0.49,0.09,1.45,0.14,1.5
Arvind Ltd,500101.0,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,572.5,63.45,15574.35,9303.19,1004.42,10.8,10.8,36.57,3.68,5.96,5.21,0.41,10.88,548.16,45.8,1443.79,1972.82,2173.53,4.59,2.74,-0.22,2.14,0.66,4.58
Arvind SmartSp.,539301.0,ARVSMART,INE034S01021,Realty,"Residential, Commercial Projects",664.75,59.89,3049.03,779.92,286.85,36.78,26.93,16.53,4.66,0.29,3.3,0.9,15.47,455.34,20.23,15.46,201.9,2222.16,8.94,0.39,0.02,1.96,0.9,4.19
Asian Energy,530355.0,ASIANENE,INE276G01015,Oil,Oil Equipment & Services,403.95,61.08,1965.1,791.05,95.35,12.05,12.05,34.06,3.71,0.66,7.75,0.32,12.93,376.29,3.0,347.73,229.58,0.29,4.52,-0.54,0.05,1.78,0.25,4.72
Atul,500027.0,ATUL,INE100A01010,Chemicals & Petrochemicals,Specialty Chemicals,6885.35,63.67,20271.68,6643.49,1188.81,17.89,16.48,25.47,3.25,2.95,9.3,0.03,11.49,1285.57,216.56,1271.0,852.24,815.47,5.37,0.04,-0.06,0.17,0.44,4.35
AU Small Finance,540611.0,AUBANK,INE949L01017,Banks,Other Bank,1088.2,57.64,81607.5,19560.64,10699.71,54.7,53.76,28.54,4.07,1.26,1.51,8.44,14.32,6000.56,2856.55,0.0,0.0,0.0,5.65,1.51,-1.29,12.28,0.09,1.6
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1664.95,64.42,96700.57,34935.29,7081.31,20.27,20.41,25.59,2.54,1.12,6.61,0.21,10.1,13922.5,586.02,7094.37,5567.27,12052.94,6.26,-0.77,1.14,1.37,0.24,0.42
Avalon Tech,543896.0,AVALON,INE0LCL01028,Electrical Equipment,Other Electrical Equipment,1960.25,63.32,13096.77,1764.3,201.41,11.42,10.81,98.1,18.15,3.38,9.81,0.3,16.94,521.51,30.08,381.27,251.27,463.29,1.51,-1.45,1.39,1.08,0.0,2.18
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,513.1,88.69,2424.92,259.62,48.63,18.73,18.91,79.8,16.79,1.89,12.11,0.56,22.18,98.9,0.48,136.05,32.24,37.53,1.98,0.0,0.0,1.73,0.11,0.0
B C C Fuba India,517246.0,,INE788D01016,IT - Hardware,Computers Hardware & Equipments,226.3,68.3,446.79,82.29,14.31,17.39,14.84,53.0,9.81,1.44,9.65,0.35,17.03,25.26,0.24,19.04,15.93,14.44,3.0,0.14,0.0,1.25,0.0,1.2
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,11707.0,67.78,321712.79,71460.48,14161.38,19.82,20.82,27.3,8.38,1.29,16.21,0.58,29.15,6901.99,3517.1,3473.44,8804.01,6294.49,4.91,-0.93,0.19,1.35,1.28,1.32
Bansal Roofing,538546.0,,INE319Q01012,Industrial Products,Iron & Steel Products,133.2,60.96,175.63,163.99,16.84,10.27,10.25,15.73,4.14,0.43,18.18,0.07,27.98,10.23,0.19,3.5,5.69,19.46,8.65,0.0,0.0,0.2,0.75,4.86
Belrise Industri,544405.0,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,261.45,68.55,25286.15,7528.33,1052.69,13.98,13.98,52.43,4.71,2.42,6.7,0.24,12.59,2133.99,89.95,1239.49,1188.05,852.88,3.21,2.96,3.23,1.54,0.22,1.93
Bikewo Green,,BIKEWO,INE0SQH01013,Automobiles,Auto Dealer,90.8,89.2,118.43,54.49,5.62,10.31,10.31,26.31,2.84,,9.83,0.15,11.2,17.11,0.01,14.94,0.21,2.88,4.04,0.0,0.0,1.29,0.0,0.0
Bosch,500530.0,BOSCHLTD,INE323A01026,Auto Components,Auto Components & Equipments,46250.0,72.52,136419.45,21088.0,2832.2,13.43,13.23,57.68,9.14,4.27,9.96,0.01,14.57,4123.1,791.7,2772.7,3434.5,2124.2,2.42,0.12,-0.12,0.04,0.6,1.06
CDG Petchem,534796.0,,INE198N01017,Industrial Products,Plastic Products - Industrial,309.0,65.31,285.39,74.88,16.76,22.38,22.38,64.71,5.54,0.42,10.02,0.41,17.18,9.09,1.49,9.18,3.15,0.51,5.65,0.0,0.0,1.27,0.0,3.44
CFF Fluid,543920.0,,INE0NJ001013,Aerospace & Defense,Aerospace & Defense,1007.0,64.29,2112.11,208.74,59.21,28.37,28.37,53.83,7.88,0.95,15.19,0.07,18.95,226.24,0.22,104.61,19.65,53.69,2.54,0.14,0.0,0.37,0.12,4.1
Chembond Chemic.,544450.0,CHEMBONDCH,INE0TGX01019,Chemicals & Petrochemicals,Specialty Chemicals,274.5,65.06,738.33,347.25,50.23,14.47,14.61,19.29,3.56,1.75,14.43,0.0,17.74,143.56,4.05,114.36,31.2,23.45,7.33,0.59,-0.01,0.0,0.45,1.89
Cholaman.Inv.&Fn,511243.0,CHOLAFIN,INE121A01024,Finance,Non Banking Financial Company (NBFC),1900.9,61.42,162081.8,32662.59,22399.06,68.58,68.22,28.16,5.38,1.11,2.34,6.93,19.35,14067.6,484.22,327.05,212.05,0.0,6.28,0.71,-0.41,9.34,0.1,2.64
Commerl. Synbags,539986.0,COMSYN,INE073V01015,Industrial Products,Packaging,268.8,78.68,1084.28,402.91,49.2,12.21,11.67,34.35,6.23,0.7,8.75,0.65,16.86,41.3,5.19,65.09,21.13,78.17,3.75,-0.03,-0.17,2.54,0.16,4.94
Craftsman Auto,543276.0,CRAFTSMAN,INE00LO01017,Auto Components,Auto Components & Equipments,10543.4,63.8,27575.7,8716.85,1356.52,15.56,15.34,58.88,7.68,3.8,4.75,1.11,12.49,206.88,76.29,1110.54,1460.08,1745.41,3.21,4.61,2.09,3.72,0.11,2.06
Cryogenic OGS,544440.0,,INE0TL001013,Industrial Manufacturing,Industrial Products,354.0,68.02,505.52,40.82,11.33,27.76,27.76,58.65,9.25,1.95,17.14,0.0,20.61,43.01,2.85,4.8,2.52,7.98,2.71,-1.86,-1.51,0.0,0.0,0.81
