Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Canara Bank,532483,CANBK,Banks,Public Sector Bank,151.58,137492.93,125841.25,76573.02,60.85,62.10,7.18,1.19,0.17,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.63,0.82,0.51,14.47,0.60
Cash UR Drive,,CUDML,Media,Advertising & Media Agencies,164.90,290.98,153.58,24.32,15.84,14.91,14.26,2.44,0.20,17.73,0.00,41.82,65.57,3.13,56.31,28.91,0.00,10.31,,,0.00,0.96
Choice Intl.,531358,CHOICEIN,Finance,Holding Company,806.45,16853.90,970.65,327.85,33.78,32.07,92.95,13.55,2.07,7.36,0.40,19.61,854.99,17.92,280.83,13.67,26.40,1.97,0.09,-1.14,1.46,4.11
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),1736.00,146456.16,28536.73,19741.86,69.18,70.32,31.53,5.63,1.23,2.38,7.23,19.71,9140.07,406.94,211.86,128.16,0.00,6.14,1.22,-1.11,9.44,2.58
City Union Bank,532210,CUB,Banks,Private Sector Bank,271.08,20116.80,6269.92,4325.87,68.99,70.59,16.65,2.02,1.20,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,6.11,1.52,-1.42,13.50,4.24
Coforge,532541,COFORGE,IT - Software,Computers - Software & Consulting,1908.70,63921.72,14342.30,2271.60,15.84,14.05,56.13,9.26,8.60,10.05,0.14,15.98,1638.20,191.80,3152.10,1226.50,0.00,2.86,2.55,-3.33,0.53,4.82
Concord Control,543619,,Industrial Manufacturing,Industrial Products,2539.85,2570.39,156.26,35.59,22.78,23.44,84.55,18.49,0.81,23.08,0.13,27.39,107.26,3.78,55.45,21.94,44.95,1.46,-0.20,0.00,0.49,4.41
Connplex Cinemas,,CONNPLEX,Entertainment,"Film Production, Distribution & Exhibition",253.30,483.80,118.98,31.30,26.31,27.49,21.57,3.99,0.12,37.97,0.01,123.94,39.65,0.89,22.56,8.90,13.73,6.32,,,0.06,3.27
Cospower Engine.,543172,,Industrial Manufacturing,Industrial Products,950.00,159.08,53.20,9.59,18.03,21.70,41.11,7.79,1.58,3.40,1.08,11.82,15.70,-0.18,18.30,8.87,17.50,4.63,0.00,0.00,2.68,4.90
Cummins India,500480,CUMMINSIND,Industrial Products,"Compressors, Pumps & Diesel Engines",4479.30,124166.20,11643.62,2441.09,20.97,20.02,53.88,15.73,1.55,20.85,0.00,28.15,5023.17,777.90,2565.36,1524.44,1162.01,2.46,-0.80,0.85,0.01,0.87
Cupid,530843,CUPID,Personal Products,Personal Care,329.25,8839.28,266.82,89.44,33.52,23.22,143.19,23.19,3.98,11.99,0.07,12.89,301.97,0.00,89.65,15.97,42.64,0.97,0.24,1.63,0.32,4.83
DCB Bank,532772,DCBBANK,Banks,Private Sector Bank,183.57,5905.67,7049.26,4843.95,68.72,70.22,8.82,0.97,0.31,0.88,11.85,11.43,2314.01,825.08,0.00,0.00,0.00,7.63,0.14,-1.20,12.47,3.03
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers,7053.50,193476.97,21427.66,5173.56,24.14,25.03,37.88,8.76,0.92,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.39,-1.05,1.16,0.07,3.21
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,257.92,63462.88,28739.84,19099.94,66.46,69.68,16.09,1.75,0.57,1.25,8.71,12.86,26370.05,4248.26,0.00,0.00,0.00,6.42,1.54,-1.32,13.53,0.34
Fiem Industries,532768,FIEMIND,Auto Components,Auto Components & Equipments,2265.30,5962.19,2606.80,351.42,13.48,13.30,26.59,5.52,0.92,15.29,0.06,20.99,546.09,24.32,330.82,284.54,248.38,5.25,1.54,2.51,0.20,4.74
Gallard Steel,544616,,Auto Components,Auto Components & Equipments,233.70,222.02,53.32,12.52,23.48,23.48,36.58,,,13.81,0.89,43.19,7.62,0.21,13.90,4.16,6.32,4.20,,,1.89,4.98
HDFC Bank,500180,HDFCBANK,Banks,Private Sector Bank,1007.60,1549941.77,346185.22,147511.76,42.61,44.41,21.42,2.87,0.93,1.74,6.30,14.45,185784.94,137893.08,0.00,0.00,0.00,5.93,0.30,-0.46,11.90,1.26
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers,6174.50,123540.39,42175.84,6035.64,14.31,14.15,23.38,5.88,0.98,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,5.68,-1.45,1.71,0.10,1.03
Hitachi Energy,543187,POWERINDIA,Electrical Equipment,Heavy Electrical Equipment,22056.00,98308.81,6815.40,858.77,12.60,9.48,137.07,21.45,4.76,5.77,0.02,13.79,3610.83,223.82,2094.80,1930.85,1183.60,1.05,-2.35,2.48,0.09,1.76
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,870.25,117219.54,64543.17,44355.43,68.72,68.06,9.95,1.52,0.25,1.35,10.65,17.09,43625.03,9828.83,0.00,0.00,0.00,6.08,0.57,0.14,14.91,3.15
Indian Metals,533047,IMFA,Ferrous Metals,Ferro & Silica Manganese,1348.10,7273.55,2570.56,462.50,17.99,20.69,22.01,2.90,-2.48,12.46,0.17,17.01,1162.71,72.04,130.43,220.00,636.58,6.21,0.02,0.29,0.91,3.30
Influx Health.,,INFLUX,Pharmaceuticals & Biotechnology,Pharmaceuticals,233.80,541.26,123.55,26.14,21.16,19.63,30.65,6.00,0.70,24.01,0.00,45.38,59.27,0.20,34.10,19.30,10.63,4.29,-3.63,-1.55,0.00,2.85
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Components,Auto Components & Equipments,114.57,4571.11,2304.40,305.83,13.27,13.45,25.45,4.41,2.80,12.70,0.01,19.25,135.32,7.72,29.96,8.22,316.00,5.85,0.76,0.33,0.05,2.90
Jayesh Logistics,,JAYESH,Transport Services,Logistics Solution Provider,175.15,152.23,111.87,16.96,15.16,15.16,13.56,,0.14,13.53,1.26,56.80,16.35,0.15,32.32,5.66,0.00,6.99,,,2.22,4.29
JD Cables,544524,,Industrial Products,Cables - Electricals,197.75,445.95,264.31,37.75,14.28,13.62,18.86,3.52,0.07,27.63,0.34,117.16,117.62,0.31,68.66,31.00,44.91,9.05,,,1.16,1.62
Karur Vysya Bank,590003,KARURVYSYA,Banks,Private Sector Bank,247.97,23963.92,10381.07,6707.93,64.62,65.02,11.39,1.87,0.27,1.73,8.83,17.65,5284.51,1933.72,0.00,0.00,0.00,6.59,0.50,0.40,13.08,4.07
Kilburn Engg.,522101,,Industrial Manufacturing,Industrial Products,590.75,3038.69,518.06,132.53,25.58,23.96,36.27,5.41,,10.26,0.19,17.16,313.60,8.15,180.70,56.93,49.41,4.22,1.23,-0.34,0.80,4.47
Knowledge Realty,544481,KRT,Realty,Real Estate Investment Trusts (REITs),119.09,52809.26,3930.10,3100.08,78.88,78.88,166.07,1.17,,1.29,0.07,13.98,264.49,-157.27,0.00,7.00,0.00,5.22,,,1.03,4.69
L G Balakrishnan,500250,LGBBROSLTD,Auto Components,Auto Components & Equipments,1961.50,6255.70,2790.14,449.32,16.10,16.14,20.61,3.13,2.72,11.85,0.09,16.06,492.31,78.33,359.62,331.14,497.97,6.50,-0.27,-0.11,0.45,0.68
L. T. Elevator,544518,,Industrial Manufacturing,Industrial Products,184.90,354.32,83.86,22.07,26.32,26.56,24.76,3.84,0.13,13.78,0.07,31.83,72.32,0.28,33.24,7.59,35.15,6.31,,,0.30,2.07
L&T Finance Ltd,533519,LTF,Finance,Non Banking Financial Company (NBFC),312.35,78143.57,16715.82,10157.49,60.77,60.41,28.96,2.96,0.65,2.37,3.72,10.79,6108.65,11.92,67.74,1502.78,0.00,5.95,0.23,0.21,9.80,0.95
Larsen & Toubro,500510,LT,Construction,Civil Construction,4069.60,559806.39,270722.51,34311.35,12.67,13.43,34.82,5.52,1.52,4.98,1.32,16.55,50175.32,5318.76,53654.94,52869.21,8313.65,5.17,-0.14,0.15,3.84,1.70
Latent View,543398,LATENTVIEW,IT - Software,Computers - Software & Consulting,498.35,10295.97,953.58,211.82,22.21,23.14,54.02,6.33,3.69,10.21,0.02,11.58,737.65,77.84,224.47,24.99,0.00,2.49,0.15,0.07,0.10,4.21
Lumax Auto Tech.,532796,LUMAXTECH,Auto Components,Auto Components & Equipments,1536.30,10471.07,4221.21,553.93,13.12,12.80,49.52,9.92,1.39,7.73,1.05,20.25,16.02,44.69,808.00,759.83,400.15,3.91,0.28,0.29,2.47,0.37
M & M,500520,M&M,Automobiles,Passenger Cars & Utility Vehicles,3757.30,467231.09,175704.22,33298.56,18.95,19.17,32.83,5.64,1.21,5.51,1.53,18.05,34754.07,4399.51,9541.57,34621.91,24588.45,5.42,0.38,-0.49,4.09,0.63
M & M Fin. Serv.,532720,M&MFIN,Finance,Non Banking Financial Company (NBFC),371.85,51686.08,19699.23,12394.35,62.92,63.11,20.95,2.09,0.80,1.69,4.90,10.90,4769.58,127.30,235.40,1000.26,0.00,7.30,-0.04,0.26,9.97,0.29
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,Sugar,752.30,1165.31,145.02,18.83,12.98,12.10,115.49,8.59,,3.41,0.89,11.07,92.98,6.32,2.45,39.56,50.36,1.68,0.00,-0.17,5.67,0.00
Manappuram Fin.,531213,MANAPPURAM,Finance,Non Banking Financial Company (NBFC),284.95,24119.16,9432.22,4342.27,46.04,54.36,53.70,1.90,-18.52,2.51,3.02,10.14,2814.48,9.89,0.00,121.22,0.00,6.77,0.56,0.45,9.45,4.38
Manomay Tex Indi,540396,MANOMAY,Textiles & Apparels,Other Textile Products,258.62,466.78,695.12,85.69,12.33,12.28,24.09,2.95,0.67,3.20,2.34,13.89,122.09,1.40,169.34,99.20,214.77,7.03,0.00,0.00,6.30,0.49
Maruti Suzuki,532500,MARUTI,Automobiles,Passenger Cars & Utility Vehicles,15900.00,499900.09,160633.80,19629.10,12.22,13.23,33.82,5.01,0.47,11.69,0.00,15.89,-2819.00,5645.10,7330.50,22281.70,10850.10,3.83,-0.70,0.58,0.01,4.64
Maxvolt Energy,,MAXVOLT,Auto Components,Auto Components & Equipments,466.85,509.05,197.23,26.98,13.68,13.03,27.88,6.24,0.03,15.93,0.50,25.25,74.62,1.78,17.05,9.01,36.58,5.27,-1.81,-0.01,1.46,3.39
Midwest,544587,MIDWESTLTD,Consumer Durables,Granites & Marbles,1407.90,5091.08,626.18,174.80,27.92,27.92,43.52,,2.51,12.50,0.35,18.69,156.08,40.23,190.96,44.25,26.50,3.07,,,1.44,2.31
Multi Comm. Exc.,534091,MCX,Capital Markets,Exchange and Data Platform,10073.50,51373.21,1340.15,836.59,62.43,59.79,73.80,24.61,1.43,14.48,0.00,34.33,468.75,112.62,36.71,136.49,0.00,1.76,1.41,-2.69,0.00,3.80
Muthoot Finance,533398,MUTHOOTFIN,Finance,Non Banking Financial Company (NBFC),3744.20,150317.83,24544.40,18643.48,75.96,72.88,20.58,4.58,2.08,4.67,3.76,19.58,5131.04,147.83,9.71,159.62,0.00,7.03,-0.84,0.74,6.61,1.70
Natl. Aluminium,532234,NATIONALUM,Non - Ferrous Metals,Aluminium,259.98,47748.75,18029.33,8454.10,46.89,44.72,7.81,2.41,0.37,25.01,0.00,32.72,7167.52,499.68,27.54,782.74,2021.79,20.46,-0.31,1.16,0.01,4.42
Nestle India,500790,NESTLEIND,Food Products,Packaged Foods,1261.10,243179.72,21023.38,4828.55,22.97,23.62,81.22,53.28,7.68,27.10,0.10,83.02,-594.11,18.56,321.25,2300.78,2489.81,1.74,0.57,-0.46,0.11,3.85
OBSC Perfection,,OBSCP,Auto Components,Auto Components & Equipments,343.30,839.45,163.79,29.31,17.89,17.84,41.97,7.33,0.63,13.65,0.37,24.96,47.12,3.33,42.10,16.91,31.87,3.10,0.10,-0.66,1.55,4.64
Parin Enterpris.,,PARIN,Consumer Durables,"Furniture, Home Furnishing",591.65,657.80,239.23,24.40,10.20,11.45,78.41,9.91,4.16,4.86,1.47,11.37,62.28,-0.72,37.18,13.97,93.42,2.62,0.00,0.40,4.96,1.39
Powergrid Infra.,543290,PGINVIT,Power,Power - Transmission,94.64,8612.23,1260.86,1961.87,155.60,133.12,6.37,1.13,0.20,11.62,0.14,15.41,897.44,40.24,208.58,2.96,30.93,18.68,,,0.63,3.92
Pramara Promotio,,PRAMARA,Media,Advertising & Media Agencies,353.55,319.43,108.84,15.78,14.50,14.45,32.53,2.72,0.51,6.65,0.25,12.10,118.84,2.06,33.72,4.36,31.88,4.91,-0.11,-0.07,1.77,2.59
PropshareTitania,544462,,Realty,Real Estate Investment Trusts (REITs),1060000.00,472.97,39.51,32.87,83.19,83.19,52.73,10.45,0.33,3.20,0.00,10.27,0.33,0.56,0.00,0.29,0.00,6.01,,,0.00,0.93
Pune e,544141,,Capital Markets,Stockbroking & Allied,223.00,349.01,49.21,19.44,39.50,37.75,22.34,2.12,1.06,6.27,0.36,12.07,169.24,8.50,92.12,71.42,0.00,10.05,0.00,0.35,2.22,1.31
Punjab Natl.Bank,532461,PNB,Banks,Public Sector Bank,124.50,143087.14,129502.98,95371.61,73.64,72.67,8.40,1.01,0.12,1.07,12.22,15.17,189158.58,17765.09,0.00,0.00,0.00,6.23,0.48,0.15,15.36,1.50
Renol Polychem,,RNPL,Chemicals & Petrochemicals,Specialty Chemicals,145.00,115.19,73.50,7.43,10.11,11.48,22.24,3.00,,25.71,0.01,45.41,36.43,0.24,17.71,4.46,14.98,6.68,,,0.03,1.36
RRP Defense,530929,,Commercial Services & Supplies,Trading & Distributors,955.30,1310.56,14.12,2.91,20.61,15.02,524.22,86.33,1.84,14.46,0.00,87.02,8.91,0.01,16.46,9.67,0.00,0.22,0.00,0.00,0.00,2.96
Sacheerome,,SACHEEROME,Chemicals & Petrochemicals,Specialty Chemicals,359.35,803.97,133.64,32.09,24.01,21.35,33.67,5.96,0.64,21.55,0.00,29.59,65.84,2.15,18.82,15.92,10.23,4.31,-6.53,-1.15,0.00,4.08
Safe Enterprises,,SAFEENTP,Consumer Durables,"Furniture, Home Furnishing",304.40,1418.64,192.93,69.39,35.97,35.75,25.57,6.22,,50.13,0.00,77.55,97.70,3.86,50.75,17.89,8.25,5.42,-6.01,-1.88,0.00,4.58
Sansera Enginee.,543358,SANSERA,Auto Components,Auto Components & Equipments,1749.10,10883.65,3100.96,527.28,17.00,17.13,43.73,3.77,2.40,6.65,0.15,10.50,792.16,40.51,465.98,416.12,614.01,3.45,0.11,0.05,1.16,1.18
Savy Infra,,SAVY,Construction,Civil Construction,182.00,378.71,401.17,51.25,12.78,12.54,11.57,2.69,0.02,20.99,0.31,76.10,137.30,0.44,86.35,21.52,79.23,12.32,,,0.84,4.71
SBI,500112,SBIN,Banks,Public Sector Bank,979.00,903677.46,505419.84,234329.37,46.36,48.66,11.50,1.59,0.38,1.15,11.08,17.20,106052.01,187912.23,0.00,0.00,0.00,6.04,2.11,0.24,15.04,2.01
Senores Pharma.,544319,SENORES,Pharmaceuticals & Biotechnology,Pharmaceuticals,823.70,3793.43,516.98,128.80,24.91,22.52,43.54,4.66,0.15,6.31,0.30,11.82,386.07,25.70,199.52,123.80,62.61,3.42,-0.89,0.62,1.84,1.00
Sheetal Univer.,,SHEETAL,Agricultural Food & other Products,Other Agricultural Products,149.20,170.92,94.73,16.97,17.91,13.14,17.95,3.77,0.08,15.16,0.56,23.79,26.58,0.99,35.09,10.78,19.38,7.98,0.00,0.00,1.62,0.63
Shreeji Ship. Gl,544490,SHREEJISPG,Transport Services,Shipping,330.85,5390.15,607.61,199.49,32.83,32.83,39.83,7.55,2.76,18.25,0.30,37.95,292.95,24.65,153.84,49.59,26.70,3.45,,,1.19,0.91
Shri Ahimsa,,SHRIAHIMSA,Food Products,Other Food Products,271.75,634.00,115.61,34.73,30.04,31.96,23.41,3.75,0.93,14.94,0.00,18.55,99.86,4.47,28.81,4.58,33.92,6.23,-3.56,-1.33,0.00,2.98
Shriram Finance,511218,SHRIRAMFIN,Finance,Non Banking Financial Company (NBFC),851.65,160219.23,45601.30,33103.56,72.59,72.05,18.29,2.64,0.41,3.04,3.87,15.57,12046.73,1594.94,26.68,333.98,0.00,8.44,2.33,-3.00,7.22,2.33
Sirca Paints,543686,SIRCA,Consumer Durables,Paints,519.60,2950.95,435.04,84.39,19.40,18.14,50.94,6.66,2.48,12.27,0.10,14.94,305.76,4.15,137.73,43.60,107.54,2.71,0.32,1.29,0.57,3.60
SMS Pharma.,532815,SMSPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,319.20,2989.37,860.03,161.90,18.82,17.88,36.84,3.93,230.25,6.07,0.43,11.00,286.40,5.57,221.42,137.43,317.39,4.05,-0.15,0.25,2.49,4.79
Sobhagya Mercant,512014,,Commercial Services & Supplies,Diversified Commercial Services,920.60,773.30,208.45,32.36,15.52,14.25,35.88,8.56,2.91,11.97,0.07,24.43,85.68,0.00,131.84,89.82,2.60,4.10,0.00,0.00,0.21,0.00
South Ind.Bank,532218,SOUTHBANK,Banks,Private Sector Bank,39.58,10358.28,9513.67,5842.67,61.41,63.45,7.63,0.97,0.04,1.08,11.50,13.78,11002.83,2119.21,0.00,0.00,0.00,6.24,0.82,0.33,15.36,4.97
Stellant Secu.,526071,,Finance,Other Financial Services,368.20,136.32,43.85,41.64,94.96,89.36,4.37,4.11,0.02,79.38,0.00,81.90,39.88,0.11,1.49,0.00,9.07,40.95,-0.19,0.00,0.00,0.00
Sudeep Pharma,544619,SUDEEPPHRM,Pharmaceuticals & Biotechnology,Pharmaceuticals,774.15,8743.92,502.00,191.05,38.06,38.06,63.01,,1.56,22.55,0.28,32.77,249.22,9.29,185.35,60.48,128.67,2.15,,,0.74,2.72
Sugs Lloyd,544501,,Electrical Equipment,Other Electrical Equipment,138.63,321.82,235.87,34.75,14.73,14.72,14.72,2.63,0.15,17.97,0.68,53.98,81.16,1.73,124.10,23.92,8.01,10.41,,,2.31,2.15
Sun Pharma.Inds.,524715,SUNPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,1831.60,439462.19,54964.01,16553.82,30.12,28.75,38.07,5.65,1.89,12.97,0.07,16.86,36721.17,517.02,15396.01,6705.56,10442.20,3.66,0.74,-0.71,0.33,4.10
T N Merc. Bank,543596,TMB,Banks,Private Sector Bank,507.35,8033.96,5472.33,3956.31,72.30,71.83,6.61,0.85,0.51,1.85,6.00,13.97,2744.20,828.60,0.00,0.00,0.00,7.72,0.01,0.07,11.85,3.73
Tankup Engi.,,TANKUP,Industrial Products,Other Industrial Products,726.10,384.47,35.21,4.24,12.04,12.46,126.47,14.27,0.60,9.51,0.69,29.66,24.09,0.61,20.16,9.33,11.83,1.21,-3.02,-1.51,3.99,0.00
Tata Capital,544574,TATACAP,Finance,Non Banking Financial Company (NBFC),327.90,139189.26,28323.85,20292.20,71.64,71.64,37.82,,1.24,1.72,5.88,12.92,1922.56,46.02,130.76,1624.34,0.00,5.72,,,10.70,2.60
Titan Company,500114,TITAN,Consumer Durables,"Gems, Jewellery And Watches",3907.70,346920.20,67904.00,6916.00,10.18,9.42,84.02,27.10,5.74,9.24,0.97,31.75,9184.00,462.00,1437.00,2544.00,37657.00,1.85,1.40,-1.43,1.88,1.22
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,3720.60,125916.36,12248.00,3993.00,32.60,32.31,58.12,14.90,2.74,13.26,0.33,26.52,1757.00,-86.00,2185.00,1675.00,2467.00,2.45,0.63,-0.17,0.90,4.16
Transteel Seatin,,TRANSTEEL,Consumer Durables,"Furniture, Home Furnishing",141.50,307.14,132.42,28.39,21.44,25.18,16.98,2.56,0.17,8.32,0.29,14.23,80.99,0.37,80.85,60.57,27.24,8.13,0.00,1.45,1.24,3.81
