Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Acutaas Chemical,543349.0,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2886.5,64.8,23632.18,1339.37,480.39,35.87,35.87,66.35,14.31,1.07,20.17,0.02,24.05,650.46,41.59,362.56,153.91,231.32,2.14,-2.1,2.81,0.07,0.05,0.33
Adani Ports,532921.0,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1766.05,68.3,406890.67,38735.77,22851.41,58.99,58.99,31.22,4.31,1.14,8.13,0.66,16.39,6214.48,2168.51,6382.54,2736.24,685.0,4.22,-0.03,0.15,3.22,0.42,3.17
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,262.0,71.79,177.44,60.31,12.89,21.37,19.32,20.36,,0.1,13.31,0.26,43.95,21.93,0.36,12.97,8.01,27.9,7.08,-6.95,-1.77,0.55,0.0,1.47
AIA Engineering,532683.0,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4002.6,50.78,37352.44,4310.63,1195.12,27.72,26.91,32.1,5.03,1.67,13.66,0.14,15.42,6091.93,442.71,793.5,204.05,1173.69,4.17,-0.23,0.22,0.67,0.41,4.84
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3248.2,67.98,40581.6,5452.86,1394.83,25.58,25.58,38.39,9.01,1.82,19.1,0.06,25.39,2319.68,172.07,1853.88,544.3,938.54,3.46,-0.22,0.29,0.19,0.87,1.84
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,3566.7,58.91,29611.0,1207.77,572.13,47.37,47.37,75.72,28.84,2.33,34.03,0.08,45.3,627.41,0.05,41.39,0.13,0.0,1.84,-0.35,-0.88,0.15,0.36,4.51
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",534.6,57.57,632.69,151.68,22.56,14.87,10.78,49.34,7.38,0.26,12.68,0.3,45.92,77.21,0.14,73.48,33.72,46.54,3.57,0.29,-1.1,1.18,0.0,3.5
Angel One,543235.0,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,328.2,52.77,29931.8,5136.61,1817.88,35.39,35.39,32.68,4.89,26.79,4.49,1.3,15.59,8087.75,15.63,434.45,9170.28,0.0,8.94,0.77,0.36,4.65,1.51,2.03
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8026.0,60.64,115401.57,24215.2,3528.0,14.57,13.92,63.54,12.69,3.5,7.77,0.88,18.42,3052.4,234.9,3464.8,2323.5,505.4,2.39,1.26,-0.92,2.74,0.24,2.71
Apollo Micro Sys,540879.0,APOLLO,INE713T01028,Aerospace & Defense,Aerospace & Defense,340.65,61.55,12171.1,904.32,218.16,24.12,24.12,107.78,9.24,1.42,5.85,0.41,11.76,791.13,6.27,481.32,382.01,795.29,1.76,0.52,-1.34,2.69,0.08,4.31
