Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,Diversified,Diversified,35455.00,40017.00,4750.64,878.41,18.49,17.31,72.21,24.80,3.35,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.22,0.02,-0.41,0.12,4.18
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1479.80,319700.24,34745.59,20643.43,59.41,59.53,26.64,4.77,0.97,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.87,-0.12,0.08,3.19,2.87
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3698.70,34892.64,4309.96,1187.95,27.56,26.91,30.96,4.69,1.61,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.13,0.16,-0.34,0.70,3.95
Aimtron,,AIMTRON,Industrial Manufacturing,Industrial Products,993.60,2028.32,224.08,49.39,22.04,20.36,58.39,10.19,,15.88,0.00,24.80,167.99,2.87,47.50,23.66,83.17,2.33,-1.15,-0.54,0.01,4.46
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5700.00,68123.96,13890.16,2810.50,20.23,19.38,28.98,5.11,3.12,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.22,0.13,0.36,0.81,2.86
Apis India,506166,,Food Products,Other Food Products,1097.90,604.95,365.95,37.48,10.24,10.21,26.31,3.91,0.54,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.42,0.00,0.00,1.32,0.00
Aprameya Enginee,,APRAMEYA,Healthcare Equipment & Supplies,Medical Equipment & Supplies,345.05,656.98,168.57,36.80,21.83,17.98,26.71,9.25,0.91,14.68,0.53,36.78,71.27,0.50,112.36,15.69,4.46,5.38,0.05,-0.41,1.00,4.15
Aptus Pharma,544529,,Pharmaceuticals & Biotechnology,Pharmaceuticals,160.50,110.10,24.56,4.85,19.75,19.75,31.10,5.07,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,4.48,,,1.74,4.66
ARCL Organics,543993,,Chemicals & Petrochemicals,Commodity Chemicals,415.55,332.44,287.73,30.66,10.66,9.50,17.87,3.76,3.31,7.56,0.39,17.25,39.98,3.24,50.08,37.28,16.61,7.99,0.00,0.00,1.23,4.38
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,983.35,25050.68,4684.11,752.02,16.05,16.67,87.34,6.77,363.92,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,2.09,3.38,1.13,5.07,2.88
