Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
A B B,500002,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,6392.50,67.89,135388.49,13202.73,2043.00,15.47,15.47,81.10,17.29,2.73,12.83,0.01,22.39,6016.25,351.22,3176.33,3455.65,2052.98,1.74,0.84,-0.65,0.04,2.48
Aeroflex,543972,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,234.19,63.05,3104.68,407.78,88.59,21.72,21.22,63.21,8.41,2.57,13.14,0.03,16.57,164.45,0.86,123.31,75.00,72.25,2.18,0.07,0.29,0.14,2.89
AGI Infra,539042,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",305.90,62.17,3830.42,347.69,117.58,33.82,28.72,45.65,11.09,2.04,5.86,0.42,25.66,141.76,11.34,2.77,17.75,878.39,2.76,-0.01,-0.95,1.30,4.70
Aptus Pharma,544529,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,330.20,83.95,226.52,24.56,4.85,19.75,19.75,63.99,10.44,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,2.11,-2.80,-10.03,1.74,0.00
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),236.00,81.26,276.45,13.29,7.82,58.84,58.51,53.27,5.27,31.71,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,2.78,0.00,0.00,0.49,2.86
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1296.50,66.14,75220.65,33181.86,6814.20,20.54,20.65,21.30,2.15,2.70,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.60,11191.88,7.59,0.06,-0.26,1.39,1.77
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,179.25,99.92,847.14,220.50,31.00,14.06,18.43,30.85,6.91,0.05,21.00,0.40,39.84,80.42,1.53,72.82,29.40,60.94,3.48,0.00,0.00,1.58,0.00
CCL Products,519600,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1022.60,51.56,13678.42,4068.78,704.41,17.31,17.87,36.43,6.54,2.44,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.85,-0.30,0.49,2.82,4.82
Coal India,533278,COALINDIA,INE522F01014,Consumable Fuels,Coal,467.00,66.87,287768.81,138777.62,40358.98,29.08,32.83,9.64,2.73,0.36,14.25,0.13,38.89,48598.10,10896.19,14420.39,9839.56,11532.25,15.35,-0.27,0.26,0.33,1.89
GE Shipping Co,500620,GESHIP,INE017A01032,Transport Services,Shipping,1459.90,67.38,20848.19,5120.73,2708.09,52.88,50.30,9.22,1.37,0.20,10.90,0.08,14.09,8111.23,707.70,429.16,297.08,267.73,15.26,0.36,0.82,0.49,3.26
HRS Aluglaze,544656,,INE1E1V01017,Industrial Manufacturing,Industrial Products,255.05,90.34,491.79,42.11,10.70,25.41,25.41,95.49,,,8.37,1.92,34.25,-2.87,0.04,13.19,11.82,15.54,1.77,,,4.12,2.65
