Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,370.25,63.04,888.19,277.91,47.08,16.94,15.84,25.62,3.56,0.33,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,5.78,0.41,-0.01,0.02,1.48
Adani Energy Sol,539254,ADANIENSOL,INE931S01010,Power,Power Distribution,1044.10,61.66,125425.92,25619.95,7466.81,29.14,29.73,55.61,5.36,2.20,3.37,1.95,13.64,4156.33,769.47,6160.26,4390.34,710.62,3.82,3.08,-2.79,7.19,2.21
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1473.20,45.44,339419.25,34745.59,20643.43,59.41,59.53,28.28,4.74,1.03,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.62,-1.05,-0.77,3.19,4.89
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,360.65,61.14,94391.67,41693.04,15151.78,36.34,35.13,28.93,2.93,1.18,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.30,1.85,-0.95,10.16,2.34
Admach Systems,544669,,INE0XLO01010,Industrial Manufacturing,Industrial Products,224.05,,151.74,53.36,10.31,19.32,19.32,24.88,,0.12,13.31,0.41,43.95,20.68,0.16,25.23,15.72,25.24,6.13,,,1.03,3.41
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4071.50,63.94,37995.39,4309.96,1187.95,27.56,26.91,33.72,5.16,1.76,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,3.80,0.16,-0.34,0.70,2.26
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5655.50,55.49,67619.99,13890.16,2810.50,20.23,19.38,28.77,5.07,3.09,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.25,0.13,0.36,0.81,3.62
Apis India,506166,,INE070K01014,Food Products,Other Food Products,90.93,93.52,1252.58,365.95,37.48,10.24,10.21,54.48,8.10,1.11,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,2.72,0.00,0.00,1.32,0.00
Aptus Pharma,544529,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,198.00,82.49,135.83,24.56,4.85,19.75,19.75,38.37,6.26,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,3.59,,,1.74,0.00
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables,Consumer Electronics,153.90,61.21,260.40,83.08,16.00,19.26,18.14,24.71,7.02,,12.33,0.96,26.43,26.36,0.78,23.31,11.15,42.38,5.36,0.00,0.00,2.25,4.41
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),134.50,83.61,157.56,13.29,7.82,58.84,58.51,30.36,3.01,18.07,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,4.90,0.00,0.00,0.49,0.22
Ashapura Minech.,527001,ASHAPURMIN,INE348A01023,Minerals & Mining,Industrial Minerals,891.45,70.51,8515.67,3728.75,531.43,14.25,13.78,21.38,5.97,0.36,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,5.53,0.09,1.60,2.36,3.52
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,186.15,75.51,109341.80,50976.16,9941.54,19.50,18.97,32.71,8.69,0.12,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,5.82,-0.29,0.47,5.90,2.95
Asian Paints,500820,ASIANPAINT,INE021A01026,Consumer Durables,Paints,2845.80,58.64,272968.51,34378.17,6201.28,18.04,17.71,67.92,13.94,8.09,13.18,0.18,20.59,9711.65,598.81,4423.82,3375.26,6010.83,2.11,0.52,-0.21,0.61,4.69
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1008.75,68.51,75371.85,17273.80,8933.99,51.72,53.37,34.67,4.15,1.50,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.57,3.05,-3.18,12.07,1.76
Automotive Axles,505010,AUTOAXLES,INE449A01011,Auto Components,Auto Components & Equipments,1977.20,68.10,2987.55,2041.52,216.27,10.59,10.59,19.01,2.97,0.69,11.91,0.01,16.58,765.23,32.76,391.30,245.08,230.12,7.17,0.36,0.06,0.07,3.08
