Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B B,500002.0,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,7560.0,53.04,160202.76,13476.81,1883.21,13.97,15.49,103.98,17.16,3.49,12.83,0.02,22.39,7488.57,1799.18,3275.59,4062.14,2548.27,1.41,0.61,-0.52,0.07,0.54,4.6
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,508.0,55.09,1218.67,349.03,56.69,16.24,16.24,27.81,4.42,0.52,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.9,-0.05,0.33,0.01,0.2,4.15
Accretion Nutraveda,544694.0,,INE1KVQ01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,298.0,62.48,215.76,33.6,6.89,20.51,20.51,42.56,6.09,0.26,19.26,0.12,24.84,33.69,0.11,8.11,0.9,8.99,3.23,-0.9,0.0,0.63,0.0,0.67
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,172.0,60.48,191.19,89.63,14.95,16.68,16.68,19.79,3.49,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,7.07,2.76,0.0,0.88,0.0,3.37
ACE Alpha Tech,544431.0,,INE0S9X01011,IT - Software,Computers - Software & Consulting,135.05,67.71,237.12,24.23,19.03,78.54,78.54,15.62,3.43,0.24,28.52,0.0,29.75,43.05,2.57,23.69,0.0,5.53,8.84,-3.3,-0.55,0.0,0.0,4.25
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,421.1,56.25,115219.82,48185.84,17802.62,36.95,36.69,28.7,3.19,-4.33,1.27,5.22,12.04,-106247.85,405.45,843.34,1842.17,0.0,6.29,-0.35,0.93,10.0,0.0,2.13
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,395.0,71.11,267.53,68.91,12.77,18.53,18.53,26.72,3.8,0.07,13.61,0.0,21.65,48.15,0.93,31.32,7.75,28.24,4.76,-6.95,-1.77,0.0,0.0,4.58
Advait Energy,543230.0,ADVAIT,INE0ALI01010,Electrical Equipment,Other Electrical Equipment,2362.0,56.14,2584.71,714.52,83.79,11.73,11.73,50.02,9.26,0.6,9.5,0.34,21.53,106.56,12.72,147.86,209.79,59.13,3.71,-0.09,0.47,1.02,0.08,4.98
Aegis Logistics,500003.0,AEGISLOG,INE208C01025,Gas,Trading - Gas,1378.0,54.42,48367.84,8333.21,1451.94,17.42,17.42,55.65,8.04,2.31,8.45,0.69,16.27,1624.94,326.49,481.0,706.89,128.56,3.45,-0.07,-0.02,2.68,0.66,3.94
Aegis Vopak Term,544407.0,AEGISVOPAK,INE0INX01018,Oil,Oil Storage & Transportation,301.8,58.77,33439.19,923.08,686.51,74.37,74.37,107.75,7.78,0.07,4.51,0.87,11.02,-1255.58,37.41,186.18,27.58,17.6,1.45,0.41,-0.54,7.23,0.07,3.11
Afcom Holdings,544224.0,,INE0OXY01013,Transport Services,Logistics Solution Provider,1448.15,61.31,4156.0,583.11,233.52,40.05,40.05,34.06,8.27,0.31,20.15,0.88,36.01,139.3,4.62,135.76,28.23,18.25,4.2,7.11,0.63,2.17,0.0,3.97
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1479.7,59.36,3083.91,301.16,61.46,20.41,20.41,67.1,13.01,,14.15,0.24,23.6,224.96,7.79,135.47,50.38,103.18,2.14,-0.22,-0.25,0.88,0.0,0.69
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3525.0,58.72,44039.77,5776.17,1467.06,25.4,27.5,38.82,9.75,1.63,20.63,0.06,27.14,1759.83,216.64,1853.88,544.3,938.54,3.47,3.44,-0.58,0.17,0.91,2.05
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1212.55,57.63,14882.8,2590.4,836.69,32.3,31.24,23.91,4.47,3.11,15.79,0.02,18.99,2141.32,48.17,1072.96,372.37,691.93,5.82,-0.09,0.24,0.07,0.41,0.77
Alkem Lab,539523.0,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5683.0,60.02,67948.79,14712.27,3006.71,20.44,20.44,27.9,4.96,0.88,12.92,0.15,18.89,6690.51,407.02,2979.11,2244.18,3333.22,4.64,1.25,0.27,0.64,0.78,4.22
Anthem Bioscienc,544449.0,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,830.5,63.34,46773.35,2002.34,792.89,39.6,39.26,78.81,15.29,3.79,19.48,0.02,22.28,811.85,133.47,590.59,75.21,124.52,1.79,1.93,1.29,0.07,0.25,4.92
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8820.0,61.94,126818.06,25228.5,3769.3,14.94,14.94,64.85,13.43,1.9,9.42,0.9,22.11,418.5,217.3,3484.9,2251.8,542.4,2.3,0.96,-1.13,2.71,0.22,3.08
Apollo Ingredie.,503639.0,,INE314N01028,Commercial Services & Supplies,Diversified Commercial Services,140.4,99.74,146.02,4.9,0.92,18.78,18.78,205.66,20.89,1.58,15.97,0.0,17.17,4.09,0.13,0.57,0.18,0.0,0.68,0.0,0.0,0.03,0.0,0.0
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,437.95,74.25,527.81,30.65,11.46,37.39,37.39,70.28,10.79,0.75,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,2.15,,,0.4,0.0,1.16
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,288.0,76.53,493.94,46.57,7.45,16.0,16.0,106.9,21.25,0.56,14.12,0.31,30.47,15.93,0.13,18.76,8.15,13.57,1.46,0.0,0.0,1.0,0.0,2.75
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables,Consumer Electronics,181.3,79.6,395.44,118.57,19.03,16.05,16.05,32.4,4.03,,10.46,0.26,18.8,61.8,0.03,57.59,34.59,36.0,4.47,0.0,0.2,1.42,0.0,0.66
Artemis Medicare,542919.0,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,302.15,67.05,4783.26,1060.49,185.13,17.46,17.46,45.26,5.11,1.14,7.64,0.28,11.88,151.43,26.82,111.45,95.61,13.01,3.53,-0.49,0.09,1.54,0.15,1.9
Asian Energy,530355.0,ASIANENE,INE276G01015,Oil,Oil Equipment & Services,409.4,71.14,1991.64,791.05,95.35,12.05,12.05,34.4,3.7,0.66,7.75,0.32,12.93,376.29,3.0,347.73,229.58,0.29,4.56,-0.54,0.05,1.78,0.24,1.66
ASK Automotive,544022.0,ASKAUTOLTD,INE491J01022,Auto Components,Auto Components & Equipments,574.3,70.14,11321.85,4176.32,530.89,12.71,12.71,38.29,8.63,1.12,13.2,0.52,25.13,30.16,22.35,302.34,374.8,309.02,3.95,0.72,0.21,1.55,0.34,0.73
Aster DM Quality,540975.0,ASTERDM,INE914M01019,Healthcare Services,Hospital,816.0,59.59,71128.46,4643.22,864.03,18.61,18.61,174.29,9.23,-133.05,6.11,0.49,10.7,968.63,92.89,307.23,481.51,91.16,1.0,-11.09,-6.86,3.06,0.6,3.77
AU Small Finance,540611.0,AUBANK,INE949L01017,Banks,Other Bank,1045.0,54.88,78332.07,19560.64,10699.71,54.7,53.76,27.44,3.97,1.21,1.51,8.44,14.32,6000.56,2856.55,0.0,0.0,0.0,5.69,1.51,-1.29,12.28,0.1,4.16
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1591.0,57.35,92405.6,33653.08,6845.73,20.34,20.34,26.05,2.44,1.15,6.57,0.21,10.06,14669.74,428.28,7094.37,5567.27,12052.94,6.18,-0.77,1.14,1.45,0.24,2.8
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,367.2,75.2,1735.4,259.62,48.63,18.73,18.91,57.1,12.02,1.35,12.11,0.56,22.18,98.9,0.48,136.05,32.24,37.53,2.73,0.0,0.0,1.73,0.16,0.0
Bafna Pharma.,532989.0,BAFNAPH,INE878I01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,273.15,79.98,646.17,150.62,15.94,10.58,10.58,58.21,6.72,-485.08,6.76,0.39,12.27,32.46,4.76,43.93,31.29,28.9,2.23,0.0,0.0,2.56,0.0,0.0
Bagmane Prime REIT,544758.0,BAGMANE,INE2OVN25015,Realty,Real Estate Investment Trusts (REITs),105.16,68.14,35754.4,2370.75,1886.54,79.58,79.58,39.88,,,12.76,1.94,63.66,-1146.73,20.13,23.49,68.71,0.0,4.45,,,2.04,0.0,0.7
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,11508.25,74.19,316251.09,71460.48,14161.38,19.82,20.82,26.81,8.33,1.27,16.21,0.58,29.15,6901.99,3517.1,3473.44,8804.01,6294.49,4.99,-0.93,0.19,1.35,1.3,0.79
Bajaj Finance,500034.0,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1140.9,73.88,710319.15,85963.63,58573.63,68.14,68.29,34.66,6.18,1.86,3.81,3.82,18.25,16950.65,-240.16,1908.08,2104.53,0.0,5.09,1.2,-1.13,7.56,0.46,2.82
Bansal Roofing,538546.0,,INE319Q01012,Industrial Products,Iron & Steel Products,132.8,65.48,175.09,154.3,15.82,10.25,10.25,16.59,4.12,0.46,18.18,0.07,27.98,10.23,0.13,3.5,5.69,19.46,8.25,0.0,0.0,0.21,0.73,1.92
Belrise Industri,544405.0,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,241.75,55.33,23380.94,7528.33,1052.69,13.98,13.98,48.49,4.2,2.24,6.7,0.24,12.59,2133.99,89.95,1239.49,1188.05,852.88,3.44,2.96,3.23,1.54,0.23,4.07
Bhagwati Auto,504646.0,,INE106G01014,Auto Components,Auto Components & Equipments,701.0,72.37,201.88,182.78,25.03,13.69,13.51,13.93,3.46,0.73,14.82,0.15,24.72,23.79,0.11,24.83,14.53,10.34,10.99,0.0,0.0,0.42,0.5,4.48
Bharat Forge,500493.0,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,2197.0,61.14,105036.04,16811.65,2917.21,17.35,17.35,93.06,10.94,2.79,5.4,0.76,11.99,447.49,44.24,3909.8,2995.66,4052.78,1.85,-0.44,0.89,3.54,0.39,1.83
Bio Medica Lab,,BMLL,INE1BKA01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,158.0,67.56,198.69,43.09,19.66,45.63,45.63,16.58,,,,1.51,45.23,35.49,0.02,10.85,5.57,36.37,7.72,,,2.16,0.0,2.53
Bosch,500530.0,BOSCHLTD,INE323A01026,Auto Components,Auto Components & Equipments,41253.8,51.79,121682.6,20034.7,2650.4,13.23,13.23,58.3,8.18,4.32,9.96,0.01,14.57,4123.1,1410.0,2772.7,3434.5,2124.2,2.57,0.12,-0.12,0.04,0.66,4.03
CFF Fluid,543920.0,,INE0NJ001013,Aerospace & Defense,Aerospace & Defense,1016.6,61.99,2132.25,208.74,59.21,28.37,28.37,54.39,8.01,0.96,15.19,0.07,18.95,226.24,0.22,104.61,19.65,53.69,2.71,0.14,0.0,0.37,0.13,0.82
Choice Intl.,531358.0,CHOICEIN,INE102B01014,Finance,Holding Company,827.2,64.85,18428.07,1119.13,400.06,35.75,35.75,84.65,11.07,1.58,7.7,0.54,16.13,1367.73,25.37,436.68,50.28,23.85,2.17,-0.07,-1.31,2.24,0.0,3.87
