Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A.K.Capital Serv,530499.0,AKCAPIT,INE701G01012,Finance,Non Banking Financial Company (NBFC),1723.55,70.45,1137.55,571.92,399.51,69.85,69.85,10.31,1.09,1.29,2.68,2.95,10.94,832.75,1.09,6.86,3.61,0.0,9.41,0.0,0.0,7.91,2.22,3.71
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,122.7,60.63,136.39,89.63,14.95,16.68,16.68,14.1,2.5,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,10.03,0.0,0.0,0.88,0.0,3.39
ACME Solar Hold.,544283.0,ACMESOLAR,INE622W01025,Power,Power Generation,310.0,64.05,18785.1,2023.38,1781.34,88.04,88.04,37.8,3.71,0.25,2.12,3.93,10.38,3765.58,486.38,332.95,15.27,17.37,5.57,0.18,-0.43,11.07,0.07,4.41
Acutaas Chemical,543349.0,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,3137.6,67.43,25687.78,1339.37,480.39,35.87,35.87,72.07,15.48,1.16,20.17,0.02,24.05,650.46,41.59,362.56,153.91,231.32,1.99,-2.1,2.81,0.07,0.05,1.23
Adani Green,541450.0,ADANIGREEN,INE364U01010,Power,Power Generation,1475.1,75.17,242974.95,12928.0,10768.0,83.29,83.29,134.08,12.07,7.91,1.71,5.19,11.29,-8689.0,672.0,2129.0,407.0,136.0,2.39,0.25,-0.32,12.49,0.0,3.57
Adani Ports,532921.0,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1809.05,69.48,416797.68,38735.77,22851.41,58.99,58.99,32.17,4.4,1.18,8.13,0.66,16.39,6214.48,2168.51,6382.54,2736.24,685.0,4.15,-0.03,0.15,3.22,0.42,1.85
Adani Power,533096.0,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,243.5,76.53,469582.32,54240.52,19806.11,36.52,36.52,36.54,7.24,6.05,10.17,0.84,21.16,8359.87,3624.76,11791.37,2840.53,3623.48,3.57,0.28,0.09,2.9,0.0,4.15
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,364.65,60.31,95595.55,45508.98,16694.14,36.68,36.68,25.04,2.79,-3.37,1.27,5.22,11.74,-66325.64,505.92,843.34,1842.17,0.0,6.27,-0.96,1.86,10.59,0.0,3.01
Aditya Infotech,544466.0,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,2903.8,73.46,34221.43,4220.81,566.13,13.41,13.41,92.99,18.22,1.92,10.27,0.1,25.42,1054.2,12.84,1404.36,1601.01,1103.73,1.68,4.56,1.35,0.34,0.0,0.0
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,285.0,72.56,193.04,68.91,12.77,18.53,18.53,19.27,2.74,0.05,13.61,0.0,21.65,48.15,0.93,31.32,7.75,28.24,7.05,-6.95,-1.77,0.0,0.0,4.36
AIA Engineering,532683.0,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4503.6,74.85,42027.77,4419.86,1256.29,28.42,28.42,33.01,5.23,4.92,15.53,0.0,17.02,6724.42,484.69,1168.61,219.52,1256.27,3.97,-0.23,0.22,0.01,0.37,0.87
Akme Fintrade,544200.0,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),10.03,62.97,428.04,149.1,111.42,74.73,74.73,10.11,0.99,0.24,5.26,1.19,10.5,132.56,0.0,0.0,0.31,0.0,13.44,-0.86,0.22,4.56,0.0,2.15
Angel One,543235.0,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,337.25,62.53,30757.16,5137.68,1819.89,35.42,35.42,33.61,5.03,27.55,4.49,1.3,15.59,8225.39,14.56,434.45,9170.28,0.0,7.73,0.77,0.36,4.65,1.4,3.92
