Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,342.60,821.86,277.91,47.08,16.94,15.84,23.71,3.29,0.31,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,6.27,0.41,-0.01,0.02,2.39
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1497.70,323524.01,34745.59,20643.43,59.41,59.53,26.96,4.82,0.99,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.82,-0.12,0.08,3.19,3.31
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,350.00,91515.66,41693.04,15151.78,36.34,35.13,28.05,2.84,1.15,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.37,0.76,-0.37,10.16,2.82
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3895.30,36351.08,4309.96,1187.95,27.56,26.91,32.26,4.93,1.68,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,3.97,0.16,-0.34,0.70,0.63
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5647.50,67524.33,13890.16,2810.50,20.23,19.38,28.73,5.06,3.09,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.26,0.13,0.36,0.81,3.76
Apis India,506166,,Food Products,Other Food Products,1152.75,635.17,365.95,37.48,10.24,10.21,27.63,4.11,0.56,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.18,0.00,0.00,1.32,0.00
Arham Tech,,ARHAM,Consumer Durables,Consumer Electronics,156.25,264.38,83.08,16.00,19.26,18.14,25.08,7.13,,12.33,0.96,26.43,26.36,0.78,23.31,11.15,42.38,5.28,0.00,0.00,2.25,2.95
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,1043.30,26596.55,4684.11,752.02,16.05,16.67,92.73,7.19,386.38,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,1.97,3.38,1.13,5.07,2.86
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,162.71,95573.49,50976.16,9941.54,19.50,18.97,28.59,7.59,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.38,-0.29,0.47,5.90,1.09
Asian Paints,500820,ASIANPAINT,Consumer Durables,Paints,2953.50,283299.07,34378.17,6201.28,18.04,17.71,70.49,14.47,8.39,13.18,0.18,20.59,9711.65,598.81,4423.82,3375.26,6010.83,2.04,0.52,-0.21,0.61,0.53
AU Small Finance,540611,AUBANK,Banks,Other Bank,948.70,70835.64,17273.80,8933.99,51.72,53.37,32.58,3.90,1.41,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.69,3.05,-3.18,12.07,1.89
Autoriders Intl.,512277,,Transport Services,Logistics Solution Provider,935.20,325.53,93.09,25.73,27.64,28.79,38.39,6.09,0.97,10.00,0.34,19.99,3.26,0.87,18.24,4.98,0.00,4.14,0.00,0.00,1.29,0.00
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",692.90,1552.32,2.40,1.85,77.08,77.08,482.09,115.59,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,2.95
Axis Bank,532215,AXISBANK,Banks,Private Sector Bank,1270.70,394405.16,129272.60,77132.26,59.67,63.58,15.18,1.99,0.59,1.78,7.28,16.30,81517.79,29815.46,0.00,0.00,0.00,6.03,1.65,-1.92,13.49,2.55
Axis Solution,511144,,IT - Software,Computers - Software & Consulting,67.74,320.14,211.79,26.18,12.36,18.43,13.73,2.61,0.02,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,7.32,0.00,0.00,1.83,0.00
