Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
A B B,500002,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,6310.50,62.30,133724.78,13202.73,2043.00,15.47,15.47,80.10,17.06,2.69,12.83,0.01,22.39,6016.25,351.22,3176.33,3455.65,2052.98,1.76,0.84,-0.65,0.04,3.73
Accretion Nutraveda,544694,,INE1KVQ01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,200.00,58.04,144.80,16.00,3.72,23.25,23.25,55.48,,,33.68,0.54,81.18,7.38,0.05,7.97,2.82,5.13,2.37,,,1.25,3.85
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2302.60,62.87,18851.64,1215.10,381.83,31.42,23.05,65.69,13.34,2.18,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,2.06,-0.89,-0.17,0.02,0.93
Aeroflex,543972,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,251.77,70.31,3331.69,407.78,88.59,21.72,21.22,67.83,9.05,2.75,13.14,0.03,16.57,164.45,0.86,123.31,75.00,72.25,2.03,0.07,0.29,0.14,0.49
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),231.30,75.05,270.95,13.29,7.82,58.84,58.51,52.21,5.17,31.08,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,2.84,0.00,0.00,0.49,4.80
Atishay,538713,,INE011R01013,IT - Software,Software Products,213.45,63.18,235.47,58.44,10.15,17.37,18.83,30.46,4.58,0.10,13.17,0.10,15.43,20.80,2.35,18.37,3.86,0.80,4.50,0.00,0.00,0.49,2.53
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1286.00,62.72,74691.09,33181.86,6814.20,20.54,20.65,21.15,2.13,2.68,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.60,11191.88,7.64,0.06,-0.26,1.39,2.56
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,188.20,99.93,889.44,220.50,31.00,14.06,18.43,32.39,7.25,0.06,21.00,0.40,39.84,80.42,1.53,72.82,29.40,60.94,3.32,0.00,0.00,1.58,0.00
CCL Products,519600,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1038.80,54.78,13870.88,4068.78,704.41,17.31,17.87,36.94,6.65,2.47,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.81,-0.30,0.49,2.82,3.31
Coal India,533278,COALINDIA,INE522F01014,Consumable Fuels,Coal,462.25,63.05,284872.12,138777.62,40358.98,29.08,32.83,9.54,2.70,0.36,14.25,0.13,38.89,48598.10,10896.19,14420.39,9839.56,11532.25,15.52,-0.27,0.26,0.33,2.89
