Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,Diversified,Diversified,35565.00,40081.76,4750.64,878.41,18.49,17.31,72.33,24.88,3.35,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.22,0.02,-0.41,0.12,3.88
Adani Energy Sol,539254,ADANIENSOL,Power,Power Distribution,1016.45,122104.37,25619.95,7466.81,29.14,29.73,54.14,5.22,2.14,3.37,1.95,13.64,4156.33,769.47,6160.26,4390.34,710.62,3.89,3.08,-2.79,7.19,3.20
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1512.60,326742.62,34745.59,20643.43,59.41,59.53,27.23,4.87,1.00,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.77,-0.12,0.08,3.19,2.35
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,351.80,92022.76,41693.04,15151.78,36.34,35.13,28.20,2.86,1.15,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.36,0.76,-0.37,10.16,4.65
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3893.80,36337.09,4309.96,1187.95,27.56,26.91,32.25,4.93,1.68,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,3.97,0.16,-0.34,0.70,0.67
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5624.50,67249.33,13890.16,2810.50,20.23,19.38,28.61,5.04,3.08,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.28,0.13,0.36,0.81,4.15
ANB Metal,,AMCL,Industrial Products,"Aluminium, Copper & Zinc Products",359.00,424.87,151.68,22.56,14.87,10.78,33.14,4.98,0.17,12.68,0.30,45.92,77.21,0.14,73.48,33.72,46.54,4.97,,,1.18,2.78
Apis India,506166,,Food Products,Other Food Products,50.80,699.78,365.95,37.48,10.24,10.21,30.44,4.53,0.62,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,4.73,0.00,0.00,1.32,0.00
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,755.90,7220.82,3728.75,531.43,14.25,13.78,18.13,5.06,0.30,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,6.41,0.09,1.60,2.36,1.32
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,166.82,97987.64,50976.16,9941.54,19.50,18.97,29.31,7.79,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.27,-0.29,0.47,5.90,0.20
AU Small Finance,540611,AUBANK,Banks,Other Bank,979.05,73128.39,17273.80,8933.99,51.72,53.37,33.64,4.03,1.46,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.63,3.05,-3.18,12.07,2.84
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",679.15,1521.52,2.40,1.85,77.08,77.08,472.52,113.29,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,4.87
