Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,362.00,59.40,94749.97,41693.04,15151.78,36.34,35.13,29.04,2.94,1.19,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.29,1.85,-0.95,10.16,1.98
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5836.50,63.30,69784.11,13890.16,2810.50,20.23,19.38,29.69,5.23,3.19,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.12,-0.39,0.50,0.81,1.63
Aptus Pharma,544529,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,221.95,80.60,152.26,24.56,4.85,19.75,19.75,43.01,7.02,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,3.19,-2.80,-10.03,1.74,3.04
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),144.10,88.13,168.80,13.29,7.82,58.84,58.51,32.52,3.22,19.36,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,4.57,0.00,0.00,0.49,2.64
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,184.25,63.64,108225.77,50976.16,9941.54,19.50,18.97,32.37,8.60,0.11,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,5.86,-0.29,0.47,5.90,3.94
Ashwini Contain.,,ASHWINI,INE1A6Q01010,Transport Services,Road Transport,163.50,68.66,245.25,93.78,24.88,26.53,26.53,15.99,,0.12,12.12,2.46,72.05,17.02,1.94,34.52,6.19,0.00,5.71,,,4.11,2.56
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1025.40,63.54,76638.75,17273.80,8933.99,51.72,53.37,35.25,4.22,1.53,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.53,3.05,-3.18,12.07,0.44
Automotive Axles,505010,AUTOAXLES,INE449A01011,Auto Components,Auto Components & Equipments,1955.50,61.41,2954.76,2041.52,216.27,10.59,10.59,18.80,2.94,0.68,11.91,0.01,16.58,765.23,32.76,391.30,245.08,230.12,7.25,0.36,0.06,0.07,4.14
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1294.20,59.61,401888.99,129272.60,77132.26,59.67,63.58,15.46,2.03,0.60,1.78,7.28,16.30,81517.79,29815.46,0.00,0.00,0.00,6.01,-0.22,0.69,13.49,1.15
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,100.04,99.66,472.79,211.79,26.18,12.36,18.43,20.27,3.86,0.03,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,5.16,0.00,0.00,1.83,0.00
Bajaj Auto,532977,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,9489.00,56.10,265215.50,54683.29,10730.21,19.62,18.74,31.84,7.76,3.07,15.63,0.58,22.77,-1347.55,1824.54,3099.19,7666.69,2145.55,4.28,0.77,-0.64,1.63,4.04
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,308.25,64.65,159407.24,131574.32,83732.48,63.64,64.41,8.29,1.00,0.22,1.18,10.53,15.53,100587.07,22892.16,0.00,0.00,0.00,5.99,-0.21,1.13,15.69,1.63
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,157.34,71.20,71631.68,73784.35,53001.26,71.83,71.03,7.15,0.86,0.17,0.94,11.67,12.35,76612.57,9145.57,0.00,0.00,0.00,6.21,-0.45,1.58,15.56,0.16
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,66.53,73.19,51171.92,28257.38,18659.70,66.03,62.68,7.90,1.53,0.11,1.64,10.54,22.81,9929.94,3584.64,0.00,0.00,0.00,5.67,3.44,2.57,15.82,1.83
Bharat Forge,500493,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,1457.40,54.81,69676.64,15268.83,2695.80,17.66,17.80,64.46,7.44,81.59,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.64,1.97,-1.22,3.35,3.26
Borana Weaves,544404,BORANA,INE16SF01016,Textiles & Apparels,Other Textile Products,314.30,60.34,837.46,333.78,74.02,22.18,21.77,16.37,3.41,0.09,27.85,0.18,60.33,77.69,5.72,23.19,10.09,25.91,7.58,-3.31,-0.97,0.65,4.76
Bright Outdoor,543831,,INE0OMI01019,Media,Advertising & Media Agencies,437.90,63.77,955.64,132.04,27.50,20.83,20.57,47.76,5.54,0.51,10.18,0.00,12.31,143.46,1.68,67.81,19.33,49.47,2.87,0.71,1.78,0.00,1.60
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,157.13,66.90,142527.14,125841.25,76573.02,60.85,62.10,7.45,1.24,0.18,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.61,-1.76,2.72,14.47,0.55
Choice Intl.,531358,CHOICEIN,INE102B01014,Finance,Holding Company,822.65,54.25,18326.71,971.39,328.59,33.83,32.07,101.07,13.82,2.26,7.36,0.40,19.61,854.99,17.18,280.83,13.67,26.40,1.81,0.03,-1.83,1.46,4.40
Coal India,533278,COALINDIA,INE522F01014,Consumable Fuels,Coal,431.00,68.33,265613.59,140712.05,43344.96,30.80,32.83,8.51,2.52,0.32,14.25,0.13,38.89,48598.10,10429.96,14420.39,9839.56,11532.25,17.63,-0.27,0.26,0.32,2.49
Corona Remedies,544644,CORONA,INE02ZQ01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,1500.50,64.19,9177.07,1196.42,240.68,20.12,20.12,57.81,,0.11,17.00,0.10,27.55,103.48,5.23,160.08,140.75,107.30,2.28,,,0.30,1.54
DCB Bank,532772,DCBBANK,INE503A01015,Banks,Private Sector Bank,187.92,68.94,6046.23,7049.26,4843.95,68.72,70.22,9.03,0.99,0.31,0.88,11.85,11.43,2314.01,825.08,0.00,0.00,0.00,7.61,0.14,-1.20,12.47,1.35
Eicher Motors,505200,EICHERMOT,INE066A01021,Automobiles,2/3 Wheelers,7315.00,49.79,200649.89,21427.66,5173.56,24.14,25.03,39.29,9.08,0.95,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.27,-1.05,1.16,0.07,3.92
Emcure Pharma,544210,EMCURE,INE168P01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,1558.50,65.30,29544.88,8449.24,1656.41,19.60,18.60,36.84,6.23,33.49,8.98,0.35,18.51,1919.49,-5.85,2299.86,1725.44,2304.58,4.12,1.52,0.43,1.31,1.05
Federal Bank,500469,FEDERALBNK,INE171A01029,Banks,Private Sector Bank,270.25,62.10,66544.32,28835.44,18950.02,65.72,69.68,16.25,1.83,0.57,1.25,8.71,12.86,26370.05,4459.80,0.00,0.00,0.00,6.38,1.39,-0.60,13.49,2.93
Fujiyama Power,544613,UTLSOLAR,INE12UR01024,Electrical Equipment,Other Electrical Equipment,220.65,60.36,6760.96,1540.66,248.82,16.15,16.15,36.08,,0.47,19.26,1.38,49.14,94.20,9.42,109.77,165.80,621.71,3.22,,,3.04,4.48
