Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
360 ONE,542772.0,360ONE,INE466L01038,Capital Markets,Stockbroking & Allied,1190.0,48.54,48500.24,4621.1,2858.24,61.85,62.98,38.38,4.92,1.69,5.18,1.62,14.39,2024.11,149.24,503.56,250.63,0.0,4.59,5.95,-4.78,5.61,1.03,3.74
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,602.1,68.77,1444.37,349.03,56.69,16.24,16.24,32.93,5.24,0.62,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.1,-0.05,0.33,0.01,0.17,3.04
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,205.0,65.23,227.87,89.63,14.95,16.68,16.68,23.57,4.17,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,5.84,2.76,0.0,0.88,0.0,4.52
ACME Solar Hold.,544283.0,ACMESOLAR,INE622W01025,Power,Power Generation,401.0,61.89,28345.69,2369.9,2057.79,86.83,88.04,47.69,4.73,0.32,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,4.85,12.05,0.79,9.71,0.05,2.55
Ador Welding,517041.0,ADOR,INE045A01017,Industrial Products,Other Industrial Products,1728.95,66.18,3008.82,1193.54,161.16,13.5,10.82,25.14,5.34,1.79,11.54,0.01,16.42,257.13,12.98,231.85,193.06,151.62,5.67,-2.16,0.68,0.02,1.41,2.12
Afcom Holdings,544224.0,,INE0OXY01013,Transport Services,Logistics Solution Provider,1651.0,53.71,4773.72,640.4,247.18,38.6,40.05,32.55,6.85,0.3,20.15,0.54,36.01,373.34,7.12,131.25,14.18,29.43,4.41,7.11,0.63,1.83,0.0,1.73
Airfloa Rail,544516.0,,INE0XBS01012,Industrial Manufacturing,Industrial Products,473.85,84.7,1135.83,319.6,64.26,20.11,20.11,29.02,4.79,0.15,11.92,0.29,22.68,176.37,0.47,214.02,60.92,72.4,5.2,-0.25,-2.68,1.12,0.0,1.08
Amic Forging,544037.0,,INE0P9J01013,Industrial Products,Castings & Forgings,2145.35,68.23,2477.6,141.78,42.76,30.16,30.16,87.62,10.9,2.05,13.85,0.03,16.79,52.88,1.03,52.97,17.94,27.76,1.63,0.08,0.0,0.14,0.0,1.13
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,2201.75,63.21,36558.1,1155.7,454.72,39.35,47.37,79.09,35.65,2.43,34.03,0.08,45.3,627.41,200.14,41.39,0.13,0.0,1.72,1.3,0.59,0.13,0.3,1.88
Antelopus Selan,530075.0,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,951.45,46.57,3345.56,359.29,223.73,62.27,56.87,23.87,5.15,0.56,12.8,0.01,15.93,116.98,-2.85,67.21,8.33,40.83,6.86,0.73,0.15,0.02,0.0,0.0
Anthem Bioscienc,544449.0,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,933.85,66.34,52596.14,2002.34,792.89,39.6,39.26,88.65,17.25,4.26,19.48,0.02,22.28,811.85,133.47,590.59,75.21,124.52,1.57,1.93,1.29,0.07,0.22,1.9
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,587.6,84.0,708.17,30.65,11.46,37.39,37.39,94.3,14.48,1.0,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,1.6,,,0.4,0.0,0.0
Archit Organosys,524640.0,,INE078I01011,Chemicals & Petrochemicals,Commodity Chemicals,65.0,63.1,133.38,144.84,15.64,10.8,11.65,17.92,1.77,-2.76,6.43,0.33,11.04,17.7,2.49,24.55,17.49,2.95,7.84,0.0,0.0,2.08,0.79,0.41
Aries Agro,532935.0,ARIES,INE298I01015,Fertilizers & Agrochemicals,Fertilizers,500.2,62.75,650.51,779.21,94.16,12.08,11.8,13.66,1.92,0.38,6.94,0.17,13.74,170.74,0.0,92.3,69.16,143.89,13.35,0.02,-0.12,0.67,0.28,3.42
Artemis Medicare,542919.0,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,321.1,65.05,5083.23,1092.7,199.72,18.28,17.46,44.09,5.44,1.11,7.64,0.28,11.88,151.43,25.28,111.45,95.61,13.01,3.43,-0.49,0.09,1.45,0.14,4.15
Arvind Ltd,500101.0,ARVIND,INE034A01011,Textiles & Apparels,Garments & Apparels,573.35,57.05,15597.4,9797.83,1065.97,10.88,11.41,35.55,3.63,6.07,5.18,0.41,10.79,322.76,34.06,1443.79,1972.82,2173.53,4.96,2.74,-0.22,2.01,0.81,4.44
Asian Energy,530355.0,ASIANENE,INE276G01015,Oil,Oil Equipment & Services,506.0,64.48,2461.54,946.87,105.03,11.09,12.05,38.11,4.59,0.73,7.75,0.32,12.93,376.29,4.52,347.73,229.58,0.29,4.21,-0.54,0.05,1.58,0.2,2.69
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1656.3,61.1,95299.85,34935.29,7081.31,20.27,20.41,25.24,2.5,1.1,6.61,0.21,10.1,13922.5,586.02,7094.37,5567.27,12052.94,6.22,-0.77,1.14,1.37,0.24,3.54
Bai-Kakaji Poly.,544670.0,,INE1IJQ01026,Consumer Durables,Plastic Products - Consumer,318.0,76.28,680.67,353.23,48.12,13.62,13.62,31.01,3.9,0.42,10.05,0.18,19.2,42.9,12.43,30.53,14.85,43.46,5.63,-3.33,-0.35,0.82,0.0,3.31
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,12151.6,73.14,333930.69,71460.48,14161.38,19.82,20.82,28.33,8.74,1.34,16.21,0.58,29.15,6901.99,3517.1,3473.44,8804.01,6294.49,4.67,-0.93,0.19,1.35,1.22,2.55
Bio Medica Lab,,BMLL,INE1BKA01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,160.9,45.64,202.35,43.09,19.66,45.63,45.63,16.86,,,,1.51,45.23,35.49,0.02,10.85,5.57,36.37,8.32,,,2.16,0.0,2.16
Bliss GVS Pharma,506197.0,BLISSGVS,INE416D01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,657.0,77.07,6982.28,1005.22,199.1,19.81,18.08,50.76,5.81,2.2,9.85,0.02,11.75,709.35,45.2,517.19,104.21,150.73,3.23,4.42,-2.38,0.1,0.23,0.0
Blue Water,,BLUEWATER,INE0X3M01010,Transport Services,Logistics Solution Provider,487.0,68.69,535.71,546.39,61.0,11.16,11.4,15.04,6.61,0.1,16.17,1.33,49.76,67.46,0.44,141.43,34.73,0.0,8.79,-1.99,0.0,1.96,0.0,3.17
