Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
A B Infrabuild,544281,ABINFRA,Construction,193.91,1238.68,254.58,39.43,15.49,15.87,58.32,11.22,0.27,8.18,0.58,17.30,75.96,1.71,50.23,33.95,81.11,2.88,0.00,0.01,1.76,4.00
Aadhar Hsg. Fin.,544176,AADHARHFC,Finance,521.85,22547.02,3242.67,2471.69,76.22,76.30,23.76,3.53,0.88,4.31,2.56,16.86,1607.27,4.43,25.28,125.93,0.00,6.60,-0.15,0.26,6.66,3.00
Aaradhya Dis.,,AARADHYA,"Paper, Forest & Jute Products",116.65,164.92,113.69,18.02,15.85,15.85,16.07,,0.14,13.30,1.35,44.46,15.66,2.26,22.84,7.88,22.87,8.71,,,2.23,4.66
Acutaas Chemical,543349,ACUTAAS,Pharmaceuticals & Biotechnology,1423.90,11657.32,1037.44,253.46,24.43,23.05,61.66,8.90,2.04,12.13,0.01,16.00,589.39,31.83,290.49,156.05,179.94,2.25,4.07,0.46,0.05,0.49
Aditya AMC,543374,ABSLAMC,Capital Markets,882.20,25463.75,1745.55,1034.68,59.28,64.91,26.20,6.83,2.29,24.44,0.02,26.99,75.86,324.11,57.87,68.11,0.00,5.18,-0.12,0.20,0.05,3.26
Aditya Birla Cap,540691,ABCAPITAL,Finance,286.35,74785.87,41420.09,14867.97,35.90,35.13,21.98,2.46,0.90,1.32,4.61,11.49,-95387.25,563.65,688.25,1318.24,0.00,7.26,2.27,-1.36,9.23,2.07
All Time Plastic,544479,ALLTIME,Consumer Durables,315.25,2065.13,558.17,101.36,18.16,18.16,43.63,,1.81,9.68,0.90,21.00,4.99,1.04,86.57,37.51,73.32,3.46,,,2.83,3.59
Allied Blenders,544203,ABDL,Beverages,522.10,14603.67,3685.12,467.60,12.69,12.25,60.79,9.47,0.15,6.29,0.59,19.96,774.44,26.64,1746.84,606.91,578.51,2.82,0.70,0.09,2.08,3.31
Anthem Bioscienc,544449,ANTHEM,Pharmaceuticals & Biotechnology,822.90,46214.89,1844.55,671.50,36.40,36.40,102.36,,28.20,17.35,0.05,20.83,994.34,85.27,450.40,110.08,340.43,1.45,,,0.17,4.40
Apis India,506166,,Food Products,456.45,251.51,350.13,35.23,10.06,10.16,11.13,1.45,0.24,9.17,0.38,15.79,121.58,2.47,114.78,33.19,78.65,10.49,0.00,0.00,1.99,0.00
Apollo Hospitals,508869,APOLLOHOSP,Healthcare Services,7922.50,113913.39,22550.50,3198.60,14.18,13.92,72.39,13.87,3.99,7.77,0.96,18.42,1017.70,238.40,3016.10,2240.50,480.80,2.19,-0.95,0.75,2.98,0.74
Apollo Micro Sys,540879,APOLLO,Aerospace & Defense,235.16,7843.35,604.45,147.83,24.46,22.99,115.24,11.84,2.01,5.16,0.49,10.15,419.76,4.56,238.33,277.12,600.59,1.68,1.24,6.23,2.17,2.26
Aryaman Capital,538716,,Finance,595.10,712.76,77.33,30.69,39.69,39.69,31.08,9.21,0.10,22.15,0.36,38.69,62.23,0.00,0.22,1.27,15.74,4.43,0.00,0.00,0.92,0.00
Aryaman Fin.Serv,530245,,Finance,1082.50,1325.74,130.68,60.67,46.43,46.66,34.95,10.30,0.39,23.47,0.22,31.30,116.80,5.35,0.43,1.35,15.74,5.25,0.00,0.00,0.43,1.50
Asahi India Glas,515030,ASAHIINDIA,Auto Components,882.85,21462.08,4690.57,776.49,16.55,16.67,65.88,8.04,274.50,5.50,1.01,13.61,148.58,73.00,441.77,1005.36,1119.40,2.52,0.15,-0.41,4.46,2.02
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",131.20,77054.48,49546.88,9540.11,19.25,7.10,24.13,6.30,0.08,4.47,4.08,28.82,3021.86,445.22,3346.87,8019.48,3986.08,7.39,-0.45,0.52,5.65,2.42
ASM Technologies,526433,,IT - Software,3791.25,4463.16,359.11,69.62,19.39,16.34,113.28,27.03,5.16,9.62,0.52,17.22,78.00,6.47,129.15,17.26,18.84,1.46,0.02,0.37,1.30,0.00
Astonea Labs,544409,,Pharmaceuticals & Biotechnology,182.30,191.62,97.52,15.12,15.50,15.50,35.82,,0.20,6.61,3.54,44.66,6.36,0.19,25.43,23.00,24.84,4.59,,,3.95,1.46
Authum Invest,539177,AIIL,Finance,2983.10,50666.49,4361.23,3991.81,91.53,89.63,12.37,3.47,0.15,31.27,0.04,34.12,-62.92,44.57,16.31,0.00,0.00,7.91,0.06,0.53,0.13,1.33
Axis Solution,511144,,IT - Software,23.22,109.74,205.91,27.39,13.30,17.61,4.36,0.94,,20.20,0.33,38.25,76.17,1.90,94.52,23.06,37.76,19.64,1.74,0.00,1.36,0.00
B. D. Industries,544468,,Industrial Products,126.80,180.18,82.38,14.26,17.31,17.31,23.68,,0.17,15.09,1.05,43.89,18.09,1.75,21.81,17.77,29.64,7.03,,,1.57,0.16
Bemco Hydraulics,522650,,Industrial Manufacturing,179.25,783.93,97.59,20.64,21.15,20.29,58.11,11.25,1.99,9.71,0.27,19.89,14.23,1.29,38.46,18.18,22.21,2.57,0.00,0.00,0.94,0.00
Bhadora Indust.,,BHADORA,Industrial Products,109.95,204.51,109.99,17.07,15.52,15.52,18.95,,0.09,28.92,0.94,69.41,17.15,0.58,21.77,4.16,9.81,7.95,,,1.14,3.72
Bosch,500530,BOSCHLTD,Auto Components,39325.00,115983.74,18559.20,2429.30,13.09,12.77,52.31,8.39,2.86,10.70,0.01,15.55,4385.10,1480.40,2365.00,2958.20,1942.30,2.58,-0.02,0.09,0.04,4.78
Chembond Chemic.,544450,CHEMBONDCH,Chemicals & Petrochemicals,217.18,584.14,292.27,42.01,14.37,14.37,19.12,,0.64,15.42,0.00,19.23,109.39,5.83,100.36,27.05,18.26,7.56,,,0.00,4.66
Choice Intl.,531358,CHOICEIN,Finance,803.25,16519.28,943.61,314.39,33.32,31.26,96.00,15.61,2.23,7.36,0.45,18.87,686.96,10.06,274.63,26.92,19.49,1.91,0.03,0.34,1.47,2.61
Concord Control,543619,,Industrial Manufacturing,2108.70,1328.58,124.46,29.14,23.41,23.41,58.66,11.15,0.56,23.09,0.00,27.39,81.07,3.49,37.62,10.70,37.58,2.36,-0.01,-0.02,0.01,4.63
Crizac,544439,CRIZAC,Retailing,351.60,6152.38,849.49,212.82,25.05,25.05,40.36,,1.26,20.76,0.00,36.18,230.89,35.29,256.40,260.60,0.00,3.45,,,0.00,4.12
Cummins India,500480,CUMMINSIND,Industrial Products,3916.00,108551.52,10981.95,2230.24,20.31,20.02,50.93,14.36,1.46,20.85,0.00,28.15,3817.92,754.37,2277.75,1567.10,1004.07,2.62,-0.31,0.29,0.01,0.41
Cupid,530843,CUPID,Personal Products,171.94,4616.02,223.89,71.27,31.83,30.23,96.87,13.49,2.74,11.83,0.06,12.72,260.49,0.00,67.03,1.25,41.67,1.45,0.00,-0.68,0.29,1.25
Denta Water,544345,DENTA,Other Utilities,423.40,1130.48,221.07,72.51,32.80,33.54,19.39,2.77,1.72,16.27,0.00,18.43,378.96,6.72,85.83,13.81,73.30,8.45,-2.26,-0.77,0.01,2.08
Dharni Capital,543753,,Capital Markets,55.65,113.36,6.52,2.60,39.88,39.88,29.44,5.36,,17.92,0.10,20.02,3.12,2.61,0.26,0.00,0.00,4.38,0.00,0.00,0.41,3.39
Eicher Motors,505200,EICHERMOT,Automobiles,5924.50,162496.00,19519.14,4749.38,24.33,25.03,33.59,7.63,0.81,18.85,0.02,24.10,1840.83,2151.37,549.64,2529.75,1563.75,3.78,-0.88,0.80,0.07,1.66
Exhicon Events,543895,,Other Consumer Services,550.95,714.17,143.51,35.12,24.47,24.47,27.47,6.37,0.33,24.62,0.00,26.63,65.77,2.99,34.57,9.57,2.58,5.10,-0.59,0.02,0.00,3.22
Fiem Industries,532768,FIEMIND,Auto Components,2056.70,5413.16,2503.81,333.15,13.31,13.30,25.69,5.21,0.89,15.29,0.02,20.99,491.11,22.37,242.35,230.53,233.48,5.56,1.46,1.69,0.08,4.66
FlySBS Aviation,,FLYSBS,Transport Services,587.70,1016.94,193.90,39.94,20.60,20.60,35.78,,0.17,21.13,0.12,26.22,86.95,1.47,20.87,4.10,8.91,4.17,,,0.44,1.89
Fortis Health.,532843,FORTIS,Healthcare Services,934.40,70543.29,8090.57,1736.09,21.46,20.40,76.67,7.91,2.50,6.67,0.28,10.13,-135.95,6.27,784.49,807.61,115.29,1.96,0.33,-0.22,1.74,3.77
Foseco India,500150,FOSECOIND,Chemicals & Petrochemicals,6469.00,4131.40,582.98,101.30,17.38,17.33,50.46,11.18,1.62,16.27,0.00,23.30,320.38,19.26,135.55,128.15,33.30,2.88,0.02,0.02,0.01,3.22
Fredun Pharma,539730,,Pharmaceuticals & Biotechnology,1254.05,592.12,497.31,61.60,12.39,12.08,25.26,4.19,0.52,5.24,1.18,15.83,100.21,0.00,177.12,144.76,239.89,7.53,0.00,0.00,2.93,1.64
Global Health,543654,MEDANTA,Healthcare Services,1384.70,37204.17,3862.09,937.33,24.27,23.75,65.24,10.98,1.70,11.46,0.21,16.48,914.30,27.73,291.86,194.81,67.14,2.24,0.27,-0.22,0.87,4.93
Guj. Themis Bio.,506879,GUJTHEM,Pharmaceuticals & Biotechnology,400.60,4365.15,147.85,64.21,43.43,46.15,97.87,17.57,25.82,18.67,0.12,21.69,31.41,2.18,31.24,14.65,5.05,1.37,0.00,0.60,0.51,1.09
Harshdeep Horti.,544105,,Agricultural Food & other Products,112.10,180.41,56.26,14.84,26.38,26.38,18.60,3.80,,19.79,0.00,22.95,33.55,0.15,13.16,3.77,23.56,6.42,0.00,0.00,0.00,3.24
HBL Engineering,517271,HBLENGINE,Industrial Products,800.65,22193.61,2048.87,473.46,23.11,19.93,64.68,14.97,1.35,15.26,0.05,20.54,792.59,36.19,373.33,181.16,533.57,2.12,0.00,0.00,0.16,1.75
