Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Acutaas Chemical,543349.0,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2731.0,61.32,22358.99,1339.37,480.39,35.87,35.87,62.74,13.54,1.01,20.17,0.02,24.05,650.46,41.59,362.56,153.91,231.32,2.2,-2.1,2.81,0.07,0.06,4.18
Adani Ports,532921.0,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1795.7,67.94,413721.91,38735.77,22851.41,58.99,58.99,31.93,4.4,1.17,8.13,0.66,16.39,6214.48,2168.51,6382.54,2736.24,685.0,4.25,-0.03,0.15,3.22,0.41,1.46
ADC India,523411.0,,INE833A01016,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,2382.0,88.17,1095.74,184.56,19.15,10.38,15.6,59.69,14.22,1.41,22.43,0.0,34.74,69.37,4.9,26.33,23.69,13.63,2.33,0.0,0.0,0.0,1.28,3.95
Aditya Infotech,544466.0,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,2464.3,80.7,29028.99,3776.23,407.41,10.79,7.96,114.37,18.32,6.16,6.24,0.08,20.87,787.3,11.68,1053.91,1424.28,948.22,1.25,4.56,1.35,0.34,0.0,4.33
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,249.7,68.77,169.11,60.31,12.89,21.37,19.32,19.41,,0.09,13.31,0.26,43.95,21.93,0.36,12.97,8.01,27.9,7.3,-6.95,-1.77,0.55,0.0,2.46
AGI Infra,539042.0,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",419.0,61.04,5237.35,347.69,117.58,33.82,28.72,62.44,15.22,2.79,5.86,0.42,25.66,141.76,11.34,2.77,17.75,878.39,2.17,-0.01,3.15,1.3,0.03,3.55
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3177.2,74.79,39694.6,5452.86,1394.83,25.58,25.58,37.64,8.77,1.78,19.1,0.06,25.39,2319.68,172.07,1853.88,544.3,938.54,3.41,-0.22,0.29,0.19,0.87,3.72
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,285.05,74.3,307.0,121.84,17.36,14.25,15.26,21.97,6.16,,,0.12,16.72,45.98,0.16,49.01,12.15,0.0,4.84,1.18,0.04,0.38,0.0,4.76
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,3583.1,59.34,29747.17,1207.77,572.13,47.37,47.37,76.01,29.0,2.34,34.03,0.08,45.3,627.41,0.05,41.39,0.13,0.0,1.84,-0.35,-0.88,0.15,0.36,4.07
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",504.0,57.71,596.47,151.68,22.56,14.87,10.78,46.53,6.98,0.24,12.68,0.3,45.92,77.21,0.14,73.48,33.72,46.54,3.57,0.29,-1.1,1.18,0.0,4.89
Antelopus Selan,530075.0,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,751.55,66.06,2642.65,278.88,158.6,56.87,56.87,29.5,4.03,0.69,12.8,0.01,15.93,116.98,8.89,67.21,8.33,40.83,4.65,0.02,0.03,0.03,0.0,4.86
Apex Ecotech,,APEXECO,INE0T4V01015,Other Utilities,Water Supply & Management,207.5,79.57,273.6,148.65,21.77,14.65,14.65,16.07,4.32,0.23,22.87,0.02,31.09,61.72,1.28,16.76,6.66,4.42,9.91,1.87,0.0,0.06,0.0,1.4
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8082.5,66.81,116213.89,24215.2,3528.0,14.57,13.92,63.99,12.85,3.53,7.77,0.88,18.42,3052.4,234.9,3464.8,2323.5,505.4,2.36,1.26,-0.92,2.74,0.23,2.03
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,185.0,78.19,317.28,46.57,7.45,16.0,16.0,68.67,13.62,0.36,14.12,0.31,30.47,15.93,0.13,18.76,8.15,13.57,2.21,0.0,0.0,1.0,0.0,0.43
Aster DM Health.,540975.0,ASTERDM,INE914M01019,Healthcare Services,Hospital,753.65,64.63,39048.15,4643.22,864.03,18.61,18.61,95.69,8.5,-73.05,6.11,0.49,10.7,968.63,92.89,307.23,481.51,91.16,1.83,1.45,-1.28,3.06,0.64,2.12
Astonea Labs,544409.0,,INE0TG901011,Pharmaceuticals & Biotechnology,Pharmaceuticals,178.0,64.21,187.08,97.38,15.29,15.7,15.7,40.33,3.49,0.23,5.81,0.73,35.35,42.48,0.19,56.43,24.79,26.34,4.94,-0.28,-2.51,3.58,0.0,3.78
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1511.8,73.72,87805.52,33181.86,6814.2,20.54,20.65,24.85,2.52,3.15,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.6,11191.88,6.49,-1.84,1.29,1.39,0.26,1.0
Avana Electrosystems,,AVANA,INE1KU201016,Electrical Equipment,Heavy Electrical Equipment,149.0,80.16,337.42,61.49,11.76,19.13,19.13,40.6,,0.23,18.99,0.26,47.11,19.4,1.45,21.19,9.27,14.71,3.6,,,0.46,0.0,4.49
B-Right Real,543543.0,,INE0IZQ01016,Realty,"Residential, Commercial Projects",975.0,62.61,1007.29,167.79,65.64,39.12,39.12,28.66,5.71,0.16,11.08,1.06,22.13,196.73,2.13,57.83,14.99,159.33,5.55,0.0,0.0,2.84,0.0,3.26
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,10377.5,62.4,290048.92,62905.0,13061.07,20.76,20.76,26.87,7.48,1.28,16.15,0.58,29.11,14713.65,2703.75,3473.44,8804.01,6294.49,4.86,0.28,-0.02,1.5,1.44,3.78
Bajaj Consumer,533229.0,BAJAJCON,INE933K01021,Personal Products,Personal Care,538.85,63.92,7038.37,1164.71,220.92,18.97,18.97,37.04,9.31,3.31,20.6,0.02,25.31,433.51,27.41,75.62,42.45,66.12,3.45,-1.48,6.89,0.07,0.0,3.89
Biopol Chemicals,,BIOPOL,INE0XW001014,Chemicals & Petrochemicals,Specialty Chemicals,128.0,61.88,138.31,81.14,13.45,16.58,16.58,15.43,2.76,,17.72,0.17,28.27,40.29,0.23,27.79,6.44,19.61,9.75,,,0.62,0.0,4.3
Blue Water,,BLUEWATER,INE0X3M01010,Transport Services,Logistics Solution Provider,274.0,78.71,301.4,253.16,28.04,11.08,9.56,14.76,4.69,,18.01,0.64,72.02,47.77,0.13,56.55,20.0,0.0,7.21,0.29,-0.23,1.69,0.0,2.49
BSE,,BSE,INE118H01025,Capital Markets,Exchange and Data Platform,4000.6,76.68,162944.08,4833.95,3078.53,63.69,63.69,65.61,24.4,0.53,20.81,0.0,44.79,2846.65,391.52,553.16,130.87,0.0,2.07,1.35,1.97,0.0,0.15,1.97
Cospower Engine.,543172.0,,INE0CQB01010,Industrial Manufacturing,Industrial Products,1220.0,73.66,224.05,53.2,9.59,18.03,21.7,57.9,10.0,2.23,3.4,1.08,11.82,15.7,-0.18,18.3,8.87,17.5,3.36,0.0,0.0,2.68,0.0,0.81
Cummins India,500480.0,CUMMINSIND,INE298A01020,Industrial Products,"Compressors, Pumps & Diesel Engines",5392.0,61.81,149466.28,11602.39,2477.99,21.36,20.02,64.19,18.89,1.84,20.85,0.0,28.15,5023.17,655.77,2565.36,1524.44,1162.01,2.08,-1.17,1.35,0.01,0.95,1.47
Dharni Capital,543753.0,,INE0M9Q01011,Capital Markets,Financial Products Distributor,65.0,76.74,132.41,9.55,3.22,33.72,33.72,28.35,5.13,0.49,17.13,0.15,19.88,-3.14,2.97,0.48,0.01,0.0,4.35,0.0,0.0,0.64,0.0,1.22
Dhruva Cap.Serv.,531237.0,,INE972E01014,Finance,Non Banking Financial Company (NBFC),386.0,91.77,277.54,3.11,1.93,62.06,62.06,108.0,8.99,0.43,7.72,0.41,12.27,-2.17,1.31,0.0,0.03,0.0,1.34,0.0,0.0,3.27,0.0,0.08
Divi's Lab.,532488.0,DIVISLAB,INE361B01024,Pharmaceuticals & Biotechnology,Pharmaceuticals,6755.0,76.54,179323.99,10314.0,3393.0,32.9,31.76,70.82,11.67,-7.4,13.53,0.01,15.35,8115.0,364.0,2614.0,1040.0,3433.0,1.87,-0.05,0.21,0.03,0.43,4.56
Dr Reddy's Labs,500124.0,DRREDDY,INE089A01031,Pharmaceuticals & Biotechnology,Pharmaceuticals,1336.95,54.59,111589.48,33700.2,6453.5,19.15,19.15,26.51,3.0,-8.84,7.83,0.2,11.75,13431.9,1371.8,10123.4,3037.9,7653.4,5.09,0.28,-1.2,1.34,0.6,3.1
Durlax Top,,DURLAX,INE0OUW01013,Consumer Durables,"Furniture, Home Furnishing",51.6,55.27,149.29,131.41,13.62,10.36,11.42,20.51,2.46,0.19,6.81,0.86,18.91,47.95,2.21,60.32,28.43,54.0,6.8,0.0,0.78,3.92,0.0,4.44
Garware Hi Tech,500655.0,GRWRHITECH,INE291A01017,Industrial Products,Plastic Products - Industrial,5403.4,70.72,12553.39,2120.11,434.71,20.5,20.5,37.12,4.75,1.35,11.88,0.01,13.45,1003.67,64.84,53.08,180.83,389.25,3.63,-0.07,0.02,0.03,0.22,2.82
Gayatri Rubbers,,GRCL,INE0LVM01018,Industrial Products,Rubber,610.95,85.36,350.57,41.79,8.8,21.06,21.06,62.71,17.8,0.75,21.74,0.35,33.06,14.48,0.03,9.39,3.35,15.32,2.34,0.0,0.0,0.84,0.0,0.98
Granules India,532482.0,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,736.65,68.69,18254.0,5365.65,1185.14,22.09,22.09,30.37,3.6,5.85,8.64,0.3,13.69,1675.62,10.33,909.37,672.8,1673.03,4.84,-0.46,1.76,1.66,0.2,3.25
Grindwell Norton,506076.0,GRINDWELL,INE536A01023,Industrial Products,Abrasives & Bearings,1859.9,71.97,20592.71,3073.2,573.65,18.67,18.67,49.56,8.17,8.44,12.84,0.02,17.35,1359.5,95.0,396.77,514.32,481.46,2.9,0.83,-0.83,0.11,0.94,1.28
GSP Crop Science,544733.0,GSPCROP,INE713R01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,427.8,63.76,1990.07,1287.38,150.36,11.68,11.68,23.31,,9.71,7.35,0.66,19.79,207.16,14.39,387.45,343.63,369.53,6.14,,,2.11,0.0,4.93
Hemant Surgical,543916.0,,INE0GYI01028,Healthcare Equipment & Supplies,Medical Equipment & Supplies,407.7,78.54,531.56,121.92,13.13,10.77,8.64,51.35,4.31,2.55,6.46,0.43,13.58,80.47,5.03,27.04,23.35,37.11,3.41,-0.08,0.0,3.15,0.0,3.58
Hindalco Inds.,500440.0,HINDALCO,INE038A01020,Non - Ferrous Metals,Aluminium,1065.0,67.8,239329.64,261701.0,33699.0,12.88,13.34,13.81,1.77,2.16,6.51,0.56,14.02,37401.0,-219.0,20649.0,46404.0,60379.0,8.92,-1.82,1.8,2.7,0.46,3.62
IIRM Holdings,526530.0,,INE670C01026,Commercial Services & Supplies,Consulting Services,115.7,76.34,788.42,243.63,51.26,21.04,20.76,39.34,5.4,,13.16,0.32,18.62,83.14,0.37,76.93,3.99,0.0,4.63,0.0,0.0,1.32,0.0,0.0
Influx Health.,,INFLUX,INE0MYZ01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,294.75,53.62,682.36,123.55,26.14,21.16,19.63,38.63,7.57,0.88,24.01,0.0,45.38,59.27,0.2,34.1,19.3,10.63,3.79,-1.18,-1.67,0.0,0.0,0.08
Ingersoll-Rand,500210.0,INGERRAND,INE177A01018,Industrial Products,"Compressors, Pumps & Diesel Engines",4398.7,57.37,13885.83,1415.08,347.8,24.58,25.5,50.19,21.37,1.46,30.02,0.02,45.01,407.5,15.15,302.46,200.24,188.85,2.78,0.01,0.14,0.03,1.84,4.48
Ipca Labs.,524494.0,IPCALAB,INE571A01038,Pharmaceuticals & Biotechnology,Pharmaceuticals,1605.0,62.62,40719.58,9504.54,1923.55,20.24,19.46,38.47,5.48,-25.99,7.89,0.17,12.75,3714.4,-139.13,2077.06,821.6,2515.87,3.93,0.14,0.01,0.79,0.25,2.9
J B Chemicals &,506943.0,JBCHEPHARM,INE572A01036,Pharmaceuticals & Biotechnology,Pharmaceuticals,2140.4,58.54,34366.0,4147.79,1107.43,26.7,26.7,47.08,8.26,2.19,15.81,0.0,19.22,2318.19,32.97,780.91,390.98,683.4,2.88,-1.97,1.45,0.0,0.72,3.8
JSW Steel,500228.0,JSWSTEEL,INE019A01038,Ferrous Metals,Iron & Steel,1278.65,62.23,312688.0,185470.0,29346.0,15.82,15.82,34.43,3.14,1.0,4.08,0.99,10.14,34058.0,18607.0,11260.0,14666.0,32765.0,5.59,0.1,0.0,4.73,0.22,3.13
