Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,341.35,818.87,277.91,47.08,16.94,15.84,23.62,3.28,0.30,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,6.30,0.41,-0.01,0.02,2.75
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1505.60,325230.52,34745.59,20643.43,59.41,59.53,27.10,4.85,0.99,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.79,-0.12,0.08,3.19,2.80
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,349.40,91379.80,41693.04,15151.78,36.34,35.13,28.01,2.84,1.15,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.38,0.76,-0.37,10.16,2.98
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3843.80,35870.48,4309.96,1187.95,27.56,26.91,31.83,4.87,1.66,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.02,0.16,-0.34,0.70,1.94
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5659.00,67661.83,13890.16,2810.50,20.23,19.38,28.79,5.07,3.10,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.25,0.13,0.36,0.81,3.56
Apis India,506166,,Food Products,Other Food Products,46.11,635.17,365.95,37.48,10.24,10.21,27.63,4.11,0.56,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.18,0.00,0.00,1.32,0.00
Arham Tech,,ARHAM,Consumer Durables,Consumer Electronics,157.45,266.41,83.08,16.00,19.26,18.14,25.28,7.18,,12.33,0.96,26.43,26.36,0.78,23.31,11.15,42.38,5.25,0.00,0.00,2.25,2.20
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,1051.90,26815.79,4684.11,752.02,16.05,16.67,93.49,7.25,389.54,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,1.96,3.38,1.13,5.07,2.06
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,160.21,94105.02,50976.16,9941.54,19.50,18.97,28.15,7.48,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.44,-0.29,0.47,5.90,2.61
Asian Paints,500820,ASIANPAINT,Consumer Durables,Paints,2957.20,283653.97,34378.17,6201.28,18.04,17.71,70.58,14.49,8.40,13.18,0.18,20.59,9711.65,598.81,4423.82,3375.26,6010.83,2.03,0.52,-0.21,0.61,0.95
AU Small Finance,540611,AUBANK,Banks,Other Bank,948.75,70839.38,17273.80,8933.99,51.72,53.37,32.59,3.90,1.41,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.69,3.05,-3.18,12.07,1.89
