Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,505.95,50.33,1213.72,349.03,56.69,16.24,16.24,27.67,4.41,0.52,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,5.05,-0.05,0.33,0.01,0.2,4.54
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,170.25,61.51,189.25,89.63,14.95,16.68,16.68,19.57,3.46,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,7.3,2.76,0.0,0.88,0.0,0.9
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,393.0,55.31,107529.05,45513.0,16698.16,36.69,36.69,27.61,3.03,-4.16,1.27,5.22,12.04,-106247.85,501.9,843.34,1842.17,0.0,5.96,-0.35,0.93,10.59,0.0,4.47
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,407.0,80.49,275.65,68.91,12.77,18.53,18.53,27.53,3.91,0.08,13.61,0.0,21.65,48.15,0.93,31.32,7.75,28.24,4.85,-6.95,-1.77,0.0,0.0,1.68
Aegis Logistics,500003.0,AEGISLOG,INE208C01025,Gas,Trading - Gas,1369.75,63.27,48078.23,8333.21,1451.94,17.42,17.42,55.31,7.92,2.29,8.45,0.69,16.27,1624.94,326.49,481.0,706.89,128.56,3.27,-0.07,-0.02,2.68,0.64,4.51
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3499.0,59.81,43714.95,5452.86,1499.74,27.5,27.5,38.74,9.63,1.62,20.63,0.06,27.14,1759.83,67.16,1853.88,544.3,938.54,3.43,3.44,-0.58,0.17,0.8,2.77
Antelopus Selan,530075.0,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,899.2,62.33,3161.81,278.88,158.6,56.87,56.87,35.3,4.84,0.83,12.8,0.01,15.93,116.98,8.89,67.21,8.33,40.83,3.94,0.73,0.15,0.03,0.0,3.76
Apcotex Industri,523694.0,APCOTEXIND,INE116A01032,Industrial Products,Rubber,560.6,62.17,2906.44,1441.5,177.41,12.31,12.31,29.0,4.67,-12.24,10.11,0.16,17.09,174.84,18.21,244.49,184.46,128.18,4.94,-0.32,0.05,0.67,1.39,3.21
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8928.05,65.24,128371.68,25228.5,3769.3,14.94,14.94,65.62,13.55,1.92,9.42,0.9,22.11,418.5,217.3,3484.9,2251.8,542.4,2.3,0.96,-1.13,2.71,0.22,0.9
Apollo Ingredie.,503639.0,,INE314N01028,Commercial Services & Supplies,Diversified Commercial Services,122.28,99.5,127.18,4.9,0.92,18.78,18.78,179.12,18.2,1.38,15.97,0.0,17.17,4.09,0.13,0.57,0.18,0.0,0.78,0.0,0.0,0.03,0.0,0.0
