Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,355.35,51.48,93012.42,41693.04,15151.78,36.34,35.13,28.51,2.88,1.17,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.34,1.85,-0.95,10.16,3.78
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5720.50,52.47,68397.16,13890.16,2810.50,20.23,19.38,29.10,5.12,3.13,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.21,-0.39,0.50,0.81,3.59
Aptus Pharma,544529,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,222.95,80.93,152.94,24.56,4.85,19.75,19.75,43.20,7.05,,19.41,0.37,70.94,21.69,0.08,10.07,5.93,10.35,3.17,-2.80,-10.03,1.74,2.60
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),149.00,90.32,174.54,13.29,7.82,58.84,58.51,33.63,3.33,20.02,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,4.42,0.00,0.00,0.49,0.67
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1001.25,54.55,74833.77,17887.79,9304.97,52.02,53.37,32.35,4.12,1.40,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,5.80,-0.64,1.95,11.60,2.79
Avana Electrosystems,,AVANA,INE1KU201016,,,80.30,,181.84,61.49,11.76,19.13,19.13,21.88,,,18.99,0.26,47.11,19.40,1.45,21.19,9.27,14.71,6.83,,,0.46,1.29
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1293.50,57.46,401671.62,129272.60,77132.26,59.67,63.58,15.46,2.02,0.60,1.78,7.28,16.30,81517.79,29815.46,0.00,0.00,0.00,6.01,-0.22,0.69,13.49,2.52
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,105.04,99.70,496.42,211.79,26.18,12.36,18.43,21.29,4.05,0.04,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,4.94,0.00,0.00,1.83,0.00
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,302.05,55.00,156200.99,131574.32,83732.48,63.64,64.41,8.12,0.98,0.21,1.18,10.53,15.53,100587.07,22892.16,0.00,0.00,0.00,6.00,-0.21,1.13,15.69,3.61
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,159.75,68.70,72728.87,73784.35,53001.26,71.83,71.03,7.26,0.87,0.17,0.94,11.67,12.35,76612.57,9145.57,0.00,0.00,0.00,6.20,-0.45,1.58,15.56,3.45
Borana Weaves,544404,BORANA,INE16SF01016,Textiles & Apparels,Other Textile Products,318.75,60.77,849.32,333.78,74.02,22.18,21.77,16.60,3.45,0.09,27.85,0.18,60.33,77.69,5.72,23.19,10.09,25.91,7.48,0.06,1.43,0.65,4.09
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,153.68,55.76,139397.77,125841.25,76573.02,60.85,62.10,7.28,1.21,0.17,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.62,-1.76,2.72,14.47,3.41
Emcure Pharma,544210,EMCURE,INE168P01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,1535.80,60.61,29114.55,8449.24,1656.41,19.60,18.60,36.31,6.14,33.01,8.98,0.35,18.51,1919.49,-5.85,2299.86,1725.44,2304.58,4.18,1.74,0.30,1.31,3.14
