Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Interglobe Aviat,539448,INDIGO,Transport Services,5756.00,222481.99,80803.00,18049.90,22.34,22.34,38.14,23.90,0.90,5.89,7.21,103.80,-8296.30,3306.80,739.80,4190.90,820.30,4.15,3.36,2.19,5.97,4.37
J K Cements,532644,JKCEMENT,Cement & Cement Products,6502.00,50239.82,12424.11,2228.54,17.94,17.12,54.79,8.25,12.60,5.11,0.99,13.87,627.95,287.66,786.55,1098.07,1175.13,3.30,-1.45,1.42,3.32,2.81
Jeena Sikho,,JSLL,Pharmaceuticals & Biotechnology,555.20,6901.18,469.07,124.88,26.62,26.62,76.06,25.28,0.73,33.06,0.04,39.00,99.89,6.41,97.63,9.50,11.55,1.78,0.11,1.86,0.09,4.93
Karnika Industri,,KARNIKA,Textiles & Apparels,691.50,857.43,172.55,26.03,15.09,15.09,47.56,12.07,0.81,13.14,0.85,29.05,55.93,3.73,74.57,20.96,50.01,3.12,0.00,0.01,2.10,4.36
Krishana Phosch.,,KRISHANA,Fertilizers & Agrochemicals,544.00,3294.06,1473.01,206.25,14.00,13.54,32.71,8.58,0.76,9.20,0.98,25.29,183.41,13.27,378.44,166.68,148.90,5.18,0.00,1.33,1.99,0.91
L T Foods,532783,LTFOODS,Agricultural Food & other Products,500.70,17386.95,9074.88,1002.78,11.05,11.27,28.01,4.51,1.02,9.09,0.33,16.76,2514.59,132.27,752.00,1772.58,4360.32,5.07,1.06,0.36,1.34,3.44
L&T Finance Ltd,533519,LTF,Finance,206.02,51457.85,16399.41,9927.89,60.54,60.41,19.36,2.01,0.42,2.37,3.61,10.79,9911.02,16.56,116.95,1371.70,0.00,7.36,0.82,0.71,9.43,4.09
M & M,500520,M&M,Automobiles,3199.40,397854.61,159210.82,30518.19,19.17,19.17,30.77,5.16,1.13,5.51,1.67,18.05,14303.79,3718.47,8279.70,30855.30,20330.93,5.56,-0.20,0.23,4.58,3.14
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,233.25,361.30,149.73,18.00,12.02,12.02,38.72,4.02,,3.37,1.18,10.95,66.04,6.07,1.90,29.24,74.90,5.01,0.00,0.19,5.07,0.00
Max Healthcare,543220,MAXHEALTH,Healthcare Services,1274.30,123880.67,7028.46,1848.80,26.30,26.30,109.47,13.21,4.86,8.32,0.32,12.72,-221.20,82.01,687.31,807.92,106.21,1.30,-0.18,0.02,1.83,3.04
Menon Bearings,523828,MENONBE,Auto Components,139.40,781.20,248.81,44.17,17.75,17.52,28.71,4.93,,11.40,0.27,16.43,66.41,5.39,60.63,15.34,27.11,5.06,0.00,-0.01,1.05,3.86
Monika Alcobev,544451,,Beverages,285.00,611.32,236.14,46.46,19.67,19.67,27.64,,0.21,8.19,1.81,28.63,96.84,3.53,101.88,24.18,149.42,6.26,,,3.67,1.71
MRF,500290,MRF,Auto Components,149355.00,63343.59,28152.50,4094.65,14.54,14.54,33.90,3.43,0.68,6.62,0.20,10.62,1023.41,405.67,3370.25,2822.00,5624.78,4.26,-0.56,1.13,1.33,2.38
Muthoot Finance,533398,MUTHOOTFIN,Finance,2617.10,105068.31,20214.17,14683.97,72.64,72.64,19.70,3.58,1.99,4.67,3.38,19.58,5542.14,110.32,11.86,137.13,0.00,7.48,0.46,-0.18,6.77,3.71
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,5148.80,26361.06,2349.38,533.72,22.72,22.72,91.35,9.72,29.85,6.27,0.56,11.52,202.38,43.73,582.42,326.96,322.42,1.65,-0.16,1.82,3.20,0.60
OBSC Perfection,,OBSCP,Auto Components,300.40,734.55,142.79,25.39,17.78,17.78,43.83,7.06,0.65,13.68,0.26,25.00,51.18,2.41,34.93,25.31,26.69,3.19,-0.49,-1.45,1.14,3.13
OSEL Devices,,OSELDEVICE,Healthcare Equipment & Supplies,420.20,677.75,186.47,33.40,17.91,17.91,33.80,6.28,0.30,13.53,0.46,30.08,92.14,0.13,65.62,30.11,40.77,4.51,-0.37,-0.37,1.53,0.00
Osiajee Texfab,540198,,Textiles & Apparels,289.00,156.06,7.09,5.01,70.66,70.66,31.21,10.42,0.34,28.96,0.13,40.11,4.62,0.03,0.00,0.09,2.53,3.22,0.00,0.00,0.39,4.93
P & G Health Ltd,500126,PGHL,Pharmaceuticals & Biotechnology,5935.00,9851.73,1218.05,366.64,30.10,26.62,37.88,18.35,5.58,22.76,0.01,33.46,311.08,-7.71,145.40,171.60,109.37,3.67,-0.06,0.13,0.02,3.89
Powergrid Infra.,543290,PGINVIT,Power,91.40,8317.39,1266.49,1685.91,133.12,133.12,7.10,1.08,0.20,11.62,0.14,15.36,882.51,38.56,222.83,1.89,30.73,16.08,,,0.76,4.84
Pramara Promotio,,PRAMARA,Media,213.80,193.17,86.42,12.49,14.45,14.45,32.74,3.10,0.52,6.65,0.55,12.39,70.10,1.17,32.09,7.14,39.46,5.70,-0.03,-0.01,2.71,0.51
Privi Speci.,530117,PRIVISCL,Chemicals & Petrochemicals,2561.20,10004.74,2101.19,458.20,21.81,21.81,54.40,9.08,2.15,7.17,1.04,18.14,252.39,20.46,394.15,402.26,788.45,3.12,1.95,1.07,3.31,2.65
Prostarm Info,544410,PROSTARM,Electrical Equipment,239.61,1410.69,345.89,47.29,13.67,13.67,46.24,,1.23,13.73,0.57,29.99,68.20,1.90,107.20,51.73,51.78,3.17,,,1.44,0.28
Punjab Chemicals,506618,PUNJABCHEM,Fertilizers & Agrochemicals,1547.00,1896.62,977.81,104.73,10.71,11.02,39.03,5.20,-1.89,5.80,0.46,12.02,174.01,1.75,235.37,201.08,222.37,4.15,0.00,-0.07,1.98,2.28
Purple United,,PURPLEUTED,Textiles & Apparels,372.00,357.48,103.13,20.70,20.07,20.07,34.14,5.91,0.42,11.62,0.68,26.89,61.69,0.03,60.49,7.48,17.46,4.76,-0.21,-5.50,2.17,4.62
R M Drip & Sprin,544456,RMDRIP,Industrial Products,618.85,1545.89,130.34,35.71,27.40,27.40,64.60,19.34,0.32,21.79,0.32,39.70,75.78,0.66,107.21,12.84,17.54,2.16,0.35,0.85,0.75,0.49
Radico Khaitan,532497,RADICO,Beverages,2687.10,35971.54,4842.64,674.17,13.92,13.92,104.22,13.36,9.44,7.98,0.28,13.62,1008.08,4.85,1182.18,664.66,1105.46,1.47,-0.81,0.82,1.39,3.69
Rainbow Foundat.,531694,,Realty,126.11,625.73,156.13,39.51,25.31,25.31,78.12,7.80,0.42,1.18,3.31,10.51,74.82,0.95,60.11,62.73,654.75,4.50,0.00,0.00,6.63,0.00
Royal Orch.Hotel,532699,ROHLTD,Leisure Services,431.95,1184.63,319.47,73.07,22.87,22.87,25.08,5.13,0.21,9.42,0.96,22.41,21.57,23.71,37.20,32.99,2.73,5.64,0.07,0.42,2.91,3.36
RRPSemiconductor,504346,,Finance,3066.35,4177.60,31.59,11.33,35.87,35.87,493.81,247.19,1.24,43.08,0.71,196.29,28.94,0.36,24.15,6.35,0.00,0.28,0.00,0.00,1.03,0.00
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,831.45,17356.80,1642.05,390.44,23.78,23.78,100.06,7.99,0.41,6.45,0.13,10.92,767.34,37.34,352.87,332.65,118.33,1.76,8.38,2.21,0.95,2.29
Savy Infra,,SAVY,,139.80,290.90,283.39,35.54,12.54,12.54,12.18,,0.02,20.99,0.86,76.10,49.00,0.38,96.93,54.47,48.09,10.71,,,1.25,4.54
Schneider Elect.,534139,SCHNEIDER,Electrical Equipment,909.70,21750.93,2636.71,382.77,14.52,14.52,85.46,38.71,0.83,14.48,0.93,65.80,564.50,42.22,667.05,500.26,338.90,1.74,-0.25,0.10,1.37,3.71
Senores Pharma.,544319,SENORES,Pharmaceuticals & Biotechnology,703.95,3241.94,398.25,89.70,22.52,22.52,55.57,4.12,0.19,6.31,0.40,11.78,481.73,19.26,123.88,67.22,56.63,2.90,-0.15,-0.51,3.42,1.70
Sh.Pushkar Chem.,539334,SHREEPUSHK,Chemicals & Petrochemicals,398.95,1290.11,806.28,83.90,10.41,10.41,22.01,2.39,9.61,7.44,0.19,11.58,189.76,10.77,174.27,157.21,160.27,5.27,0.00,-0.44,1.40,1.23
Sharda Cropchem,538666,SHARDACROP,Fertilizers & Agrochemicals,1155.35,10423.62,4519.56,722.74,15.99,14.24,24.82,4.17,-5.01,6.84,0.00,12.62,1306.33,83.82,1955.44,1310.20,971.93,5.08,-0.90,0.79,0.01,2.17
Shri Techtex,,SHRITECH,Industrial Products,91.00,227.05,82.67,20.94,25.33,25.33,15.48,2.30,0.73,13.63,0.11,16.08,43.16,4.10,25.23,2.44,3.70,10.06,0.00,-0.94,0.49,4.71
Sirca Paints,543686,SIRCA,Consumer Durables,418.20,2292.10,374.00,67.44,18.03,18.03,46.68,6.56,2.28,12.25,0.00,14.92,220.26,5.16,93.30,38.74,108.02,2.93,0.00,0.90,0.00,2.74
Sobhagya Mercant,512014,,Commercial Services & Supplies,568.00,477.12,160.40,25.53,15.92,15.92,30.72,5.97,2.49,11.97,0.08,24.43,75.32,0.00,107.24,70.15,1.95,5.16,0.00,0.00,0.27,0.33
Stallion India,544342,STALLION,Chemicals & Petrochemicals,121.90,966.97,377.45,47.72,12.64,12.64,29.91,3.21,1.96,12.05,0.01,15.44,274.50,2.02,105.54,21.30,100.84,5.43,0.05,-2.85,0.05,4.24
Steelcast,513517,STEELCAS,Industrial Products,1239.30,2508.34,376.17,106.26,28.25,28.25,34.76,7.70,1.17,20.24,0.00,24.24,126.75,4.45,97.51,31.69,42.96,3.92,0.56,0.13,0.00,2.88
Strides Pharma,532531,STAR,Pharmaceuticals & Biotechnology,954.55,8797.39,4630.73,830.20,17.93,17.59,23.48,3.45,0.15,60.15,0.74,150.67,437.89,16.68,1202.94,1032.50,1277.57,6.59,-0.42,-0.30,2.71,1.80
Sumitomo Chemi.,542920,SUMICHEM,Fertilizers & Agrochemicals,604.70,30183.34,3090.37,623.39,20.17,20.17,60.13,10.42,12.00,13.91,0.02,18.81,1582.87,119.42,763.16,487.68,698.28,2.25,0.02,0.02,0.07,3.76
Tilaknagar Inds.,507205,TI,Beverages,510.05,9885.47,1434.15,254.88,17.77,17.77,43.06,11.19,0.46,20.44,0.05,29.89,479.98,17.57,410.51,147.83,165.24,2.46,0.12,-0.03,0.18,2.66
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,3768.10,127523.90,11835.00,3849.00,32.52,32.31,63.15,16.80,2.98,13.26,0.42,26.52,793.17,-62.00,1866.45,1820.02,2541.25,2.31,0.29,-0.22,1.06,0.44
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,211.55,222.41,89.85,13.49,15.01,15.01,27.77,3.56,,10.85,0.02,13.56,19.06,0.66,7.54,6.86,3.76,5.05,0.00,0.00,0.13,0.00
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,891.00,679.66,50.85,13.78,27.10,27.10,70.72,11.04,1.07,14.75,0.03,16.95,51.38,1.81,19.72,4.24,18.11,1.95,0.60,0.00,0.16,4.19
Vimta Labs,524394,VIMTALABS,Healthcare Services,710.30,3161.23,365.06,128.75,35.27,35.45,44.47,8.34,2.61,15.64,0.02,19.43,123.45,7.51,106.24,10.49,25.06,3.09,-0.01,-0.17,0.09,1.63
Vintage Coffee,538920,VINCOFE,Commercial Services & Supplies,153.59,1954.95,366.46,63.32,17.28,17.17,39.22,6.37,0.54,11.52,0.27,17.11,164.74,4.62,79.02,7.59,75.80,3.00,0.69,0.52,1.35,2.11
Vishal Mega Mart,544307,VMM,Retailing,136.64,63692.97,10716.35,1530.18,14.28,14.28,100.78,9.81,2.14,6.83,0.27,10.51,768.78,58.56,66.44,1478.57,1850.31,1.54,15.09,5.82,1.73,4.73
VRL Logistics,539118,VRLLOG,Transport Services,620.95,5431.36,3160.95,573.83,18.15,18.15,30.67,5.01,7.48,7.38,1.13,17.44,-139.07,25.46,92.87,13.06,42.90,5.11,-0.78,0.36,3.63,4.61
