Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,INE470A01017,Diversified,Diversified,35765.00,60.10,40307.16,4750.64,878.41,18.49,17.31,72.73,25.02,3.37,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.21,0.27,0.07,0.12,4.33
Accretion Nutraveda,544694,,INE1KVQ01019,,,191.20,,138.43,16.00,3.72,23.25,23.25,53.04,,,33.68,0.54,81.18,7.38,0.05,7.97,2.82,5.13,2.47,,,1.25,4.66
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,1988.70,68.46,16281.71,1215.10,381.83,31.42,23.05,56.74,11.52,1.88,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,2.40,-0.89,-0.17,0.02,3.49
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1567.90,63.99,361237.75,36486.63,21627.40,59.27,59.53,28.59,5.39,1.05,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,4.56,-1.14,-0.51,3.05,0.28
AIA Engineering,532683,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4088.50,62.72,38154.03,4310.63,1195.12,27.72,26.91,32.76,5.18,1.71,13.66,0.14,15.42,6091.93,442.71,793.50,204.05,1173.69,3.96,0.08,-0.09,0.67,2.80
Alkem Lab,539523,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5653.50,48.17,67596.07,13890.16,2810.50,20.23,19.38,28.76,5.06,3.09,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.25,-0.39,0.50,0.81,4.72
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),159.50,80.41,186.84,13.29,7.82,58.84,58.51,36.00,3.56,21.43,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,4.13,0.00,0.00,0.49,0.00
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,200.92,67.27,118017.49,50976.16,9941.54,19.50,18.97,35.30,9.38,0.12,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,5.52,0.14,0.09,5.90,2.09
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,980.95,49.60,73333.94,17887.79,9304.97,52.02,53.37,31.70,4.04,1.37,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,5.85,-0.64,1.95,11.60,4.76
Automotive Axles,505010,AUTOAXLES,INE449A01011,Auto Components,Auto Components & Equipments,2109.30,67.65,3187.15,2073.07,222.67,10.74,10.59,19.32,3.17,0.70,11.91,0.01,16.58,765.23,23.38,391.30,245.08,230.12,7.00,0.40,-0.03,0.07,0.78
