Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,Diversified,Diversified,35465.00,39969.06,4750.64,878.41,18.49,17.31,72.12,24.81,3.34,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.23,0.02,-0.41,0.12,4.15
Adani Energy Sol,539254,ADANIENSOL,Power,Power Distribution,1011.30,121485.71,25619.95,7466.81,29.14,29.73,53.86,5.20,2.13,3.37,1.95,13.64,4156.33,769.47,6160.26,4390.34,710.62,3.91,3.08,-2.79,7.19,3.69
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1522.80,328945.96,34745.59,20643.43,59.41,59.53,27.41,4.90,1.00,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.75,-0.12,0.08,3.19,1.69
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,362.95,94939.35,41693.04,15151.78,36.34,35.13,29.10,2.95,1.19,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.29,0.76,-0.37,10.16,1.63
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3749.80,34993.27,4309.96,1187.95,27.56,26.91,31.05,4.75,1.62,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.12,0.16,-0.34,0.70,4.34
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5631.00,67327.05,13890.16,2810.50,20.23,19.38,28.64,5.04,3.08,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.27,0.13,0.36,0.81,4.04
Apis India,506166,,Food Products,Other Food Products,50.80,699.78,365.95,37.48,10.24,10.21,30.44,4.53,0.62,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,4.73,0.00,0.00,1.32,0.00
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,745.45,7120.99,3728.75,531.43,14.25,13.78,17.87,4.99,0.30,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,6.49,0.09,1.60,2.36,1.25
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,163.86,96248.98,50976.16,9941.54,19.50,18.97,28.79,7.65,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.35,-0.29,0.47,5.90,0.61
AU Small Finance,540611,AUBANK,Banks,Other Bank,968.05,72280.43,17273.80,8933.99,51.72,53.37,33.25,3.98,1.44,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.65,3.05,-3.18,12.07,3.93
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",686.00,1536.87,2.40,1.85,77.08,77.08,477.29,114.44,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,3.91
Axis Bank,532215,AXISBANK,Banks,Private Sector Bank,1286.10,399236.64,129272.60,77132.26,59.67,63.58,15.36,2.01,0.60,1.78,7.28,16.30,81517.79,29815.46,0.00,0.00,0.00,6.02,1.65,-1.92,13.49,1.37
