Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Dharni Capital,543753,,Capital Markets,55.65,113.36,6.52,2.60,39.88,39.88,29.44,5.36,,17.92,0.10,20.02,3.12,2.61,0.26,0.00,0.00,4.38,0.00,0.00,0.41,3.39
Eicher Motors,505200,EICHERMOT,Automobiles,5714.50,156736.16,19519.14,4749.38,24.33,25.03,32.40,7.36,0.78,18.85,0.02,24.10,1840.83,2151.37,549.64,2529.75,1563.75,3.91,-0.88,0.80,0.07,3.27
Espire Hospi,532016,,Leisure Services,612.00,913.26,133.83,27.63,20.65,18.80,94.44,20.99,0.25,6.59,2.54,35.33,44.01,0.66,1.17,9.07,0.32,2.16,0.00,0.00,5.00,1.29
FlySBS Aviation,,FLYSBS,Transport Services,519.50,898.93,193.90,39.94,20.60,20.60,31.63,,0.15,21.13,0.12,26.22,86.95,1.47,20.87,4.10,8.91,4.74,,,0.44,0.00
Force Motors,500033,FORCEMOT,Automobiles,20047.00,26414.45,8484.08,1160.91,13.68,13.54,43.69,8.71,0.44,11.46,0.01,20.68,855.12,471.42,174.34,783.59,1183.76,3.69,0.23,1.41,0.02,2.51
Fortis Health.,532843,FORTIS,Healthcare Services,945.80,71403.94,8090.57,1736.09,21.46,20.40,77.61,8.01,2.53,6.67,0.28,10.13,-135.95,6.27,784.49,807.61,115.29,1.94,0.33,-0.22,1.74,0.32
Frontier Springs,522195,,Auto Components,5176.80,2039.66,255.93,60.34,23.58,21.47,48.08,16.45,0.72,23.68,0.05,32.50,45.97,0.92,38.44,29.73,39.68,2.80,0.12,0.00,0.10,4.73
Ganesh Infra.,,GANESHIN,Construction,236.20,1009.08,583.52,60.09,10.30,9.73,22.61,5.62,,21.63,0.21,36.18,121.61,3.81,116.92,40.82,39.93,5.98,-0.72,0.22,0.61,1.38
GE Vernova T&D,522275,GVT&D,Electrical Equipment,2916.90,74687.22,4664.09,1024.09,21.96,19.07,97.63,42.12,1.21,14.76,0.02,40.34,882.74,67.09,1468.92,1025.89,703.52,1.41,-1.43,1.45,0.03,0.77
GHV Infra,505504,,Construction,1743.80,2513.69,265.34,33.34,12.57,13.48,114.57,59.03,0.33,15.49,0.73,82.12,15.11,0.01,133.56,128.97,13.24,1.31,0.00,0.00,0.93,2.00
HBL Engineering,517271,HBLENGINE,Industrial Products,763.40,21161.06,2048.87,473.46,23.11,19.93,61.75,14.27,1.29,15.26,0.05,20.51,792.59,36.19,373.33,181.16,533.57,2.22,0.00,0.00,0.16,2.00
HDFC AMC,541729,HDFCAMC,Capital Markets,5481.50,117270.48,3690.55,2972.78,80.55,82.62,45.02,14.41,2.16,30.18,0.00,32.35,-141.31,619.81,133.18,39.56,0.00,3.01,-1.35,1.46,0.00,4.25
HDFC Bank,500180,HDFCBANK,Banks,1980.30,1519867.91,342193.10,136606.41,39.92,44.41,21.54,2.90,0.94,1.74,6.41,14.45,270754.86,144781.31,0.00,13653.91,0.00,5.95,0.09,0.54,11.89,2.82
Hitachi Energy,543187,POWERINDIA,Electrical Equipment,21120.00,94136.83,6536.59,669.52,10.24,9.48,186.35,22.34,6.47,5.77,0.02,13.79,3262.35,141.31,2109.58,2041.88,925.71,0.79,-2.07,2.23,0.12,3.12
Hyundai Motor I,544274,HYUNDAI,Automobiles,2246.70,182553.61,66704.55,8586.57,12.87,12.87,33.93,11.58,1.40,19.97,0.05,42.18,4256.14,849.54,2241.40,6972.62,3404.36,4.20,0.75,-0.09,0.12,0.82
Iconik Sports,511260,,Finance,65.33,221.09,12.71,1.80,14.16,28.17,204.71,3.47,1.15,9.49,0.12,15.02,6.37,0.17,11.40,0.00,0.00,0.87,-0.05,5.35,2.35,0.00
Ideal Technopl.,,IDEALTECHO,Industrial Products,214.00,107.00,28.48,4.98,17.49,17.49,37.15,4.51,,10.94,0.50,19.30,5.38,0.36,1.12,1.68,5.30,3.87,0.00,0.00,2.60,0.44
Indian Bank,532814,INDIANB,Banks,670.70,90340.87,63283.90,43060.82,68.04,68.06,7.87,1.26,0.20,1.35,10.89,17.09,36744.95,9788.23,0.00,1995.02,0.00,6.35,0.27,-0.20,14.52,1.12
Indosolar,533257,WAAREEINDO,Electrical Equipment,378.20,1573.45,518.03,159.03,30.70,29.34,8.91,38.94,0.11,27.99,1.24,420.20,-27.02,2.60,4.66,82.93,74.43,7.84,0.05,0.01,0.40,0.00
InfoBeans Tech.,543644,INFOBEAN,IT - Software,639.75,1564.53,409.67,75.96,18.54,17.32,28.76,4.69,-2.67,9.84,0.06,12.37,115.98,22.74,86.43,3.42,0.00,4.80,0.00,-0.11,0.27,0.00
Interglobe Aviat,539448,INDIGO,Transport Services,5969.50,230748.06,81728.60,18064.70,22.10,22.34,34.50,24.79,0.81,5.89,7.21,103.80,-8296.30,3673.60,739.80,4190.90,820.30,4.45,3.36,2.19,5.40,0.83
J K Cements,532644,JKCEMENT,Cement & Cement Products,6940.00,53624.17,12424.11,2228.54,17.94,17.12,58.48,8.81,13.44,5.11,0.99,13.87,627.95,287.66,786.55,1098.07,1175.13,3.11,-1.45,1.42,3.32,2.74
Karnika Industri,,KARNIKA,Textiles & Apparels,744.70,923.39,172.55,26.03,15.09,15.09,51.21,13.00,0.88,13.14,0.85,29.05,55.93,3.73,74.57,20.96,50.01,2.91,0.00,0.01,2.10,0.57
Kilburn Engg.,522101,,Industrial Manufacturing,543.65,2665.94,468.23,115.87,24.75,23.79,36.97,5.46,,10.26,0.19,17.17,223.42,5.04,105.48,63.50,47.98,4.11,1.82,-0.34,0.78,2.05
Kovai Medical,523323,KOVAI,Healthcare Services,6467.10,7075.01,1429.93,405.25,28.34,28.46,32.10,6.52,1.24,12.94,0.38,21.23,61.44,22.65,30.84,29.49,16.40,4.55,0.49,0.17,1.26,0.74
M & M,500520,M&M,Automobiles,3282.20,408151.03,167522.29,31502.87,18.81,19.17,29.73,5.30,1.09,5.51,1.67,18.05,14303.79,4380.32,8279.70,30855.30,20330.93,5.71,-0.20,0.23,4.37,0.63
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,281.55,436.12,149.73,18.00,12.02,12.02,46.74,4.85,,3.37,1.18,10.95,66.04,6.07,1.90,29.24,74.90,4.25,0.00,0.19,5.07,0.00
Marico,531642,MARICO,Agricultural Food & other Products,710.20,92171.56,11447.00,2168.00,18.94,19.75,55.23,23.15,5.74,21.01,0.14,41.34,1247.00,227.00,1271.00,1363.00,1235.00,2.41,-1.51,1.53,0.25,4.67
Mason Infratech,,MASON,Realty,208.00,365.51,112.10,27.80,24.80,24.80,21.39,5.50,,14.49,0.68,38.47,15.33,0.17,56.84,28.60,30.72,6.20,0.00,-0.04,1.79,4.91
Max Healthcare,543220,MAXHEALTH,Healthcare Services,1267.10,123180.73,7513.08,1984.20,26.41,26.30,102.69,13.13,4.56,8.32,0.32,12.72,-221.20,83.94,687.31,807.92,106.21,1.40,-0.18,0.02,1.72,3.59
Nikita Papers,,NIKITA,"Paper, Forest & Jute Products",111.55,275.17,364.42,44.53,12.22,12.22,11.95,,0.24,6.75,2.14,25.37,66.84,14.76,109.97,36.80,58.80,9.93,,,4.53,2.15
OBSC Perfection,,OBSCP,Auto Components,303.00,740.91,142.79,25.39,17.78,17.78,44.21,7.12,0.66,13.68,0.26,25.00,51.18,2.41,34.93,25.31,26.69,3.16,-0.49,-1.45,1.14,2.51
Oswal Pumps,544418,OSWALPUMPS,Industrial Products,803.95,9163.21,1430.31,419.85,29.35,29.35,32.65,,0.21,35.48,0.72,87.47,347.29,2.62,627.11,79.31,212.26,4.32,,,0.81,1.84
P & G Health Ltd,500126,PGHL,Pharmaceuticals & Biotechnology,6182.50,10262.57,1272.91,408.73,32.11,34.10,34.14,19.11,3.48,24.75,0.01,36.42,311.08,14.38,145.40,171.60,109.37,3.98,-0.06,0.13,0.02,4.88
Parin Enterpris.,,PARIN,Consumer Durables,410.40,456.28,167.66,19.20,11.45,11.45,66.03,7.14,3.51,4.85,1.48,11.36,57.76,-0.62,45.39,18.80,87.82,2.83,0.00,0.00,6.18,2.75
Parth Electrical,,PARTH,,201.35,275.20,174.67,17.61,10.08,10.08,27.25,,0.26,11.66,0.82,36.67,8.77,1.53,25.37,18.03,14.73,6.17,,,1.92,0.00
Powergrid Infra.,543290,PGINVIT,Power,90.75,8258.24,1264.19,1684.53,133.25,133.12,7.16,1.07,0.20,11.62,0.14,15.36,882.51,39.21,222.83,1.89,30.73,16.18,,,0.76,3.97
Pramara Promotio,,PRAMARA,Media,232.70,210.24,86.42,12.49,14.45,14.45,35.63,3.38,0.56,6.65,0.55,12.39,70.10,1.17,32.09,7.14,39.46,5.29,-0.03,-0.01,2.71,0.34
Prizor Viztech,,PRIZOR,Industrial Manufacturing,265.00,283.32,70.98,15.21,21.43,21.43,27.91,6.61,0.05,24.93,0.18,41.01,37.36,0.05,15.74,2.64,28.50,5.19,0.00,-0.01,0.50,4.57
R M Drip & Sprin,544456,RMDRIP,Industrial Products,671.90,1678.41,130.34,35.71,27.40,27.40,70.14,21.00,0.35,21.79,0.32,39.70,75.78,0.66,107.21,12.84,17.54,1.99,0.35,0.85,0.75,4.01
Radico Khaitan,532497,RADICO,Beverages,2823.90,37802.85,5220.66,756.87,14.50,13.92,92.77,14.04,8.40,7.98,0.28,13.62,1008.08,1.24,1182.18,664.66,1105.46,1.61,-0.81,0.82,1.21,3.99
Rajesh Power,544291,,Other Utilities,1577.05,2839.86,1071.94,124.60,11.62,11.62,32.81,11.08,0.17,22.58,0.22,50.83,114.74,7.13,181.71,120.51,62.85,4.48,-2.55,-1.48,0.43,2.65
RRPSemiconductor,504346,,Finance,3812.40,5194.01,31.59,11.33,35.87,35.87,613.95,307.34,1.55,43.08,0.71,196.29,28.94,0.36,24.15,6.35,0.00,0.22,0.00,0.00,1.03,0.00
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,902.90,18848.34,1860.62,478.86,25.74,23.78,77.50,8.68,0.32,6.45,0.13,10.92,767.34,39.23,352.87,332.65,118.33,2.07,8.38,2.21,0.74,0.77
Shree Refrigerat,544458,,Industrial Manufacturing,191.60,682.68,98.73,27.05,27.40,27.40,49.61,,0.82,8.70,0.36,15.03,99.28,0.27,95.20,17.06,47.40,3.23,,,1.83,0.05
Sirca Paints,543686,SIRCA,Consumer Durables,464.65,2546.69,409.37,75.95,18.55,18.05,47.95,7.28,2.34,12.25,0.00,14.92,220.26,3.95,93.30,38.74,108.02,2.89,0.00,0.90,0.00,1.22
SKM Egg Prod.,532143,SKMEGGPROD,Food Products,347.15,914.05,555.69,65.10,11.72,15.71,23.58,3.02,0.33,7.11,0.49,11.80,174.43,15.33,28.70,24.61,104.44,7.20,0.00,0.22,2.27,0.00
SML ISUZU,505192,SMLISUZU,"Agricultural, Commercial & Construction Vehicles",4122.60,5965.40,2498.22,258.02,10.33,9.75,41.94,15.59,0.88,9.69,0.85,36.41,131.59,7.52,265.25,370.13,577.99,3.46,0.25,0.49,1.51,2.79
Sobhagya Mercant,512014,,Commercial Services & Supplies,860.90,723.16,160.40,25.53,15.92,15.92,46.57,9.05,3.78,11.97,0.08,24.43,75.32,0.00,107.24,70.15,1.95,3.41,0.00,0.00,0.27,0.00
Thyrocare Tech.,539871,THYROCARE,Healthcare Services,1376.20,7293.10,723.47,204.41,28.25,27.59,69.31,13.34,-3.79,12.86,0.05,16.01,78.52,16.11,73.00,76.21,46.54,2.27,-0.43,0.82,0.15,4.10
Tilaknagar Inds.,507205,TI,Beverages,504.50,9777.90,1530.24,299.21,19.55,17.77,35.17,11.07,0.38,20.44,0.05,29.89,479.98,19.99,410.51,147.83,165.24,2.97,0.12,-0.03,0.15,3.72
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,3617.80,122437.29,11835.00,3849.00,32.52,32.31,60.63,16.13,2.86,13.26,0.42,26.52,793.17,-62.00,1866.45,1820.02,2541.25,2.41,0.29,-0.22,1.06,4.54
Travel Food,544443,TRAVELFOOD,Leisure Services,1147.80,15114.17,1687.74,554.12,32.83,32.83,41.70,,0.13,21.49,0.32,39.10,-242.70,122.22,106.18,374.34,8.89,3.56,,,0.61,3.38
TVS Motor Co.,532343,TVSMOTOR,Automobiles,3019.20,143438.30,46088.61,6963.07,15.11,14.91,60.51,16.87,1.44,5.15,3.36,28.39,2295.40,84.23,1716.75,7561.26,2416.58,3.52,-0.93,0.94,4.84,0.84
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,261.00,274.40,89.85,13.49,15.01,15.01,34.26,4.39,,10.85,0.02,13.56,19.06,0.66,7.54,6.86,3.76,4.09,0.00,0.00,0.13,2.61
Valiant Commun.,526775,,Telecom -  Equipment & Accessories,926.40,706.66,55.52,15.84,28.53,27.10,63.04,11.48,0.96,14.75,0.03,16.95,51.38,1.87,19.72,4.24,18.11,2.18,0.60,0.00,0.14,0.39
Vishal Mega Mart,544307,VMM,Retailing,144.19,67212.31,11260.37,1623.78,14.42,14.28,97.71,10.36,2.08,6.83,0.27,10.51,768.78,67.87,66.44,1478.57,1850.31,1.58,15.09,5.82,1.60,3.34
Voler Car,,VOLERCAR,Transport Services,176.50,196.68,42.40,4.77,11.25,11.25,45.01,5.31,0.64,16.11,0.00,21.80,36.46,0.75,4.48,2.53,0.00,3.17,,,0.00,0.28
Yatharth Hospit.,543950,YATHARTH,Healthcare Services,714.85,6887.89,926.48,231.07,24.94,25.01,48.44,4.29,1.11,9.49,0.01,10.53,771.15,21.83,301.51,29.14,20.95,2.98,-0.04,-0.11,0.06,3.16
Zinka Logistics,544288,BLACKBUCK,Transport Services,553.35,9923.32,478.21,125.15,26.17,21.84,27.40,7.93,0.59,31.88,0.03,42.95,732.40,-320.53,27.35,17.70,0.00,1.45,3.22,8.93,0.28,3.63
