Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,596.65,71.88,1431.32,349.03,56.69,16.24,16.24,32.63,5.21,0.61,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.1,-0.05,0.33,0.01,0.17,3.92
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,207.0,61.01,230.09,89.63,14.95,16.68,16.68,23.8,4.2,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,6.05,2.76,0.0,0.88,0.0,3.59
ACE Alpha Tech,544431.0,,INE0S9X01011,IT - Software,Computers - Software & Consulting,140.0,63.14,245.81,24.23,19.03,78.54,78.54,16.19,3.56,0.25,28.52,0.0,29.75,43.05,2.57,23.69,0.0,5.53,8.52,-3.3,-0.55,0.0,0.0,1.75
ACME Solar Hold.,544283.0,ACMESOLAR,INE622W01025,Power,Power Generation,403.25,57.42,28504.71,2369.9,2057.79,86.83,88.04,47.85,4.88,0.32,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,4.93,12.05,0.79,9.71,0.05,2.0
Ador Welding,517041.0,ADOR,INE045A01017,Industrial Products,Other Industrial Products,1681.8,61.92,2926.75,1193.54,161.16,13.5,10.82,24.42,5.18,1.74,11.54,0.01,16.42,257.13,12.98,231.85,193.06,151.62,5.91,-2.16,0.68,0.02,1.37,4.67
Aeroflex,543972.0,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,525.3,69.1,6951.34,502.98,117.74,23.41,22.7,103.5,15.66,5.27,11.2,0.02,14.07,212.0,1.63,129.82,80.71,83.72,1.28,-2.32,2.12,0.1,0.07,3.97
Airfloa Rail,544516.0,,INE0XBS01012,Industrial Manufacturing,Industrial Products,465.05,84.56,1114.73,319.6,64.26,20.11,20.11,28.46,4.7,0.14,11.92,0.29,22.68,176.37,0.47,214.02,60.92,72.4,5.21,-0.25,-2.68,1.12,0.0,2.4
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3616.8,52.79,45195.2,5776.17,1467.06,25.4,27.5,39.88,10.0,1.67,20.63,0.06,27.14,1759.83,216.64,1853.88,544.3,938.54,3.38,3.44,-0.58,0.17,0.87,4.74
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,392.4,76.39,422.63,211.32,31.05,14.69,14.51,21.86,7.03,,20.25,0.25,29.43,55.96,0.64,63.24,13.92,0.0,6.59,1.18,0.04,0.5,0.0,4.99
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1410.0,59.86,17310.78,2590.4,836.69,32.3,31.27,27.91,5.14,5.02,14.87,0.02,17.88,1360.94,48.17,1072.96,372.37,691.93,5.0,-0.09,0.24,0.07,0.34,4.86
