Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
A B B,500002,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,6297.00,60.01,133438.70,13202.73,2043.00,15.47,15.47,79.93,17.03,2.69,12.83,0.01,22.39,6016.25,351.22,3176.33,3455.65,2052.98,1.76,0.84,-0.65,0.04,3.94
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2399.80,65.82,19647.43,1215.10,381.83,31.42,23.05,68.47,13.90,2.27,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,1.98,-0.89,-0.17,0.02,2.48
Aditya Infotech,544466,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,1719.30,62.15,20253.02,3776.23,407.41,10.79,7.96,79.80,12.74,4.30,6.24,0.08,20.87,787.30,11.68,1053.91,1424.28,948.22,1.86,0.13,-0.07,0.34,2.26
AGI Infra,539042,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",311.70,64.38,3896.17,347.69,117.58,33.82,28.72,46.43,11.30,2.08,5.86,0.42,25.66,141.76,11.34,2.77,17.75,878.39,2.72,0.00,3.00,1.30,3.32
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,177.05,,213.38,20.49,10.20,49.78,49.78,32.09,,,43.59,0.17,91.72,1.86,0.07,4.92,3.49,3.30,4.31,,,0.25,0.00
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),231.30,75.05,270.95,13.29,7.82,58.84,58.51,52.21,5.17,31.08,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,2.84,0.00,0.00,0.49,4.80
Atlanta Electric,544527,ATLANTAELE,INE0Z4F01028,Electrical Equipment,Heavy Electrical Equipment,1179.20,72.72,9067.65,1515.38,267.07,17.62,15.56,58.06,11.54,0.65,16.64,0.46,40.80,531.17,12.16,210.70,337.95,384.95,2.98,0.31,0.21,1.35,0.00
Aurobindo Pharma,524804,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1291.40,60.75,75004.72,33181.86,6814.20,20.54,20.65,21.24,2.14,2.69,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.60,11191.88,7.61,0.06,-0.26,1.39,2.15
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,188.20,99.93,889.44,220.50,31.00,14.06,18.43,32.39,7.25,0.06,21.00,0.40,39.84,80.42,1.53,72.82,29.40,60.94,3.32,0.00,0.00,1.58,0.00
Bhaskar Agrochem,524534,,INE972C01018,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,195.35,78.08,101.77,115.65,12.11,10.47,10.00,15.75,4.89,0.40,7.20,0.74,24.71,7.15,-0.30,29.47,25.70,28.15,8.93,0.00,0.00,1.48,2.28
CCL Products,519600,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1087.60,63.34,14522.50,4068.78,704.41,17.31,17.87,38.68,6.96,2.59,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.65,-0.30,0.49,2.82,1.57
Coal India,533278,COALINDIA,INE522F01014,Consumable Fuels,Coal,468.15,63.83,288508.13,138777.62,40358.98,29.08,32.83,9.66,2.74,0.36,14.25,0.13,38.89,48598.10,10896.19,14420.39,9839.56,11532.25,15.31,-0.27,0.26,0.33,1.65
Corona Remedies,544644,CORONA,INE02ZQ01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,1650.50,59.62,10094.47,1196.42,240.68,20.12,20.12,63.39,15.32,0.12,17.00,0.10,27.55,103.48,5.23,160.08,140.75,107.30,2.07,,,0.30,2.85
Hitachi Energy,543187,POWERINDIA,INE07Y701011,Electrical Equipment,Heavy Electrical Equipment,25025.00,60.17,111542.34,7277.34,1037.17,14.25,9.48,126.46,24.34,4.39,5.77,0.02,13.79,3610.83,203.27,2094.80,1930.85,1183.60,1.12,-0.75,1.02,0.07,4.94
HRS Aluglaze,544656,,INE1E1V01017,Industrial Manufacturing,Industrial Products,265.40,93.37,511.75,42.11,10.70,25.41,25.41,99.37,,,8.37,1.92,34.25,-2.87,0.04,13.19,11.82,15.54,1.71,,,4.12,2.96
Ipca Labs.,524494,IPCALAB,INE571A01038,Pharmaceuticals & Biotechnology,Pharmaceuticals,1544.90,57.94,39194.76,9504.54,1923.55,20.24,19.46,37.11,5.28,-25.07,7.89,0.17,12.75,3714.40,-139.13,2077.06,821.60,2515.87,4.03,0.54,0.20,0.79,4.87
J B Chemicals &,506943,JBCHEPHARM,INE572A01036,Pharmaceuticals & Biotechnology,Pharmaceuticals,2138.60,64.46,34337.08,4193.04,1132.73,27.01,26.34,45.55,8.80,2.13,15.50,0.01,20.12,1880.96,62.65,937.73,409.74,576.58,2.97,-0.12,-0.76,0.02,2.57
Karnataka Bank,532652,KTKBANK,INE614B01018,Banks,Private Sector Bank,228.93,62.59,8657.71,8918.97,5907.59,66.24,68.33,7.50,0.69,0.21,1.07,8.27,11.10,16894.32,1432.26,0.00,0.00,0.00,6.81,-0.27,-2.91,14.19,4.21
Lupin,500257,LUPIN,INE326A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,2322.50,56.84,106148.29,26150.50,7651.59,29.26,23.24,21.34,5.40,0.36,12.41,0.32,20.62,9445.32,-85.88,6290.15,3407.15,5954.96,6.10,-0.98,1.00,0.93,2.32
Manilam Industries,,MANILAM,INE1ERK01013,Consumer Durables,Plywood Boards/ Laminates,58.15,63.18,127.05,140.03,17.62,12.58,12.58,17.26,,,4.77,1.84,24.40,19.25,2.14,80.04,48.55,48.18,9.03,,,3.65,3.08
Maruti Interior,543464,,INE0JSJ01014,Consumer Durables,Houseware,73.20,67.34,442.13,57.62,9.90,17.18,19.02,75.32,11.49,4.37,10.64,0.18,14.45,13.50,0.26,11.43,4.20,9.53,1.93,0.00,0.00,0.81,0.00
NTPC,532555,NTPC,INE733E01010,Power,Power Generation,380.95,55.26,369394.50,187530.56,54719.32,29.18,28.91,15.28,1.92,1.82,4.26,1.33,12.13,-13789.34,11890.68,31750.32,10231.93,16854.12,7.70,0.26,-0.16,5.37,3.43
Omnitech Engg.,544720,OMNI,INE0UH301010,Industrial Manufacturing,Industrial Products,243.99,,3017.33,344.82,114.62,33.24,33.24,50.30,,1.17,8.56,1.71,30.10,74.67,7.04,142.85,41.11,171.13,2.53,,,4.18,3.18
Onix Solar,513119,,INE173M01012,Non - Ferrous Metals,Copper,723.70,95.80,1814.33,127.96,15.50,12.11,3.78,119.52,292.51,2.56,6.68,0.00,30.92,4.65,0.44,23.63,36.04,0.00,0.88,0.00,0.00,0.00,0.00
Park Medi World,544645,PARKHOSPS,INE119201023,Healthcare Services,Hospital,199.16,58.66,8602.34,1393.57,375.13,26.92,26.92,40.63,,9.03,10.61,0.64,21.15,477.54,30.46,613.50,136.12,2.54,3.91,,,1.95,4.58
Prizor Viztech,,PRIZOR,INE0V9N01017,Industrial Manufacturing,Industrial Products,389.55,62.71,416.48,82.07,18.12,22.08,21.43,35.35,8.54,0.07,24.93,0.42,41.01,34.32,0.04,24.39,11.34,34.60,4.07,0.00,-0.03,1.15,4.99
PropshareTitania,544462,,INE19RO25021,Realty,Real Estate Investment Trusts (REITs),1080000.00,51.76,481.90,39.51,32.87,83.19,83.19,53.72,10.64,0.33,3.20,0.00,10.27,0.33,0.56,0.00,0.29,0.00,5.90,,,0.00,1.82
Sizemasters Tech,513496,,INE235U01012,Non - Ferrous Metals,Zinc,303.15,79.00,303.15,31.83,5.36,16.84,16.62,77.73,18.43,,7.49,0.20,18.90,16.54,0.65,10.18,7.24,5.76,1.99,0.00,0.00,0.55,1.57
Stellant Secu.,526071,,INE395F01023,Finance,Other Financial Services,655.65,57.90,242.75,44.94,35.27,78.48,89.36,9.17,7.32,0.04,79.38,0.00,81.90,39.88,0.14,1.49,0.00,9.07,16.99,0.00,0.00,0.00,4.12
Sun Pharma.Inds.,524715,SUNPHARMA,INE044A01036,Pharmaceuticals & Biotechnology,Pharmaceuticals,1777.10,53.49,426385.82,56809.09,17493.29,30.79,28.75,35.13,5.48,1.74,12.97,0.07,16.86,36721.17,456.93,15396.01,6705.56,10442.20,4.00,0.60,-0.43,0.31,4.00
Tata Power Co.,500400,TATAPOWER,INE245A01021,Power,Integrated Power Utilities,402.40,63.37,128580.46,64624.27,12977.52,20.08,18.58,33.99,3.41,1.65,3.05,1.86,10.97,-11313.90,3283.04,6798.91,7209.85,5251.53,6.13,0.86,-0.19,6.04,3.84
Titan Biotech,524717,,INE150C01029,Chemicals & Petrochemicals,Specialty Chemicals,396.55,71.93,1638.49,192.53,33.47,17.38,16.25,60.24,9.84,-261.91,12.98,0.05,15.01,57.55,4.68,29.64,6.08,45.62,2.05,0.00,0.00,0.26,3.02
Torrent Pharma.,500420,TORNTPHARM,INE685A01028,Pharmaceuticals & Biotechnology,Pharmaceuticals,4270.20,50.03,144522.97,12742.00,4167.00,32.70,32.31,62.69,17.11,2.96,13.26,0.33,26.52,1757.00,-142.00,2185.00,1675.00,2467.00,2.22,-0.12,0.21,0.87,4.74
Unihealth Hosp,,UNIHEALTH,INE0PRF01011,Healthcare Services,Hospital,395.35,78.75,620.70,122.47,53.13,43.38,33.28,25.73,4.89,0.44,12.49,0.14,16.03,112.05,4.05,112.25,7.92,3.81,7.89,0.52,0.00,0.35,0.00
Viram Suvarn,540252,,INE607V01028,Consumer Durables,"Gems, Jewellery And Watches",10.76,77.80,122.08,25.83,7.44,28.80,17.03,17.05,4.10,-3.34,13.61,0.00,14.40,18.56,1.72,2.85,1.59,7.60,7.55,0.00,0.00,0.00,3.93
