Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,409.35,71.34,981.99,277.91,47.08,16.94,15.84,28.32,3.93,0.36,15.26,0.0,18.44,124.13,6.04,52.77,13.87,52.08,5.2,0.28,0.29,0.02,2.77
Aeroflex,543972.0,AEROFLEX,INE024001021,Industrial Products,Iron & Steel Products,255.15,61.66,3382.31,407.78,88.59,21.72,21.22,68.86,9.17,2.8,13.14,0.03,16.57,164.45,0.86,123.31,75.0,72.25,2.0,0.07,0.29,0.14,3.43
AGI Infra,539042.0,AGIIL,INE976R01033,Realty,"Residential, Commercial Projects",310.65,57.68,3886.31,347.69,117.58,33.82,28.72,46.32,11.26,2.07,5.86,0.42,25.66,141.76,11.34,2.77,17.75,878.39,2.72,0.0,3.0,1.3,3.64
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,3282.9,70.19,27283.76,1082.97,487.52,45.02,45.01,74.53,33.71,2.23,32.68,0.1,45.33,475.56,55.63,41.11,0.25,0.0,1.87,0.72,1.1,0.16,1.23
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",457.5,66.73,541.45,151.68,22.56,14.87,10.78,42.23,6.34,0.22,12.68,0.3,45.92,77.21,0.14,73.48,33.72,46.54,3.92,,,1.18,1.19
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,183.15,,220.74,20.49,10.2,49.78,49.78,33.19,,,43.59,0.17,91.72,1.86,0.07,4.92,3.49,3.3,4.17,,,0.25,4.61
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1340.4,65.39,77719.53,33181.86,6814.2,20.54,20.65,22.01,2.22,2.79,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.6,11191.88,7.34,0.06,-0.26,1.39,1.43
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,240.05,99.96,1134.49,220.5,31.0,14.06,18.43,41.31,9.25,0.07,21.0,0.4,39.84,80.42,1.53,72.82,29.4,60.94,2.63,0.0,0.0,1.58,0.0
Belrise Industri,544405.0,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,191.67,54.92,17041.13,9230.62,1139.62,12.35,12.32,35.41,3.43,3.32,5.35,0.29,14.09,2326.48,93.54,1709.59,1307.61,960.03,4.91,5.27,1.23,1.6,4.62
CCL Products,519600.0,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1116.9,64.06,14904.19,4068.78,704.41,17.31,17.87,39.7,7.15,2.66,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.56,-0.3,0.49,2.82,0.72
Coal India,533278.0,COALINDIA,INE522F01014,Consumable Fuels,Coal,459.55,58.16,283082.19,138777.62,40358.98,29.08,32.83,9.48,2.69,0.35,14.25,0.13,38.89,48598.1,10896.19,14420.39,9839.56,11532.25,15.62,-0.27,0.26,0.33,3.46
GE Shipping Co,500620.0,GESHIP,INE017A01032,Transport Services,Shipping,1463.0,60.15,20907.17,5120.73,2708.09,52.88,50.3,9.24,1.37,0.2,10.9,0.08,14.09,8111.23,707.7,429.16,297.08,267.73,15.21,0.36,0.82,0.49,3.06
Granules India,532482.0,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,644.0,64.72,15617.68,5092.45,1085.39,21.31,21.15,28.74,3.92,5.82,8.21,0.45,13.86,669.59,18.32,760.54,755.08,1488.29,4.89,0.6,-0.3,2.2,0.77
GSP Crop Science,544733.0,GSPCROP,INE713R01022,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,385.85,,1793.46,1287.38,150.36,11.68,11.68,22.1,,9.21,7.35,0.61,19.79,251.21,14.39,645.33,481.49,345.1,6.7,,,2.31,3.49
Hitachi Energy,543187.0,POWERINDIA,INE07Y701011,Electrical Equipment,Heavy Electrical Equipment,25015.0,54.96,111390.88,7277.34,1037.17,14.25,9.48,126.29,24.33,4.39,5.77,0.02,13.79,3610.83,203.27,2094.8,1930.85,1183.6,1.12,-0.75,1.02,0.07,4.98
Hoac Foods,,HOACFOODS,INE0S6S01017,Food Products,Other Food Products,405.8,75.47,176.14,35.43,5.88,16.6,15.66,48.39,7.51,0.44,17.72,0.06,33.92,19.91,0.19,9.59,3.16,10.29,3.32,-7.9,-2.69,0.24,0.29
Karnataka Bank,532652.0,KTKBANK,INE614B01018,Banks,Private Sector Bank,229.7,57.96,8676.15,8918.97,5907.59,66.24,68.33,7.51,0.69,0.21,1.07,8.27,11.1,16894.32,1432.26,0.0,0.0,0.0,6.81,-0.27,-2.91,14.19,3.89
Lupin,500257.0,LUPIN,INE326A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,2279.9,48.28,104126.97,26150.5,7651.59,29.26,23.24,20.93,5.3,0.35,12.41,0.32,20.62,9445.32,-85.88,6290.15,3407.15,5954.96,6.22,-0.98,1.0,0.93,4.11
M B Agro Prod.,,MBAPL,INE900L01010,Fertilizers & Agrochemicals,Fertilizers,530.3,72.83,4646.85,1769.06,221.36,12.51,13.75,44.39,10.14,170.73,6.57,0.68,15.23,179.16,14.08,306.83,271.14,238.34,4.04,0.0,-0.24,1.57,3.56
Manilam Industries,,MANILAM,INE1ERK01013,Consumer Durables,Plywood Boards/ Laminates,57.25,57.19,125.08,140.03,17.62,12.58,12.58,16.99,,,4.77,1.84,24.4,19.25,2.14,80.04,48.55,48.18,9.12,,,3.65,4.58
Maruti Interior,543464.0,,INE0JSJ01014,Consumer Durables,Houseware,70.21,56.81,424.07,57.62,9.9,17.18,19.02,72.24,11.02,4.19,10.64,0.18,14.45,13.5,0.26,11.43,4.2,9.53,2.01,0.0,0.0,0.81,4.48
Natco Pharma,524816.0,NATCOPHARM,INE987B01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,1028.55,63.67,18416.96,4560.2,1857.0,40.72,49.58,11.83,2.13,0.08,24.23,0.03,28.0,5266.7,286.1,1718.9,512.6,818.0,11.81,-0.48,1.07,0.14,2.93
O N G C,500312.0,ONGC,INE213A01029,Oil,Oil Exploration & Production,281.85,59.18,354698.67,659253.86,99620.39,15.11,14.52,9.34,0.96,-1.14,5.15,0.48,10.63,-20933.2,12917.01,21037.36,38229.06,55460.72,15.62,-0.27,0.45,2.33,3.85
Onix Solar,513119.0,,INE173M01012,Non - Ferrous Metals,Copper,790.2,97.19,1981.04,127.96,15.5,12.11,3.78,130.5,319.39,2.79,6.68,0.0,30.92,4.65,0.44,23.63,36.04,0.0,0.8,0.0,0.0,0.0,0.0
Powerica Ltd,544744.0,POWERICA,INE921L01032,,,396.55,,5018.41,2653.27,336.63,12.69,12.69,32.07,,0.32,6.96,0.48,15.67,509.04,66.69,342.37,387.49,315.11,4.9,,,2.16,0.61
Pradeep Metals,513532.0,,INE770A01010,Auto Components,Auto Components & Equipments,387.8,67.86,669.73,334.09,50.2,15.03,14.96,24.7,4.59,3.83,10.14,0.46,20.48,60.49,3.66,79.24,35.7,71.05,5.98,0.0,0.0,1.53,4.24
PropshareTitania,544462.0,,INE19RO25021,Realty,Real Estate Investment Trusts (REITs),1055000.0,41.8,470.74,39.51,32.87,83.19,83.19,52.48,10.4,0.33,3.2,0.0,10.27,0.33,0.56,0.0,0.29,0.0,6.04,,,0.0,4.09
Sai Parenteral's,544742.0,SAIPARENT,INE0H9F01037,,,406.65,,1793.45,163.1,39.38,24.14,24.14,124.37,,,5.34,0.38,17.14,153.66,0.67,151.04,66.31,73.59,1.71,,,2.45,4.14
Sedemac Mechatro,544723.0,SEDEMAC,INE00XB01019,Auto Components,Auto Components & Equipments,1680.2,78.39,7461.47,658.36,120.96,18.37,18.37,159.06,,1.16,10.5,0.21,21.95,46.75,4.11,43.94,85.79,135.26,1.06,,,0.81,1.72
Sizemasters Tech,513496.0,,INE235U01012,Non - Ferrous Metals,Zinc,342.2,84.13,342.2,31.83,5.36,16.84,16.62,87.74,20.8,,7.49,0.2,18.9,16.54,0.65,10.18,7.24,5.76,1.76,0.0,0.0,0.55,0.78
Sobhagya Mercant,512014.0,,INE754D01018,Commercial Services & Supplies,Diversified Commercial Services,876.15,68.17,762.25,210.76,35.14,16.67,14.25,31.83,7.64,2.58,11.97,0.14,24.43,91.78,0.0,140.77,84.05,1.31,4.49,0.0,13.83,0.38,4.83
Speciality Medi.,544738.0,,INE0R0M01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,128.05,,112.5,58.27,9.13,15.67,15.67,13.07,,0.16,27.48,0.17,37.85,29.62,0.27,9.58,0.97,17.38,7.88,,,0.55,1.12
Stellant Secu.,526071.0,,INE395F01023,Finance,Other Financial Services,664.0,56.5,245.84,44.94,35.27,78.48,89.36,9.28,7.41,0.04,79.38,0.0,81.9,39.88,0.14,1.49,0.0,9.07,16.74,0.0,0.0,0.0,2.9
Striders Impex,,STRIDERS,INE1XWN01017,Consumer Durables,Leisure Products,67.05,55.93,124.83,60.53,8.98,14.84,14.84,15.56,,0.03,20.44,1.42,76.53,4.09,0.09,20.81,5.38,12.71,6.03,,,2.35,4.21
Strides Pharma,532531.0,STAR,INE939A01011,Pharmaceuticals & Biotechnology,Pharmaceuticals,981.05,72.03,9055.66,4725.61,902.39,19.1,17.59,16.48,3.28,0.1,60.15,0.67,150.67,422.78,109.93,1129.53,1188.67,1459.49,8.02,0.04,1.01,2.14,4.29
Titan Biotech,524717.0,,INE150C01029,Chemicals & Petrochemicals,Specialty Chemicals,529.2,83.95,2186.57,192.53,33.47,17.38,16.25,80.39,13.13,-349.52,12.98,0.05,15.01,57.55,4.68,29.64,6.08,45.62,1.54,0.0,0.0,0.26,0.0
Titan Company,500114.0,TITAN,INE280A01028,Consumer Durables,"Gems, Jewellery And Watches",4246.1,57.74,376912.29,75580.0,7955.0,10.53,9.42,77.24,29.44,5.28,9.24,0.97,31.75,9184.0,333.0,1437.0,2544.0,37657.0,1.98,0.84,-0.56,1.62,3.06
Unihealth Hosp,,UNIHEALTH,INE0PRF01011,Healthcare Services,Hospital,400.1,65.07,628.16,122.47,53.13,43.38,33.28,26.04,4.95,0.45,12.49,0.14,16.03,112.05,4.05,112.25,7.92,3.81,7.8,0.52,0.0,0.35,2.41
Viram Suvarn,540252.0,,INE607V01028,Consumer Durables,"Gems, Jewellery And Watches",11.81,83.11,134.0,25.83,7.44,28.8,17.03,18.71,4.5,-3.67,13.61,0.0,14.4,18.56,1.72,2.85,1.59,7.6,6.87,0.0,0.0,0.0,2.32
Yaap Digital,,YAAP,INE0U0J01015,Media,Advertising & Media Agencies,162.95,66.25,341.1,152.54,16.01,10.5,10.5,32.0,,1.6,10.36,1.02,66.21,24.61,1.73,40.65,48.53,0.0,5.04,,,1.45,2.89
