Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
A B B,500002.0,ABB,INE117A01022,Electrical Equipment,Heavy Electrical Equipment,7582.65,81.67,160682.67,13202.73,2044.9,15.49,15.49,96.26,20.51,3.23,12.83,0.01,22.39,6016.25,349.32,3176.33,3455.65,2052.98,1.45,0.13,0.55,0.04,3.1
Adani Energy Sol,539254.0,ADANIENSOL,INE931S01010,Power,Power Distribution,1361.6,82.23,163566.67,26519.34,7801.47,29.42,29.73,72.74,7.06,2.88,3.37,1.95,13.64,4156.33,814.13,6160.26,4390.34,710.62,3.26,0.1,-1.24,6.81,1.95
Adani Green,541450.0,ADANIGREEN,INE364U01010,Power,Power Generation,1214.6,80.96,200066.03,12499.0,10279.0,82.24,79.28,121.26,10.27,2.15,2.32,4.52,14.61,-6165.0,603.0,1898.0,405.0,105.0,2.85,0.25,-0.32,11.01,1.98
Adani Ports,532921.0,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1603.8,67.94,369509.0,36486.63,21627.4,59.27,59.53,29.29,5.51,1.07,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,4.51,-0.03,0.15,3.05,0.5
Adani Power,533096.0,ADANIPOWER,INE814H01029,Power,Integrated Power Utilities,214.25,90.23,413174.53,54254.83,19886.27,36.65,38.11,36.05,7.09,0.96,12.46,0.83,26.1,9774.09,2156.96,9437.92,2976.65,3140.31,3.86,0.28,0.09,2.76,1.36
Aditya AMC,543374.0,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,1048.65,58.05,30285.6,1815.63,1082.18,59.6,64.91,29.7,8.44,2.6,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.0,4.62,0.76,-0.3,0.05,3.1
Aditya Infotech,544466.0,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,2279.0,72.98,26846.2,3776.23,407.41,10.79,7.96,105.72,16.82,5.7,6.24,0.08,20.87,787.3,11.68,1053.91,1424.28,948.22,1.46,4.56,1.35,0.34,3.64
AIA Engineering,532683.0,AIAENG,INE212H01026,Industrial Products,Castings & Forgings,4078.35,69.09,38059.27,4310.63,1195.12,27.72,26.91,32.66,5.13,1.7,13.66,0.14,15.42,6091.93,442.71,793.5,204.05,1173.69,3.99,-0.23,0.22,0.67,3.04
Aimtron,,AIMTRON,INE0RUV01018,Industrial Manufacturing,Industrial Products,1018.4,70.91,2098.84,224.08,49.39,22.04,20.36,60.43,10.44,,15.88,0.0,24.8,167.99,2.87,47.5,23.66,83.17,2.26,-0.22,-0.25,0.01,2.08
Alufluoride,524634.0,,INE058F01019,Chemicals & Petrochemicals,Commodity Chemicals,564.0,75.99,441.07,211.19,42.79,20.26,19.31,18.62,3.9,0.25,14.17,0.29,20.79,64.89,-0.15,17.53,7.31,16.23,7.65,0.0,0.0,0.9,2.75
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,3617.5,72.81,30032.68,1107.48,471.84,42.6,42.6,76.74,29.32,2.36,34.03,0.08,45.3,611.04,100.34,41.39,0.13,0.0,1.82,-0.35,-0.88,0.15,3.15
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",511.0,73.89,604.75,151.68,22.56,14.87,10.78,47.17,7.09,0.25,12.68,0.3,45.92,77.21,0.14,73.48,33.72,46.54,3.53,0.29,-1.1,1.18,3.57
Angel One,543235.0,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,321.0,77.99,29238.64,5136.61,1817.88,35.39,35.39,32.03,4.8,26.25,4.49,1.3,15.59,8087.75,15.63,434.45,9170.28,0.0,8.01,0.77,0.36,4.65,2.8
Anondita Medi.,,ANONDITA,INE0VTV01012,Personal Products,Personal Care,1200.0,84.39,2170.4,76.99,25.69,33.37,33.37,94.55,19.98,,,0.43,41.72,91.55,0.13,48.1,6.37,14.5,1.15,-0.85,-0.84,1.87,1.23
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,7760.0,56.08,111576.93,24215.2,3528.0,14.57,13.92,61.36,12.19,3.38,7.77,0.88,18.42,3052.4,234.9,3464.8,2323.5,505.4,2.5,1.26,-0.92,2.74,4.19
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),272.5,83.02,319.21,13.29,7.82,58.84,58.51,61.5,6.09,36.61,9.39,0.07,10.84,13.0,-0.04,4.15,0.0,0.0,2.41,0.0,0.0,0.49,0.76
Astra Microwave,532493.0,ASTRAMICRO,INE386C01029,Aerospace & Defense,Aerospace & Defense,1143.05,70.92,10852.66,1082.42,289.74,26.77,25.63,67.64,9.33,1.16,8.96,0.24,14.43,1005.39,31.23,609.9,74.7,617.61,2.58,0.67,1.3,1.0,4.42
Atlanta Electric,544527.0,ATLANTAELE,INE0Z4F01028,Electrical Equipment,Heavy Electrical Equipment,1620.55,80.02,12461.45,1515.38,267.07,17.62,15.56,79.83,15.89,0.89,16.64,0.46,40.8,531.17,12.16,210.7,337.95,384.95,2.39,0.14,0.0,1.35,0.0
AU Small Finance,540611.0,AUBANK,INE949L01017,Banks,Other Bank,1056.5,69.07,79054.4,17887.79,9304.97,52.02,53.37,34.16,4.32,1.48,1.58,7.87,14.19,5735.08,3007.66,0.0,0.0,0.0,5.72,0.03,0.82,11.6,0.22
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1436.05,72.1,83405.96,33181.86,6814.2,20.54,20.65,23.53,2.41,2.98,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.6,11191.88,6.9,-1.84,1.29,1.39,1.62
Axis Bank,532215.0,AXISBANK,INE238A01034,Banks,Private Sector Bank,1368.6,64.99,425421.14,130819.57,77849.31,59.51,63.58,16.24,2.06,0.63,1.78,7.4,16.3,95364.34,30207.73,0.0,0.0,0.0,5.68,0.7,-0.54,14.07,3.5
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,291.7,99.98,1378.58,220.5,31.0,14.06,18.43,50.2,11.24,0.09,21.0,0.4,39.84,80.42,1.53,72.82,29.4,60.94,2.18,0.0,0.0,1.58,0.0
AXISCADES Tech.,532395.0,AXISCADES,INE555B01013,Aerospace & Defense,Aerospace & Defense,2000.65,73.23,8506.23,1153.92,181.35,15.72,14.0,77.62,12.33,1.57,6.96,0.37,12.67,338.79,12.56,345.91,77.93,65.14,1.95,0.69,-0.29,1.59,1.13
Beacon Trust.,,BEACON,INE639X01027,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",108.1,59.04,195.28,30.71,9.16,29.83,32.81,32.18,3.93,1.68,14.63,0.0,17.84,13.84,0.99,6.1,0.4,0.0,5.09,-0.11,0.15,0.0,0.0
Belrise Industri,544405.0,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,217.75,71.24,19377.1,9230.62,1139.62,12.35,12.32,40.26,3.92,3.77,5.35,0.29,14.09,2326.48,93.54,1709.59,1307.61,960.03,4.27,0.89,-0.04,1.6,3.78
Bharat Electron,500049.0,BEL,INE263A01024,Aerospace & Defense,Aerospace & Defense,449.85,55.65,328830.37,26535.27,7883.74,29.71,28.76,55.14,15.19,1.82,13.21,0.0,29.22,16495.15,650.42,10590.7,2907.66,10211.08,2.5,-0.47,1.0,0.01,4.98
Bharat Forge,500493.0,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,1870.0,65.47,89402.62,16136.21,2818.9,17.47,17.8,76.54,9.5,96.89,4.72,0.71,11.58,938.31,146.79,3092.39,2763.49,4010.72,2.16,-1.46,1.75,3.19,3.43
