Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,508.1,49.89,1218.91,349.03,56.69,16.24,16.24,27.79,4.43,0.52,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,5.04,-0.05,0.33,0.01,0.2,4.13
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,169.9,55.01,188.86,89.63,14.95,16.68,16.68,19.55,3.45,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,7.35,2.76,0.0,0.88,0.0,1.11
ACE Alpha Tech,544431.0,,INE0S9X01011,IT - Software,Computers - Software & Consulting,135.05,67.71,237.12,24.23,19.03,78.54,78.54,15.62,3.43,0.24,28.52,0.0,29.75,43.05,2.57,23.69,0.0,5.53,8.84,-3.3,-0.55,0.0,0.0,4.25
Aditya Birla Cap,540691.0,ABCAPITAL,INE674K01013,Finance,Investment Company,404.5,50.73,110677.65,45513.0,16698.16,36.69,36.69,28.34,3.11,-4.27,1.27,5.22,12.04,-106247.85,501.9,843.34,1842.17,0.0,6.0,-0.35,0.93,10.59,0.0,1.68
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,407.5,69.33,275.99,68.91,12.77,18.53,18.53,27.57,3.92,0.08,13.61,0.0,21.65,48.15,0.93,31.32,7.75,28.24,4.85,-6.95,-1.77,0.0,0.0,1.56
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3467.45,56.82,43320.75,5776.17,1467.06,25.4,27.5,38.22,9.58,1.6,20.63,0.06,27.14,1759.83,216.64,1853.88,544.3,938.54,3.5,3.44,-0.58,0.17,0.91,3.65
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,355.25,65.54,382.59,211.32,31.05,14.69,14.51,19.77,6.37,,20.25,0.25,29.43,55.96,0.64,63.24,13.92,0.0,7.8,1.18,0.04,0.5,0.0,3.46
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1157.0,43.99,14200.93,2590.4,836.69,32.3,31.24,22.8,4.27,2.96,15.79,0.02,18.99,2141.32,48.17,1072.96,372.37,691.93,6.16,-0.09,0.24,0.07,0.43,3.09
Alkem Lab,539523.0,ALKEM,INE540L01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,5751.5,65.51,68767.82,14712.27,3005.21,20.43,20.43,28.17,4.94,0.89,12.9,0.15,18.88,7427.82,408.52,2979.11,2244.18,3333.22,4.59,1.25,0.27,0.64,0.78,3.07
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8960.0,64.65,128831.07,25228.5,3769.3,14.94,14.94,65.88,13.62,1.93,9.42,0.9,22.11,418.5,217.3,3484.9,2251.8,542.4,2.29,0.96,-1.13,2.71,0.22,1.54
Apollo Ingredie.,503639.0,,INE314N01028,Commercial Services & Supplies,Diversified Commercial Services,137.67,99.71,143.18,4.9,0.92,18.78,18.78,201.66,20.48,1.55,15.97,0.0,17.17,4.09,0.13,0.57,0.18,0.0,0.69,0.0,0.0,0.03,0.0,0.0
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,434.15,72.05,523.23,30.65,11.46,37.39,37.39,69.67,10.7,0.74,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,2.2,,,0.4,0.0,2.02
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,278.5,72.04,477.65,46.57,7.45,16.0,16.0,103.38,20.48,0.54,14.12,0.31,30.47,15.93,0.13,18.76,8.15,13.57,1.53,0.0,0.0,1.0,0.0,1.57
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables,Consumer Electronics,174.0,78.34,379.53,118.57,19.03,16.05,16.05,31.11,3.85,,10.46,0.26,18.8,61.8,0.03,57.59,34.59,36.0,4.52,0.0,0.2,1.42,0.0,2.25
Artemis Medicare,542919.0,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,297.45,70.8,4708.84,1060.49,185.13,17.46,17.46,44.53,5.04,1.12,7.64,0.28,11.88,151.43,26.82,111.45,95.61,13.01,3.49,-0.49,0.09,1.54,0.15,3.43
Asian Energy,530355.0,ASIANENE,INE276G01015,Oil,Oil Equipment & Services,397.35,68.99,1932.32,791.05,95.35,12.05,12.05,33.45,3.6,0.64,7.75,0.32,12.93,376.29,3.0,347.73,229.58,0.29,4.63,-0.54,0.05,1.78,0.25,1.65
ASM Technologies,526433.0,,INE867C01010,IT - Software,Computers - Software & Consulting,4849.35,72.49,7073.54,528.52,100.83,19.08,19.08,117.67,23.04,1.35,15.16,0.42,25.47,116.0,6.09,115.72,28.05,69.63,1.33,0.29,0.26,1.38,0.34,4.14
Aster DM Health.,540975.0,ASTERDM,INE914M01019,Healthcare Services,Hospital,822.15,56.79,71664.54,4643.22,864.03,18.61,18.61,175.59,9.28,-134.04,6.11,0.49,10.7,968.63,92.89,307.23,481.51,91.16,1.01,-11.09,-6.86,3.06,0.61,3.04
Astra Microwave,532493.0,ASTRAMICRO,INE386C01029,Aerospace & Defense,Aerospace & Defense,1861.7,51.55,17675.9,1162.8,333.76,28.7,28.7,91.49,13.5,2.27,10.05,0.22,15.99,1102.22,26.29,687.64,113.51,616.35,1.93,0.67,3.18,0.91,0.12,4.77
AU Small Finance,540611.0,AUBANK,INE949L01017,Banks,Other Bank,1046.25,51.01,78425.71,19560.64,10699.71,54.7,53.76,27.46,3.99,1.21,1.51,8.44,14.32,6000.56,2856.55,0.0,0.0,0.0,5.72,1.51,-1.29,12.28,0.1,4.05
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1579.35,56.67,91728.92,33653.08,6845.73,20.34,20.34,25.83,2.45,1.14,6.57,0.21,10.06,14669.74,428.28,7094.37,5567.27,12052.94,6.2,-0.77,1.14,1.45,0.25,3.51
Avalon Tech,543896.0,AVALON,INE0LCL01028,Electrical Equipment,Other Electrical Equipment,1823.5,55.62,12183.06,1603.21,173.34,10.81,10.81,107.92,16.93,3.72,9.81,0.3,16.94,521.51,28.92,381.27,251.27,463.29,1.42,-1.45,1.39,1.26,0.0,1.83
Axis Solution,511144.0,,INE520G01024,IT - Software,Computers - Software & Consulting,349.75,75.2,1652.93,238.38,45.08,18.91,18.91,56.88,11.45,1.35,12.11,0.56,22.18,98.9,0.49,136.05,32.24,37.53,2.55,0.0,0.0,1.85,0.14,0.92
B&B Triplewall,543668.0,BBTCL,INE01EE01011,Industrial Products,Packaging,240.0,61.31,492.29,609.43,90.42,14.84,14.84,21.51,3.63,2.5,5.54,1.66,18.19,27.17,1.16,99.33,39.83,92.1,7.35,0.0,0.0,4.48,0.0,4.76
Bafna Pharma.,532989.0,BAFNAPH,INE878I01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,267.8,78.45,633.53,150.62,15.94,10.58,10.58,57.07,6.59,-475.58,6.76,0.39,12.27,32.46,4.76,43.93,31.29,28.9,2.27,0.0,0.0,2.56,0.0,0.52
Bagmane Prime REIT,544758.0,BAGMANE,INE2OVN25015,Realty,Real Estate Investment Trusts (REITs),105.34,64.34,35815.6,2370.75,1886.54,79.58,79.58,39.94,,,12.76,1.94,63.66,-1146.73,20.13,23.49,68.71,0.0,4.46,,,2.04,0.0,0.01
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,11506.0,72.9,316189.31,71460.48,14161.38,19.82,20.82,26.85,8.25,1.27,16.21,0.58,29.15,6901.99,3517.1,3473.44,8804.01,6294.49,5.03,-0.93,0.19,1.35,1.32,0.71
Bajaj Finance,500034.0,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1141.7,59.93,710817.21,85963.63,58573.63,68.14,68.29,34.75,6.25,1.87,3.81,3.82,18.25,16950.65,-240.16,1908.08,2104.53,0.0,5.35,1.2,-1.13,7.56,0.49,0.73
Bansal Roofing,538546.0,,INE319Q01012,Industrial Products,Iron & Steel Products,130.0,64.91,171.36,154.3,15.82,10.25,10.25,16.26,4.07,0.45,18.18,0.07,27.98,10.23,0.13,3.5,5.69,19.46,8.27,0.0,0.0,0.21,0.77,3.99
Bhagwati Auto,504646.0,,INE106G01014,Auto Components,Auto Components & Equipments,700.0,70.75,201.57,182.78,25.03,13.69,13.51,13.93,3.42,0.73,14.82,0.15,24.72,23.79,0.11,24.83,14.53,10.34,11.22,0.0,0.0,0.42,0.5,4.62
Bharat Forge,500493.0,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,2205.0,56.26,105418.64,16811.65,2917.21,17.35,17.35,93.43,10.96,2.81,5.4,0.76,11.99,447.49,44.24,3909.8,2995.66,4052.78,1.88,-0.44,0.89,3.54,0.39,1.47
Bio Medica Lab,,BMLL,INE1BKA01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,158.95,64.23,199.89,43.09,19.66,45.63,45.63,16.67,,,,1.51,45.23,35.49,0.02,10.85,5.57,36.37,7.95,,,2.16,0.0,1.94
Bosch,500530.0,BOSCHLTD,INE323A01026,Auto Components,Auto Components & Equipments,41085.85,56.95,121187.27,20034.7,2650.4,13.23,13.23,58.08,8.11,4.3,9.96,0.01,14.57,4123.1,1410.0,2772.7,3434.5,2124.2,2.55,0.12,-0.12,0.04,0.65,4.42
Choice Intl.,531358.0,CHOICEIN,INE102B01014,Finance,Holding Company,822.75,57.06,18328.96,1119.13,400.06,35.75,35.75,84.23,10.9,1.57,7.7,0.54,16.13,1367.73,25.37,436.68,50.28,23.85,2.23,-0.07,-1.31,2.24,0.0,4.39
Choksi Asia,530427.0,,INE865B01016,Healthcare Equipment & Supplies,Medical Equipment & Supplies,235.55,79.07,134.3,49.31,6.79,13.77,13.77,25.16,3.21,0.19,11.27,0.05,14.49,24.67,1.4,9.46,1.46,9.17,6.55,0.0,0.18,0.24,0.0,2.75
Cholaman.Inv.&Fn,511243.0,CHOLAFIN,INE121A01024,Finance,Non Banking Financial Company (NBFC),1849.8,53.16,157724.74,32662.59,22399.06,68.58,68.22,27.45,5.17,1.09,2.34,6.93,19.35,14067.6,484.22,327.05,212.05,0.0,6.5,0.71,-0.41,9.34,0.11,1.34
Citizen Solar,538786.0,,INE473L01018,Media,Print Media,305.0,71.68,428.32,310.92,33.31,10.71,10.71,19.09,3.94,0.02,24.64,2.53,96.43,-8.67,1.12,10.63,0.01,9.79,6.02,-0.25,0.0,3.27,0.0,4.22
Corona Remedies,544644.0,CORONA,INE02ZQ01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,2098.8,61.04,12836.29,1403.18,293.98,20.95,20.95,64.33,17.18,1.94,18.71,0.22,29.53,-12.86,-8.99,145.55,147.07,125.0,2.07,5.88,1.38,0.62,0.47,2.27
Cosmic CRF,543928.0,,INE0ORA01015,Industrial Products,Iron & Steel Products,1429.05,63.0,1315.62,716.6,78.45,10.95,10.95,26.02,2.95,,7.37,0.3,11.89,208.89,6.18,205.29,167.39,107.86,5.8,-0.02,-0.11,1.8,0.0,3.12
Cospower Engine.,543172.0,,INE0CQB01010,Industrial Manufacturing,Industrial Products,2045.0,58.25,375.56,107.17,22.93,21.4,21.4,28.85,7.94,0.1,18.44,0.59,39.81,38.41,0.23,41.56,6.13,10.48,5.55,0.0,0.0,1.3,0.0,4.44
Craftsman Auto,543276.0,CRAFTSMAN,INE00LO01017,Auto Components,Auto Components & Equipments,9864.0,71.97,25798.73,8716.85,1356.52,15.56,15.34,55.12,7.2,3.56,4.75,1.11,12.49,206.88,76.29,1110.54,1460.08,1745.41,3.28,4.61,2.09,3.72,0.11,3.96
Crazy Snacks,544807.0,,INE0RBX01014,Food Products,Packaged Foods,65.0,66.27,155.61,111.38,16.17,14.52,14.52,24.58,,0.56,7.37,1.45,20.34,11.73,1.01,27.58,5.15,13.26,6.82,,,3.65,0.0,0.11
CreditAcc. Gram.,541770.0,CREDITACC,INE741K01010,Finance,Microfinance Institutions,1592.8,65.66,25534.21,6379.52,3639.35,57.05,49.48,21.08,3.26,-10.59,2.6,3.01,10.51,1569.78,3.8,0.0,40.33,0.0,7.43,0.08,0.54,6.61,0.0,2.47
Cryogenic OGS,544440.0,,INE0TL001013,Industrial Manufacturing,Industrial Products,319.0,61.76,455.56,40.82,11.33,27.76,27.76,49.19,8.34,1.48,18.41,0.15,22.14,43.0,2.85,4.8,2.52,7.98,3.01,-1.86,-1.51,0.67,0.0,0.39
Cupid,530843.0,CUPID,INE509F01029,Personal Products,Personal Care,230.55,66.88,31001.12,391.4,150.43,38.43,38.43,286.41,68.77,5.6,23.39,0.13,27.3,302.62,0.0,100.79,30.5,70.04,0.47,0.17,3.16,0.39,0.0,1.73
Deep Industries,543288.0,DEEPINDS,INE0FHS01024,Oil,Oil Equipment & Services,596.85,71.9,3819.84,970.14,381.81,39.36,39.89,9.16,1.89,0.15,16.28,0.1,19.38,528.46,-128.49,480.14,93.23,94.28,10.91,0.4,-0.34,0.51,0.55,0.49
Devson Catalyst,544823.0,,INE2KRP01017,Chemicals & Petrochemicals,Specialty Chemicals,227.95,,309.75,55.78,16.76,30.05,30.05,25.24,,0.34,35.51,0.07,44.97,21.78,1.07,16.75,3.29,7.75,5.98,,,0.15,0.0,3.78
Dharni Capital,543753.0,,INE0M9Q01011,Capital Markets,Financial Products Distributor,65.0,75.03,132.41,9.55,3.22,33.72,33.72,28.35,5.13,0.49,17.13,0.15,19.88,-3.14,2.97,0.48,0.01,0.0,4.35,0.0,0.0,0.64,0.0,1.59
Divi's Lab.,532488.0,DIVISLAB,INE361B01024,Pharmaceuticals & Biotechnology,Pharmaceuticals,8082.05,78.93,214553.03,10560.0,3442.0,32.59,32.59,81.67,12.7,6.35,14.2,0.0,16.53,9053.0,433.0,2984.0,1211.0,3954.0,1.7,0.16,-0.1,0.0,0.37,0.0
Dr Lal Pathlabs,539524.0,LALPATHLAB,INE600L01024,Healthcare Services,Healthcare Service Provider,1891.7,72.22,31712.04,2890.8,837.7,28.98,28.36,56.38,12.67,1.89,18.01,0.08,22.3,693.28,75.0,110.69,180.6,43.86,2.51,0.22,0.17,0.26,0.75,1.46
