Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,Diversified,Diversified,35685.00,40217.00,4750.64,878.41,18.49,17.31,72.57,24.96,3.36,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.21,0.02,-0.41,0.12,3.55
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1491.10,322098.32,34745.59,20643.43,59.41,59.53,26.84,4.80,0.98,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.83,-0.12,0.08,3.19,2.13
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3839.60,36215.25,4309.96,1187.95,27.56,26.91,32.14,4.92,1.68,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,3.98,0.16,-0.34,0.70,0.30
Aimtron,,AIMTRON,Industrial Manufacturing,Industrial Products,1012.65,2067.21,224.08,49.39,22.04,20.36,59.51,10.39,,15.88,0.00,24.80,167.99,2.87,47.50,23.66,83.17,2.28,-1.15,-0.54,0.01,1.59
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5700.00,68152.05,13890.16,2810.50,20.23,19.38,28.99,5.11,3.12,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.22,0.13,0.36,0.81,2.86
Apis India,506166,,Food Products,Other Food Products,1097.90,604.95,365.95,37.48,10.24,10.21,26.31,3.91,0.54,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.42,0.00,0.00,1.32,0.00
Aprameya Enginee,,APRAMEYA,Healthcare Equipment & Supplies,Medical Equipment & Supplies,352.75,671.64,168.57,36.80,21.83,17.98,27.30,9.46,0.93,14.68,0.53,36.78,71.27,0.50,112.36,15.69,4.46,5.27,0.05,-0.41,1.00,1.70
ARCL Organics,543993,,Chemicals & Petrochemicals,Commodity Chemicals,413.95,331.16,287.73,30.66,10.66,9.50,17.80,3.74,3.30,7.56,0.39,17.25,39.98,3.24,50.08,37.28,16.61,8.02,0.00,0.00,1.23,3.19
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,997.35,25425.16,4684.11,752.02,16.05,16.67,88.64,6.87,369.33,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,2.06,3.38,1.13,5.07,1.50
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,742.55,7093.29,3728.75,531.43,14.25,13.78,17.81,4.97,0.30,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,6.51,0.09,1.60,2.36,1.64
