Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Acutaas Chemical,543349,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2039.20,64.48,16695.16,1215.10,381.83,31.42,23.05,58.18,11.81,1.93,12.13,0.01,16.00,570.72,36.26,291.48,149.20,190.98,2.34,-0.89,-0.17,0.02,3.81
Adani Ports,532921,ADANIPORTS,INE742F01042,Transport Infrastructure,Port & Port services,1540.10,58.03,354832.74,36486.63,21627.40,59.27,59.53,28.08,5.29,1.03,8.59,0.85,18.76,2609.64,1904.28,5576.58,2745.72,541.02,4.63,-1.14,-0.51,3.05,2.77
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,877.05,69.54,25327.37,1815.63,1082.18,59.60,64.91,24.88,7.11,2.18,24.44,0.02,26.99,-5.35,316.49,59.36,84.22,0.00,5.38,0.49,-0.13,0.05,3.79
Ajanta Pharma,532331,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,2940.10,67.32,36732.32,5201.63,1358.57,26.12,27.30,36.21,8.51,4.16,19.43,0.06,24.91,2233.83,128.75,1447.50,430.05,812.14,3.58,0.68,-0.56,0.19,2.67
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),179.55,76.10,210.33,13.29,7.82,58.84,58.51,40.53,4.01,24.13,9.39,0.07,10.84,13.00,-0.04,4.15,0.00,0.00,3.66,0.00,0.00,0.49,0.25
Ashok Leyland,500477,ASHOKLEY,INE208A01029,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,205.86,62.58,120919.17,53811.19,10427.68,19.38,18.97,33.53,9.61,0.12,4.47,4.33,28.82,8877.88,88.12,3406.86,6746.75,4611.09,5.77,0.14,0.09,5.55,4.44
Astral,532830,ASTRAL,INE006I01046,Industrial Products,Plastic Products - Industrial,1639.80,73.05,44053.25,6161.50,980.90,15.92,16.22,85.51,11.67,42.97,10.52,0.07,14.89,952.00,22.40,371.50,898.60,1076.30,1.69,1.70,-1.40,0.35,0.29
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1010.00,57.79,75531.16,17887.79,9304.97,52.02,53.37,32.65,4.16,1.41,1.58,7.87,14.19,5735.08,3007.66,0.00,0.00,0.00,5.79,-0.64,1.95,11.60,1.94
Automotive Axles,505010,AUTOAXLES,INE449A01011,Auto Components,Auto Components & Equipments,2032.90,58.85,3071.71,2073.07,222.67,10.74,10.59,18.62,3.05,0.67,11.91,0.01,16.58,765.23,23.38,391.30,245.08,230.12,7.26,0.40,-0.03,0.07,4.38
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1358.30,58.83,421939.67,130819.57,77849.31,59.51,63.58,16.07,2.05,0.62,1.78,7.40,16.30,95364.34,30207.73,0.00,0.00,0.00,5.70,-0.22,0.69,14.07,4.23
Axis Solution,511144,,INE520G01024,IT - Software,Computers - Software & Consulting,154.95,99.89,732.30,220.50,31.00,14.06,18.43,26.67,5.97,0.05,21.00,0.40,39.84,80.42,1.53,72.82,29.40,60.94,3.99,0.00,0.00,1.58,0.00
Aye Finance,544699,AYE,INE501X01029,Finance,Non Banking Financial Company (NBFC),128.91,,5653.09,1459.73,673.49,46.14,46.14,33.01,,0.42,3.05,2.75,11.98,1115.39,45.26,0.00,0.00,0.00,7.68,,,6.54,3.65
Bajaj Auto,532977,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,9697.50,56.43,271043.03,57718.86,11709.13,20.29,18.74,30.31,7.93,2.92,15.63,0.58,22.77,-1347.55,1836.32,3099.19,7666.69,2145.55,4.55,1.29,-0.82,1.50,2.45
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,165.61,57.63,75396.73,74518.88,53019.58,71.15,71.03,7.40,0.87,0.17,0.94,11.54,12.35,63717.28,9692.57,0.00,0.00,0.00,6.09,-0.45,1.58,15.77,2.87
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,65.52,55.02,50395.07,28257.38,18659.70,66.03,62.68,7.78,1.51,0.11,1.64,10.54,22.81,9929.94,3584.64,0.00,0.00,0.00,5.68,3.44,2.57,15.82,3.32
Belrise Industri,544405,BELRISE,INE894V01022,Auto Components,Auto Components & Equipments,184.80,57.70,16444.97,9230.62,1139.62,12.35,12.32,34.17,3.31,3.20,5.35,0.29,14.09,2326.48,93.54,1709.59,1307.61,960.03,5.08,5.27,1.23,1.60,4.74
Bharat Forge,500493,BHARATFORG,INE465A01025,Auto Components,Auto Components & Equipments,1727.40,73.76,82585.03,16136.21,2818.90,17.47,17.80,70.73,8.82,89.53,4.72,0.71,11.58,938.31,146.79,3092.39,2763.49,4010.72,2.36,1.97,-1.22,3.19,3.21
Brandman Retail,,BRANDMAN,INE0XUD01014,Consumer Durables,Footwear,222.35,,410.40,135.29,31.15,23.02,23.02,19.59,,,33.46,0.40,108.46,20.21,1.01,37.36,33.46,24.47,7.48,,,0.38,0.00
Britannia Inds.,500825,BRITANNIA,INE216A01030,Food Products,Packaged Foods,6106.00,59.20,147074.18,18864.86,3481.29,18.45,17.70,60.90,39.39,4.71,24.52,0.59,52.94,-293.48,231.60,497.27,1882.31,2199.63,2.27,0.16,-0.14,0.65,3.64
CCL Products,519600,CCL,INE421D01022,Agricultural Food & other Products,Tea & Coffee,1025.75,61.28,13696.63,4068.78,704.41,17.31,17.87,36.48,6.56,2.44,7.98,0.78,17.05,637.11,10.29,846.67,169.18,801.76,3.85,-0.30,0.49,2.82,4.53
Commerl. Synbags,539986,COMSYN,INE073V01015,Industrial Products,Packaging,187.28,85.95,748.22,380.83,43.57,11.44,8.86,27.63,4.74,-3.34,5.21,0.64,10.26,58.01,4.71,63.39,17.27,75.44,4.82,0.00,-0.11,2.48,1.43
Cons. Finvest,,CONSOFINVT,INE025A01027,Finance,Non Banking Financial Company (NBFC),239.03,76.70,773.61,66.63,66.02,99.08,99.19,12.23,0.74,0.03,10.56,0.00,11.80,1.29,3.69,0.00,0.04,0.00,9.01,0.00,0.02,0.00,1.23
Cummins India,500480,CUMMINSIND,INE298A01020,Industrial Products,"Compressors, Pumps & Diesel Engines",4524.80,66.53,125427.46,11602.39,2477.99,21.36,20.02,53.85,15.89,1.54,20.85,0.00,28.15,5023.17,655.77,2565.36,1524.44,1162.01,2.47,-1.13,1.07,0.01,1.95
Eicher Motors,505200,EICHERMOT,INE066A01021,Automobiles,2/3 Wheelers,8010.50,71.73,219727.41,22568.58,5529.09,24.50,25.03,40.68,9.95,0.98,18.85,0.02,24.10,2964.72,2182.23,411.39,2813.84,1834.71,3.16,0.02,0.03,0.06,1.34
Federal Bank,500469,FEDERALBNK,INE171A01029,Banks,Private Sector Bank,289.00,61.21,71181.78,28835.44,18950.02,65.72,69.68,17.38,1.96,0.61,1.25,8.71,12.86,26370.05,4459.80,0.00,0.00,0.00,6.30,1.39,-0.60,13.49,3.15
Force Motors,500033,FORCEMOT,INE451A01017,Automobiles,Passenger Cars & Utility Vehicles,24586.00,69.92,32395.16,8863.22,1389.09,15.67,13.61,33.77,9.24,0.34,11.53,0.00,20.82,1259.83,709.85,258.25,715.42,1237.56,3.79,0.32,0.19,0.00,1.85
Freshara Agro,,FRESHARA,INE0SFW01015,Food Products,Other Food Products,219.55,75.73,515.92,281.36,39.11,13.90,14.40,15.96,3.62,0.08,13.71,0.65,36.87,97.99,12.76,91.15,21.99,74.72,8.24,-0.39,0.09,1.88,1.08
GE Shipping Co,500620,GESHIP,INE017A01032,Transport Services,Shipping,1311.90,69.52,18729.62,5120.73,2708.09,52.88,50.30,8.28,1.23,0.18,10.90,0.08,14.09,8111.23,707.70,429.16,297.08,267.73,17.48,0.36,0.82,0.49,4.16
GE Vernova T&D,522275,GVT&D,INE200A01026,Electrical Equipment,Heavy Electrical Equipment,3670.20,69.17,93975.47,5721.77,1490.83,26.06,19.36,84.09,45.04,1.04,14.76,0.01,40.35,1105.50,5.49,1929.43,1380.54,934.66,1.63,-1.93,2.31,0.02,3.90
Happy Forgings,544057,HAPPYFORGE,INE330T01021,Industrial Products,Castings & Forgings,1281.40,70.93,12087.18,1474.47,439.63,29.82,28.88,42.29,6.17,1.80,13.05,0.10,15.46,647.93,34.90,379.72,42.32,225.08,3.20,-0.29,-0.19,0.49,4.30
HDFC AMC,541729,HDFCAMC,INE127D01025,Capital Markets,Asset Management Company,2842.20,66.44,121733.84,3969.27,3182.45,80.18,82.62,42.35,15.72,2.03,30.18,0.00,32.35,-117.70,611.32,144.69,57.43,0.00,3.06,0.77,-0.70,0.00,4.21
Hitachi Energy,543187,POWERINDIA,INE07Y701011,Electrical Equipment,Heavy Electrical Equipment,22824.00,71.18,101731.97,7277.34,1037.17,14.25,9.48,115.34,22.20,4.00,5.77,0.02,13.79,3610.83,203.27,2094.80,1930.85,1183.60,1.23,-0.75,1.02,0.07,1.38
Hoac Foods,,HOACFOODS,INE0S6S01017,Food Products,Other Food Products,370.60,68.70,160.86,35.43,5.88,16.60,15.66,44.19,6.86,0.40,17.72,0.06,33.92,19.91,0.19,9.59,3.16,10.29,3.65,-7.90,-2.69,0.24,2.47
HRS Aluglaze,544656,,INE1E1V01017,,,232.00,89.58,447.35,42.11,10.70,25.41,25.41,86.86,,,8.37,1.92,34.25,-2.87,0.04,13.19,11.82,15.54,1.93,,,4.12,1.32
Indian Bank,532814,INDIANB,INE562A01011,Banks,Public Sector Bank,888.90,55.08,119731.63,65875.22,45296.69,68.76,68.06,9.96,1.50,0.25,1.35,10.51,17.09,46801.00,10224.02,0.00,0.00,0.00,6.06,-0.80,0.96,14.92,3.71
Indus Towers,534816,INDUSTOWER,INE121J01017,Telecom - Services,Telecom - Infrastructure,473.70,67.92,124969.77,32119.20,17825.30,55.50,68.55,17.52,3.46,1.08,16.26,0.58,32.50,4427.10,413.50,4851.50,2546.20,20.20,7.79,0.71,-0.29,1.86,0.31
Integ. Industrie,531889,,INE882B01037,Finance,Holding Company,44.38,74.08,1033.34,1066.77,111.70,10.47,8.98,11.95,3.38,,17.47,0.04,27.48,142.02,4.47,216.40,156.36,14.66,10.87,0.00,0.32,0.10,1.16
J B Chemicals &,506943,JBCHEPHARM,INE572A01036,Pharmaceuticals & Biotechnology,Pharmaceuticals,1978.70,64.39,31763.59,4193.04,1132.73,27.01,26.34,42.14,8.14,1.97,15.50,0.01,20.12,1880.96,62.65,937.73,409.74,576.58,3.21,-0.12,-0.76,0.02,1.46
Jamna Auto Inds.,520051,JAMNAAUTO,INE039C01032,Auto Components,Auto Components & Equipments,145.18,68.63,5803.01,2409.71,342.55,14.22,13.45,28.72,5.59,3.16,12.70,0.01,19.25,135.32,-2.02,29.96,8.22,316.00,5.21,1.03,2.83,0.04,4.86
JK Tyre & Indust,530007,JKTYRE,INE573A01042,Auto Components,Tyres & Rubber Products,582.60,65.68,16795.75,15861.81,1857.39,11.71,10.88,23.03,3.21,0.65,3.74,0.92,11.07,1181.60,-32.16,3122.13,2108.99,2356.49,6.92,0.30,0.83,3.30,4.79
Karur Vysya Bank,590003,KARURVYSYA,INE036D01028,Banks,Private Sector Bank,316.35,64.69,30575.47,10686.63,7044.25,65.92,65.02,13.30,2.39,0.31,1.73,8.83,17.65,5284.51,1977.85,0.00,0.00,0.00,6.55,0.23,1.06,12.53,3.55
KEI Industries,517569,KEI,INE878B01027,Industrial Products,Cables - Electricals,4483.60,58.87,42863.48,11186.16,1148.72,10.27,10.18,49.80,6.93,2.19,11.70,0.04,15.58,4039.55,152.81,1663.26,1077.22,2105.97,2.94,0.56,-0.33,0.19,3.50
Kirloskar Oil,533293,KIRLOSENG,INE146L01010,Industrial Products,"Compressors, Pumps & Diesel Engines",1412.00,74.12,20522.09,7334.10,1352.31,18.44,18.66,37.76,6.08,0.98,4.59,1.64,15.40,859.10,75.39,815.74,1002.69,849.68,5.03,0.21,0.11,4.38,1.65
Larsen & Toubro,500510,LT,INE018A01030,Construction,Civil Construction,4201.50,66.42,577963.18,277504.43,35603.40,12.83,13.43,34.66,5.70,1.51,4.98,1.32,16.55,50175.32,4448.17,53654.94,52869.21,8313.65,5.29,-0.35,0.58,3.65,0.11
Lupin,500257,LUPIN,INE326A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,2221.50,60.82,101532.15,26150.50,7651.59,29.26,23.24,20.41,5.17,0.34,12.41,0.32,20.62,9445.32,-85.88,6290.15,3407.15,5954.96,6.37,-0.98,1.00,0.93,1.24
