Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
Accretion Pha.,,ACCPL,INE0T8T01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,122.25,80.63,135.89,89.63,14.95,16.68,16.68,14.05,2.49,,16.6,0.23,27.63,39.78,0.19,22.4,5.77,28.37,9.63,0.0,0.0,0.88,0.0,3.74
Acutaas Chemical,543349.0,ACUTAAS,INE00FF01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,2742.2,72.45,22450.75,1339.37,480.39,35.87,35.87,62.98,13.56,1.02,20.17,0.02,24.05,650.46,41.59,362.56,153.91,231.32,2.13,-2.1,2.81,0.07,0.05,3.24
Aditya Infotech,544466.0,CPPLUS,INE819V01029,Industrial Manufacturing,Industrial Products,2506.95,81.31,29531.35,3776.23,407.41,10.79,7.96,116.37,18.56,6.27,6.24,0.08,20.87,787.3,11.68,1053.91,1424.28,948.22,1.27,4.56,1.35,0.34,0.0,2.67
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,234.0,68.6,158.48,60.31,12.89,21.37,19.32,18.2,,0.09,13.31,0.26,43.95,21.93,0.36,12.97,8.01,27.9,7.5,-6.95,-1.77,0.55,0.0,4.49
Ajanta Pharma,532331.0,AJANTPHARM,INE031B01049,Pharmaceuticals & Biotechnology,Pharmaceuticals,3091.7,65.09,38626.3,5452.86,1394.83,25.58,25.58,36.49,8.54,1.73,19.1,0.06,25.39,2319.68,172.07,1853.88,544.3,938.54,3.63,-0.22,0.29,0.19,0.89,4.22
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,296.85,81.5,319.69,121.84,17.36,14.25,15.26,22.88,6.42,,,0.12,16.72,45.98,0.16,49.01,12.15,0.0,4.84,1.18,0.04,0.38,0.0,0.82
ANB Metal,,AMCL,INE0VG001016,Industrial Products,"Aluminium, Copper & Zinc Products",518.0,62.34,613.04,151.68,22.56,14.87,10.78,47.82,7.18,0.25,12.68,0.3,45.92,77.21,0.14,73.48,33.72,46.54,3.51,0.29,-1.1,1.18,0.0,2.25
Apollo Hospitals,508869.0,APOLLOHOSP,INE437A01024,Healthcare Services,Hospital,8022.5,67.63,115351.21,24215.2,3528.0,14.57,13.92,63.46,12.68,3.5,7.77,0.88,18.42,3052.4,234.9,3464.8,2323.5,505.4,2.37,1.26,-0.92,2.74,0.24,1.49
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,179.8,71.6,308.36,46.57,7.45,16.0,16.0,66.75,13.24,0.35,14.12,0.31,30.47,15.93,0.13,18.76,8.15,13.57,2.38,0.0,0.0,1.0,0.0,0.11
Atlanta Electric,544527.0,ATLANTAELE,INE0Z4F01028,Electrical Equipment,Heavy Electrical Equipment,1803.5,66.26,13868.29,1851.52,344.45,18.6,18.6,68.46,14.92,2.12,17.07,0.05,31.69,379.99,14.41,424.03,397.78,364.13,2.52,0.14,0.0,0.15,0.0,4.58
Aurobindo Pharma,524804.0,AUROPHARMA,INE406A01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,1490.65,70.53,86577.19,33181.86,6814.2,20.54,20.65,24.47,2.46,3.1,7.35,0.22,11.08,13147.96,486.96,5891.11,4750.6,11191.88,6.6,-1.84,1.29,1.39,0.27,1.54
Avana Electrosystems,,AVANA,INE1KU201016,Electrical Equipment,Heavy Electrical Equipment,154.8,82.99,350.55,61.49,11.76,19.13,19.13,42.18,,0.24,18.99,0.26,47.11,19.4,1.45,21.19,9.27,14.71,3.7,,,0.46,0.0,0.74
B-Right Real,543543.0,,INE0IZQ01016,Realty,"Residential, Commercial Projects",975.0,59.72,1007.29,167.79,65.64,39.12,39.12,28.66,5.7,0.16,11.08,1.06,22.13,196.73,2.13,57.83,14.99,159.33,5.63,0.0,0.0,2.84,0.0,3.26
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,10390.0,69.25,290398.18,62905.0,13061.07,20.76,20.76,27.0,7.48,1.28,16.15,0.58,29.11,14713.65,2703.75,3473.44,8804.01,6294.49,4.8,0.28,-0.02,1.5,1.41,3.66
Bajaj Consumer,533229.0,BAJAJCON,INE933K01021,Personal Products,Personal Care,547.9,73.82,7156.51,1164.71,220.92,18.97,18.97,37.66,9.47,3.37,20.6,0.02,25.31,433.51,27.41,75.62,42.45,66.12,3.32,-1.48,6.89,0.07,0.0,2.27
Blue Water,,BLUEWATER,INE0X3M01010,Transport Services,Logistics Solution Provider,269.0,81.04,295.9,253.16,28.04,11.08,9.56,14.5,4.59,,18.01,0.64,72.02,47.77,0.13,56.55,20.0,0.0,7.21,0.29,-0.23,1.69,0.0,2.22
BSE,,BSE,INE118H01025,Capital Markets,Exchange and Data Platform,3851.9,76.82,156887.56,4833.95,3078.53,63.69,63.69,63.14,23.51,0.51,20.81,0.0,44.79,2846.65,391.52,553.16,130.87,0.0,2.14,1.35,1.97,0.0,0.15,3.56
Carborundum Uni.,513375.0,CARBORUNIV,INE120A01034,Industrial Products,Abrasives & Bearings,1008.65,75.31,19214.0,5025.08,581.05,11.56,14.64,79.53,5.13,32.2,8.49,0.08,10.85,1723.77,89.14,864.96,442.46,1151.1,2.2,-0.56,-0.25,0.71,0.38,3.43
Cospower Engine.,543172.0,,INE0CQB01010,Industrial Manufacturing,Industrial Products,1199.0,67.14,220.2,53.2,9.59,18.03,21.7,56.9,9.82,2.19,3.4,1.08,11.82,15.7,-0.18,18.3,8.87,17.5,3.58,0.0,0.0,2.68,0.0,0.0
Dharni Capital,543753.0,,INE0M9Q01011,Capital Markets,Financial Products Distributor,65.0,76.74,132.41,9.55,3.22,33.72,33.72,28.35,5.13,0.49,17.13,0.15,19.88,-3.14,2.97,0.48,0.01,0.0,4.35,0.0,0.0,0.64,0.0,1.22
Dhruva Cap.Serv.,531237.0,,INE972E01014,Finance,Non Banking Financial Company (NBFC),371.35,88.56,267.02,3.11,1.93,62.06,62.06,103.89,8.65,0.42,7.72,0.41,12.27,-2.17,1.31,0.0,0.03,0.0,1.41,0.0,0.0,3.27,0.0,0.0
Gayatri Rubbers,,GRCL,INE0LVM01018,Industrial Products,Rubber,559.95,79.87,321.31,41.79,8.8,21.06,21.06,57.48,16.32,0.69,21.74,0.35,33.06,14.48,0.03,9.39,3.35,15.32,2.62,0.0,0.0,0.84,0.0,0.34
GE Power,532309.0,GVPIL,INE878A01011,Electrical Equipment,Heavy Electrical Equipment,674.9,72.69,4537.16,1269.39,259.52,20.44,20.44,12.98,7.79,0.32,16.84,0.03,77.73,428.84,33.44,762.41,553.0,149.57,9.73,0.7,1.11,0.05,0.0,0.46
Granules India,532482.0,GRANULES,INE101D01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,729.05,83.76,18065.64,5365.65,1185.14,22.09,22.09,30.08,3.5,5.8,8.64,0.3,13.69,1675.62,10.33,909.37,672.8,1673.03,4.71,-0.46,1.76,1.66,0.2,4.25
GRE Renew,544682.0,,INE0U8P01015,Construction,Civil Construction,140.0,75.81,200.02,83.72,9.48,11.32,11.32,28.46,,,14.87,0.04,26.9,21.22,0.66,8.65,2.44,2.36,5.01,,,0.15,0.0,3.61
