Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
3M India,523395,3MINDIA,Diversified,Diversified,36090.00,40673.43,4750.64,878.41,18.49,17.31,73.40,25.25,3.40,15.20,0.06,23.85,1166.65,57.65,769.23,623.42,645.65,2.19,0.02,-0.41,0.12,2.46
Adani Energy Sol,539254,ADANIENSOL,Power,Power Distribution,1026.65,123329.68,25619.95,7466.81,29.14,29.73,54.68,5.27,2.17,3.37,1.95,13.64,4156.33,769.47,6160.26,4390.34,710.62,3.87,3.08,-2.79,7.19,2.22
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1495.00,322940.77,34745.59,20643.43,59.41,59.53,26.91,4.81,0.98,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.82,-0.12,0.08,3.19,1.88
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,333.10,87054.40,41693.04,15151.78,36.34,35.13,26.68,2.70,1.09,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.49,0.76,-0.37,10.16,3.56
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3711.60,35007.95,4309.96,1187.95,27.56,26.91,31.07,4.75,1.62,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.12,0.16,-0.34,0.70,1.79
Aimtron,,AIMTRON,Industrial Manufacturing,Industrial Products,981.70,2004.03,224.08,49.39,22.04,20.36,57.69,10.07,,15.88,0.00,24.80,167.99,2.87,47.50,23.66,83.17,2.36,-1.15,-0.54,0.01,1.24
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5713.00,68307.48,13890.16,2810.50,20.23,19.38,29.06,5.12,3.12,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.21,0.13,0.36,0.81,2.64
Anand Rathi Shar,544530,ARSSBL,Capital Markets,Stockbroking & Allied,773.95,4854.62,843.57,311.42,36.92,36.92,48.86,3.72,1.84,3.50,0.93,23.04,1282.52,1.22,356.18,2551.26,0.00,10.88,,,4.23,2.66
Anlon Healthcare,544497,AHCL,Pharmaceuticals & Biotechnology,Pharmaceuticals,157.58,837.56,120.29,32.55,27.06,27.06,30.74,3.91,0.06,13.27,0.27,40.45,225.62,0.16,107.45,16.56,56.53,3.56,,,1.87,0.77
Apis India,506166,,Food Products,Other Food Products,1097.90,604.95,365.95,37.48,10.24,10.21,26.31,3.91,0.54,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.42,0.00,0.00,1.32,0.00
