Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
ABS Marine,,ABSMARINE,INE0QRV01016,Transport Services,Shipping,307.15,69.92,754.05,319.13,149.03,46.7,46.7,9.44,2.4,0.09,13.77,1.21,29.55,80.54,3.52,98.44,10.69,0.0,11.27,-6.48,0.02,3.22,0.0,2.65
Accent Microcell,,ACCENTMIC,INE0Q5D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,607.4,66.37,1457.09,349.03,56.69,16.24,16.24,33.21,5.28,0.63,15.95,0.0,18.65,111.4,6.77,91.3,19.71,32.41,4.13,-0.05,0.33,0.01,0.17,2.19
ACME Solar Hold.,544283.0,ACMESOLAR,INE622W01025,Power,Power Generation,401.0,58.09,28345.65,2369.9,2057.79,86.83,88.04,47.57,4.85,0.32,2.12,3.93,10.38,3765.58,525.56,332.95,15.27,17.37,4.89,12.05,0.79,9.71,0.05,2.55
Action Const.Eq.,532762.0,ACE,INE731H01025,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,1150.2,46.8,13696.88,3414.04,529.01,15.5,15.36,31.4,6.87,0.82,13.87,0.0,22.81,-154.02,113.53,284.3,916.5,605.4,4.69,0.75,-1.76,0.01,0.18,3.83
Admach Systems,544669.0,,INE0XLO01010,Industrial Manufacturing,Industrial Products,402.0,57.29,272.28,68.91,12.77,18.53,18.53,27.2,3.87,0.07,13.61,0.0,21.65,48.15,0.93,31.32,7.75,28.24,4.99,-6.95,-1.77,0.0,0.0,2.89
Ador Welding,517041.0,ADOR,INE045A01017,Industrial Products,Other Industrial Products,1730.0,68.14,3010.65,1193.54,161.16,13.5,10.82,25.18,5.33,1.79,11.54,0.01,16.42,257.13,12.98,231.85,193.06,151.62,5.57,-2.16,0.68,0.02,1.36,2.06
Afcom Holdings,544224.0,,INE0OXY01013,Transport Services,Logistics Solution Provider,1647.0,62.3,4762.05,640.4,247.18,38.6,40.05,32.46,6.85,0.3,20.15,0.54,36.01,373.34,7.12,131.25,14.18,29.43,4.18,7.11,0.63,1.83,0.0,2.66
Airfloa Rail,544516.0,,INE0XBS01012,Industrial Manufacturing,Industrial Products,478.05,84.87,1145.87,319.6,64.26,20.11,20.11,29.27,4.85,0.15,11.92,0.29,22.68,176.37,0.47,214.02,60.92,72.4,5.18,-0.25,-2.68,1.12,0.0,2.04
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,404.0,56.08,435.1,211.32,31.05,14.69,14.51,22.49,7.26,,20.25,0.25,29.43,55.96,0.64,63.24,13.92,0.0,7.12,1.18,0.04,0.5,0.0,2.18
Alivus Life,543322.0,ALIVUS,INE03Q201024,Pharmaceuticals & Biotechnology,Pharmaceuticals,1421.15,65.77,17447.67,2590.4,836.69,32.3,31.27,28.04,5.23,5.04,14.87,0.02,17.88,1360.94,48.17,1072.96,372.37,691.93,4.76,-0.09,0.24,0.07,0.35,4.96
Amic Forging,544037.0,,INE0P9J01013,Industrial Products,Castings & Forgings,2164.0,68.76,2499.13,141.78,42.76,30.16,30.16,88.37,11.0,2.07,13.85,0.03,16.79,52.88,1.03,52.97,17.94,27.76,1.62,0.08,0.0,0.14,0.0,0.82
Anand Rathi Wea.,543415.0,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,2202.75,63.44,36574.78,1155.7,454.72,39.35,47.37,79.09,35.62,2.43,34.03,0.08,45.3,627.41,200.14,41.39,0.13,0.0,1.72,1.3,0.59,0.13,0.3,1.84
Anthem Bioscienc,544449.0,ANTHEM,INE0CZ201020,Pharmaceuticals & Biotechnology,Biotechnology,946.7,68.1,53319.9,2002.34,792.89,39.6,39.26,89.91,17.51,4.32,19.48,0.02,22.28,811.85,133.47,590.59,75.21,124.52,1.55,1.93,1.29,0.07,0.21,0.83
Apsis Aerocom,,APSISAERO,INE1OOJ01011,Aerospace & Defense,Aerospace & Defense,599.35,85.42,722.33,30.65,11.46,37.39,37.39,96.19,14.77,1.02,18.37,0.09,25.26,34.63,0.11,4.03,4.75,4.14,1.56,,,0.4,0.0,0.0
Aptus Pharma,544529.0,,INE15XJ01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,314.2,65.5,538.86,46.56,7.45,16.0,16.0,116.63,23.14,0.61,14.12,0.31,30.47,15.93,0.13,18.76,8.16,13.57,1.34,0.0,0.0,1.0,0.0,3.94
Archit Organosys,524640.0,,INE078I01011,Chemicals & Petrochemicals,Commodity Chemicals,65.74,66.39,134.89,144.84,15.64,10.8,11.65,18.13,1.75,-2.79,6.43,0.33,11.04,17.7,2.49,24.55,17.49,2.95,7.75,0.0,0.0,2.08,0.78,0.39
Arham Tech,,ARHAM,INE0L2Y01011,Consumer Durables,Consumer Electronics,214.45,65.21,467.75,118.57,19.03,16.05,16.05,38.33,4.74,,10.46,0.26,18.8,61.8,0.03,57.59,34.59,36.0,3.81,0.0,0.2,1.42,0.0,4.16
Aries Agro,532935.0,ARIES,INE298I01015,Fertilizers & Agrochemicals,Fertilizers,494.15,69.76,642.6,779.21,94.16,12.08,11.8,13.48,1.96,0.38,6.94,0.17,13.74,170.74,0.0,92.3,69.16,143.89,12.4,0.02,-0.12,0.67,0.29,4.59
Artemis Medicare,542919.0,ARTEMISMED,INE025R01021,Healthcare Services,Hospital,320.6,57.7,5075.28,1092.7,199.72,18.28,17.46,43.99,5.4,1.11,7.64,0.28,11.88,151.43,25.28,111.45,95.61,13.01,3.51,-0.49,0.09,1.45,0.14,4.3
Asian Energy,530355.0,ASIANENE,INE276G01015,Oil,Oil Equipment & Services,522.9,67.33,2543.75,946.87,105.03,11.09,12.05,39.39,4.8,0.76,7.75,0.32,12.93,376.29,4.52,347.73,229.58,0.29,4.07,-0.54,0.05,1.58,0.2,1.15
ASM Technologies,526433.0,,INE867C01010,IT - Software,Computers - Software & Consulting,4991.2,58.14,7280.51,604.42,120.86,20.0,19.08,99.66,23.69,1.14,15.16,0.42,25.47,116.0,7.04,115.72,28.05,69.63,1.58,0.29,0.26,1.13,0.34,3.36
Atharva Poly-Plast,544812.0,,INE226801012,Consumer Durables,Plastic Products - Consumer,91.99,62.09,155.0,54.39,9.76,17.94,17.94,23.95,,0.22,17.33,0.5,39.58,4.69,1.5,11.73,9.73,7.67,6.37,,,1.01,0.0,1.56
AVT Natural Prod,519105.0,AVTNPL,INE488D01021,Agricultural Food & other Products,Other Agricultural Products,92.3,62.99,1405.75,822.02,113.6,13.82,12.56,16.78,2.51,-3.28,8.14,0.2,12.16,361.53,14.34,240.4,132.14,320.57,8.28,0.0,0.0,0.98,0.89,4.64
Bajaj Auto,532977.0,BAJAJ-AUTO,INE917I01010,Automobiles,2/3 Wheelers,12015.0,64.09,330176.73,71460.48,14161.38,19.82,20.82,27.91,8.7,1.32,16.21,0.58,29.15,6901.99,3517.1,3473.44,8804.01,6294.49,4.76,-0.93,0.19,1.35,1.24,3.65
Bansal Roofing,538546.0,,INE319Q01012,Industrial Products,Iron & Steel Products,158.0,67.74,208.28,163.99,16.84,10.27,10.27,18.64,4.98,0.51,18.22,0.07,28.04,10.23,0.19,3.5,5.69,19.46,7.52,0.0,0.0,0.2,1.23,3.6
Bio Medica Lab,,BMLL,INE1BKA01015,Pharmaceuticals & Biotechnology,Pharmaceuticals,162.3,62.32,204.1,43.09,19.66,45.63,45.63,17.03,,,,1.51,45.23,35.49,0.02,10.85,5.57,36.37,7.65,,,2.16,0.0,1.64
Bliss GVS Pharma,506197.0,BLISSGVS,INE416D01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,638.0,79.33,6780.36,1005.22,199.1,19.81,18.08,49.28,5.62,2.13,9.85,0.02,11.75,709.35,45.2,517.19,104.21,150.73,3.13,4.42,-2.38,0.1,0.22,4.16
Blue Water,,BLUEWATER,INE0X3M01010,Transport Services,Logistics Solution Provider,497.95,69.59,547.76,546.39,61.0,11.16,11.4,15.37,6.76,0.1,16.17,1.33,49.76,67.46,0.44,141.43,34.73,0.0,8.73,-1.99,0.0,1.96,0.0,0.99
California Soft.,532386.0,CALSOFT,INE526B01014,IT - Software,Computers - Software & Consulting,42.89,89.34,150.27,24.74,20.22,81.73,75.74,10.27,2.45,0.04,27.62,0.04,32.52,39.15,0.0,16.82,0.18,0.0,14.04,0.0,0.03,0.08,0.0,0.0
Caplin Point Lab,524742.0,CAPLIPOINT,INE475E01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,2839.0,64.2,21579.64,2287.33,796.55,34.82,34.79,32.45,6.09,1.66,17.92,0.0,20.62,2199.72,125.98,825.81,296.03,428.86,4.21,0.35,-0.39,0.01,0.29,1.2
Capri Global,531595.0,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),271.75,61.41,26146.52,5306.22,3521.43,66.36,65.23,23.23,3.61,0.35,3.55,3.35,16.5,1359.73,11.96,32.67,127.11,0.0,7.33,-1.67,2.59,7.05,0.08,0.82
Choksi Asia,530427.0,,INE865B01016,Healthcare Equipment & Supplies,Medical Equipment & Supplies,254.7,58.13,145.2,46.63,6.77,14.52,13.77,28.0,3.46,0.21,11.27,0.05,14.49,24.67,1.41,9.46,1.46,9.17,5.74,0.0,0.18,0.24,0.0,4.41
Cholaman.Inv.&Fn,511243.0,CHOLAFIN,INE121A01024,Finance,Non Banking Financial Company (NBFC),1858.0,45.88,158685.43,32662.59,22399.06,68.58,68.22,27.58,5.19,1.09,2.34,6.93,19.35,14067.6,484.22,327.05,212.05,0.0,6.41,0.71,-0.41,9.34,0.11,4.84
City Union Bank,532210.0,CUB,INE491A01021,Banks,Private Sector Bank,234.65,58.12,23248.83,7249.42,4979.06,68.68,69.58,16.6,2.21,1.37,1.51,7.92,13.2,8868.99,1038.55,0.0,494.19,0.0,6.0,4.11,-4.72,13.9,0.86,4.37
Coforge,532541.0,COFORGE,INE591G01025,IT - Software,Computers - Software & Consulting,1963.7,68.67,86976.36,18195.4,3390.4,18.63,17.9,45.3,6.92,1.39,14.09,0.08,21.41,2236.4,-148.1,3970.0,1775.4,0.0,3.15,-13.56,-6.35,0.27,0.62,2.88
Commerl. Synbags,539986.0,COMSYN,INE073V01015,Industrial Products,Packaging,301.6,75.05,1216.62,402.91,49.2,12.21,11.67,38.53,7.02,0.79,8.75,0.65,16.86,41.3,5.19,65.09,21.13,78.17,3.35,-0.03,-0.17,2.54,0.13,4.21
