Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,344.50,826.42,277.91,47.08,16.94,15.84,23.84,3.31,0.31,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,6.23,0.41,-0.01,0.02,4.83
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1486.30,321061.45,34745.59,20643.43,59.41,59.53,26.75,4.79,0.98,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.85,-0.12,0.08,3.19,4.05
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3816.00,35611.05,4309.96,1187.95,27.56,26.91,31.60,4.83,1.65,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.05,0.16,-0.34,0.70,2.65
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5628.50,67297.16,13890.16,2810.50,20.23,19.38,28.63,5.04,3.08,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.27,0.13,0.36,0.81,4.08
ANB Metal,,AMCL,Industrial Products,"Aluminium, Copper & Zinc Products",351.40,415.87,151.68,22.56,14.87,10.78,32.44,4.87,0.17,12.68,0.30,45.92,77.21,0.14,73.48,33.72,46.54,5.07,,,1.18,4.83
Apis India,506166,,Food Products,Other Food Products,53.30,734.22,365.95,37.48,10.24,10.21,31.94,4.75,0.65,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,4.52,0.00,0.00,1.32,0.00
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,747.80,7143.44,3728.75,531.43,14.25,13.78,17.93,5.01,0.30,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,6.47,0.09,1.60,2.36,2.50
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,166.14,97588.22,50976.16,9941.54,19.50,18.97,29.19,7.75,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.29,-0.29,0.47,5.90,1.58
AU Small Finance,540611,AUBANK,Banks,Other Bank,990.30,73968.68,17273.80,8933.99,51.72,53.37,34.03,4.07,1.47,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.60,3.05,-3.18,12.07,1.72
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",679.15,1521.52,2.40,1.85,77.08,77.08,472.52,113.29,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,4.87
Axis Solution,511144,,IT - Software,Computers - Software & Consulting,82.32,389.05,211.79,26.18,12.36,18.43,16.68,3.17,0.03,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,6.16,0.00,0.00,1.83,0.00
Bharat Forge,500493,BHARATFORG,Auto Components,Auto Components & Equipments,1413.30,67568.27,15268.83,2695.80,17.66,17.80,62.51,7.22,79.13,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.71,0.85,-0.75,3.35,3.25
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,2108.00,1263592.96,194613.50,109005.50,56.01,49.17,39.24,10.20,0.47,5.35,1.77,23.18,-104864.50,11478.70,8908.90,45232.60,429.60,4.36,0.31,0.70,3.28,3.07
Britannia Inds.,500825,BRITANNIA,Food Products,Packaged Foods,6096.00,146833.31,18487.65,3346.82,18.10,17.70,63.38,39.33,4.90,24.52,0.59,52.94,-293.48,234.60,497.27,1882.31,2199.63,2.19,0.74,-0.56,0.68,3.80
Can Fin Homes,511196,CANFINHOME,Finance,Housing Finance Company,924.10,12304.77,4054.47,3728.00,91.95,92.25,13.36,2.25,0.61,2.20,6.61,18.22,213.97,1.18,0.75,3.26,0.00,7.72,-0.65,0.42,9.72,0.90
Canara Bank,532483,CANBK,Banks,Public Sector Bank,150.21,136250.25,125841.25,76573.02,60.85,62.10,7.12,1.18,0.17,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.64,0.82,0.51,14.47,2.59
City Union Bank,532210,CUB,Banks,Private Sector Bank,275.15,20418.84,6269.92,4325.87,68.99,70.59,16.90,2.05,1.21,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,6.08,1.52,-1.42,13.50,3.17
Cummins India,500480,CUMMINSIND,Industrial Products,"Compressors, Pumps & Diesel Engines",4512.70,125092.04,11643.62,2441.09,20.97,20.02,54.28,15.84,1.56,20.85,0.00,28.15,5023.17,777.90,2565.36,1524.44,1162.01,2.44,-0.80,0.85,0.01,2.22
Cupid,530843,CUPID,Personal Products,Personal Care,429.15,11521.27,266.82,89.44,33.52,23.22,186.64,30.22,5.18,11.99,0.07,12.89,301.97,0.00,89.65,15.97,42.64,0.74,0.24,1.63,0.32,0.43
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers,7134.50,195698.79,21427.66,5173.56,24.14,25.03,38.32,8.86,0.93,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.35,-1.05,1.16,0.07,2.65
Exato Technologies,544626,,IT - Services,IT Enabled Services,412.45,415.15,124.23,14.21,11.44,11.44,42.54,,,13.04,0.75,28.16,30.41,1.93,33.70,13.51,3.75,3.75,,,2.04,0.00
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,263.60,64894.57,28739.84,19099.94,66.46,69.68,16.45,1.79,0.58,1.25,8.71,12.86,26370.05,4248.26,0.00,0.00,0.00,6.39,1.54,-1.32,13.53,1.01
Fiem Industries,532768,FIEMIND,Auto Components,Auto Components & Equipments,2290.90,6029.57,2606.80,351.42,13.48,13.30,26.89,5.58,0.93,15.29,0.06,20.99,546.09,24.32,330.82,284.54,248.38,5.19,1.54,2.51,0.20,3.67
Flywings Simula.,,FWSTC,,,236.90,241.10,20.21,14.30,70.76,70.76,21.92,,0.28,19.90,0.47,33.11,7.58,3.13,8.39,0.21,0.00,6.71,,,1.06,0.00
Game Changers,544594,,Textiles & Apparels,Other Textile Products,155.95,279.04,117.69,23.40,19.88,16.18,18.36,,0.06,26.05,0.47,80.63,25.95,0.09,34.32,7.91,14.80,7.56,,,0.62,0.98
Guj Pipavav Port,533248,GPPL,Transport Infrastructure,Port & Port services,190.88,9227.90,1064.46,621.46,58.38,58.50,21.47,4.24,0.80,14.85,0.02,18.96,811.43,125.38,79.87,63.56,9.46,7.02,-0.52,0.34,0.09,3.98
Happy Forgings,544057,HAPPYFORGE,Industrial Products,Castings & Forgings,1085.60,10240.24,1437.48,420.69,29.27,28.88,37.73,5.22,1.61,13.05,0.10,15.46,647.93,33.36,379.72,42.32,225.08,3.61,0.04,-0.14,0.52,0.86
HDFC Bank,500180,HDFCBANK,Banks,Private Sector Bank,984.00,1513639.04,346185.22,147511.76,42.61,44.41,20.92,2.80,0.91,1.74,6.30,14.45,185784.94,137893.08,0.00,0.00,0.00,5.97,0.30,-0.46,11.90,3.58
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,Aluminium,848.80,190744.59,253570.00,33291.00,13.13,13.34,10.65,1.41,1.66,6.51,0.56,14.02,37401.00,2311.00,20649.00,46404.00,60379.00,10.87,-0.82,0.53,2.72,1.76
Hindustan Zinc,500188,HINDZINC,Non - Ferrous Metals,Zinc,578.30,244350.20,33845.00,17483.00,51.66,51.04,23.36,17.95,9.13,30.23,0.82,72.42,-1822.00,970.00,188.00,2244.00,2242.00,5.77,0.11,-0.04,0.76,1.62
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Components,Auto Components & Equipments,128.23,5116.12,2304.40,305.83,13.27,13.45,28.48,4.94,3.13,12.70,0.01,19.25,135.32,7.72,29.96,8.22,316.00,5.22,0.76,0.33,0.05,1.36
Jindal Stain.,532508,JSL,Ferrous Metals,Iron & Steel,789.40,65079.68,41205.54,4896.13,11.88,11.37,23.59,3.60,-3.56,7.50,0.38,16.15,2319.01,361.96,3050.61,10354.59,10079.32,6.12,-0.01,0.16,1.61,4.43
JK Tyre & Indust,530007,JKTYRE,Auto Components,Tyres & Rubber Products,464.65,12732.34,15312.53,1600.82,10.45,10.88,23.33,2.43,0.66,3.74,0.92,11.07,1181.60,62.66,3122.13,2108.99,2356.49,7.15,0.79,-0.02,3.96,2.59
Karur Vysya Bank,590003,KARURVYSYA,Banks,Private Sector Bank,250.13,24174.66,10381.07,6707.93,64.62,65.02,11.49,1.89,0.27,1.73,8.83,17.65,5284.51,1933.72,0.00,0.00,0.00,6.58,0.50,0.40,13.08,3.24
Kirloskar Oil,533293,KIRLOSENG,Industrial Products,"Compressors, Pumps & Diesel Engines",1281.40,18622.77,6915.20,1275.61,18.45,18.66,38.26,5.52,0.99,4.59,1.64,15.40,859.10,99.04,815.74,1002.69,849.68,5.14,0.79,-0.13,4.64,0.67
Knowledge Realty,544481,KRT,Realty,Real Estate Investment Trusts (REITs),127.56,56565.20,3930.10,3100.08,78.88,78.88,177.88,1.25,,1.29,0.07,13.98,264.49,-157.27,0.00,7.00,0.00,4.89,,,1.03,1.49
L&T Finance Ltd,533519,LTF,Finance,Non Banking Financial Company (NBFC),301.90,75554.33,16715.82,10157.49,60.77,60.41,28.00,2.86,0.62,2.37,3.72,10.79,6108.65,11.92,67.74,1502.78,0.00,6.04,0.23,0.21,9.80,4.27
Larsen & Toubro,500510,LT,Construction,Civil Construction,4062.40,558815.97,270722.51,34311.35,12.67,13.43,34.76,5.51,1.52,4.98,1.32,16.55,50175.32,5318.76,53654.94,52869.21,8313.65,5.18,-0.14,0.15,3.84,1.87
LTIMindtree,540005,LTIM,IT - Software,Computers - Software & Consulting,6252.50,185379.90,39667.50,6769.00,17.06,17.09,38.07,7.92,7.31,15.83,0.10,21.53,16335.80,1156.20,6510.00,1433.00,3.10,3.73,0.47,-0.22,0.35,2.00
M & M,500520,M&M,Automobiles,Passenger Cars & Utility Vehicles,3612.80,449262.10,175704.22,33298.56,18.95,19.17,31.57,5.42,1.16,5.51,1.53,18.05,34754.07,4399.51,9541.57,34621.91,24588.45,5.59,0.38,-0.49,4.09,4.83
Manappuram Fin.,531213,MANAPPURAM,Finance,Non Banking Financial Company (NBFC),286.25,24229.19,9432.22,4342.27,46.04,54.36,53.95,1.91,-18.60,2.51,3.02,10.14,2814.48,9.89,0.00,121.22,0.00,6.76,0.56,0.45,9.45,3.94
Marico,531642,MARICO,Agricultural Food & other Products,Edible Oil,738.15,95818.34,12265.00,2206.00,17.99,19.75,57.51,23.64,5.98,21.01,0.14,41.34,2556.00,194.00,1666.00,1892.00,1598.00,2.31,-0.73,0.59,0.26,3.57
Maruti Suzuki,532500,MARUTI,Automobiles,Passenger Cars & Utility Vehicles,16398.00,515557.34,160633.80,19629.10,12.22,13.23,34.88,5.17,0.48,11.69,0.00,15.89,-2819.00,5645.10,7330.50,22281.70,10850.10,3.71,-0.70,0.58,0.01,1.65
Mother Nutri,544623,,Food Products,Other Food Products,176.35,221.06,90.04,10.23,11.36,11.36,34.17,,,10.91,0.92,36.63,20.88,0.24,30.69,20.93,31.80,4.07,,,2.30,2.03
Multi Comm. Exc.,534091,MCX,Capital Markets,Exchange and Data Platform,10025.00,51125.86,1340.15,836.59,62.43,59.79,73.44,24.49,1.42,14.48,0.00,34.33,468.75,112.62,36.71,136.49,0.00,1.77,1.41,-2.69,0.00,4.67
Muthoot Finance,533398,MUTHOOTFIN,Finance,Non Banking Financial Company (NBFC),3766.50,151213.10,24544.40,18643.48,75.96,72.88,20.70,4.61,2.09,4.67,3.76,19.58,5131.04,147.83,9.71,159.62,0.00,7.00,-0.84,0.74,6.61,2.66
Natl. Aluminium,532234,NATIONALUM,Non - Ferrous Metals,Aluminium,279.45,51324.68,18029.33,8454.10,46.89,44.72,8.40,2.59,0.39,25.01,0.00,32.72,7167.52,499.68,27.54,782.74,2021.79,18.79,-0.31,1.16,0.01,0.75
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,Specialty Chemicals,5912.50,30293.59,2790.96,778.98,27.91,22.72,68.21,8.41,22.29,6.27,0.33,11.52,1341.83,54.43,699.46,391.83,357.95,2.22,0.87,0.60,1.69,4.99
Nikita Greentech Recycling,,NIKITA,"Paper, Forest & Jute Products",Paper & Paper Products,150.40,371.01,376.82,40.47,10.74,12.34,19.31,2.13,0.39,6.70,1.38,24.86,121.19,15.46,132.25,40.77,52.86,8.22,-1.50,-5.60,5.17,3.59
NMDC,526371,NMDC,Minerals & Mining,Industrial Minerals,77.28,67943.17,26689.39,8894.94,33.33,34.09,9.67,2.09,-0.84,17.01,0.11,23.60,15590.67,1550.24,7800.24,394.60,2649.56,16.35,-0.10,0.83,0.36,2.47
One Global Serv,514330,,Healthcare Services,Healthcare Service Provider,663.90,1297.46,311.64,58.78,18.86,16.90,29.57,12.80,0.19,26.38,0.00,42.31,80.39,0.77,190.49,117.59,0.00,4.56,0.00,-9.54,0.00,0.17
Parin Enterpris.,,PARIN,Consumer Durables,"Furniture, Home Furnishing",586.90,652.52,239.23,24.40,10.20,11.45,77.78,9.83,4.12,4.86,1.47,11.37,62.28,-0.72,37.18,13.97,93.42,2.64,0.00,0.40,4.96,3.79
Pramara Promotio,,PRAMARA,Media,Advertising & Media Agencies,347.80,484.98,108.84,15.78,14.50,14.45,49.39,4.12,0.78,6.65,0.25,12.10,118.84,2.06,33.72,4.36,31.88,3.31,-0.11,-0.07,1.77,4.17
Prodocs Solution,544643,,,,166.65,117.49,41.79,7.19,17.21,17.21,22.99,,0.11,21.23,0.42,40.78,18.64,0.99,9.38,3.17,0.00,5.89,,,1.08,0.00
PropshareTitania,544462,,Realty,Real Estate Investment Trusts (REITs),1051000.00,468.96,39.51,32.87,83.19,83.19,52.28,10.36,0.33,3.20,0.00,10.27,0.33,0.56,0.00,0.29,0.00,6.06,,,0.00,1.78
Sawaliya Food,,SAWALIYA,Agricultural Food & other Products,Other Agricultural Products,297.65,295.22,34.18,12.24,35.81,35.81,42.42,6.53,,19.43,0.38,75.86,42.04,0.13,14.82,1.50,16.33,3.87,,,1.46,2.41
SBI,500112,SBIN,Banks,Public Sector Bank,975.85,900769.82,505419.84,234329.37,46.36,48.66,11.46,1.58,0.38,1.15,11.08,17.20,106052.01,187912.23,0.00,0.00,0.00,6.05,2.11,0.24,15.04,2.33
Shish Industries,540693,,Industrial Products,Plastic Products - Industrial,14.16,540.84,133.44,14.37,10.77,9.85,60.23,5.06,1.26,4.93,0.45,10.36,50.49,2.72,26.78,8.91,29.06,2.02,0.17,0.00,4.03,0.00
