Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1495.70,323091.98,34745.59,20643.43,59.41,59.53,26.92,4.82,0.98,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.82,-0.12,0.08,3.19,3.44
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3800.30,35464.54,4309.96,1187.95,27.56,26.91,31.47,4.81,1.64,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.07,0.16,-0.34,0.70,3.05
ANB Metal,,AMCL,Industrial Products,"Aluminium, Copper & Zinc Products",355.00,420.13,151.68,22.56,14.87,10.78,32.77,4.92,0.17,12.68,0.30,45.92,77.21,0.14,73.48,33.72,46.54,5.02,,,1.18,3.86
Apis India,506166,,Food Products,Other Food Products,55.95,770.72,365.95,37.48,10.24,10.21,33.52,4.98,0.68,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,4.32,0.00,0.00,1.32,0.00
Ashapura Minech.,527001,ASHAPURMIN,Minerals & Mining,Industrial Minerals,770.05,7355.99,3728.75,531.43,14.25,13.78,18.46,5.16,0.31,7.95,0.86,27.14,514.19,94.26,546.32,462.77,507.53,6.30,0.09,1.60,2.36,1.90
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,171.57,100777.72,50976.16,9941.54,19.50,18.97,30.14,8.01,0.11,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.15,-0.29,0.47,5.90,0.31
AU Small Finance,540611,AUBANK,Banks,Other Bank,987.65,73770.75,17273.80,8933.99,51.72,53.37,33.94,4.06,1.47,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.61,3.05,-3.18,12.07,1.98
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",679.15,1521.52,2.40,1.85,77.08,77.08,472.52,113.29,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,4.87
Axis Solution,511144,,IT - Software,Computers - Software & Consulting,82.32,389.05,211.79,26.18,12.36,18.43,16.68,3.17,0.03,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,6.16,0.00,0.00,1.83,0.00
Bharat Forge,500493,BHARATFORG,Auto Components,Auto Components & Equipments,1407.50,67290.97,15268.83,2695.80,17.66,17.80,62.25,7.19,78.80,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.72,0.85,-0.75,3.35,3.64
