Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Knowledge Realty,544481,KRT,Realty,Real Estate Investment Trusts (REITs),127.99,56755.88,3930.10,3100.08,78.88,78.88,178.48,1.25,,1.29,0.07,13.98,264.49,-157.27,0.00,7.00,0.00,4.87,,,1.03,0.84
L G Balakrishnan,500250,LGBBROSLTD,Auto Components,Auto Components & Equipments,1901.00,6062.75,2790.14,449.32,16.10,16.14,19.98,3.04,2.64,11.85,0.09,16.06,492.31,78.33,359.62,331.14,497.97,6.71,-0.27,-0.11,0.45,3.75
L&T Finance Ltd,533519,LTF,Finance,Non Banking Financial Company (NBFC),301.70,75504.28,16715.82,10157.49,60.77,60.41,27.98,2.86,0.62,2.37,3.72,10.79,6108.65,11.92,67.74,1502.78,0.00,6.05,0.23,0.21,9.80,4.33
Larsen & Toubro,500510,LT,Construction,Civil Construction,4003.90,550768.83,270722.51,34311.35,12.67,13.43,34.26,5.43,1.50,4.98,1.32,16.55,50175.32,5318.76,53654.94,52869.21,8313.65,5.24,-0.14,0.15,3.84,3.29
M & M,500520,M&M,Automobiles,Passenger Cars & Utility Vehicles,3665.20,455778.19,175704.22,33298.56,18.95,19.17,32.02,5.50,1.18,5.51,1.53,18.05,34754.07,4399.51,9541.57,34621.91,24588.45,5.53,0.38,-0.49,4.09,3.45
Manappuram Fin.,531213,MANAPPURAM,Finance,Non Banking Financial Company (NBFC),283.15,23966.80,9432.22,4342.27,46.04,54.36,53.36,1.89,-18.40,2.51,3.02,10.14,2814.48,9.89,0.00,121.22,0.00,6.79,0.56,0.45,9.45,4.98
Maruti Suzuki,532500,MARUTI,Automobiles,Passenger Cars & Utility Vehicles,16248.00,510841.30,160633.80,19629.10,12.22,13.23,34.56,5.12,0.48,11.69,0.00,15.89,-2819.00,5645.10,7330.50,22281.70,10850.10,3.75,-0.70,0.58,0.01,2.55
Mother Nutri,544623,,Food Products,Other Food Products,163.25,204.63,90.04,10.23,11.36,11.36,31.63,,,10.91,0.92,36.63,20.88,0.24,30.69,20.93,31.80,4.36,,,2.30,0.00
Muthoot Finance,533398,MUTHOOTFIN,Finance,Non Banking Financial Company (NBFC),3734.20,149916.36,24544.40,18643.48,75.96,72.88,20.53,4.57,2.07,4.67,3.76,19.58,5131.04,147.83,9.71,159.62,0.00,7.04,-0.84,0.74,6.61,2.58
Natl. Aluminium,532234,NATIONALUM,Non - Ferrous Metals,Aluminium,264.30,48542.18,18029.33,8454.10,46.89,44.72,7.94,2.45,0.37,25.01,0.00,32.72,7167.52,499.68,27.54,782.74,2021.79,20.06,-0.31,1.16,0.01,4.33
Navin Fluo.Intl.,532504,NAVINFLUOR,Chemicals & Petrochemicals,Specialty Chemicals,6043.00,30962.22,2790.96,778.98,27.91,22.72,69.72,8.60,22.78,6.27,0.33,11.52,1341.83,54.43,699.46,391.83,357.95,2.17,0.87,0.60,1.69,2.05
Neochem Bio,,NEOCHEM,Chemicals & Petrochemicals,Specialty Chemicals,109.55,187.56,84.17,12.81,15.22,15.22,25.21,,0.26,10.49,1.80,46.38,8.75,1.98,24.89,17.69,23.76,6.03,,,2.65,3.40
Nikita Greentech Recycling,,NIKITA,"Paper, Forest & Jute Products",Paper & Paper Products,150.60,371.50,376.82,40.47,10.74,12.34,19.34,2.14,0.39,6.70,1.38,24.86,121.19,15.46,132.25,40.77,52.86,8.21,-1.50,-5.60,5.17,2.84
Parin Enterpris.,,PARIN,Consumer Durables,"Furniture, Home Furnishing",595.00,661.52,239.23,24.40,10.20,11.45,78.86,9.97,4.18,4.86,1.47,11.37,62.28,-0.72,37.18,13.97,93.42,2.60,0.00,0.40,4.96,2.46
Powergrid Infra.,543290,PGINVIT,Power,Power - Transmission,93.96,8550.35,1260.86,1961.87,155.60,133.12,6.32,1.12,0.20,11.62,0.14,15.41,897.44,40.24,208.58,2.96,30.93,18.81,,,0.63,4.61
Pramara Promotio,,PRAMARA,Media,Advertising & Media Agencies,348.30,485.68,108.84,15.78,14.50,14.45,49.46,4.13,0.78,6.65,0.25,12.10,118.84,2.06,33.72,4.36,31.88,3.30,-0.11,-0.07,1.77,4.04
PropshareTitania,544462,,Realty,Real Estate Investment Trusts (REITs),1051000.00,468.96,39.51,32.87,83.19,83.19,52.28,10.36,0.33,3.20,0.00,10.27,0.33,0.56,0.00,0.29,0.00,6.06,,,0.00,1.78
RRP Defense,530929,,Commercial Services & Supplies,Trading & Distributors,936.30,1284.49,14.12,2.91,20.61,15.02,513.80,84.62,1.80,14.46,0.00,87.02,8.91,0.01,16.46,9.67,0.00,0.23,0.00,0.00,0.00,4.89
Sacheerome,,SACHEEROME,Chemicals & Petrochemicals,Specialty Chemicals,403.30,902.30,133.64,32.09,24.01,21.35,37.78,6.69,0.72,21.55,0.00,29.59,65.84,2.15,18.82,15.92,10.23,3.81,-6.53,-1.15,0.00,0.00
Sai Life,544306,SAILIFE,Pharmaceuticals & Biotechnology,Pharmaceuticals,903.70,19008.61,2053.18,544.08,26.50,24.17,66.37,8.35,0.29,6.34,0.18,11.05,713.99,43.95,491.99,244.90,122.23,2.30,8.31,7.92,0.95,4.17
Sawaliya Food,,SAWALIYA,Agricultural Food & other Products,Other Agricultural Products,292.55,290.16,34.18,12.24,35.81,35.81,41.69,6.42,,19.43,0.38,75.86,42.04,0.13,14.82,1.50,16.33,3.94,,,1.46,4.08
SBI,500112,SBIN,Banks,Public Sector Bank,963.25,889139.24,505419.84,234329.37,46.36,48.66,11.31,1.56,0.38,1.15,11.08,17.20,106052.01,187912.23,0.00,0.00,0.00,6.06,2.11,0.24,15.04,3.59
Sheetal Univer.,,SHEETAL,Agricultural Food & other Products,Other Agricultural Products,149.35,171.10,94.73,16.97,17.91,13.14,17.97,3.77,0.08,15.16,0.56,23.79,26.58,0.99,35.09,10.78,19.38,7.97,0.00,0.00,1.62,0.53
Shriram Finance,511218,SHRIRAMFIN,Finance,Non Banking Financial Company (NBFC),847.15,159379.59,45601.30,33103.56,72.59,72.05,18.19,2.63,0.41,3.04,3.87,15.57,12046.73,1594.94,26.68,333.98,0.00,8.46,2.33,-3.00,7.22,2.85
Shriram Pistons,544344,SHRIPISTON,Auto Components,Auto Components & Equipments,3131.30,13793.32,3816.09,783.38,20.53,20.40,25.54,5.23,0.56,14.87,0.20,23.20,1491.40,109.24,590.80,405.00,506.70,5.77,-0.11,0.11,0.70,2.90
Shukra Pharma.,524632,,Pharmaceuticals & Biotechnology,Pharmaceuticals,48.76,2135.10,35.12,12.15,34.60,39.03,178.52,32.44,1.33,11.64,0.06,15.90,48.92,5.30,4.19,8.27,15.90,0.67,0.00,0.00,0.26,0.00
SMS Pharma.,532815,SMSPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals,320.90,3005.29,860.03,161.90,18.82,17.88,37.04,3.95,231.50,6.07,0.43,11.00,286.40,5.57,221.42,137.43,317.39,4.03,-0.15,0.25,2.49,4.28
Sobhagya Mercant,512014,,Commercial Services & Supplies,Diversified Commercial Services,905.25,760.41,208.45,32.36,15.52,14.25,35.29,8.42,2.86,11.97,0.07,24.43,85.68,0.00,131.84,89.82,2.60,4.17,0.00,0.00,0.21,1.67
South Ind.Bank,532218,SOUTHBANK,Banks,Private Sector Bank,39.63,10371.36,9513.67,5842.67,61.41,63.45,7.64,0.98,0.04,1.08,11.50,13.78,11002.83,2119.21,0.00,0.00,0.00,6.24,0.82,0.33,15.36,4.85
Stellant Secu.,526071,,Finance,Other Financial Services,368.20,136.32,43.85,41.64,94.96,89.36,4.37,4.11,0.02,79.38,0.00,81.90,39.88,0.11,1.49,0.00,9.07,40.95,-0.19,0.00,0.00,0.00
Tata Capital,544574,TATACAP,Finance,Non Banking Financial Company (NBFC),326.05,138403.95,28323.85,20292.20,71.64,71.64,37.61,,1.23,1.72,5.88,12.92,1922.56,46.02,130.76,1624.34,0.00,5.73,,,10.70,3.15
Titan Company,500114,TITAN,Consumer Durables,"Gems, Jewellery And Watches",3844.80,341336.02,67904.00,6916.00,10.18,9.42,82.67,26.66,5.65,9.24,0.97,31.75,9184.00,462.00,1437.00,2544.00,37657.00,1.88,1.40,-1.43,1.88,2.81
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals,3799.00,128569.65,12248.00,3993.00,32.60,32.31,59.34,15.22,2.80,13.26,0.33,26.52,1757.00,-86.00,2185.00,1675.00,2467.00,2.40,0.63,-0.17,0.90,2.14
TVS Motor Co.,532343,TVSMOTOR,Automobiles,2/3 Wheelers,3637.40,172808.19,48838.15,7449.63,15.25,14.91,66.32,21.29,1.64,5.15,2.08,28.39,2152.36,37.92,2176.76,9122.71,2544.80,3.40,-0.46,0.48,2.68,2.22
Vdeal System,,VDEAL,Electrical Equipment,Other Electrical Equipment,249.00,121.77,41.11,6.56,15.96,20.61,30.29,4.52,0.19,10.47,0.38,24.99,24.93,0.15,15.46,9.71,25.03,4.90,1.54,0.00,1.60,4.23
Vedanta,500295,VEDL,Diversified Metals,Diversified Metals,529.05,206879.08,157262.00,43884.00,27.91,27.68,16.21,5.15,-1.58,9.77,2.12,38.48,-21699.00,956.00,3714.00,11857.00,17237.00,12.66,-0.22,0.48,2.39,2.57
