Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Accent Microcell,,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals,344.35,826.06,277.91,47.08,16.94,15.84,23.83,3.31,0.31,15.26,0.00,18.44,124.13,6.04,52.77,13.87,52.08,6.24,0.41,-0.01,0.02,1.89
Adani Energy Sol,539254,ADANIENSOL,Power,Power Distribution,999.10,120020.15,25619.95,7466.81,29.14,29.73,53.22,5.13,2.11,3.37,1.95,13.64,4156.33,769.47,6160.26,4390.34,710.62,3.94,3.08,-2.79,7.19,4.85
Adani Ports,532921,ADANIPORTS,Transport Infrastructure,Port & Port services,1530.50,330641.96,34745.59,20643.43,59.41,59.53,27.55,4.93,1.01,8.59,0.85,18.76,2609.64,1962.41,5576.58,2745.72,541.02,4.73,-0.12,0.08,3.19,1.19
Aditya Birla Cap,540691,ABCAPITAL,Finance,Investment Company,356.10,93136.66,41693.04,15151.78,36.34,35.13,28.54,2.89,1.17,1.32,4.86,11.49,-60389.17,530.84,389.61,1641.74,0.00,6.33,0.76,-0.37,10.16,1.12
AIA Engineering,532683,AIAENG,Industrial Products,Castings & Forgings,3854.10,36025.37,4309.96,1187.95,27.56,26.91,31.97,4.88,1.67,13.66,0.14,15.42,6091.93,382.15,793.50,204.05,1173.69,4.00,0.16,-0.34,0.70,1.68
Alkem Lab,539523,ALKEM,Pharmaceuticals & Biotechnology,Pharmaceuticals,5609.50,67075.29,13890.16,2810.50,20.23,19.38,28.54,5.03,3.07,13.30,0.18,19.39,7248.04,492.06,3091.52,1886.69,3007.36,4.29,0.13,0.36,0.81,4.41
Anlon Healthcare,544497,AHCL,Pharmaceuticals & Biotechnology,Pharmaceuticals,165.71,879.52,120.29,32.55,27.06,27.06,32.28,4.11,0.07,13.27,0.27,40.45,225.62,0.16,107.45,16.56,56.53,3.39,,,1.87,4.08
Apis India,506166,,Food Products,Other Food Products,1152.75,635.17,365.95,37.48,10.24,10.21,27.63,4.11,0.56,8.45,0.30,15.80,129.53,2.69,114.04,25.07,64.19,5.18,0.00,0.00,1.32,0.00
Asahi India Glas,515030,ASAHIINDIA,Auto Components,Auto Components & Equipments,1057.90,27004.47,4684.11,752.02,16.05,16.67,94.15,7.29,392.29,5.50,0.77,13.61,1050.96,76.82,439.32,949.81,1169.23,1.95,3.38,1.13,5.07,1.50
Ashok Leyland,500477,ASHOKLEY,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,160.30,94140.03,50976.16,9941.54,19.50,18.97,28.16,7.48,0.10,4.47,4.33,28.82,8877.88,303.53,3406.86,6746.75,4611.09,6.44,-0.29,0.47,5.90,1.05
Asian Paints,500820,ASIANPAINT,Consumer Durables,Paints,2867.60,275155.28,34378.17,6201.28,18.04,17.71,68.47,14.05,8.15,13.18,0.18,20.59,9711.65,598.81,4423.82,3375.26,6010.83,2.10,0.52,-0.21,0.61,2.03
AU Small Finance,540611,AUBANK,Banks,Other Bank,950.50,70955.18,17273.80,8933.99,51.72,53.37,32.64,3.91,1.41,1.58,7.87,14.19,5735.08,2902.27,0.00,0.00,0.00,5.68,3.05,-3.18,12.07,1.27
Autoriders Intl.,512277,,Transport Services,Logistics Solution Provider,848.30,295.28,93.09,25.73,27.64,28.79,34.82,5.53,0.88,10.00,0.34,19.99,3.26,0.87,18.24,4.98,0.00,4.54,0.00,0.00,1.29,0.14
Avishkar Infra,508929,,Realty,"Residential, Commercial Projects",692.90,1552.32,2.40,1.85,77.08,77.08,482.09,115.59,,9.77,1.48,148.05,30.24,2.20,2.11,3.61,38.98,0.20,0.00,0.00,6.50,2.95
Axis Bank,532215,AXISBANK,Banks,Private Sector Bank,1275.70,395786.98,129272.60,77132.26,59.67,63.58,15.23,2.00,0.59,1.78,7.28,16.30,81517.79,29815.46,0.00,0.00,0.00,6.03,1.65,-1.92,13.49,2.17
Axis Solution,511144,,IT - Software,Computers - Software & Consulting,61.45,290.41,211.79,26.18,12.36,18.43,12.45,2.37,0.02,21.00,0.40,39.84,80.42,1.91,72.82,29.40,60.94,7.97,0.00,0.00,1.83,0.00
Bajaj Auto,532977,BAJAJ-AUTO,Automobiles,2/3 Wheelers,9096.00,253966.54,54683.29,10730.21,19.62,18.74,30.49,7.43,2.94,15.63,0.58,22.77,-1347.55,1824.54,3099.19,7666.69,2145.55,4.45,0.77,-0.64,1.63,4.15
Bank of Baroda,532134,BANKBARODA,Banks,Public Sector Bank,295.55,152813.25,131574.32,83732.48,63.64,64.41,7.94,0.96,0.21,1.18,10.53,15.53,100587.07,22892.16,0.00,0.00,0.00,6.01,0.14,0.63,15.69,0.79
Bank of India,532149,BANKINDIA,Banks,Public Sector Bank,147.24,67074.50,73784.35,53001.26,71.83,71.03,6.69,0.80,0.16,0.94,11.67,12.35,76612.57,9145.57,0.00,0.00,0.00,6.24,-0.34,0.71,15.56,2.77
Belrise Industri,544405,BELRISE,Auto Components,Auto Components & Equipments,164.62,14648.32,9056.86,1114.49,12.31,12.32,32.17,2.95,3.01,5.35,0.29,14.09,2326.48,95.10,1709.59,1307.61,960.03,5.53,-3.12,0.89,1.64,4.68
Bharat Electron,500049,BEL,Aerospace & Defense,Aerospace & Defense,417.25,305148.74,25152.11,7425.99,29.52,28.76,53.58,14.14,1.76,13.21,0.00,29.22,16495.15,698.26,10590.70,2907.66,10211.08,2.57,0.28,-0.42,0.01,4.30
Bharat Forge,500493,BHARATFORG,Auto Components,Auto Components & Equipments,1433.00,68512.49,15268.83,2695.80,17.66,17.80,63.38,7.32,80.23,4.72,0.71,11.58,938.31,198.40,3092.39,2763.49,4010.72,2.68,0.85,-0.75,3.35,1.90
BharatRohan Air.,544535,,Agricultural Food & other Products,Other Agricultural Products,127.20,253.42,46.97,11.16,23.76,28.40,23.44,3.10,0.15,30.04,0.05,36.10,79.03,0.05,23.47,1.88,13.71,4.77,,,0.36,3.64
Bharti Airtel,532454,BHARTIARTL,Telecom - Services,Telecom - Cellular & Fixed line services,2089.70,1253983.99,194613.50,109005.50,56.01,49.17,38.94,10.12,0.47,5.35,1.77,23.18,-104864.50,11478.70,8908.90,45232.60,429.60,4.39,0.31,0.70,3.28,3.91
BSE,,BSE,Capital Markets,Exchange and Data Platform,2886.60,117570.95,3698.51,2082.97,56.32,58.41,65.39,22.53,0.93,14.03,0.00,36.04,3129.92,436.40,411.34,137.47,0.00,2.11,8.64,-1.89,0.00,4.73
Can Fin Homes,511196,CANFINHOME,Finance,Housing Finance Company,909.30,12107.71,4054.47,3728.00,91.95,92.25,13.14,2.22,0.60,2.20,6.61,18.22,213.97,1.18,0.75,3.26,0.00,7.75,-0.65,0.42,9.72,1.70
Canara Bank,532483,CANBK,Banks,Public Sector Bank,150.50,136450.29,125841.25,76573.02,60.85,62.10,7.13,1.18,0.17,1.08,14.05,17.75,149779.90,33467.06,0.00,0.00,0.00,6.63,0.82,0.51,14.47,2.07
Carysil,524091,CARYSIL,Consumer Durables,Household Appliances,1021.00,2902.27,874.96,153.69,17.57,17.20,35.79,5.13,-198.83,7.06,0.42,14.54,171.57,12.49,183.72,116.88,224.51,4.19,0.14,-0.11,1.81,4.75
Cholaman.Inv.&Fn,511243,CHOLAFIN,Finance,Non Banking Financial Company (NBFC),1724.90,145498.76,28536.73,19741.86,69.18,70.32,31.32,5.59,1.23,2.38,7.23,19.71,9140.07,406.94,211.86,128.16,0.00,6.16,1.22,-1.11,9.44,3.20
City Union Bank,532210,CUB,Banks,Private Sector Bank,282.95,21031.03,6269.92,4325.87,68.99,70.59,17.40,2.11,1.25,1.51,7.22,12.58,7007.20,982.62,0.00,0.00,0.00,6.04,1.52,-1.42,13.50,0.42
Connplex Cinemas,,CONNPLEX,Entertainment,"Film Production, Distribution & Exhibition",261.70,499.84,118.98,31.30,26.31,27.49,22.28,4.12,0.12,37.97,0.01,123.94,39.65,0.89,22.56,8.90,13.73,6.12,,,0.06,1.95
Cospower Engine.,543172,,Industrial Manufacturing,Industrial Products,950.00,159.08,53.20,9.59,18.03,21.70,41.11,7.79,1.58,3.40,1.08,11.82,15.70,-0.18,18.30,8.87,17.50,4.63,0.00,0.00,2.68,4.90
Cummins India,500480,CUMMINSIND,Industrial Products,"Compressors, Pumps & Diesel Engines",4544.20,125949.76,11643.62,2441.09,20.97,20.02,54.65,15.95,1.57,20.85,0.00,28.15,5023.17,777.90,2565.36,1524.44,1162.01,2.43,-0.80,0.85,0.01,0.20
Cupid,530843,CUPID,Personal Products,Personal Care,349.05,9372.27,266.82,89.44,33.52,23.22,151.83,24.58,4.22,11.99,0.07,12.89,301.97,0.00,89.65,15.97,42.64,0.92,0.24,1.63,0.32,0.78
DCB Bank,532772,DCBBANK,Banks,Private Sector Bank,183.90,5928.24,7049.26,4843.95,68.72,70.22,8.85,0.97,0.31,0.88,11.85,11.43,2314.01,825.08,0.00,0.00,0.00,7.62,0.14,-1.20,12.47,2.85
E Factor Experie,,EFACTOR,Other Consumer Services,Other Consumer Services,330.75,432.89,206.01,33.90,16.46,15.70,17.33,5.68,0.18,15.61,0.28,31.98,65.55,2.13,93.53,25.77,0.00,7.88,-0.31,0.08,0.61,4.20
eClerx Services,532927,ECLERX,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),4689.80,22350.26,3691.52,917.66,24.86,24.04,36.40,8.52,4.61,17.14,0.15,22.80,1852.07,93.85,550.93,78.57,0.25,3.90,-0.32,0.79,0.46,3.66
Eicher Motors,505200,EICHERMOT,Automobiles,2/3 Wheelers,7125.50,195400.67,21427.66,5173.56,24.14,25.03,38.26,8.85,0.93,18.85,0.02,24.10,2964.72,2169.67,411.39,2813.84,1834.71,3.36,-1.05,1.16,0.07,2.22
Federal Bank,500469,FEDERALBNK,Banks,Private Sector Bank,256.60,63130.74,28739.84,19099.94,66.46,69.68,16.00,1.74,0.56,1.25,8.71,12.86,26370.05,4248.26,0.00,0.00,0.00,6.42,1.54,-1.32,13.53,1.19
Game Changers,544594,,Textiles & Apparels,Other Textile Products,124.65,223.04,117.69,23.40,19.88,16.18,14.67,,0.04,26.05,0.47,80.63,25.95,0.09,34.32,7.91,14.80,9.35,,,0.62,3.00
GE Shipping Co,500620,GESHIP,Transport Services,Shipping,1125.00,16080.92,4903.16,2483.47,50.65,50.30,9.01,1.05,0.19,10.90,0.08,14.09,8111.23,689.51,429.16,297.08,267.73,17.44,0.73,0.24,0.60,4.72
Global Education,,GLOBAL,Other Consumer Services,Education,92.62,471.45,69.91,27.16,38.85,49.67,23.79,4.20,0.73,24.87,0.00,26.67,39.00,4.09,32.53,8.29,3.82,5.83,0.00,0.03,0.00,1.47
HDFC Bank,500180,HDFCBANK,Banks,Private Sector Bank,1002.10,1542399.85,346185.22,147511.76,42.61,44.41,21.32,2.86,0.93,1.74,6.30,14.45,185784.94,137893.08,0.00,0.00,0.00,5.94,0.30,-0.46,11.90,1.80
Hero Motocorp,500182,HEROMOTOCO,Automobiles,2/3 Wheelers,6295.50,125973.62,42175.84,6035.64,14.31,14.15,23.84,6.00,1.00,15.62,0.03,23.06,8723.11,1831.42,4252.77,7620.41,2629.42,5.57,-1.45,1.71,0.10,0.60
Hitachi Energy,543187,POWERINDIA,Electrical Equipment,Heavy Electrical Equipment,22185.00,98828.01,6815.40,858.77,12.60,9.48,137.79,21.58,4.78,5.77,0.02,13.79,3610.83,223.82,2094.80,1930.85,1183.60,1.05,-2.35,2.48,0.09,1.18
ICICI Lombard,540716,ICICIGI,Insurance,General Insurance,1991.40,99138.73,25477.17,3595.83,14.11,14.22,35.40,6.19,1.39,3.79,0.00,18.80,-40690.71,103.46,0.00,0.00,0.00,3.74,-0.11,0.10,0.00,4.02
Indian Bank,532814,INDIANB,Banks,Public Sector Bank,887.35,119515.98,64543.17,44355.43,68.72,68.06,10.14,1.55,0.26,1.35,10.65,17.09,43625.03,9828.83,0.00,0.00,0.00,6.06,0.57,0.14,14.91,1.25
Indian Metals,533047,IMFA,Ferrous Metals,Ferro & Silica Manganese,1380.10,7448.41,2570.56,462.50,17.99,20.69,22.54,2.97,-2.54,12.46,0.17,17.01,1162.71,72.04,130.43,220.00,636.58,6.07,0.02,0.29,0.91,1.01
Jamna Auto Inds.,520051,JAMNAAUTO,Auto Components,Auto Components & Equipments,116.74,4651.19,2304.40,305.83,13.27,13.45,25.89,4.50,2.85,12.70,0.01,19.25,135.32,7.72,29.96,8.22,316.00,5.75,0.76,0.33,0.05,1.06
JD Cables,544524,,Industrial Products,Cables - Electricals,204.50,461.17,264.31,37.75,14.28,13.62,19.51,3.64,0.07,27.63,0.34,117.16,117.62,0.31,68.66,31.00,44.91,8.73,,,1.16,1.99
Karur Vysya Bank,590003,KARURVYSYA,Banks,Private Sector Bank,253.83,24527.27,10381.07,6707.93,64.62,65.02,11.65,1.92,0.28,1.73,8.83,17.65,5284.51,1933.72,0.00,0.00,0.00,6.57,0.50,0.40,13.08,1.81
Kilburn Engg.,522101,,Industrial Manufacturing,Industrial Products,592.10,3045.63,518.06,132.53,25.58,23.96,36.36,5.42,,10.26,0.19,17.16,313.60,8.15,180.70,56.93,49.41,4.21,1.23,-0.34,0.80,4.25
Knowledge Marine,543273,KMEW,Engineering Services,Dredging,2976.90,3642.31,203.73,81.27,39.89,38.98,73.87,13.41,2.14,15.07,0.61,25.77,51.91,5.41,76.79,17.39,0.40,1.96,-0.01,10.40,1.98,3.18
Knowledge Realty,544481,KRT,Realty,Real Estate Investment Trusts (REITs),118.97,52680.85,3930.10,3100.08,78.88,78.88,165.67,1.16,,1.29,0.07,13.98,264.49,-157.27,0.00,7.00,0.00,5.23,,,1.03,4.79
L G Balakrishnan,500250,LGBBROSLTD,Auto Components,Auto Components & Equipments,1901.00,6053.80,2790.14,449.32,16.10,16.14,19.95,3.04,2.64,11.85,0.09,16.06,492.31,78.33,359.62,331.14,497.97,6.72,-0.27,-0.11,0.45,3.75
L&T Finance Ltd,533519,LTF,Finance,Non Banking Financial Company (NBFC),309.15,77417.35,16715.82,10157.49,60.77,60.41,28.69,2.93,0.64,2.37,3.72,10.79,6108.65,11.92,67.74,1502.78,0.00,5.98,0.23,0.21,9.80,1.97
