Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Cupid,530843,CUPID,Personal Products,180.52,4846.37,223.89,71.27,31.83,30.23,101.71,14.16,2.87,11.83,0.06,12.72,260.49,0.00,67.03,1.25,41.67,1.38,0.00,-0.68,0.29,3.47
Dharni Capital,543753,,Capital Markets,55.70,113.46,9.09,5.19,57.10,57.10,29.47,5.36,,17.91,0.10,20.02,3.50,0.05,0.26,0.00,0.00,4.38,0.00,0.00,0.41,3.30
Eicher Motors,505200,EICHERMOT,Automobiles,6371.50,174756.22,19519.14,4749.38,24.33,25.03,36.12,8.20,0.87,18.85,0.02,24.10,1840.83,2151.37,549.64,2529.75,1563.75,3.51,-0.88,0.80,0.07,0.28
Endurance Tech.,540153,ENDURANCE,Auto Components,2913.60,40983.53,12054.20,1620.86,13.45,13.42,48.25,7.17,2.59,9.21,0.17,14.63,1114.16,130.92,1418.58,1974.26,936.37,2.85,-1.35,1.17,0.81,3.84
Eveready Inds.,531508,EVEREADY,Household Products,468.05,3402.13,1369.29,156.29,11.41,11.33,38.17,7.43,1.79,8.05,0.68,19.52,65.63,-3.39,102.25,205.83,287.33,3.52,-0.12,0.10,2.39,4.48
Exhicon Events,543895,,Other Consumer Services,543.15,706.23,143.51,35.12,24.47,24.47,27.16,6.28,0.33,24.62,0.00,26.63,65.77,2.99,34.57,9.57,2.58,5.16,-0.59,0.02,0.00,4.96
Fabtech Techn.,544332,,Industrial Manufacturing,447.95,551.85,150.03,16.04,10.69,10.69,41.49,5.85,0.76,12.51,0.01,18.21,80.84,0.87,53.04,21.02,19.05,2.99,,,0.06,4.69
Fiem Industries,532768,FIEMIND,Auto Components,2180.00,5737.69,2503.81,333.15,13.31,13.30,27.23,5.53,0.94,15.29,0.02,20.99,491.11,22.37,242.35,230.53,233.48,5.23,1.46,1.69,0.08,1.70
Fortis Health.,532843,FORTIS,Healthcare Services,956.60,72219.30,8090.57,1736.09,21.46,20.40,78.49,8.10,2.56,6.67,0.28,10.13,-135.95,6.27,784.49,807.61,115.29,1.92,0.33,-0.22,1.74,1.48
G M D C,532181,GMDCLTD,Minerals & Mining,459.70,14618.46,2765.31,595.06,21.52,22.36,21.97,2.28,1.45,9.00,0.02,10.87,1961.79,372.83,84.99,235.66,92.79,6.16,0.03,0.10,0.15,2.69
GE Vernova T&D,522275,GVT&D,Electrical Equipment,2817.40,72139.53,4664.09,1024.09,21.96,19.36,94.30,40.68,1.16,14.76,0.02,40.35,882.74,67.09,1468.92,1025.89,703.52,1.46,-1.43,1.45,0.03,4.82
Global Health,543654,MEDANTA,Healthcare Services,1427.20,38358.91,3862.09,937.33,24.27,24.00,67.26,11.32,1.76,11.46,0.21,16.48,914.30,27.73,291.86,194.81,67.14,2.17,0.27,-0.22,0.87,2.01
Godawari Power,532734,GPIL,Industrial Products,247.98,16599.86,5356.50,1110.18,20.73,22.23,22.41,3.38,-1.36,13.86,0.06,17.23,1328.94,102.30,132.34,459.94,931.82,6.48,0.24,-0.07,0.29,2.22
GSM Foils,,GSMFOILS,Industrial Products,231.90,326.81,164.81,18.87,11.45,11.36,27.03,10.47,,23.72,0.57,45.66,25.92,0.08,33.77,7.36,18.86,5.41,0.00,0.00,0.96,4.63
Guj. Themis Bio.,506879,GUJTHEM,Pharmaceuticals & Biotechnology,393.40,4286.69,147.85,64.21,43.43,46.15,96.11,17.26,25.36,18.67,0.12,21.69,31.41,2.18,31.24,14.65,5.05,1.40,0.00,0.60,0.51,4.21
HBL Engineering,517271,HBLENGINE,Industrial Products,851.05,23590.68,2048.87,473.46,23.11,19.93,68.76,15.91,1.44,15.26,0.05,20.54,792.59,36.19,373.33,181.16,533.57,1.99,0.00,0.00,0.16,2.50
Hindalco Inds.,500440,HINDALCO,Non - Ferrous Metals,742.95,166957.69,245715.00,32208.00,13.11,13.34,9.65,1.35,1.51,6.51,0.52,14.02,25911.00,2340.00,19834.00,40632.00,48801.00,12.28,0.25,-0.55,2.37,3.84
Hyundai Motor I,544274,HYUNDAI,Automobiles,2515.10,204362.21,66704.55,8586.57,12.87,12.87,37.98,12.96,1.57,19.97,0.05,42.18,4256.14,849.54,2241.40,6972.62,3404.36,3.74,0.75,-0.09,0.12,4.17
Iconik Sports,511260,,Finance,65.33,221.09,12.71,1.80,14.16,28.17,204.71,3.47,1.15,9.49,0.12,15.02,6.37,0.17,11.40,0.00,0.00,0.87,-0.05,5.35,2.35,0.00
Ideal Technopl.,,IDEALTECHO,Industrial Products,216.00,108.00,28.48,4.98,17.49,17.49,37.50,4.55,,10.94,0.50,19.30,5.38,0.36,1.12,1.68,5.30,3.84,0.00,0.00,2.60,2.04
India Nipp.Elec.,532240,INDNIPPON,Auto Components,846.05,1913.89,882.98,99.79,11.30,11.10,21.91,2.69,0.80,9.27,0.00,12.33,253.12,31.53,169.65,140.17,72.21,5.83,0.00,0.09,0.02,0.46
Indian Bank,532814,INDIANB,Banks,670.50,90313.93,63283.90,43060.82,68.04,68.06,7.87,1.26,0.20,1.35,10.89,17.09,36744.95,9788.23,0.00,1995.02,0.00,6.35,0.27,-0.20,14.52,1.84
Indosolar,533257,WAAREEINDO,Electrical Equipment,437.75,1821.20,518.03,159.03,30.70,29.34,10.32,45.07,0.13,27.99,1.24,420.20,-27.02,2.60,4.66,82.93,74.43,6.79,0.05,0.01,0.40,0.00
Influx Health.,,INFLUX,Pharmaceuticals & Biotechnology,192.10,444.72,104.85,20.58,19.63,19.63,33.26,,0.76,24.01,0.01,45.38,15.10,0.13,32.44,29.42,13.22,4.04,,,0.01,1.23
Interiors & More,,INM,Consumer Durables,581.45,406.75,58.87,17.57,29.85,29.85,33.98,6.05,,13.81,0.45,19.56,52.66,0.24,16.00,3.28,49.39,3.84,0.00,-0.69,1.82,0.57
IZMO,532341,IZMO,IT - Services,703.10,1047.12,233.54,38.66,16.55,17.06,20.57,2.91,0.44,12.74,0.02,15.34,82.56,33.05,98.89,4.46,0.21,5.58,0.28,-0.08,0.10,4.78
Jeena Sikho,544476,JSLL,Pharmaceuticals & Biotechnology,758.35,9426.35,468.84,139.80,29.82,29.82,111.57,34.53,1.12,30.79,0.04,36.32,99.89,6.79,97.63,9.50,11.55,1.26,0.01,0.04,0.09,1.15
Kilburn Engg.,522101,,Industrial Manufacturing,546.10,2677.96,468.23,115.87,24.75,23.79,37.14,5.49,,10.26,0.19,17.17,223.42,5.04,105.48,63.50,47.98,4.10,1.82,-0.34,0.78,4.68
Knowledge Realty,544481,KRT,,107.93,47860.47,3930.10,3100.08,78.88,78.88,150.51,,,1.29,9.36,13.98,-1013.80,-157.27,157.88,124.75,5.67,4.31,,,6.82,1.78
Kovai Medical,523323,KOVAI,Healthcare Services,6349.65,6946.52,1429.93,405.25,28.34,28.46,31.51,6.40,1.22,12.94,0.38,21.23,61.44,22.65,30.84,29.49,16.40,4.63,0.49,0.17,1.26,2.69
L&T Finance Ltd,533519,LTF,Finance,227.15,56763.65,16399.41,9927.89,60.54,60.41,21.35,2.22,0.48,2.37,3.61,10.79,9911.02,16.56,116.95,1371.70,0.00,7.08,0.82,0.71,9.43,0.45
Lemon Tree Hotel,541233,LEMONTREE,Leisure Services,169.71,13445.21,1333.84,658.53,49.37,49.29,62.51,11.56,1.01,6.00,1.85,18.45,-50.66,3.86,78.62,61.61,13.84,3.37,0.30,0.44,4.10,3.02
M & M,500520,M&M,Automobiles,3286.00,408623.57,167522.29,31502.87,18.81,19.17,29.76,5.30,1.10,5.51,1.67,18.05,14303.79,4380.32,8279.70,30855.30,20330.93,5.71,-0.20,0.23,4.37,4.25
M.V.K. Agro,,MVKAGRO,Agricultural Food & other Products,363.10,562.44,149.73,18.00,12.02,12.02,60.28,6.25,,3.37,1.18,10.95,66.04,6.07,1.90,29.24,74.90,3.38,0.00,-0.13,5.07,0.00
Macobs Technolo.,,MACOBSTECH,Personal Products,197.10,193.06,23.61,3.65,15.46,15.46,73.97,6.87,0.85,11.34,0.02,13.77,25.55,0.33,2.14,0.82,8.11,2.01,-0.32,-2.61,0.16,4.32
Manappuram Fin.,531213,MANAPPURAM,Finance,288.00,24377.32,9781.86,4828.00,49.36,54.36,30.48,1.96,-10.51,2.51,2.90,10.14,3965.76,12.03,0.00,120.13,0.00,8.05,0.62,1.28,7.91,1.61
Marico,531642,MARICO,Agricultural Food & other Products,734.75,95363.50,11447.00,2168.00,18.94,19.75,57.14,23.95,5.94,21.01,0.14,41.34,1247.00,227.00,1271.00,1363.00,1235.00,2.33,-1.51,1.53,0.25,3.32
Maruti Suzuki,532500,MARUTI,Automobiles,14927.00,469308.72,155738.80,19541.90,12.55,13.23,32.29,4.88,0.45,11.69,0.00,15.89,-9383.90,6202.10,6539.70,20501.50,6913.20,4.25,-0.31,0.24,0.00,0.43
Mason Infratech,,MASON,Realty,208.85,367.00,112.10,27.80,24.80,24.80,21.47,5.52,,14.49,0.68,38.47,15.33,0.17,56.84,28.60,30.72,6.18,0.00,-0.04,1.79,3.27
Metropolis Healt,542650,METROPOLIS,Healthcare Services,2208.60,11442.20,1403.91,313.93,22.36,23.16,75.24,8.60,-6.47,8.24,0.15,11.53,-17.63,20.18,147.95,125.86,47.84,1.90,2.10,-2.46,0.93,4.73
MRF,500290,MRF,Auto Components,150550.00,63850.41,28632.42,3996.09,13.96,14.54,35.50,3.45,0.71,6.62,0.20,10.62,1023.41,450.50,3370.25,2822.00,5624.78,4.10,-0.56,1.13,1.37,2.87
Muthoot Finance,533398,MUTHOOTFIN,Finance,2783.60,111752.76,22190.43,16445.35,74.11,72.88,18.16,3.81,1.83,4.67,3.38,19.58,5526.33,126.60,11.86,137.13,0.43,8.11,0.46,-0.18,6.04,0.83
Nava,513023,NAVA,Power,704.25,20437.42,3954.39,1833.51,46.37,46.07,19.56,2.69,0.81,13.70,0.12,15.03,2904.19,153.28,1409.25,168.39,817.68,8.04,0.21,0.52,0.55,2.32
Navneet Educat.,508989,NAVNETEDUL,Printing & Publication,155.18,3510.38,1782.13,326.17,18.30,17.75,17.37,1.91,0.20,10.66,0.11,13.20,781.62,46.60,347.54,75.72,635.80,7.68,0.18,0.19,0.71,4.21
NESCO,505355,NESCO,Commercial Services & Supplies,1447.50,10199.08,783.99,462.07,58.94,59.80,25.39,3.88,0.96,13.76,0.00,15.82,-27.70,112.21,15.66,11.85,10.42,5.16,-0.13,-0.01,0.00,1.86
Omfurn India,,OMFURN,Consumer Durables,131.85,155.25,84.13,11.29,13.42,13.42,24.14,2.64,0.21,7.19,0.25,11.57,36.94,1.51,32.31,9.58,20.10,6.77,0.00,0.00,1.42,3.69
Parin Enterpris.,,PARIN,Consumer Durables,462.75,514.49,167.66,19.20,11.45,11.45,74.36,8.05,3.94,4.86,1.48,11.37,57.26,-0.62,45.39,18.80,87.82,2.55,0.00,0.00,6.18,3.49
Polycab India,542652,POLYCAB,Industrial Products,7235.00,108908.41,23616.26,3234.45,13.70,13.23,49.14,11.08,1.67,15.15,0.02,21.44,4059.80,229.19,2596.27,2735.75,3661.30,2.90,0.66,0.34,0.06,4.89
Powergrid Infra.,543290,PGINVIT,Power,90.99,8280.08,1264.19,1684.53,133.25,133.12,7.06,1.07,0.22,11.62,0.14,15.41,882.51,39.21,222.83,1.89,30.73,16.14,,,0.76,3.71
Pramara Promotio,,PRAMARA,Media,260.75,235.59,86.42,12.49,14.45,14.45,39.93,3.78,0.63,6.65,0.55,12.39,70.10,1.17,32.09,7.14,39.46,4.78,-0.14,-0.08,2.71,3.16
Prizor Viztech,,PRIZOR,Industrial Manufacturing,325.80,348.32,70.98,15.21,21.43,21.43,34.32,8.13,0.06,24.93,0.18,41.01,37.36,0.05,15.74,2.64,28.50,4.24,0.00,-0.01,0.50,0.00
Purple United,,PURPLEUTED,Textiles & Apparels,437.70,420.62,103.13,20.70,20.07,20.07,40.17,6.95,0.50,11.62,0.68,26.89,61.69,0.03,60.49,7.48,17.46,4.11,-0.21,-5.50,2.17,0.00
R M Drip & Sprin,544456,RMDRIP,Industrial Products,735.80,1838.03,130.34,35.71,27.40,27.40,76.81,23.00,0.38,21.79,0.32,39.70,75.78,0.66,107.21,12.84,17.54,1.82,0.35,0.85,0.75,2.67
R&B Denims,538119,RNBDENIMS,Textiles & Apparels,110.56,994.75,391.01,45.68,11.68,12.24,32.53,5.44,16.60,8.77,0.52,12.33,111.51,20.17,63.14,14.19,68.07,4.62,0.00,0.06,1.89,1.36
Radico Khaitan,532497,RADICO,Beverages,2902.10,38849.69,5220.66,756.87,14.50,13.92,95.34,14.43,8.64,7.98,0.28,13.62,1008.08,1.24,1182.18,664.66,1105.46,1.57,-0.81,0.82,1.21,1.59
Readymix Cons.,,READYMIX,Construction,143.45,157.20,73.28,14.64,19.98,19.98,16.83,2.57,0.18,15.10,0.06,23.39,57.55,0.23,48.59,12.09,15.08,8.79,0.48,-0.84,0.25,2.75
RRPSemiconductor,504346,,Finance,4931.30,6718.40,26.48,9.37,35.39,35.87,1033.60,397.54,2.60,43.08,0.71,196.29,28.94,0.38,24.15,6.35,0.00,0.14,0.00,0.00,1.23,0.00
Ruchira Papers,532785,RUCHIRA,"Paper, Forest & Jute Products",153.47,458.03,663.53,108.11,16.29,16.25,6.59,0.98,0.24,11.68,0.18,15.29,109.96,4.71,79.99,6.15,95.08,17.67,0.00,0.38,0.89,0.80
Sattva Eng.,,SATTVAENGG,,99.85,174.42,93.65,18.85,20.13,20.13,19.44,,0.17,8.87,0.83,26.60,33.53,1.19,32.35,19.15,43.42,9.38,,,1.86,0.00
Senores Pharma.,544319,SENORES,Pharmaceuticals & Biotechnology,712.70,3282.24,398.25,89.70,22.52,22.52,56.05,4.17,0.19,6.31,0.40,11.82,481.73,19.26,123.88,67.22,56.63,2.87,-0.15,-0.51,3.42,3.41
Sh. Rama Multi.,532310,SHREERAMA,Industrial Products,62.42,833.65,220.21,36.85,16.73,15.22,15.30,5.44,0.12,29.31,0.25,40.38,55.20,2.10,50.52,16.88,31.92,3.38,0.00,0.04,1.33,2.27
Shaily Engineer.,501423,SHAILY,Industrial Products,2197.20,10097.25,854.10,208.94,24.46,22.38,86.43,18.44,2.26,10.86,0.34,18.50,68.46,3.70,171.72,99.03,137.76,1.65,0.40,2.33,1.11,3.80
Shriram Pistons,544344,SHRIPISTON,Auto Components,2583.80,11381.59,3676.09,753.99,20.51,20.40,21.68,4.75,0.47,14.87,0.21,23.20,1332.83,113.47,583.72,410.69,472.32,6.88,0.19,0.58,0.68,3.77
Shukra Pharma.,524632,,Pharmaceuticals & Biotechnology,27.81,1217.74,34.80,13.22,37.99,39.03,120.33,19.38,0.90,11.64,0.07,15.90,48.15,4.61,8.77,9.22,9.95,1.22,0.00,0.00,0.28,0.00
Sigma Solve,543917,SIGMA,IT - Services,439.10,451.29,80.83,25.98,32.14,33.86,22.19,9.13,0.77,37.39,0.07,47.61,26.96,2.79,20.94,0.98,0.00,6.25,0.00,0.00,0.13,1.33
Simplex Castings,513472,,Industrial Products,417.25,300.35,189.60,35.22,18.58,18.08,16.45,5.30,0.14,9.19,1.36,33.69,35.16,1.22,51.14,17.79,57.92,8.76,0.00,0.00,2.35,0.84
Sirca Paints,543686,SIRCA,Consumer Durables,462.10,2532.71,409.37,75.94,18.55,18.14,47.74,7.25,2.32,12.26,0.02,14.93,218.27,3.95,93.30,38.74,108.02,2.90,0.00,0.90,0.12,2.99
SJS Enterprises,543387,SJS,Auto Components,1416.00,4440.21,781.52,202.15,25.87,25.76,35.65,6.55,1.27,14.16,0.05,18.90,172.01,9.29,175.08,69.06,69.47,3.72,-0.51,-0.01,0.22,0.93
Sobhagya Mercant,512014,,Commercial Services & Supplies,920.60,773.30,186.34,29.67,15.92,15.92,40.79,9.03,3.31,11.97,0.10,24.43,80.91,0.00,117.80,79.62,6.48,3.73,0.00,0.00,0.28,0.00
Sodhani Academy,544257,,Other Consumer Services,291.00,165.72,3.55,1.96,55.21,55.21,113.51,11.90,21.38,14.04,0.00,14.24,0.95,2.99,0.01,0.01,0.00,1.15,-0.79,0.00,0.00,0.97
Stallion India,544342,STALLION,Chemicals & Petrochemicals,185.75,1473.47,414.75,49.28,11.88,12.64,43.00,4.90,2.82,12.12,0.01,15.17,274.50,2.08,105.54,21.30,100.84,3.58,0.05,-2.85,0.05,4.89
TD Power Systems,533553,TDPOWERSYS,Electrical Equipment,551.35,8611.66,1376.88,251.18,18.24,18.41,45.49,10.01,1.16,14.54,0.01,22.31,620.45,24.50,437.34,230.86,376.58,3.03,0.39,4.58,0.05,1.54
Tejas Cargo,,TEJASCARGO,Transport Services,304.95,728.61,501.15,96.73,19.30,19.30,38.11,4.21,0.46,6.42,0.92,16.72,66.28,6.94,95.97,7.29,2.46,5.04,,,3.73,2.26
Timex Group,500414,,Consumer Durables,328.85,3319.74,598.37,65.36,10.92,8.94,76.04,131.68,0.67,13.89,3.99,196.63,109.74,1.51,54.67,73.13,151.31,1.86,0.14,0.99,1.58,2.14
Torrent Pharma.,500420,TORNTPHARM,Pharmaceuticals & Biotechnology,3606.70,122061.63,11835.00,3849.00,32.52,32.31,60.45,16.08,2.85,13.26,0.42,26.52,793.17,-62.00,1866.45,1820.02,2541.25,2.42,0.29,-0.22,1.06,4.84
Travel Food,544443,TRAVELFOOD,Leisure Services,1283.80,16905.01,1687.74,554.12,32.83,32.83,46.64,,0.15,21.49,0.32,39.10,-242.70,122.22,106.18,374.34,8.89,3.19,,,0.61,1.62
TVS Motor Co.,532343,TVSMOTOR,Automobiles,3400.30,161543.87,46088.61,6963.07,15.11,14.91,68.15,19.00,1.68,5.15,3.36,28.39,2295.40,84.23,1716.75,7561.26,2416.58,3.18,-0.93,0.94,4.84,0.39
Uno Minda,532539,UNOMINDA,Auto Components,1283.20,73889.10,17446.19,2009.19,11.52,11.17,71.83,12.86,1.82,9.36,0.43,17.50,1043.55,229.66,2495.61,2163.53,1716.77,2.10,0.65,-0.50,1.55,3.00
Vaidya Sane,,MADHAVBAUG,Healthcare Equipment & Supplies,302.30,317.82,89.85,13.49,15.01,15.01,39.68,5.08,,10.85,0.02,13.56,19.06,0.66,7.54,6.86,3.76,3.53,0.00,0.00,0.13,1.02
Vdeal System,,VDEAL,Electrical Equipment,235.00,114.93,33.58,6.92,20.61,20.61,28.80,4.48,0.18,10.47,0.41,24.99,24.12,0.02,16.32,10.74,24.47,5.31,-1.08,0.00,1.60,0.42
Vimta Labs,524394,VIMTALABS,Healthcare Services,812.10,3614.30,365.06,128.75,35.27,35.45,50.84,9.54,2.98,15.64,0.02,19.43,123.45,7.51,106.24,10.49,25.06,2.70,-0.01,-0.17,0.09,2.04
Yash Optics,,YASHOPTICS,Consumer Durables,133.00,329.38,43.21,12.58,29.11,29.11,35.49,3.64,3.28,10.76,0.16,15.44,61.97,2.84,15.61,4.75,22.05,4.42,-0.02,-0.96,1.06,3.62
Yatharth Hospit.,543950,YATHARTH,Healthcare Services,749.65,7223.20,926.48,231.07,24.94,25.01,50.80,4.50,1.17,9.49,0.01,10.53,771.15,21.83,301.51,29.14,20.95,2.83,-0.04,-0.11,0.06,0.71
