Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,119.25,47.00,268.33,72.73,19.67,27.05,26.49,17.05,2.82,0.19,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,9.25,-1.57,-0.84,0.04,57.71
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,113.95,41.87,181.29,75.39,19.62,26.02,30.64,20.79,2.20,0.12,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.77,0.32,-1.46,0.00,67.47
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,214.60,42.29,433.37,138.34,30.32,21.92,21.99,14.27,2.79,0.30,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.80,0.00,-0.90,0.01,59.35
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,56.65,31.05,354.69,63.57,7.83,12.32,9.09,72.24,7.14,1.52,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.60,0.00,0.00,0.53,58.16
Antelopus Selan,530075,ANTELOPUS,INE818A01017,Oil,Oil Exploration & Production,377.10,35.28,1325.97,231.46,108.87,47.04,52.57,23.55,2.26,0.25,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,6.13,0.00,-1.47,0.05,54.67
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),416.60,54.88,155.50,26.12,10.73,41.08,42.33,23.92,2.18,-1.41,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.81,0.00,0.08,1.79,52.53
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,131.95,38.28,223.86,61.20,15.64,25.56,11.49,17.48,5.34,0.10,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.66,-0.01,0.00,0.00,65.07
Atmastco Ltd,,ATMASTCO,INE05DH01017,Construction,Civil Construction,135.75,34.74,335.77,272.00,39.93,14.68,15.37,19.56,2.40,0.23,5.58,0.62,16.78,114.64,0.44,95.19,84.71,145.97,9.14,-0.36,0.00,2.38,54.87
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,118.40,38.00,295.75,369.67,74.84,20.25,20.28,6.80,1.86,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,17.19,0.10,-0.03,2.46,52.42
Bemco Hydraulics,522650,,INE142E01022,Industrial Manufacturing,Industrial Products,89.23,35.18,390.24,95.04,21.23,22.34,20.29,27.79,5.19,0.95,9.71,0.21,19.89,20.50,1.19,26.86,16.54,29.84,5.20,0.00,0.00,0.77,52.59
BEW Engg,,BEWLTD,INE0HQI01014,Industrial Manufacturing,Industrial Products,114.00,40.88,149.04,170.36,21.49,12.61,15.24,12.06,1.03,0.41,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,10.07,0.00,0.00,3.00,55.10
Bharat Road,540700,BRNL,INE727S01012,Construction,Civil Construction,21.47,37.95,180.24,342.28,163.37,47.73,20.63,1.00,0.44,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,122.76,0.00,-0.01,2.34,60.16
Blue Jet Health,544009,BLUEJET,INE0KBH01020,Pharmaceuticals & Biotechnology,Pharmaceuticals,512.65,35.57,8892.71,1179.07,439.93,37.31,36.67,25.24,7.08,1.39,24.16,0.02,30.24,748.98,57.99,311.83,40.65,196.79,5.47,2.68,-0.14,0.04,50.14
Bodhi Tree,543767,BTML,INE0EEJ01023,Entertainment,Digital Entertainment,8.13,46.12,146.74,98.60,12.41,12.59,10.48,21.87,1.83,1.48,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.82,-0.01,0.06,1.96,54.22
C2C Advanced,,C2C,INE0U7V01015,Aerospace & Defense,Aerospace & Defense,464.85,39.70,788.78,137.99,57.18,41.44,36.01,18.44,3.50,0.13,16.56,0.22,21.05,188.15,4.11,166.92,2.14,56.88,7.01,-1.86,-0.06,0.82,51.27
CapitalNumbers,544343,,INE0WXM01011,IT - Software,Computers - Software & Consulting,107.55,50.20,262.71,102.21,26.33,25.76,29.80,9.76,1.53,0.76,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.60,-0.87,-1.50,0.00,60.75
Cenlub Industrie,522251,,INE627F01011,Industrial Manufacturing,Industrial Products,227.05,44.74,105.87,72.49,10.06,13.88,15.85,13.14,1.55,1.58,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,11.11,0.00,0.00,0.36,58.33
Chatterbox Tech,544546,,INE1B4801017,Media,Advertising & Media Agencies,72.01,33.65,101.85,68.14,13.52,19.84,20.02,10.39,,0.08,27.75,0.00,41.77,27.49,0.19,18.15,15.35,0.00,15.14,,,0.00,54.06
Chemkart India,544442,,INE0VWL01017,Food Products,Other Food Products,124.80,34.77,151.00,193.38,26.80,13.86,16.12,7.93,1.25,0.12,34.75,0.01,58.97,112.18,1.38,56.19,10.28,22.81,25.29,,,0.05,52.37
Chemtech Indust.,537326,,INE212P01011,Industrial Manufacturing,Industrial Products,78.05,33.53,140.00,35.27,6.43,18.23,19.83,18.62,1.40,0.13,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,14.59,0.05,0.00,0.00,64.20
Chetana Educa.,,CHETANA,INE0U1T01012,Printing & Publication,Printing & Publication,55.30,45.20,112.81,102.93,19.42,18.87,22.72,8.78,1.28,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,15.90,-1.40,0.94,0.26,57.13
Cohance Life,543064,COHANCE,INE03QK01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,492.85,20.45,18854.82,2252.45,579.88,25.74,31.34,54.89,4.98,-3.39,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.47,9.41,-0.72,0.95,62.89
Danlaw Tech.,532329,,INE310B01013,Industrial Manufacturing,Industrial Products,759.90,43.09,370.12,237.35,34.83,14.67,14.74,18.60,4.32,0.15,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.68,0.00,0.00,1.09,53.06
De Neers Tools,,DENEERS,INE0JWV01011,Industrial Products,Iron & Steel Products,160.00,50.80,137.70,142.50,28.16,19.76,19.30,7.80,1.69,0.15,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,14.10,1.51,-0.77,2.23,57.31
DJ Mediaprint,543193,DJML,INE0B1K01014,Transport Services,Logistics Solution Provider,64.57,41.87,221.98,91.57,18.14,19.81,21.84,29.52,3.00,1.00,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,5.03,-0.03,-0.16,1.36,62.89
Dynamic Services,,DYNAMIC,INE0DZ701010,Commercial Services & Supplies,Diversified Commercial Services,136.95,69.88,188.25,347.25,49.12,14.15,13.61,8.23,0.96,0.08,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,16.05,0.00,-0.05,2.98,63.19
Easy Trip Plann.,543272,EASEMYTRIP,INE07O001026,Leisure Services,"Tour, Travel Related Services",7.21,36.37,2622.17,522.18,64.87,12.42,24.74,48.50,3.03,107.78,10.70,0.04,16.21,410.27,-19.97,257.93,106.18,2.87,2.77,0.01,-2.09,0.51,52.44
Ellen.Indl.Gas,544421,ELLEN,INE236E01022,Chemicals & Petrochemicals,Industrial Gases,313.65,22.95,4420.45,312.48,109.83,35.15,35.15,50.64,4.80,2.12,10.57,0.13,17.76,183.51,35.95,77.29,10.19,13.23,2.74,3.74,-0.78,0.98,50.82
Emerald Finance,538882,,INE030Q01015,Finance,Non Banking Financial Company (NBFC),78.41,49.83,270.83,25.78,18.89,73.27,70.34,22.72,2.98,0.42,10.60,0.17,13.76,106.31,0.09,4.20,0.00,0.00,6.72,0.00,-4.22,0.79,53.23
EMS,543983,EMSLIMITED,INE0OV601013,Other Utilities,Waste Management,411.65,38.88,2285.93,926.49,226.20,24.41,26.31,14.01,2.20,0.43,17.21,0.16,20.69,705.51,12.58,398.78,27.78,102.46,9.89,-0.05,-0.02,0.72,52.95
