Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Beacon Trust.,,BEACON,Capital Markets,56.30,101.71,25.85,7.25,28.05,28.05,18.73,2.27,1.29,13.83,0.00,16.96,5.35,1.30,5.48,0.38,0.00,7.65,0.00,-0.70,0.02,57.35
BEW Engg,,BEWLTD,,158.05,206.62,134.36,20.40,15.18,15.18,16.99,1.50,0.58,6.31,0.42,11.64,100.97,0.92,40.40,11.26,117.31,7.68,0.00,0.00,2.86,58.13
Bharat Road,540700,BRNL,Construction,20.70,173.78,458.21,240.51,52.49,52.49,1.28,0.53,0.03,6.53,1.31,52.27,-127.79,21.80,0.94,3.35,0.00,46.71,0.00,0.01,2.31,61.67
Bodhi Tree,543767,BTML,Entertainment,8.01,144.58,89.10,9.01,10.11,10.11,29.63,4.41,2.01,6.41,0.66,16.27,25.29,0.66,23.35,24.94,24.01,5.64,3.29,-0.19,2.31,59.01
Brand Concepts,543442,BCONCEPTS,Retailing,326.10,365.81,272.69,29.13,10.68,10.68,55.51,5.13,0.53,3.23,1.73,10.33,38.77,0.79,72.67,39.30,62.28,3.86,-0.85,-0.08,6.66,55.87
CapitalNumbers,544343,,IT - Software,128.75,314.50,99.73,29.72,29.80,29.80,12.19,2.00,0.67,21.77,0.00,23.00,145.64,5.96,6.42,1.01,0.00,15.09,,,0.00,53.01
Chemtech Indust.,537326,,Industrial Manufacturing,113.05,202.78,40.04,7.91,19.76,19.76,28.89,2.12,0.20,9.04,0.00,10.74,81.94,2.63,11.32,3.83,2.42,6.94,0.00,0.00,0.00,65.32
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,226.15,1598.56,250.18,146.53,58.57,58.57,15.40,6.06,0.23,33.74,0.01,48.67,155.38,-0.04,24.77,0.24,0.00,10.27,-0.85,-1.49,0.03,50.50
Danlaw Tech.,532329,,Industrial Manufacturing,926.40,451.22,218.38,31.82,14.57,14.57,23.85,5.88,0.20,13.10,0.46,28.11,59.46,0.96,49.07,26.00,36.86,5.96,0.00,0.00,1.28,58.99
Delaplex,,DELAPLEX,IT - Software,142.95,130.23,55.76,10.87,19.49,19.49,12.59,1.80,0.66,14.82,0.00,15.10,49.21,3.31,26.56,0.20,0.00,10.89,0.00,0.00,0.00,51.46
Delta Auto.,,DELTIC,Automobiles,80.05,122.39,83.19,10.99,13.21,13.21,14.57,1.68,,14.25,0.05,18.49,71.46,0.82,16.61,3.86,18.26,12.32,,,0.34,56.44
Dolat Algotech,505526,DOLATALGO,Capital Markets,90.48,1592.45,529.90,347.71,65.62,65.62,7.39,1.59,0.84,20.82,0.07,24.00,532.94,0.02,0.00,0.00,0.00,20.97,0.01,-0.01,0.19,51.49
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,140.55,193.20,274.74,36.48,13.28,13.28,11.38,1.04,0.12,7.63,0.64,12.54,91.91,2.10,89.52,13.71,27.97,12.55,0.00,0.00,3.15,65.24
Easy Trip Plann.,543272,EASEMYTRIP,Leisure Services,10.02,3551.17,587.32,145.29,24.74,24.74,33.08,4.93,73.51,10.66,0.05,16.21,485.31,15.93,296.19,130.95,2.07,4.32,-0.43,-1.15,0.25,54.86
Edvenswa Enter,517170,,IT - Software,43.71,127.70,119.47,15.89,13.30,13.30,10.89,1.00,0.18,11.24,0.00,12.99,63.30,-0.03,9.97,3.04,0.00,14.55,0.00,0.00,0.00,56.21
Electrost.Cast.,500128,ELECTCAST,Industrial Products,114.46,7075.74,7319.97,1035.77,14.15,14.15,9.97,1.22,0.36,7.55,0.37,13.03,1876.36,123.11,1482.74,556.52,2463.97,11.30,-0.42,0.21,2.09,51.63
Emerald Finance,538882,,Finance,80.90,279.43,23.88,16.98,71.11,69.59,26.92,3.31,0.51,10.42,0.18,13.53,100.89,0.10,2.11,0.00,0.00,6.13,0.00,-3.40,0.92,51.74
Energy-Mission,,EMMIL,Industrial Manufacturing,225.55,255.47,150.49,21.27,14.13,14.13,20.32,3.01,0.37,10.50,0.29,21.05,52.26,0.46,17.01,14.18,69.52,6.87,2.34,-0.06,1.30,61.21
Frog Cellsat,,FROG,Telecom -  Equipment & Accessories,221.20,343.50,219.35,35.42,16.15,16.15,14.58,2.17,0.75,12.24,0.13,16.24,77.59,2.81,79.08,29.89,39.13,9.50,0.00,0.28,0.59,51.70
G M Polyplast,543239,,Industrial Products,81.90,110.23,96.16,11.70,12.17,12.17,14.82,2.81,0.70,16.52,0.02,20.97,31.99,0.08,21.12,4.31,13.75,9.56,0.00,0.00,0.08,57.33
Gem Enviro,544199,,Other Utilities,68.60,154.70,59.20,7.35,12.42,12.42,25.40,3.16,-3.91,12.12,0.00,14.67,46.59,0.83,29.21,9.09,6.58,5.61,-0.94,-0.01,0.00,72.20
Gensol Engineer.,542851,GENSOL,Electrical Equipment,46.28,175.88,1451.84,329.58,22.70,23.86,2.04,0.30,0.01,3.16,2.33,20.10,224.48,3.86,308.51,167.81,3.88,22.78,0.14,4.25,4.66,95.59
Geojit Fin. Ser.,532285,GEOJITFSL,Capital Markets,74.02,2065.35,720.00,256.35,35.60,38.09,13.70,1.78,3.80,8.50,0.13,16.83,725.61,1.43,114.51,48.44,0.00,19.03,0.67,0.11,0.69,53.56
GRP,509152,GRPLTD,Industrial Products,2254.70,1202.51,548.00,65.22,11.90,12.51,42.81,6.28,0.61,8.28,0.77,17.44,27.97,1.82,100.63,28.32,53.44,3.75,0.00,-0.02,2.90,53.42
HP Adhesives,543433,HPAL,Chemicals & Petrochemicals,49.13,451.38,251.25,25.56,10.17,10.17,25.30,2.45,0.58,8.39,0.04,10.11,104.00,4.48,41.78,22.95,56.15,5.58,-1.48,-0.12,0.30,54.30
Indian Emuls,,IEML,Chemicals & Petrochemicals,146.45,178.99,101.23,19.62,19.38,19.38,13.46,2.18,0.02,14.67,0.31,24.08,47.64,1.43,30.61,6.41,36.41,9.20,-1.13,-1.27,1.36,63.93
Indo Tech.Trans.,532717,INDOTECH,Electrical Equipment,1769.60,1879.32,611.78,84.62,13.83,13.83,29.42,6.69,0.40,15.50,0.03,25.66,215.14,16.45,122.56,62.30,137.26,5.38,-0.25,-0.08,0.08,53.34
Indo US Bio-Tech,541304,INDOUS,Agricultural Food & other Products,162.20,325.24,103.84,18.94,18.24,18.24,19.99,4.14,0.44,17.85,0.19,23.03,70.39,0.18,15.00,1.16,70.68,5.30,0.00,0.00,0.82,58.24
Insolation Ener,543620,,Power,220.55,4859.66,1269.56,159.92,12.60,12.60,39.83,11.09,0.25,42.22,0.06,49.87,333.37,2.77,32.12,14.66,22.46,3.39,0.27,-0.42,0.16,53.57
Jai Balaji Inds.,532976,JAIBALAJI,Ferrous Metals,114.14,10412.88,6350.80,866.78,13.65,13.65,18.67,4.90,0.15,15.40,0.26,30.75,414.24,67.66,430.28,713.59,1248.21,7.75,0.00,0.07,0.66,52.44
Kabra Jewels,,KKJEWELS,Consumer Durables,108.65,113.92,210.88,26.60,12.61,12.61,9.98,1.42,0.35,6.92,1.19,20.50,97.87,0.33,2.18,7.66,150.24,13.02,,,3.74,59.00
Kamdhenu,532741,KAMDHENU,Industrial Products,29.47,829.24,747.49,75.42,10.09,10.09,13.62,2.58,0.43,18.66,0.00,21.99,238.29,10.46,44.67,27.26,17.15,10.24,0.32,-1.32,0.02,56.21
Kaycee Inds.,504084,,Electrical Equipment,1295.45,411.11,53.20,8.63,16.22,16.22,69.92,14.16,1.50,15.59,0.13,22.25,16.60,0.74,16.24,5.74,3.74,2.01,0.00,0.00,0.44,73.55
Kody Technolab,,KODYTECH,IT - Software,695.20,886.21,71.77,24.93,34.74,34.74,50.30,11.20,0.25,22.82,0.17,30.32,16.22,1.25,34.78,10.00,6.67,2.77,0.06,0.03,0.53,66.42
Lakshya Powertec,,LAKSHYA,,145.00,146.22,160.10,22.64,14.14,14.14,9.24,1.53,0.06,13.54,0.27,25.05,87.09,1.20,67.18,22.63,39.96,13.69,-3.83,-4.27,1.09,61.53
Lorenzini Appar.,540952,LAL,Textiles & Apparels,11.40,196.92,63.42,7.78,12.27,12.27,33.72,4.14,0.13,8.66,0.20,15.88,45.26,3.42,11.45,7.42,40.48,4.31,0.00,-0.07,1.08,68.25
Markolines Pavem,543364,,Construction,129.10,284.08,300.49,37.70,12.55,12.55,12.59,1.61,0.42,7.85,0.36,16.20,141.16,6.22,176.51,42.91,7.96,11.10,0.00,0.00,1.71,52.88
Maruti Interior,543464,,Consumer Durables,96.75,146.09,43.68,8.31,19.02,19.02,30.31,4.08,1.76,10.64,0.22,14.45,11.97,0.19,11.89,4.50,8.93,4.64,0.00,0.00,1.09,57.84
Maxposure,,MAXPOSURE,Entertainment,60.50,137.58,53.90,10.88,20.19,20.19,16.42,2.13,0.07,10.86,0.12,13.87,18.11,1.38,15.40,2.29,0.38,8.56,-0.32,-2.70,0.68,56.47
Mehai Technology,540730,,Commercial Services & Supplies,14.01,519.11,119.46,13.25,11.09,11.09,69.40,4.48,0.34,7.49,0.39,10.63,30.04,0.13,34.27,1.07,17.18,2.30,0.00,0.00,3.00,58.81
Mishtann Foods,539594,,Food Products,6.13,660.58,1375.30,338.92,24.64,24.64,1.98,0.69,,36.46,0.05,44.10,962.93,0.13,1158.45,128.02,2.92,47.85,0.00,-1.37,0.14,63.88
Multibase India,526169,,Chemicals & Petrochemicals,265.40,334.93,70.75,14.78,20.89,20.89,22.86,4.27,0.71,12.57,0.00,13.75,67.35,6.06,10.10,4.79,13.91,6.94,0.00,0.00,0.00,57.32
Nephro Care,,NEPHROCARE,Healthcare Services,141.65,233.53,46.03,5.87,12.75,12.75,64.16,4.37,0.52,8.16,0.00,10.63,14.21,1.53,3.23,3.84,1.23,2.16,-1.17,-0.56,0.00,62.61
Newgen Software,540900,NEWGEN,IT - Software,858.10,12157.46,1492.82,373.52,25.02,25.30,38.30,8.01,1.62,16.52,0.04,22.50,707.17,70.41,556.68,50.47,0.00,3.47,0.33,-0.22,0.13,52.30
Nirman Agri,,NIRMAN,Agricultural Food & other Products,155.65,124.67,236.52,26.55,11.23,11.23,4.93,1.13,0.04,32.15,0.00,34.34,97.31,0.18,37.50,0.34,37.05,26.29,0.00,0.01,0.02,67.87
Owais Metal,,OWAIS,Ferrous Metals,478.80,870.57,213.41,65.90,30.88,30.88,17.48,7.79,,34.51,0.23,55.32,78.94,-2.45,90.33,41.31,41.01,7.30,-0.21,-0.12,0.39,69.46
Paisalo Digital,532900,PAISALO,Finance,31.30,2823.63,803.26,621.59,77.38,77.99,13.76,1.84,0.38,4.26,2.32,13.93,52.13,0.78,21.21,34.27,0.00,9.79,-0.43,-2.30,5.79,55.29
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,105.81,130.20,100.97,19.50,19.31,19.31,9.75,1.32,0.74,12.09,0.00,14.47,38.29,2.15,16.71,10.89,6.11,17.54,0.00,0.00,0.00,69.63
PMC Fincorp,534060,,Finance,2.12,150.96,21.53,19.78,91.87,91.87,10.52,0.89,0.11,8.05,0.27,10.10,45.36,0.00,0.00,0.00,0.39,13.14,0.00,0.00,2.35,59.62
Power & Instrum.,543912,PIGL,Electrical Equipment,126.42,221.02,168.84,17.15,10.16,10.16,18.81,2.00,0.31,8.37,0.17,14.53,81.82,2.43,60.45,30.48,47.80,8.09,0.08,0.00,0.95,69.68
Pratham EPC,,PRATHAM,Construction,147.75,269.09,118.90,17.41,14.64,14.64,19.64,3.52,0.43,14.79,0.16,20.23,62.12,3.88,30.71,3.87,37.00,7.27,-0.02,-1.13,0.60,50.25
Quest Flow,543982,,Industrial Products,383.85,389.99,67.21,12.47,18.55,18.55,57.35,,,7.16,0.29,10.74,55.39,0.73,46.22,13.12,8.97,2.41,0.05,4.23,2.01,69.02
Rajeshwari Cans,543285,,Industrial Products,149.25,156.59,40.24,4.70,11.68,11.68,81.56,13.05,1.14,7.56,0.80,17.41,2.39,0.18,6.74,6.22,5.75,2.06,0.00,0.00,2.82,57.66
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,109.54,1957.21,287.86,58.03,20.16,18.37,41.07,11.01,1.11,13.82,0.00,26.30,95.67,5.95,15.09,30.03,130.36,3.20,4.45,3.72,0.00,67.10
RBM Infracon,,RBMINFRA,Commercial Services & Supplies,455.70,460.39,321.75,42.95,13.35,13.35,15.62,3.27,0.11,11.48,0.08,24.93,117.75,0.78,67.27,47.84,69.13,8.91,0.00,0.01,0.28,56.56
Refractory Shap.,,REFRACTORY,Industrial Products,54.85,119.57,58.77,10.30,17.53,17.53,19.76,2.66,0.70,10.05,0.38,18.54,22.33,1.05,12.69,5.39,16.76,6.70,-0.15,0.37,1.92,76.56
Resgen,543805,,Petroleum Products,82.10,172.20,65.16,15.38,23.60,23.60,21.58,2.99,0.18,11.71,0.08,14.89,37.16,0.00,19.79,2.91,23.90,6.74,0.00,0.00,0.39,55.10
Revathi Equip,544246,RVTH,Industrial Manufacturing,990.95,303.92,178.53,29.13,16.32,16.32,15.06,2.41,0.70,8.47,0.29,17.56,86.89,10.31,25.15,29.51,68.46,11.25,0.00,-0.04,0.98,73.00
RKEC Projects,,RKEC,Construction,66.93,160.57,399.02,51.46,12.90,12.90,8.02,0.85,0.17,4.01,1.04,11.22,109.17,6.85,168.60,120.01,196.58,16.00,0.00,-0.13,3.95,54.93
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,183.40,103.79,55.44,10.50,18.94,18.94,19.08,2.56,0.08,11.52,0.18,14.40,25.22,0.11,9.28,2.24,25.68,7.29,-0.18,-0.03,0.93,73.32
Rossell India,533168,ROSSELLIND,Agricultural Food & other Products,66.05,248.99,181.56,26.06,14.35,14.35,12.56,1.31,-2.21,7.51,0.45,10.87,-5.61,3.51,0.18,4.82,9.13,7.48,0.00,0.00,3.44,64.06
Shanti Educat.,539921,,Other Consumer Services,99.77,1606.30,58.99,7.25,12.29,12.29,227.52,22.70,,8.78,0.11,10.50,7.24,4.26,9.48,4.78,6.94,0.64,0.00,0.00,0.78,51.98
Shivalic Power,,SPCL,Electrical Equipment,112.70,271.78,132.36,18.82,14.22,14.22,21.88,2.41,0.24,11.33,0.05,16.12,97.68,1.53,28.53,7.04,57.01,7.28,-0.34,-1.34,0.28,63.14
Shree Tirupati,,TIRUPATI,Industrial Products,490.00,496.37,208.30,24.67,11.84,11.84,34.54,5.39,1.28,8.05,0.97,16.94,65.54,3.85,48.60,9.80,66.22,4.41,0.00,0.00,3.46,50.99
Sonam,,SONAMLTD,Consumer Durables,48.33,193.47,119.36,12.07,10.11,11.60,29.86,3.07,1.30,6.89,0.29,10.58,15.35,1.45,10.05,8.43,27.94,5.11,0.00,-0.41,1.70,50.02
Spright Agro,531205,,Commercial Services & Supplies,2.56,274.31,174.03,25.80,14.83,12.23,12.20,2.10,0.01,19.04,0.00,19.95,96.21,0.34,81.69,4.72,19.34,9.52,0.00,0.00,0.02,94.27
Srivari Spices &,,SSFL,Food Products,172.00,147.41,111.92,18.36,16.40,16.40,15.17,2.51,0.11,14.20,0.28,23.51,41.00,0.07,29.84,2.29,26.41,10.08,0.26,0.00,1.00,53.37
Starlineps Enter,540492,,Metals & Minerals Trading,6.55,169.89,73.35,7.37,10.05,10.05,25.82,5.17,0.15,15.89,0.00,22.26,24.94,1.44,5.20,18.78,23.91,5.65,0.00,0.00,0.00,78.85
Std. Capital Mkt,511700,,Finance,0.60,147.27,90.29,76.33,84.54,84.54,5.19,0.29,0.01,2.60,3.21,11.02,-225.18,10.49,0.00,0.00,0.00,6.84,0.00,0.00,13.18,65.12
Sterling Tools,530759,STERTOOLS,Auto Components,345.10,1248.72,1026.30,109.57,10.68,10.68,21.42,2.50,0.65,7.77,0.31,12.31,231.84,11.65,65.45,62.31,174.06,6.88,-2.15,-0.42,1.79,53.63
Subam Papers,544267,,Industrial Products,77.87,181.01,539.17,66.17,12.27,12.27,6.77,0.57,11.88,5.15,0.51,10.29,100.26,7.01,137.94,50.48,51.77,18.40,-1.40,-3.82,2.90,55.38
Suraj Estate,544054,SURAJEST,Realty,293.05,1400.00,547.89,188.93,34.48,36.91,15.32,1.55,0.27,6.60,0.51,14.12,1209.53,3.88,56.54,42.86,904.06,10.34,-0.54,-0.14,2.45,65.40
Suraj Products,518075,,Industrial Products,280.30,319.54,326.37,37.19,11.40,11.40,14.91,2.14,-4.75,11.62,0.14,15.31,74.65,0.53,14.11,3.88,42.81,9.24,0.00,0.00,0.71,58.11
Suratwwala Busi.,543218,SBGLP,Realty,42.60,738.75,32.24,13.29,41.22,41.22,68.85,10.79,1.59,7.76,0.88,16.98,74.54,1.91,1.84,12.17,103.46,1.86,0.00,-0.05,4.07,70.22
Suyog Gurbaxani,543391,,Construction,126.05,313.39,53.01,17.50,33.01,33.01,36.06,12.81,0.75,6.76,3.52,43.19,47.91,0.01,0.92,8.77,0.96,2.73,0.00,0.00,7.90,54.08
Suyog Telematics,537259,SUYOG,Telecom - Services,861.40,963.87,192.57,110.13,57.19,57.19,23.77,2.40,-35.48,6.90,0.53,11.61,60.85,8.95,63.02,17.10,7.98,6.36,-0.01,-0.02,2.93,56.25
Systematix Corp.,526506,,Capital Markets,140.00,1911.53,147.74,46.63,31.56,25.08,35.09,6.37,0.93,12.42,0.07,20.24,243.61,29.49,35.00,88.13,0.00,4.37,0.00,0.11,0.28,58.32
Taylormade Renew,541228,,Industrial Manufacturing,229.80,278.62,71.07,20.22,28.45,28.45,22.78,2.95,0.07,10.60,0.09,15.52,76.16,0.05,60.21,20.32,22.57,6.53,0.00,0.00,0.45,59.41
TBI Corn,,TBI,Agricultural Food & other Products,109.45,198.74,211.60,23.75,11.22,11.22,14.58,1.96,,9.68,0.64,18.90,83.03,2.11,45.53,12.02,70.33,8.99,-1.91,-1.27,2.74,65.47
Teerth Gopicon,,TGL,Construction,129.90,155.87,118.27,24.61,20.81,20.81,12.14,2.05,0.04,8.32,0.44,26.96,61.27,0.29,27.43,6.82,62.79,10.90,0.00,-0.21,1.64,83.22
Tejas Networks,540595,TEJASNET,Telecom -  Equipment & Accessories,591.25,10446.86,7562.42,892.13,11.80,14.10,59.64,2.71,0.55,4.79,0.89,12.77,1701.68,41.94,4443.85,1183.95,2367.19,4.07,-0.13,-0.94,6.20,59.50
Tinna Rubber,530475,TINNARUBR,Industrial Products,912.45,1643.85,505.35,76.17,15.07,15.07,33.36,8.77,0.78,15.10,0.76,32.22,17.86,7.69,41.23,46.91,63.17,4.25,4.84,0.02,1.79,53.18
Titan Biotech,524717,,Chemicals & Petrochemicals,437.15,361.25,156.45,25.43,16.25,16.25,16.78,2.35,-72.96,13.00,0.02,15.01,61.30,3.91,18.82,5.22,50.72,7.02,0.02,0.00,0.11,57.05
Touchwood Enter.,,TOUCHWOOD,Other Consumer Services,95.27,105.57,68.85,7.68,11.15,11.15,19.59,2.56,0.50,11.58,0.03,13.92,32.14,0.39,7.55,1.45,0.00,8.65,1.04,0.00,0.18,52.85
Trident Techlabs,,TECHLABS,IT - Software,487.05,841.67,76.57,18.70,24.42,24.42,73.19,14.49,0.45,12.10,0.22,21.98,55.20,0.73,63.36,11.60,2.32,2.14,-3.25,0.02,0.70,70.84
Trust Fintech,,TRUST,IT - Software,60.85,144.98,31.26,9.79,31.32,31.32,16.11,1.31,0.18,10.55,0.00,11.57,73.70,4.37,15.18,1.47,2.06,8.70,-0.67,-0.44,0.00,79.76
Unicommerce,544227,UNIECOM,IT - Software,122.25,1262.39,134.79,26.48,19.65,19.65,71.65,18.00,,10.45,0.11,25.34,-83.81,5.41,13.64,20.23,0.00,1.95,-1.39,-0.27,0.31,53.69
Urban Enviro,,URBAN,Other Utilities,172.55,149.43,141.05,25.05,17.76,17.76,14.56,4.69,0.17,13.13,0.85,38.35,29.06,0.47,41.28,4.13,0.00,10.14,0.00,-0.04,1.55,50.36
Vedant Fashions,543463,MANYAVAR,Retailing,754.50,18330.53,1386.48,642.61,46.35,46.35,47.19,10.26,5.51,14.80,0.27,22.96,1205.99,85.16,618.61,102.34,201.97,3.06,0.51,-0.26,0.84,50.10
Vertoz,,VERTOZ,Media,88.66,755.65,255.20,36.44,14.28,14.28,29.45,3.97,0.48,11.36,0.11,14.71,99.99,6.98,61.09,31.81,0.00,3.94,0.00,-0.28,0.70,76.97
Vishnusurya Pro.,,VISHNUINFR,Other Construction Materials,174.00,428.21,270.63,48.79,18.03,18.03,14.62,2.71,0.25,13.10,0.35,20.23,45.71,0.76,43.94,20.92,4.45,9.25,0.00,-0.01,1.27,57.97
Vuenow Infratech,531997,,Industrial Manufacturing,66.08,153.32,41.75,10.06,24.10,19.48,22.88,13.95,0.07,18.49,0.45,123.67,7.99,0.00,20.45,28.24,5.65,6.35,0.00,0.00,0.53,66.45
Zenith Drugs,,ZENITHDRUG,Pharmaceuticals & Biotechnology,69.00,118.33,133.32,13.58,10.19,10.19,15.97,1.71,0.50,5.01,0.70,11.26,35.88,2.36,60.58,40.18,39.61,7.93,0.00,-0.36,3.67,55.31
