Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Krishca Strapp.,,KRISHCA,Industrial Products,Iron & Steel Products,179.00,254.76,178.17,28.12,15.78,15.17,20.41,2.33,0.21,9.81,0.76,16.55,-0.06,1.85,38.69,16.38,32.82,6.55,0.02,-0.01,3.75,53.39
Lagnam Spintex,,LAGNAM,Textiles & Apparels,Other Textile Products,67.36,119.02,583.78,66.81,11.44,10.81,8.99,0.98,-0.38,2.34,3.21,11.26,13.52,0.32,67.43,14.55,118.20,9.92,0.00,0.00,7.72,54.75
Lakshya Powertec,,LAKSHYA,Construction,Civil Construction,124.60,125.65,182.10,23.29,12.79,14.15,8.23,1.25,0.06,13.54,0.57,25.41,92.16,1.16,60.13,22.83,55.87,13.27,-1.44,-0.19,2.43,66.55
Man Infra,533169,MANINFRA,Construction,Civil Construction,127.90,5162.89,867.78,244.55,28.18,27.13,19.02,2.36,2.01,14.42,0.01,17.49,1867.29,160.27,55.80,51.16,576.26,8.36,-0.09,0.93,0.08,51.33
Manoj Ceramic,544073,,Consumer Durables,Ceramics,100.00,137.07,179.73,24.48,13.62,13.76,11.22,0.97,0.09,7.31,0.45,16.23,139.71,0.23,99.55,16.61,58.93,12.80,0.00,3.12,2.39,56.23
Maruti Interior,543464,,Consumer Durables,Houseware,94.40,142.54,57.62,9.90,17.18,19.02,24.28,3.70,1.41,10.64,0.18,14.45,13.50,0.26,11.43,4.20,9.53,5.83,0.00,0.00,0.81,58.87
Maxposure,,MAXPOSURE,Entertainment,Media & Entertainment,50.25,114.27,77.69,11.01,14.17,16.94,13.33,1.60,,9.76,0.12,12.87,27.13,0.77,21.70,4.47,0.95,9.91,-0.65,-0.91,0.81,51.19
Mehai Technology,540730,,Commercial Services & Supplies,Trading & Distributors,2.66,197.12,147.63,17.41,11.79,11.09,21.40,1.40,0.11,7.49,0.36,10.63,52.89,0.65,34.28,5.74,23.67,7.13,0.00,0.00,2.97,86.19
Mishtann Foods,539594,,Food Products,Packaged Foods,5.04,543.12,1426.65,339.17,23.77,24.64,1.62,0.46,,36.46,0.04,44.10,1189.15,0.14,1869.49,619.87,3.11,57.63,0.00,0.00,0.14,68.26
Multibase India,526169,,Chemicals & Petrochemicals,Specialty Chemicals,234.35,295.75,68.39,13.00,19.01,20.98,25.47,3.53,0.79,12.60,0.00,13.78,71.70,3.75,13.01,6.11,12.11,6.54,0.00,0.00,0.00,62.31
Owais Metal,,OWAIS,Ferrous Metals,Ferro & Silica Manganese,389.30,707.84,230.90,66.74,28.90,30.93,14.04,5.17,,34.54,0.21,55.32,108.67,-2.02,116.08,21.13,45.25,8.96,-0.05,-0.02,0.43,69.35
Par Drugs & Che.,,PAR,Pharmaceuticals & Biotechnology,Pharmaceuticals,92.83,114.22,98.42,13.48,13.70,19.31,11.79,1.07,1.08,11.38,0.00,13.62,44.92,3.38,17.63,9.02,5.28,16.41,0.00,0.00,0.00,73.36
PMC Fincorp,534060,,Finance,Non Banking Financial Company (NBFC),1.81,128.89,20.28,17.16,84.62,93.31,12.06,0.73,0.12,8.05,0.26,10.10,45.95,0.00,0.00,0.00,0.40,13.29,0.00,0.00,2.72,56.59
Prakash Pipes,542684,PPL,Industrial Products,Plastic Products - Industrial,258.25,617.69,759.86,85.02,11.19,15.56,11.64,1.35,0.55,15.49,0.03,20.50,319.07,5.07,88.63,41.48,76.80,19.79,0.00,-0.46,0.16,55.02
Premier Polyfilm,514354,PREMIERPOL,Industrial Products,Plastic Products - Industrial,38.28,400.95,272.69,41.32,15.15,14.29,15.26,3.04,0.40,17.57,0.00,24.45,69.94,0.00,34.05,9.55,31.53,9.17,0.00,-0.02,0.00,55.26
Pudumjee Paper,539785,PDMJEPAPER,"Paper, Forest & Jute Products",Paper & Paper Products,102.55,973.71,787.35,111.25,14.13,15.43,10.63,1.54,0.38,12.18,0.02,16.74,311.89,28.23,78.26,65.18,143.40,12.97,0.00,-0.17,0.09,55.84
Rajoo Engineers,522257,RAJOOENG,Industrial Manufacturing,Industrial Products,78.48,1402.24,323.30,67.20,20.79,18.37,26.01,4.28,0.71,13.72,0.05,26.12,101.69,8.12,21.93,49.89,141.68,5.52,2.10,2.22,0.25,74.48
Raymond Realty,544420,RAYMONDREL,Realty,"Residential, Commercial Projects",517.85,3447.52,565.18,61.03,10.80,10.80,47.69,2.57,,1.65,0.42,72.31,2674.02,2.12,103.10,520.26,2367.27,1.61,-1.84,-4.33,9.25,50.92
Refractory Shap.,,REFRACTORY,Industrial Products,Electrodes & Refractories,51.10,111.40,69.67,12.73,18.27,17.56,15.05,2.25,0.53,10.05,0.42,18.54,24.54,0.72,19.54,9.06,21.41,8.56,0.00,0.00,1.89,55.57
Revathi Equip,544246,RVTH,Industrial Manufacturing,Industrial Products,801.75,245.89,151.89,17.93,11.80,16.82,23.53,1.93,1.31,8.49,0.42,17.37,74.03,11.94,7.97,22.77,63.33,9.24,0.00,0.00,1.94,63.47
RMC Switchgears,540358,,Electrical Equipment,Other Electrical Equipment,555.45,584.71,406.48,65.97,16.23,16.67,14.39,4.63,0.05,14.83,0.59,37.54,94.01,1.85,91.50,56.81,28.22,9.87,0.21,-0.22,1.16,54.25
Rockingdeals Cir,,ROCKINGDCE,Commercial Services & Supplies,Trading & Distributors,206.50,175.29,83.60,13.72,16.41,19.01,23.85,3.85,0.10,11.52,0.21,14.40,28.01,0.12,12.70,2.43,28.11,5.73,0.00,0.00,0.91,63.62
Rolex Rings,543325,ROLEXRINGS,Auto Components,Auto Components & Equipments,106.13,2890.27,1106.73,219.90,19.87,20.84,16.09,2.48,1.29,15.62,0.00,19.05,717.57,25.10,186.72,93.67,262.36,8.03,-1.01,-0.18,0.00,51.41
Route Mobile,543228,ROUTE,Telecom - Services,Other Telecom Services,680.55,4287.30,4529.04,481.56,10.63,11.56,14.61,1.70,0.56,9.55,0.01,14.48,1651.09,-101.73,968.51,595.32,0.00,13.82,-0.67,-0.62,0.05,54.79
Sanjiv.Parant.,531569,,Pharmaceuticals & Biotechnology,Pharmaceuticals,187.25,230.02,68.92,10.05,14.58,14.78,30.83,5.13,1.65,14.95,0.15,24.58,25.18,0.94,13.03,2.19,5.99,4.37,-0.13,0.00,0.65,52.83
Shivalic Power,,SPCL,Electrical Equipment,Other Electrical Equipment,81.65,196.91,133.07,17.08,12.84,14.22,17.71,1.67,0.19,11.33,0.04,16.12,101.77,1.37,41.99,14.53,61.61,9.02,-2.07,-0.21,0.27,70.73
Shradha Infrapr.,,SHRADHA,Realty,"Residential, Commercial Projects",43.75,354.36,110.26,31.41,28.49,26.77,17.96,2.21,0.12,5.41,1.15,12.73,198.07,10.88,46.80,11.86,240.37,7.77,0.00,0.00,4.83,50.90
Shree Ganesh Rem,540737,,Pharmaceuticals & Biotechnology,Pharmaceuticals,465.35,597.35,106.47,36.71,34.48,36.10,29.22,3.89,1.52,12.53,0.24,17.01,63.74,4.35,24.57,9.51,22.14,4.99,0.00,0.00,1.21,51.02
Stallion India,544342,STALLION,Chemicals & Petrochemicals,Industrial Gases,204.90,1625.37,452.75,62.93,13.90,12.64,36.25,5.11,2.37,12.12,0.00,15.17,284.40,1.85,107.80,26.12,116.73,4.12,-4.68,0.33,0.02,51.70
Sterling Tools,530759,STERTOOLS,Auto Components,Auto Components & Equipments,291.95,1056.40,860.63,91.00,10.57,10.72,25.29,2.00,0.78,7.77,0.32,12.28,203.30,23.11,94.13,61.30,145.32,6.02,-0.70,0.10,2.52,60.78
Suraj Estate,544054,SURAJEST,Realty,"Residential, Commercial Projects",277.20,1324.28,583.36,190.23,32.61,36.91,14.29,1.38,0.26,6.53,0.57,13.98,1398.64,4.19,67.73,46.18,909.27,10.33,-0.52,-0.48,2.89,62.06
Suratwwala Busi.,543218,SBGLP,Realty,"Residential, Commercial Projects",33.15,574.88,66.58,26.29,39.49,39.83,28.45,7.00,0.66,6.81,0.79,16.75,107.45,2.01,14.48,22.01,142.57,4.28,0.00,0.00,2.39,76.30
Suyog Gurbaxani,543391,,Construction,Civil Construction,110.00,273.48,57.39,23.70,41.30,33.05,19.21,8.87,0.40,6.77,5.24,43.19,138.75,0.01,1.28,9.08,0.96,4.74,0.00,0.00,9.45,59.93
Suyog Telematics,537259,SUYOG,Telecom - Services,Telecom - Infrastructure,675.80,756.19,202.71,121.27,59.82,57.19,20.44,1.74,-30.51,6.90,0.54,11.61,94.76,4.41,60.89,19.57,7.16,7.36,-0.09,-1.80,3.24,65.68
Swastika Investm,530585,,Capital Markets,Stockbroking & Allied,90.21,181.31,115.91,24.91,21.49,25.21,14.01,1.39,0.55,5.64,0.18,20.72,60.91,0.67,28.38,249.65,2.72,-67.89,0.00,0.00,0.97,57.55
Systematix Corp.,526506,SYSTMTXC,Capital Markets,Stockbroking & Allied,151.29,2065.68,166.79,59.19,35.49,38.30,44.10,6.39,1.15,12.54,0.06,20.43,246.49,9.55,31.11,76.51,0.00,3.58,0.00,-0.03,0.31,54.96
T R I L,532928,TARIL,Electrical Equipment,Heavy Electrical Equipment,303.30,9104.03,2225.20,355.78,15.99,16.24,36.76,6.77,0.25,12.75,0.27,23.45,814.58,53.37,527.05,320.01,632.40,4.08,-0.09,0.27,0.97,53.35
TBI Corn,,TBI,Agricultural Food & other Products,Other Agricultural Products,90.70,164.70,254.32,28.91,11.37,11.26,10.06,1.47,,9.68,0.78,18.90,88.97,1.88,59.95,0.74,73.03,11.81,-0.61,-0.02,3.13,59.24
Trident Techlabs,,TECHLABS,IT - Software,Computers - Software & Consulting,434.45,750.78,119.00,29.45,24.75,24.53,38.66,12.93,0.24,12.09,0.22,21.96,55.20,0.73,63.36,11.60,2.32,3.80,-2.34,-0.18,0.44,73.99
Trust Fintech,,TRUST,IT - Software,Software Products,55.30,131.75,34.86,9.86,28.28,31.32,16.19,1.15,0.18,10.55,0.00,11.57,69.88,4.07,20.23,1.50,0.77,8.93,-0.71,-0.01,0.00,71.49
Upsurge Invest.,531390,,Finance,Non Banking Financial Company (NBFC),82.33,165.25,99.66,12.70,12.74,17.58,15.46,1.47,0.83,19.53,0.23,20.45,64.89,2.20,0.17,0.00,32.89,9.18,0.00,0.00,1.75,58.99
Urban Enviro,,URBAN,Other Utilities,Waste Management,161.35,139.73,155.77,25.69,16.49,17.76,11.92,3.41,0.14,13.12,0.71,38.31,36.95,0.65,52.25,5.23,0.00,11.20,0.00,-0.02,1.55,53.58
Vedant Fashions,543463,MANYAVAR,Retailing,Speciality Retail,617.50,15003.32,1423.06,639.31,44.93,46.35,38.93,8.72,5.20,14.35,0.27,22.26,990.30,90.20,643.38,59.97,186.48,3.68,-0.15,-0.12,0.81,59.16
Vertoz,,VERTOZ,Media,Advertising & Media Agencies,70.25,598.74,274.13,41.09,14.99,15.00,21.86,2.61,0.37,10.65,0.08,13.99,108.61,6.36,56.03,37.23,0.00,5.47,0.00,-0.62,0.55,59.25
Wendt India,505412,WENDT,Industrial Products,Abrasives & Bearings,8484.00,1696.80,237.75,43.33,18.23,22.73,61.50,6.83,6.19,12.37,0.00,15.11,134.84,7.03,51.93,24.28,45.31,2.25,0.46,-0.54,0.01,52.95
