Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.2,42.58,651.55,256.21,38.07,14.86,14.86,33.68,3.86,0.71,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,5.09,0.0,-0.69,2.42,0.05,56.71
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,117.48,52.86,246.08,92.01,17.69,19.23,19.23,36.18,5.06,4.53,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,5.08,0.0,0.0,1.98,0.5,54.47
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,204.15,35.9,448.4,298.68,39.85,13.34,13.34,33.8,2.93,0.38,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.84,0.0,0.0,5.12,0.0,59.81
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,82.6,20.94,185.85,84.77,24.5,28.9,28.9,9.23,1.78,0.24,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,15.29,-0.43,0.19,0.1,0.0,70.71
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,71.75,46.77,123.55,118.21,12.04,10.19,10.19,17.33,2.46,0.2,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.75,0.0,0.0,2.18,0.0,53.89
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,137.9,43.26,278.49,137.87,24.6,17.84,17.84,10.41,1.64,0.32,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,26.8,-0.48,-0.21,0.01,1.08,62.11
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,43.86,44.79,274.61,50.55,8.77,17.35,17.35,55.03,5.27,4.04,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,3.27,0.0,0.0,4.28,0.0,55.47
Aluwind Infra,,ALUWIND,INE0STM01017,Industrial Products,"Aluminium, Copper & Zinc Products",45.0,45.81,111.82,138.56,16.46,11.88,11.88,10.63,1.59,0.19,7.68,0.59,16.2,48.59,1.54,39.05,40.07,57.56,10.67,0.0,0.0,2.54,0.0,53.03
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,92.1,36.65,254.83,150.1,49.2,32.78,32.78,6.94,2.11,,,0.9,30.13,202.55,1.59,112.62,22.68,13.05,13.73,0.07,0.0,2.22,0.0,52.77
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,279.95,34.13,564.39,688.95,92.55,13.43,13.43,9.99,3.48,0.06,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,14.58,0.01,0.0,0.52,0.04,53.33
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,301.8,37.8,105.06,100.59,28.1,27.94,27.94,11.61,1.8,1.08,9.15,0.57,16.72,5.58,1.14,19.08,5.34,0.0,11.01,0.0,0.0,2.18,0.05,70.73
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,66.6,47.1,166.36,420.75,77.19,18.35,18.35,3.95,0.93,0.08,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,20.6,0.08,0.0,2.76,0.0,69.45
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,284.1,40.65,2033.1,1493.48,549.76,36.81,36.81,28.66,3.67,0.54,2.62,2.72,14.01,-312.77,92.64,137.73,307.7,0.72,7.41,-1.01,0.57,5.81,0.0,55.61
Balaji Phos.,,BALAJIPHOS,INE0PQ601019,Fertilizers & Agrochemicals,Fertilizers,90.0,42.58,213.99,170.47,18.99,11.14,11.14,20.94,2.36,1.11,7.11,0.47,11.97,72.78,0.72,67.88,19.27,57.84,7.29,-0.66,0.0,2.29,0.0,51.27
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,195.9,38.83,494.94,407.8,85.2,20.89,20.89,9.67,1.46,0.43,12.55,0.32,19.05,193.8,7.4,138.2,23.6,0.0,14.96,0.02,-0.03,1.34,0.0,61.57
Bharat Rasayan,590021.0,BHARATRAS,INE838B01021,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,1285.0,40.9,2135.79,1241.84,199.12,16.03,16.03,13.58,1.69,2.5,11.25,0.0,13.34,924.04,22.4,385.41,96.76,330.56,9.84,-0.14,-0.13,0.01,0.03,57.59
Ceinsys Tech,538734.0,CEINSYS,INE016Q01014,IT - Software,Computers - Software & Consulting,870.5,37.55,1822.61,660.7,146.03,22.1,22.1,13.6,2.7,0.21,17.82,0.08,24.76,536.19,27.72,149.59,155.53,0.82,10.12,0.05,-0.2,0.35,0.4,55.4
CIAN Agro,519477.0,,INE052V01019,Agricultural Food & other Products,Edible Oil,1516.0,46.29,4242.6,2234.35,475.99,21.3,21.3,19.05,2.02,0.03,5.28,0.56,10.81,-88.45,44.65,441.57,253.83,414.28,7.58,0.0,-0.02,2.9,0.0,58.27
Credo Brands,544058.0,MUFTI,INE220Q01020,Retailing,Speciality Retail,84.26,46.53,551.0,592.1,154.19,26.04,26.04,11.41,1.27,-0.78,6.15,0.52,11.39,309.76,9.45,236.29,26.73,110.35,12.73,-0.32,0.05,2.52,3.54,50.75
Crizac,544439.0,CRIZAC,INE0S4R01014,Retailing,Internet & Catalogue Retail,185.55,36.51,3246.82,1042.16,285.69,27.41,27.41,14.84,5.58,0.58,25.0,0.0,40.28,301.25,28.96,238.51,233.59,0.0,9.13,-0.26,-0.69,0.01,4.32,52.17
Dhruva Cap.Serv.,531237.0,,INE972E01014,Finance,Non Banking Financial Company (NBFC),183.7,5.19,132.09,3.11,1.93,62.06,62.06,51.4,4.27,0.21,7.72,0.41,12.27,-2.17,1.31,0.0,0.03,0.0,2.56,0.0,0.0,3.27,0.0,58.77
DSM Fresh,544568.0,,INE0SUM01015,Food Products,Meat Products including Poultry,81.3,24.69,181.19,220.82,31.12,14.09,14.09,12.46,1.56,0.19,10.46,0.55,17.64,80.72,1.16,55.63,7.21,8.53,14.72,-4.31,-5.2,2.12,0.0,60.91
E Factor Experie,,EFACTOR,INE0KFF01017,Other Consumer Services,Other Consumer Services,156.0,38.23,204.85,191.44,28.69,14.99,14.99,10.4,2.27,0.28,12.63,0.54,24.43,72.44,1.18,104.55,8.49,0.0,11.75,0.62,0.1,1.74,0.76,55.17
Ecos (India),544239.0,ECOSMOBLTY,INE06HJ01020,Transport Services,Road Transport,129.38,46.94,776.28,808.16,93.93,11.62,11.62,13.48,2.92,1.17,15.26,0.03,23.66,207.42,11.29,107.02,88.01,0.05,10.2,-0.11,-0.77,0.1,1.84,63.9
Ellen.Indl.Gas,544421.0,ELLEN,INE236E01022,Chemicals & Petrochemicals,Industrial Gases,281.95,61.14,3973.69,341.58,116.22,34.02,34.02,38.09,4.05,0.55,9.73,0.19,14.2,112.24,50.05,63.28,14.63,14.17,3.38,-1.39,-0.23,1.27,0.0,53.02
Envirotech Sys.,,ENVIRO,INE0SUH01015,Industrial Products,Other Industrial Products,78.0,45.74,146.56,57.59,18.81,32.66,32.66,12.1,1.93,0.18,13.22,0.18,17.31,24.33,0.82,31.71,3.24,10.04,11.62,0.0,0.16,0.76,0.0,54.91
Eppeltone Ene.,,EEPL,INE11HF01010,Electrical Equipment,Other Electrical Equipment,102.45,44.85,132.77,134.74,19.4,14.4,14.4,10.73,1.46,0.09,7.98,0.43,18.94,61.54,0.8,68.93,47.72,58.57,10.95,0.23,0.0,2.1,0.0,55.99
Espire Hospi,532016.0,,INE176O01011,Leisure Services,Hotels & Resorts,164.35,38.72,245.26,134.25,25.08,18.68,18.68,30.2,4.79,0.15,3.9,2.76,17.17,47.71,6.81,2.49,6.45,0.3,5.42,0.0,0.0,6.65,0.0,73.49
Ganesh Green,,GGBL,INE0R8C01018,Electrical Equipment,Other Electrical Equipment,258.45,34.53,641.0,1064.73,111.02,10.43,10.43,8.51,2.33,0.08,19.02,0.18,31.76,186.59,0.0,71.54,81.01,169.98,15.82,0.21,-1.41,0.48,0.19,50.7
Ganesh Infra.,,GANESHIN,INE0TVT01024,Construction,Civil Construction,97.75,49.97,417.6,835.55,105.18,12.59,12.59,5.47,1.64,,10.74,1.94,35.06,219.19,4.05,337.48,105.2,111.97,11.97,0.08,0.0,4.69,0.0,65.06
Garnet Intl.,512493.0,,INE590B01010,Finance,Investment Company,64.5,51.29,126.65,4.87,3.38,69.4,69.4,26.67,2.98,1.43,10.81,0.02,11.84,3.83,1.36,4.15,0.83,1.23,3.72,0.0,0.0,0.21,0.0,52.22
Globe Civil,544424.0,GLOBECIVIL,INE0V3U01015,Construction,Civil Construction,40.43,38.98,241.44,376.53,53.83,14.3,14.3,10.36,1.02,0.16,5.26,0.63,13.54,187.47,3.22,204.52,79.55,162.4,14.1,0.32,-0.02,2.9,0.0,57.44
Globe Intl. Car.,,GICL,INE947T01022,Transport Services,Logistics Solution Provider,16.53,29.77,185.08,174.93,19.45,11.12,11.12,18.92,1.9,0.26,7.75,0.49,12.49,83.12,1.72,51.99,9.85,29.62,8.91,0.0,-0.01,2.32,0.0,68.45
Grand Continent,,GCHOTELS,INE12E301017,Leisure Services,Hotels & Resorts,115.15,38.31,286.95,140.54,19.61,13.95,13.95,23.12,2.4,0.18,7.72,0.31,10.97,6.93,2.47,14.02,8.0,1.39,5.57,-0.91,-0.12,2.14,0.0,54.84
Indo Thai Sec.,533676.0,INDOTHAI,INE337M01021,Capital Markets,Stockbroking & Allied,217.35,40.77,2887.27,110.38,91.79,83.16,82.88,42.07,4.17,0.32,21.98,0.09,28.57,130.57,0.41,6.92,49.73,0.98,3.28,-0.03,0.06,0.27,0.05,53.76
Indo US Bio-Tech,541304.0,INDOUS,INE250Z01010,Agricultural Food & other Products,Other Agricultural Products,86.65,39.16,173.76,110.44,17.01,15.4,15.4,13.24,1.87,0.6,11.36,0.4,15.34,81.17,0.05,13.76,0.45,99.05,7.96,0.0,-0.17,2.29,0.28,52.6
Infollion Resea.,,INFOLLION,INE0NNZ01013,Commercial Services & Supplies,Diversified Commercial Services,167.55,39.5,162.63,100.32,14.32,14.27,14.27,13.0,2.42,0.29,18.81,0.0,20.68,59.18,2.72,18.38,1.44,0.0,14.1,0.34,-0.01,0.0,0.0,69.59
Insolation Ener,543620.0,INA,INE0LGX01024,Power,Power Generation,117.0,52.48,2579.27,2146.02,287.12,13.38,13.38,12.82,3.22,0.08,13.36,1.1,28.19,651.42,17.5,281.59,292.73,379.05,8.94,0.53,-0.25,3.3,0.08,53.93
Kamat Hotels,526668.0,KAMATHOTEL,INE967C01018,Leisure Services,Hotels & Resorts,167.1,41.68,492.63,385.63,96.85,25.11,25.11,11.49,1.56,-0.64,6.08,0.74,14.38,5.46,14.17,15.19,14.84,4.86,11.98,0.02,-0.24,2.81,0.0,54.71
Kay Cee,,KCEIL,INE0RCG01017,Construction,Civil Construction,92.4,50.34,112.95,164.3,31.77,19.34,19.34,5.99,1.09,0.12,9.13,0.73,22.82,97.27,1.29,33.49,23.25,48.17,19.64,-0.51,0.0,2.29,0.0,76.19
Kellton Tech,519602.0,KELLTONTEC,INE164B01030,IT - Services,IT Enabled Services,14.6,38.43,775.86,1216.94,135.49,11.13,11.13,8.4,0.96,0.9,9.55,0.24,13.65,578.24,8.45,393.23,27.99,0.09,13.75,0.0,-0.17,1.49,0.0,55.96
Khaitan Chemical,507794.0,KHAICHEM,INE745B01028,Fertilizers & Agrochemicals,Fertilizers,48.0,32.86,465.57,988.24,104.87,10.61,11.34,8.0,1.59,0.39,9.99,1.05,25.37,178.59,-2.17,62.38,55.13,224.43,12.55,0.0,-0.23,3.17,0.1,64.71
Kimia Bioscien.,530313.0,,INE285U01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,33.99,59.47,160.81,114.88,14.27,12.42,12.42,21.64,9.09,0.51,6.93,1.96,53.68,2.44,1.62,29.32,42.21,26.26,6.1,0.0,0.0,2.9,0.0,53.41
Kore Digital,,KDL,INE0O4R01018,Telecom - Services,Telecom - Infrastructure,112.6,44.19,135.39,408.3,56.92,13.94,13.94,3.68,0.93,,13.21,0.04,29.49,56.93,0.37,185.81,130.82,12.74,38.0,0.0,0.0,0.12,0.0,64.92
KPIT Technologi.,542651.0,KPITTECH,INE04I401011,IT - Software,Computers - Software & Consulting,554.6,31.21,15204.01,6454.93,1220.26,18.9,18.9,22.56,4.36,1.07,11.07,0.24,20.97,84.4,26.03,927.84,260.82,88.11,6.72,-1.05,-0.03,0.83,1.51,58.26
Laxmi Dental,544339.0,LAXMIDENTL,INE0WO601020,Healthcare Equipment & Supplies,Medical Equipment & Supplies,217.93,53.38,1197.81,277.86,43.4,15.62,15.62,35.8,4.91,0.29,11.48,0.05,14.8,157.93,2.77,45.54,10.68,21.75,2.91,0.37,-1.1,0.36,0.0,55.33
Lords Mark Industries,501261.0,,INE567L01017,Commercial Services & Supplies,Consulting Services,92.9,30.62,3963.31,601.71,83.57,13.89,13.89,70.99,4.02,0.12,8.52,0.28,11.3,664.44,4.22,562.0,4.75,126.77,2.18,0.38,0.0,3.23,0.0,86.13
Loyal Equipments,539227.0,,INE876S01017,Industrial Manufacturing,Industrial Products,155.35,41.73,167.64,78.98,12.27,15.54,15.54,24.91,2.96,6.11,8.0,0.31,12.53,24.13,0.99,19.93,9.88,28.4,5.68,0.13,0.0,1.68,0.64,52.92
M.V.K. Agro,,MVKAGRO,INE0SGC01015,Agricultural Food & other Products,Sugar,403.05,49.9,2035.55,319.89,57.02,17.82,17.82,43.67,4.5,0.34,8.12,0.67,17.26,116.06,19.33,16.32,38.42,160.79,2.98,-0.02,0.0,4.43,0.0,50.79
Magellanic Cloud,538891.0,MCLOUD,INE613C01026,IT - Software,Computers - Software & Consulting,27.65,46.7,1628.75,697.88,215.85,30.93,30.93,14.04,2.39,0.87,11.32,0.43,19.19,275.13,6.8,352.4,72.52,18.84,9.19,0.0,-0.01,1.68,0.11,70.74
Master Trust,511768.0,MASTERTR,INE677D01037,Capital Markets,Stockbroking & Allied,84.92,54.26,1044.64,575.85,236.17,41.01,41.01,8.29,1.28,0.34,6.01,0.28,17.33,969.42,0.0,184.1,986.87,8.54,-43.19,0.0,0.01,0.98,0.0,50.17
Methodhub Software,544637.0,,INE0QZR01017,IT - Software,Computers - Software & Consulting,80.79,42.27,152.3,332.89,65.1,19.56,19.56,4.79,1.0,0.03,14.56,0.74,32.55,54.57,1.68,98.24,22.35,1.54,31.76,-5.48,-2.49,1.75,0.0,53.02
Munish Forge,,MUNISH,INE1K8Y01018,Industrial Products,Castings & Forgings,70.6,64.91,169.93,182.64,21.42,11.73,11.73,16.15,1.34,0.22,5.67,0.45,10.85,69.79,1.15,41.65,9.72,68.38,8.6,,,3.06,0.0,50.63
Nisus Finance,544296.0,,INE0DQN01013,Finance,Holding Company,193.9,41.55,462.98,561.01,138.73,24.73,24.73,6.35,1.73,0.03,14.55,0.97,33.98,201.48,10.26,301.66,178.33,252.95,19.06,0.02,-0.03,1.97,0.0,55.43
Oriana Power Ltd,,ORIANA,INE0OUT01019,Electrical Equipment,Other Electrical Equipment,1435.1,29.27,2915.99,1813.67,398.02,21.95,21.95,11.54,3.83,0.06,12.84,0.67,39.64,579.17,27.34,671.14,209.54,41.17,13.16,-0.05,-0.54,1.24,0.0,53.16
Oswal Pumps,544418.0,OSWALPUMPS,INE0BYP01024,Industrial Products,"Compressors, Pumps & Diesel Engines",356.8,40.73,4067.71,2064.39,513.91,24.89,24.89,10.74,2.36,0.09,23.45,0.14,35.16,1450.81,20.35,1128.01,156.9,221.08,12.07,-1.13,-0.75,0.46,0.0,59.89
Pramara Promotio,,PRAMARA,INE0O7A01017,Media,Advertising & Media Agencies,128.35,36.82,178.98,112.46,16.89,15.02,15.02,17.82,1.48,0.27,7.29,0.33,10.79,129.42,3.86,57.98,4.42,30.59,8.75,0.0,1.06,2.09,0.0,65.76
Prostarm Info,544410.0,PROSTARM,INE0BX301013,Electrical Equipment,Other Electrical Equipment,124.15,27.28,730.94,377.88,48.14,12.74,12.74,21.01,2.42,1.1,8.74,0.31,16.58,200.72,5.86,254.3,144.67,68.48,6.14,0.05,-0.35,1.81,0.0,51.02
R M Drip & Sprin,544456.0,RMDRIP,INE219Y01026,Industrial Products,Plastic Products - Industrial,18.84,46.85,806.81,197.42,52.31,26.5,26.5,22.89,7.28,0.02,19.58,0.48,36.91,114.95,2.16,135.22,29.32,31.59,5.92,0.0,0.39,1.04,0.15,73.91
R Systems Intl.,532735.0,RSYSTEMS,INE411H01032,IT - Services,IT Enabled Services,237.4,50.31,2813.09,2090.52,336.4,16.09,15.66,12.16,3.61,1.63,10.43,0.52,24.44,425.1,47.26,410.66,114.12,0.0,11.03,-2.07,0.07,1.22,5.24,52.23
