Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,134.65,302.98,72.73,19.67,27.05,26.49,19.25,3.19,0.21,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.05,3.90,0.95,0.04,52.25
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,125.20,199.19,75.39,19.62,26.02,30.64,22.84,2.42,0.13,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.15,0.32,-1.46,0.00,67.98
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,150.29,849.28,424.71,206.41,48.60,50.53,14.99,3.17,0.36,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.49,0.00,0.04,8.53,50.52
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,227.00,458.41,138.34,30.32,21.92,21.99,15.10,2.95,0.32,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,12.72,0.00,-0.90,0.01,64.14
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,66.64,417.28,63.57,7.83,12.32,9.09,84.99,8.40,1.79,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.21,0.00,0.00,0.53,54.04
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,387.25,1361.66,231.46,108.87,47.04,52.57,24.18,2.32,0.25,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.96,0.00,-2.21,0.05,59.11
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),397.00,148.16,26.12,10.73,41.08,42.33,22.79,2.08,-1.35,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,7.10,0.00,0.08,1.79,56.33
Artificial Elect,526443,,IT - Software,Software Products,148.20,251.43,61.20,15.64,25.56,11.49,19.63,6.00,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,6.82,0.00,0.00,0.00,66.36
AVP Infracon,,AVPINFRA,Construction,Civil Construction,130.70,326.48,369.67,74.84,20.25,20.28,7.50,2.05,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.04,0.10,-0.03,2.46,50.55
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,116.90,152.83,170.36,21.49,12.61,15.24,12.36,1.06,0.42,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.89,0.00,0.00,3.00,60.37
Bharat Road,540700,BRNL,Construction,Civil Construction,23.60,198.12,342.28,163.37,47.73,20.63,1.10,0.48,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,109.77,0.00,-0.01,2.34,56.21
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.19,147.83,98.60,12.41,12.59,10.48,22.03,1.84,1.49,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.77,-0.01,0.06,1.96,53.89
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,107.40,262.35,102.21,26.33,25.76,29.80,9.75,1.53,0.76,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,20.65,-0.87,-1.50,0.00,60.80
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,968.45,1727.83,574.23,113.89,19.83,19.19,17.80,3.70,0.20,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,7.90,0.03,-0.11,0.58,53.99
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,232.75,108.53,72.49,10.06,13.88,15.85,13.47,1.59,1.62,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,10.84,0.00,0.00,0.36,60.74
Chavda Infra Ltd,,CHAVDA,Construction,Civil Construction,90.25,222.52,250.28,59.78,23.89,21.59,11.28,1.85,0.19,6.77,1.40,20.27,121.45,2.00,103.28,74.94,92.19,11.28,-0.50,-0.16,3.92,51.48
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,88.69,159.09,35.27,6.43,18.23,19.83,21.16,1.60,0.15,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,11.56,0.05,0.00,0.00,65.56
Chetana Educa.,,CHETANA,Printing & Publication,Printing & Publication,57.00,116.28,102.93,19.42,18.87,22.72,9.05,1.31,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,15.45,-1.40,0.94,0.26,55.81
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,549.10,21006.76,2252.45,579.88,25.74,31.34,61.15,5.55,-3.77,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.22,9.41,-0.72,0.95,59.08
Concord Enviro,544315,CEWATER,Other Utilities,Waste Management,392.55,812.43,557.05,67.94,12.20,15.66,15.54,1.48,0.34,6.98,0.30,12.03,371.38,17.72,179.31,145.70,201.33,8.77,-0.90,-0.01,2.14,54.35
Credo Brands,544058,MUFTI,Retailing,Speciality Retail,96.44,630.43,592.40,167.91,28.34,29.29,11.00,1.52,0.41,9.36,0.58,18.41,303.28,7.88,269.01,22.75,105.25,12.06,-1.29,-0.04,2.36,54.90
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,214.26,1514.52,278.28,165.75,59.56,58.51,13.50,4.89,0.20,33.97,0.01,49.22,210.57,0.06,94.72,45.72,0.00,12.08,0.05,-0.06,0.03,53.11
Danlaw Tech.,532329,,Industrial Manufacturing,Industrial Products,794.15,386.80,237.35,34.83,14.67,14.74,19.44,4.51,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.35,0.00,0.00,1.09,53.80
De Neers Tools,,DENEERS,Industrial Products,Iron & Steel Products,168.20,144.76,142.50,28.16,19.76,19.30,8.20,1.77,0.15,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,13.62,1.51,-0.77,2.23,55.12
DJ Mediaprint,543193,DJML,Transport Services,Logistics Solution Provider,58.21,200.11,91.57,18.14,19.81,21.84,26.61,2.70,0.90,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,5.54,-0.03,-0.16,1.36,72.56
DRC Systems,543268,DRCSYSTEMS,IT - Software,Computers - Software & Consulting,17.23,248.25,75.00,23.60,31.47,31.95,14.95,3.05,0.08,16.93,0.04,26.81,10.19,0.78,10.09,8.73,0.00,7.53,-0.02,-0.01,0.16,50.91
