Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.35,21.82,661.15,256.21,38.07,14.86,14.86,34.14,3.85,0.72,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,5.04,0.01,0.66,2.42,0.05,56.07
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,114.17,29.86,239.14,92.01,17.69,19.23,19.23,35.17,4.93,4.4,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,5.26,0.0,0.0,1.98,0.53,55.75
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,204.56,21.61,449.28,298.68,39.85,13.34,13.34,33.87,2.91,0.38,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.83,0.0,0.0,5.12,0.0,59.73
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,102.35,34.56,230.31,84.77,24.5,28.9,28.9,11.47,2.16,0.3,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,12.36,-0.43,0.19,0.1,0.0,63.71
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,75.0,49.92,129.15,118.21,12.04,10.19,10.19,18.11,2.57,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.54,0.0,0.0,2.18,0.0,51.8
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,142.3,41.39,287.36,137.87,24.6,17.84,17.84,10.75,1.7,0.33,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,24.82,-0.48,-0.21,0.01,1.05,65.29
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,49.0,42.63,306.8,50.55,8.77,17.35,17.35,61.49,5.89,4.51,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,2.94,0.0,0.0,4.28,0.0,55.45
Amal,506597.0,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,538.0,46.25,665.13,239.64,35.66,14.88,14.88,29.73,5.51,0.59,16.23,0.0,20.39,43.03,2.25,19.56,18.17,12.12,4.24,0.0,0.0,0.0,0.27,53.14
Artificial Elect,526443.0,,INE072B01027,IT - Software,Software Products,105.6,42.6,292.2,150.1,49.2,32.78,32.78,7.92,2.44,,,0.9,30.13,202.55,1.59,112.62,22.68,13.05,12.12,0.0,0.0,2.22,0.0,68.14
Aurionpro Sol.,532668.0,AURIONPRO,INE132H01018,IT - Software,Computers - Software & Consulting,742.8,43.5,4104.86,1411.09,282.35,20.01,20.01,18.85,2.45,0.61,10.29,0.03,13.44,736.02,19.57,376.94,122.76,32.64,6.56,0.36,-0.48,0.22,0.51,55.41
Australian Prem,,APS,INE0P0001010,Electrical Equipment,Heavy Electrical Equipment,304.9,40.0,614.68,688.95,92.55,13.43,13.43,10.85,3.79,0.07,19.04,0.27,45.36,134.3,0.73,179.04,122.33,47.18,12.92,-0.1,0.0,0.52,0.03,53.01
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,319.9,29.61,111.36,100.59,28.1,27.94,27.94,12.33,1.9,1.14,9.15,0.57,16.72,5.58,1.14,19.08,5.34,0.0,10.52,0.0,0.0,2.18,0.05,68.97
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,72.0,37.91,179.85,420.75,77.19,18.35,18.35,4.26,1.01,0.08,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,19.4,0.08,0.0,2.76,0.0,66.97
AWFIS Space,544181.0,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,296.95,41.54,2125.08,1493.48,549.76,36.81,36.81,29.98,3.83,0.57,2.62,2.72,14.01,-312.77,92.64,137.73,307.7,0.72,7.08,-0.04,-0.99,5.81,0.0,58.29
Basilic Fly Stud,,BASILIC,INE0OCC01013,Entertainment,Media & Entertainment,201.6,36.08,509.34,407.8,85.2,20.89,20.89,9.99,1.53,0.44,12.55,0.32,19.05,193.8,7.4,138.2,23.6,0.0,14.69,-0.75,0.11,1.34,0.0,60.46
