Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Dividend yield,Down from 52w high
A B Infrabuild,544281.0,ABINFRA,INE00YB01025,Construction,Civil Construction,10.42,35.06,665.63,256.21,38.07,14.86,14.86,34.41,3.94,0.72,6.34,0.52,13.84,119.77,3.33,104.21,44.66,110.54,5.16,0.01,0.66,2.42,0.05,55.77
Aaron Industries,,AARON,INE721Z01010,Industrial Manufacturing,Industrial Products,120.1,48.19,251.55,92.01,17.69,19.23,19.23,37.06,5.2,4.64,7.82,0.57,14.84,9.66,0.2,7.01,7.67,24.42,4.99,0.0,0.0,1.98,0.52,53.45
AB Cotspin,544522.0,ABCOTS,INE08PH01015,Textiles & Apparels,Other Textile Products,244.8,54.57,537.7,298.68,39.85,13.34,13.34,40.54,3.49,0.45,4.41,0.96,10.05,84.17,2.78,72.23,5.87,67.91,4.29,0.0,0.0,5.12,0.0,51.81
Adcounty Media.,544435.0,,INE0W1601012,Media,Web based media and service,102.0,40.27,229.52,84.77,24.5,28.9,28.9,11.46,2.13,0.3,24.37,0.03,27.74,57.94,3.43,44.63,5.36,0.0,12.57,-0.43,0.19,0.1,0.0,63.83
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,73.0,47.8,125.71,118.21,12.04,10.19,10.19,17.63,2.5,0.21,9.24,0.5,15.06,18.63,0.86,17.4,11.41,26.16,7.72,0.0,0.0,2.18,0.0,53.08
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,145.2,45.83,293.23,137.87,24.6,17.84,17.84,10.96,1.73,0.34,13.97,0.0,17.08,151.85,10.34,22.09,9.37,0.0,24.31,-0.48,-0.21,0.01,1.04,62.77
Almondz Global,531400.0,ALMONDZ,INE326B01035,Capital Markets,Stockbroking & Allied,13.05,42.87,228.25,173.54,25.31,14.58,14.58,7.94,0.85,0.36,7.82,0.18,11.25,94.43,17.79,54.13,9.15,0.0,13.57,0.12,-0.04,1.32,0.0,52.0
Alphalogic Tech.,542770.0,,INE08E401029,IT - Software,Computers - Software & Consulting,47.54,44.41,297.66,50.55,8.77,17.35,17.35,59.66,5.72,4.38,8.34,0.88,10.07,66.76,2.35,7.88,2.85,4.73,3.03,0.0,0.0,4.28,0.0,56.76
Autoriders Intl.,512277.0,,INE340U01010,Transport Services,Logistics Solution Provider,343.95,41.24,119.73,100.59,28.1,27.94,27.94,13.27,2.03,1.23,9.15,0.57,16.72,5.58,1.14,19.08,5.34,0.0,10.42,0.0,0.0,2.18,0.05,66.64
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,67.8,34.22,169.36,420.75,77.19,18.35,18.35,4.02,0.96,0.08,10.9,1.16,27.67,73.3,4.09,140.61,20.2,99.26,19.86,0.08,0.0,2.76,0.0,68.9
