Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1101.60,18.40,8723.78,2604.99,1927.47,73.99,75.29,13.92,1.86,0.81,3.27,3.08,14.11,2153.46,2.50,7.79,3.22,0.00,8.90,0.17,-1.16,7.63,50.79
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,101.35,33.15,228.05,77.23,21.92,28.38,26.49,12.93,2.40,0.14,35.51,0.01,47.28,75.90,2.58,44.68,7.37,0.00,12.54,-1.57,-0.84,0.03,64.06
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,81.50,31.26,129.66,75.39,19.62,26.02,30.64,14.87,1.58,0.08,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,9.59,0.32,-1.46,0.00,54.97
Aesthetik Engi.,,AESTHETIK,INE0TSF01011,Construction,Civil Construction,65.50,24.82,112.79,78.14,12.86,16.46,13.15,13.36,2.35,,11.68,0.32,18.36,24.85,0.83,16.10,5.58,18.78,9.93,-1.15,-0.03,1.22,57.90
Ahm. Steelcraft,522273,,INE868C01018,Industrial Products,Iron & Steel Products,142.20,35.59,214.61,234.56,26.13,11.14,7.03,11.34,1.73,0.07,14.03,0.00,18.35,119.92,0.01,184.33,62.84,0.00,12.20,0.00,0.00,0.00,53.07
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,134.85,22.73,272.32,138.05,29.53,21.39,21.99,9.00,1.75,0.19,18.15,0.00,22.39,136.31,11.92,19.01,8.19,0.00,30.35,0.00,-0.90,0.01,71.64
Alpex Solar,,ALPEXSOLAR,INE0R4701017,Electrical Equipment,Other Electrical Equipment,708.00,39.02,1808.44,1878.71,284.30,15.13,16.18,9.76,3.82,0.01,23.71,0.37,47.72,338.75,4.86,235.67,123.77,189.17,14.78,0.06,0.43,0.64,51.16
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,37.94,42.13,237.55,52.43,8.54,16.29,9.09,47.13,4.78,0.99,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,4.11,0.00,0.00,0.50,69.90
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,477.55,39.02,590.38,202.86,38.80,19.13,32.27,21.66,5.21,0.11,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,5.31,0.00,0.00,0.00,58.40
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),360.30,44.02,134.49,22.93,11.21,48.89,42.33,19.43,1.88,-1.15,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,8.11,0.00,0.00,1.70,58.95
Arihant Super.,506194,ARIHANTSUP,INE643K01018,Realty,"Residential, Commercial Projects",214.15,25.04,926.20,522.23,118.05,22.60,20.90,20.40,2.64,2.11,3.91,2.38,18.84,1083.45,6.64,128.83,89.20,817.55,6.99,0.03,0.04,6.85,54.26
Arkade,544261,ARKADE,INE0QRL01017,Realty,"Residential, Commercial Projects",103.36,23.78,1919.02,751.28,195.61,26.04,30.17,12.96,2.01,0.27,17.03,0.18,25.75,861.03,12.61,23.06,34.35,906.97,9.83,0.03,-0.04,0.88,51.63
Arrow Greentech,516064,ARROWGREEN,INE570D01018,Industrial Products,Packaging,367.35,37.35,554.26,216.02,70.25,32.52,36.42,10.79,2.62,0.10,35.18,0.01,39.57,168.00,7.91,12.22,7.23,23.61,14.18,0.10,0.02,0.04,55.09
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,114.20,47.65,315.99,108.21,33.32,30.79,11.49,12.47,7.28,0.07,10.06,0.00,17.78,40.55,1.47,49.72,48.37,4.95,10.79,-0.01,0.00,0.00,69.77
Ashoka Buildcon,533271,ASHOKA,INE442H01029,Construction,Civil Construction,112.50,21.30,3158.14,8260.00,2396.08,29.01,29.09,3.02,0.75,0.06,8.69,0.47,54.78,1978.72,2364.66,1417.82,897.89,465.85,64.75,0.39,0.01,0.81,51.26
ASM Technologies,526433,,INE867C01010,IT - Software,Computers - Software & Consulting,2178.65,34.39,3177.92,507.91,100.96,19.88,16.39,52.06,10.78,2.39,9.39,0.18,16.85,200.50,2.88,126.51,27.95,38.79,2.95,0.28,-0.03,0.57,52.59
