Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,125.30,281.94,72.73,19.67,27.05,26.49,17.91,2.97,0.20,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.74,3.90,0.95,0.04,55.57
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,107.15,170.47,75.39,19.62,26.02,30.64,19.55,2.07,0.11,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.22,0.32,-1.46,0.00,72.60
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,147.30,832.38,424.71,206.41,48.60,50.53,14.69,3.11,0.35,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.60,0.00,0.04,8.53,51.50
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,219.00,442.25,138.34,30.32,21.92,21.99,14.57,2.85,0.31,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.40,0.00,-0.90,0.01,63.50
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,64.53,404.03,63.57,7.83,12.32,9.09,82.29,8.14,1.73,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.28,0.00,0.00,0.53,54.54
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,393.15,1382.41,231.46,108.87,47.04,52.57,24.55,2.35,0.26,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,5.86,0.00,-2.21,0.05,56.32
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),405.00,151.17,26.12,10.73,41.08,42.33,23.26,2.12,-1.37,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.98,0.00,0.08,1.79,55.45
Artificial Elect,526443,,IT - Software,Software Products,139.40,236.50,61.20,15.64,25.56,11.49,18.46,5.64,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.25,-0.01,0.00,0.00,68.36
AVP Infracon,,AVPINFRA,Construction,Civil Construction,125.30,312.99,369.67,74.84,20.25,20.28,7.19,1.96,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.53,0.10,-0.03,2.46,52.59
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,119.95,156.81,170.36,21.49,12.61,15.24,12.69,1.09,0.43,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.71,0.00,0.00,3.00,59.34
Bharat Road,540700,BRNL,Construction,Civil Construction,22.25,186.79,342.28,163.37,47.73,20.63,1.04,0.45,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,117.66,0.00,-0.01,2.34,58.71
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.27,149.27,98.60,12.41,12.59,10.48,22.25,1.86,1.51,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.71,-0.01,0.06,1.96,53.43
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,112.60,275.05,102.21,26.33,25.76,29.80,10.22,1.60,0.79,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,19.23,-0.87,-1.50,0.00,58.91
Ceinsys Tech,538734,,IT - Software,Computers - Software & Consulting,942.35,1681.26,574.23,113.89,19.83,19.19,17.32,3.60,0.19,13.91,0.16,19.46,336.03,27.68,172.91,132.63,0.84,8.13,0.03,-0.11,0.58,55.23
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,228.20,106.41,72.49,10.06,13.88,15.85,13.20,1.56,1.59,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,11.05,0.00,0.00,0.36,60.58
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,84.84,152.18,35.27,6.43,18.23,19.83,20.24,1.53,0.14,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,12.50,0.05,0.00,0.00,67.05
Chetana Educa.,,CHETANA,Printing & Publication,Printing & Publication,55.00,112.20,102.93,19.42,18.87,22.72,8.73,1.27,,12.58,0.06,25.94,83.44,0.23,67.63,1.98,20.78,15.99,-1.40,0.94,0.26,57.36
Cohance Life,543064,COHANCE,Pharmaceuticals & Biotechnology,Pharmaceuticals,530.70,20302.84,2252.45,579.88,25.74,31.34,59.10,5.36,-3.65,8.86,0.12,12.67,1177.66,33.65,589.69,313.28,592.88,2.29,9.41,-0.72,0.95,60.04
Concord Enviro,544315,CEWATER,Other Utilities,Waste Management,384.75,796.29,557.05,67.94,12.20,15.66,15.23,1.45,0.33,6.98,0.30,12.03,371.38,17.72,179.31,145.70,201.33,8.94,-0.90,-0.01,2.14,55.26
Credo Brands,544058,MUFTI,Retailing,Speciality Retail,96.82,632.91,592.40,167.91,28.34,29.29,11.04,1.52,0.42,9.36,0.58,18.41,303.28,7.88,269.01,22.75,105.25,12.02,-1.29,-0.04,2.36,53.47
Dam Capital Advi,544316,DAMCAPITAL,Capital Markets,Stockbroking & Allied,210.96,1491.19,278.28,165.75,59.56,58.51,13.29,4.81,0.20,33.97,0.01,49.22,210.57,0.06,94.72,45.72,0.00,12.30,0.05,-0.06,0.03,53.83
Danish Power,,DANISH,Electrical Equipment,Heavy Electrical Equipment,625.85,1232.40,472.64,87.43,18.50,19.15,18.42,3.55,0.16,20.15,0.01,28.94,234.30,11.54,73.14,33.46,116.97,8.35,-0.59,-0.06,0.03,52.44
Danlaw Tech.,532329,,Industrial Manufacturing,Industrial Products,780.55,380.18,237.35,34.83,14.67,14.74,19.10,4.44,0.16,13.19,0.37,28.31,68.49,1.00,49.89,28.61,36.47,7.48,0.00,0.00,1.09,54.59
De Neers Tools,,DENEERS,Industrial Products,Iron & Steel Products,155.00,133.40,142.50,28.16,19.76,19.30,7.56,1.63,0.14,11.87,0.77,32.56,110.39,0.87,39.62,13.85,114.36,14.41,1.51,-0.77,2.23,58.64
DJ Mediaprint,543193,DJML,Transport Services,Logistics Solution Provider,53.89,185.26,91.57,18.14,19.81,21.84,24.64,2.50,0.83,8.13,0.23,13.49,50.19,0.22,29.34,2.43,27.56,5.95,-0.03,-0.16,1.36,74.59
Dynamic Services,,DYNAMIC,Commercial Services & Supplies,Diversified Commercial Services,103.60,142.41,347.25,49.12,14.15,13.61,6.23,0.73,0.06,7.60,0.76,12.47,108.40,2.21,111.92,15.46,48.32,18.82,0.00,-0.05,2.98,73.56
