Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,128.20,203.96,75.39,19.62,26.02,30.64,23.39,2.48,0.13,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.00,0.32,-1.46,0.00,67.38
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,224.05,452.45,138.34,30.32,21.92,21.99,14.90,2.91,0.32,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,12.96,0.00,-0.90,0.01,64.61
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,68.01,425.86,63.57,7.83,12.32,9.09,86.73,8.58,1.83,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.17,0.00,0.00,0.53,53.10
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),428.00,159.73,26.12,10.73,41.08,42.33,24.57,2.24,-1.45,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.65,0.00,0.08,1.79,52.92
Artificial Elect,526443,,IT - Software,Software Products,176.35,299.19,61.20,15.64,25.56,11.49,23.36,7.13,0.13,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,5.72,0.00,0.00,0.00,59.98
BEW Engg,,BEWLTD,Industrial Manufacturing,Industrial Products,130.90,171.13,170.36,21.49,12.61,15.24,13.85,1.19,0.47,6.34,0.44,11.70,109.44,0.70,41.00,31.61,145.07,9.11,0.00,0.00,3.00,55.63
Bharat Road,540700,BRNL,Construction,Civil Construction,24.98,209.71,342.28,163.37,47.73,20.63,1.17,0.51,0.03,6.47,1.05,53.67,278.70,83.88,0.19,3.72,0.00,102.72,0.00,-0.01,2.34,53.65
Bodhi Tree,543767,BTML,Entertainment,Digital Entertainment,8.82,159.20,98.60,12.41,12.59,10.48,23.73,1.98,1.61,6.41,0.32,16.26,35.85,1.14,13.72,16.03,21.67,7.29,-0.01,0.06,1.96,50.34
CapitalNumbers,544343,,IT - Software,Computers - Software & Consulting,113.45,277.12,102.21,26.33,25.76,29.80,10.30,1.61,0.80,18.93,0.00,20.00,160.62,10.92,8.46,0.81,0.00,19.02,-0.87,-1.50,0.00,58.59
Captain Techno.,540652,,Industrial Manufacturing,Industrial Products,159.50,370.36,113.70,16.60,14.60,12.71,33.31,7.88,0.77,15.80,0.48,25.03,11.04,1.73,29.26,17.43,10.47,4.22,0.00,0.00,1.37,50.47
Cenlub Industrie,522251,,Industrial Manufacturing,Industrial Products,267.50,124.73,72.49,10.06,13.88,15.85,15.48,1.83,1.86,10.56,0.06,14.72,5.10,2.71,12.05,8.87,8.72,9.44,0.00,0.00,0.36,54.88
Chavda Infra Ltd,,CHAVDA,Construction,Civil Construction,85.75,211.43,250.28,59.78,23.89,21.59,10.72,1.76,0.18,6.77,1.40,20.27,121.45,2.00,103.28,74.94,92.19,11.62,-0.50,-0.16,3.92,53.90
Chemtech Indust.,537326,,Industrial Manufacturing,Industrial Products,99.25,178.03,35.27,6.43,18.23,19.83,23.67,1.79,0.16,9.04,0.00,10.74,74.60,5.22,4.40,2.78,3.10,9.59,0.05,0.00,0.00,61.46
