Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,RSI,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,INE0W1601012,Media,Web based media and service,129.00,48.66,290.27,77.23,21.92,28.38,26.49,16.46,3.05,0.18,35.51,0.01,47.28,75.90,2.58,44.68,7.37,0.00,9.47,-1.57,-0.84,0.03,54.26
Addictive Learn,,ADDICTIVE,INE0RDH01021,Other Consumer Services,E-Learning,101.50,42.10,161.48,75.39,19.62,26.02,30.64,18.52,1.96,0.10,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,7.63,0.32,-1.46,0.00,51.90
All E Tech,,ALLETEC,INE0M2X01012,IT - Software,Computers - Software & Consulting,171.55,37.30,346.43,138.05,29.53,21.39,21.99,11.44,2.23,0.24,18.15,0.00,22.39,136.31,11.92,19.01,8.19,0.00,19.54,0.00,-0.90,0.01,63.92
Alphalogic Tech.,542770,,INE08E401029,IT - Software,Computers - Software & Consulting,40.79,34.89,255.39,52.43,8.54,16.29,9.09,50.67,5.14,1.07,10.42,0.10,11.49,45.54,1.87,15.13,8.85,2.29,3.83,0.00,0.00,0.50,67.64
Amal,506597,,INE841D01013,Chemicals & Petrochemicals,Specialty Chemicals,533.35,46.20,659.36,202.86,38.80,19.13,32.27,24.19,5.81,0.12,25.97,0.00,35.03,34.31,1.78,19.26,13.79,5.29,4.75,0.00,0.00,0.00,53.54
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),394.10,48.61,147.10,22.93,11.21,48.89,42.33,21.26,2.06,-1.26,8.09,0.30,11.44,-7.49,2.25,0.00,0.72,0.00,7.50,0.00,0.00,1.70,55.10
Artificial Elect,526443,,INE072B01027,IT - Software,Software Products,134.60,57.15,372.43,108.21,33.32,30.79,11.49,14.70,8.58,0.08,10.06,0.00,17.78,40.55,1.47,49.72,48.37,4.95,9.15,-0.01,0.00,0.00,64.37
Autoriders Intl.,512277,,INE340U01010,Transport Services,Logistics Solution Provider,453.15,32.73,157.73,96.93,27.50,28.37,28.79,16.21,2.94,0.41,10.00,0.34,19.99,3.26,1.28,18.24,4.98,0.00,9.11,0.00,0.00,1.16,56.05
AVP Infracon,,AVPINFRA,INE0R9401019,Construction,Civil Construction,106.55,46.97,266.15,369.67,74.84,20.25,20.28,6.12,1.67,0.06,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,18.46,0.10,-0.03,2.46,51.12
AWFIS Space,544181,AWFIS,INE108V01019,Commercial Services & Supplies,Diversified Commercial Services,299.75,20.45,2144.43,1423.03,513.97,36.12,33.70,36.56,4.30,0.89,2.44,2.91,26.07,-270.82,93.58,122.33,257.89,0.64,6.91,-1.62,2.30,5.97,58.31
