Name,BSE Code,NSE Code,Industry Group,Industry,Current Price,Market Capitalization,Sales,Operating profit,OPM,OPM last year,Price to Earning,Price to book value,PEG Ratio,Return on assets,Debt to equity,Return on equity,Working capital,Other income,Trade receivables,Trade Payables,Inventory,Earnings yield,Change in DII holding,Change in FII holding,Debt to EBIT,Down from 52w high
Adcounty Media.,544435,,Media,Web based media and service,126.95,285.65,72.73,19.67,27.05,26.49,18.15,3.00,0.20,35.51,0.01,47.28,75.90,2.20,44.68,7.37,0.00,8.61,3.90,0.95,0.04,54.98
Addictive Learn,,LAWSIKHO,Other Consumer Services,E-Learning,112.05,178.27,75.39,19.62,26.02,30.64,20.44,2.17,0.12,11.21,0.00,13.08,-2.28,2.68,0.48,2.12,0.00,6.89,0.32,-1.46,0.00,71.34
Adit.Birla Money,532974,BIRLAMONEY,Capital Markets,Stockbroking & Allied,147.54,833.74,424.71,206.41,48.60,50.53,14.71,3.11,0.35,3.24,6.58,37.21,385.08,10.81,34.66,20.78,0.00,11.59,0.00,0.04,8.53,51.42
All E Tech,,ALLETEC,IT - Software,Computers - Software & Consulting,219.75,443.77,138.34,30.32,21.92,21.99,14.62,2.86,0.31,18.15,0.00,22.39,136.31,12.39,19.01,8.19,0.00,13.33,0.00,-0.90,0.01,63.96
Alphalogic Tech.,542770,,IT - Software,Computers - Software & Consulting,63.07,394.89,63.57,7.83,12.32,9.09,80.43,7.95,1.69,10.42,0.10,11.49,45.54,1.79,15.13,8.85,2.29,2.34,0.00,0.00,0.53,56.50
Antelopus Selan,530075,ANTELOPUS,Oil,Oil Exploration & Production,374.35,1316.30,231.46,108.87,47.04,52.57,23.38,2.24,0.24,13.99,0.01,17.18,162.06,12.62,34.40,7.86,34.83,6.18,0.00,-2.21,0.05,59.75
Apollo Finvest,512437,,Finance,Non Banking Financial Company (NBFC),409.95,152.99,26.12,10.73,41.08,42.33,23.54,2.14,-1.39,8.09,0.30,11.44,-7.49,2.16,0.00,0.72,0.00,6.91,0.00,0.08,1.79,54.90
Artificial Elect,526443,,IT - Software,Software Products,141.75,240.49,61.20,15.64,25.56,11.49,18.77,5.73,0.11,10.06,0.00,17.78,40.55,1.44,49.72,48.37,4.95,7.13,-0.01,0.00,0.00,67.83
AVP Infracon,,AVPINFRA,Construction,Civil Construction,123.50,308.49,369.67,74.84,20.25,20.28,7.09,1.94,0.07,12.64,1.14,30.20,79.37,4.14,85.02,20.02,81.79,16.70,0.10,-0.03,2.46,53.27
Bemco Hydraulics,522650,,Industrial Manufacturing,Industrial Products,90.88,397.45,95.04,21.23,22.34,20.29,28.31,5.29,0.97,9.71,0.21,19.89,20.50,1.19,26.86,16.54,29.84,5.10,0.00,0.00,0.77,51.71
